NQUEST,NORD,NORDP,NESPLAV,EXLAV,ETALAV,CONTRIB,ACONTRIB,MCONTRIB,ETALAV2,LAVFATT1,LAVFATT2,LAVFATT3,LAVFATT4,LAVFATT5,LAVFATT6,LAVFATT7,ETAPEN,COPPU,PREVCOM,ANPREVCOM,MPREVCOM1,MPREVCOM,COPPIP,DOCSEZB,ETA,maxan
29798,2,2,1,,14,1,15,,,,,,,,,,,,,,,,,2,74,65
29823,1,2,0,,,,,,,,,,,,,,,,,,,,,2,50,
29823,2,1,1,,28,1,10,,,,,,,,,,,,1,2010,1,,,2,45,22
29823,3,3,0,,,,,,,,,,,,,,,,,,,,,2,16,
29823,4,4,0,,,,,,,,,,,,,,,,,,,,,2,15,
29823,5,5,,,,,,,,,,,,,,,,,,,,,,2,12,
29823,6,6,,,,,,,,,,,,,,,,,,,,,,2,9,
31066,1,1,1,,12,1,35,,,,,,,,,,,,,,,,,2,70,63
31066,2,2,0,,,,,,,,,,,,,,,,,,,,,2,67,
31066,3,3,3,1,23,1,2,,34,,,,,,,,,,2,,,,,2,40,22
31092,1,1,3,1,20,1,26,,36,1,5,4,3,7,2,6,65,50,2,,,,,2,46,31
31092,2,2,0,,,,,,,,,,,,,,,,,,,,,2,44,
31092,3,3,0,,,,,,,,,,,,,,,,,,,,,2,18,
31092,4,4,0,,,,,,,,,,,,,,,,,,,,,2,16,
31092,5,5,,,,,,,,,,,,,,,,,,,,,,2,10,
31093,1,1,2,3,21,1,32,,36,1,4,3,2,6,5,7,65,70,,,,,,2,56,40
31120,1,2,2,1,20,1,35,,,,,,,,,,,,,,,,,2,70,55
31120,2,1,2,2,20,1,45,,,,,,,,,,,,,,,,,2,70,55
31122,1,1,1,,15,1,37,,,1,5,2,7,3,4,6,65,70,,,,,,2,58,48
31122,2,2,0,,,,,,,,,,,,,,,,,,,,,2,52,
31122,3,3,1,,20,1,11,,,,,,,,,,,,2,,,,,2,31,16
31122,4,4,0,,,,,,,,,,,,,,,,,,,,,2,30,
31137,1,1,1,,23,1,33,,,3,1,4,5,6,7,2,63,60,2,,,,,2,56,38
31137,2,2,1,,19,1,33,,,,,,,,,,,,2,,,,,2,52,38
31137,3,3,1,,22,1,4,,,,,,,,,,,,2,,,,,2,25,8
31137,4,4,0,,,,,,,,,,,,,,,,,,,,,2,24,
31145,1,1,1,,15,1,37,,,,,,,,,,,,,,,,,2,64,54
31145,2,2,1,,15,1,35,,,,,,,,,,,,,,,,,2,59,49
31161,1,1,1,,20,1,32,,,3,4,1,2,5,7,6,60,70,2,,,,,2,52,37
31161,2,2,2,1,21,1,24,,24,,,,,,,,,,2,,,,,2,48,32
31161,3,3,0,,,,,,,,,,,,,,,,,,,,,2,26,
31161,4,4,0,,,,,,,,,,,,,,,,,,,,,2,21,
31163,1,1,1,,20,1,20,,,4,2,1,5,6,7,3,70,80,,,,,,2,57,42
31163,2,2,1,,45,1,9,,,,,,,,,,,,,,,,,2,54,14
31163,3,3,1,,21,1,5,,,,,,,,,,,,,,,,,2,32,16
31163,4,4,0,,,,,,,,,,,,,,,,,,,,,2,24,
31163,5,5,0,,,,,,,,,,,,,,,,,,,,,2,17,
31163,6,6,,,,,,,,,,,,,,,,,,,,,,2,10,
31191,1,1,1,,16,1,37,,,,,,,,,,,,,,,,,2,85,74
31191,2,2,0,,,,,,,,,,,,,,,,,,,,,2,86,
31219,1,1,1,,27,1,35,,,,,,,,,,,,,,,,,2,81,59
31220,1,2,3,3,11,1,35,,,,,,,,,,,,,,,,,2,72,66
31220,2,1,2,3,17,1,35,,,,,,,,,,,,,,,,,2,75,63
31221,1,1,3,3,24,1,21,,,,,,,,,,,,,,,,,1,72,53
31221,2,2,0,,,,,,,,,,,,,,,,,,,,,1,31,
31246,1,1,1,,14,1,37,,,,,,,,,,,,,,,,,2,68,59
31246,2,2,1,,15,1,37,,,,,,,,,,,,,,,,,2,66,56
31281,1,1,2,3,14,1,40,,30,2,4,5,7,6,3,1,67,70,,,,,,2,66,57
31304,1,1,1,,26,1,28,,,,,,,,,,,,,,,,,2,69,48
31304,2,2,1,,25,1,40,,,,,,,,,,,,,,,,,2,68,48
31309,1,1,4,3,14,1,39,,39,4,5,1,2,7,6,3,56,90,3,,,,,2,55,46
31309,2,2,0,,,,,,,,,,,,,,,,,,,,,2,52,
31309,3,3,3,1,13,1,4,,21,4,5,1,2,7,6,3,65,40,2,,,,,2,24,16
31309,4,4,0,,,,,,,,,,,,,,,,,,,,,2,19,
31309,5,10,,,,,,,,,,,,,,,,,,,,,,2,0,
31309,6,10,1,,18,1,5,,,,,,,,,,,,3,,,,,2,23,10
31387,1,2,3,1,14,1,15,,,,,,,,,,,,,,,,,2,51,42
31387,2,1,2,1,17,1,36,,43,,,,,,,,,,2,,,,,2,53,41
31387,3,3,2,1,18,1,,3,26,,,,,,,,,,2,,,,,2,26,13
31403,1,1,2,1,16,2,,,,,,,,,,,,,,,,,,2,84,73
31403,2,2,2,1,19,1,23,,26,,,,,,,,,,3,,,,,2,45,31
31441,1,1,1,,23,1,38,,,,,,,,,,,,,,,,,2,68,50
31441,2,2,6,1,15,1,37,,,,,,,,,,,,,,,,,2,66,56
31448,1,1,1,,22,1,34,,,,,,,,,,,,,,,,,2,75,58
31556,1,1,5,1,14,1,35,,,,,,,,,,,,,,,,,2,73,64
31556,2,2,5,1,14,1,15,,,,,,,,,,,,,,,,,2,69,60
31560,1,1,3,3,16,1,39,,,,,,,,,,,,,,,,,2,67,56
31560,2,2,4,1,14,1,28,,50,,,,,,,,,,1,2007,1,,,2,57,48
31561,1,1,3,1,15,1,36,,,,,,,,,,,,,,,,,2,70,60
31561,2,2,1,,15,1,6,,,,,,,,,,,,,,,,,2,67,57
31625,1,1,0,,,,,,,,,,,,,,,,,,,,,2,79,
31625,2,2,2,3,22,1,16,,47,1,4,2,7,3,6,5,68,40,2,,,,,2,53,36
31641,1,1,2,1,16,1,34,,22,1,5,2,3,4,7,6,60,70,2,,,,,2,51,40
31641,2,2,2,1,15,1,39,,25,,,,,,,,,,2,,,,,2,55,45
31652,1,1,1,,18,1,44,,,,,,,,,,,,,,,,,2,69,56
31652,2,2,1,,21,1,39,,,,,,,,,,,,,,,,,2,67,51
31665,1,1,3,3,16,1,45,,,,,,,,,,,,,,,,,2,73,62
31665,2,2,2,1,13,1,32,,,,,,,,,,,,,,,,,2,72,64
31671,1,1,0,,,,,,,,,,,,,,,,,,,,,2,58,
31695,1,1,0,,,,,,,,,,,,,,,,,,,,,2,41,
31695,2,2,2,1,16,1,30,,16,1,3,4,6,7,2,5,56,80,2,,,,,2,46,35
31695,3,3,0,,,,,,,,,,,,,,,,,,,,,2,23,
31695,4,4,1,,17,1,,8,,1,4,5,6,3,2,7,70,100,2,,,,,2,18,6
31724,1,1,1,,20,1,32,,,1,4,3,2,5,7,6,70,70,2,,,,,2,52,37
31724,2,2,3,1,20,1,28,,22,,,,,,,,,,2,,,,,2,48,33
31724,3,3,0,,,,,,,,,,,,,,,,,,,,,2,19,
31724,4,4,,,,,,,,,,,,,,,,,,,,,,2,14,
31724,5,10,,,,,,,,,,,,,,,,,,,,,,2,11,
31735,1,1,1,,15,1,35,,,,,,,,,,,,,,,,,2,66,56
31735,2,2,1,,15,1,36,,,,,,,,,,,,,,,,,2,75,65
31757,1,1,0,,,,,,,,,,,,,,,,,,,,,2,75,
31785,1,1,1,,22,1,37,,,,,,,,,,,,,,,,,2,64,47
31785,2,2,1,,20,1,40,,,,,,,,,,,,1,2007,1,,,2,61,46
31798,1,1,1,,14,1,40,,,,,,,,,,,,,,,,,2,74,65
31799,1,2,1,,18,1,31,,,,,,,,,,,,,,,,,2,62,49
31799,2,1,2,1,15,1,36,,,,,,,,,,,,,,,,,2,69,59
31860,1,1,3,1,19,1,31,,23,2,3,1,7,5,6,4,63,70,,,,,,2,52,38
31860,2,2,1,,27,1,21,,,,,,,,,,,,2,,,,,2,49,27
31860,3,3,1,,24,1,,9,,,,,,,,,,,,,,,,2,25,6
31860,4,4,0,,,,,,,,,,,,,,,,,,,,,2,21,
31868,1,1,3,1,20,1,31,,50,1,4,3,2,6,5,7,60,100,,,,,,2,56,41
31868,2,2,2,1,11,1,7,,,,,,,,,,,,,,,,,2,51,45
31868,3,3,0,,,,,,,,,,,,,,,,,,,,,2,27,
31868,4,4,,,,,,,,,,,,,,,,,,,,,,2,12,
31869,1,1,1,,10,1,10,,,4,3,1,6,2,5,7,65,60,,,,,,2,59,54
31869,2,2,0,,,,,,,,,,,,,,,,,,,,,2,54,
31869,3,3,0,,,,,,,,,,,,,,,,,,,,,2,23,
31869,4,4,0,,,,,,,,,,,,,,,,,,,,,2,16,
31912,1,1,10,1,14,1,20,,,,,,,,,,,,,,,,,2,80,71
31912,2,2,5,1,14,1,25,,,,,,,,,,,,,,,,,2,70,61
32001,1,1,1,,25,1,40,,,,,,,,,,,,,,,,,2,76,56
32001,2,2,0,,,,,,,,,,,,,,,,,,,,,2,76,
32028,1,1,1,,26,1,34,,,1,4,7,5,6,2,3,61,70,2,,,,,2,60,39
32028,2,2,1,,22,1,38,,,,,,,,,,,,,,,,,2,60,43
32028,3,3,1,,24,1,,2,,,,,,,,,,,2,,,,,2,25,6
32033,1,1,1,,20,1,38,,,1,4,6,7,3,5,2,60,80,2,,,,,2,58,43
32033,2,2,1,,19,1,40,,,,,,,,,,,,,,,,,2,60,46
32033,3,3,0,,,,,,,,,,,,,,,,,,,,,2,24,
32034,1,1,1,,16,1,36,,,,,,,,,,,,,,,,,2,66,55
32034,2,2,0,,,,,,,,,,,,,,,,,,,,,2,62,
32041,1,1,1,,21,1,39,,,,,,,,,,,,,,,,,2,68,52
32041,2,2,0,,,,,,,,,,,,,,,,,,,,,2,66,
32044,1,1,0,,,,,,,,,,,,,,,,,,,,,2,73,
32047,1,1,2,3,13,1,38,,,,,,,,,,,,,,,,,2,73,65
32047,2,2,1,,22,1,15,,,,,,,,,,,,,,,,,2,60,43
32052,1,1,1,,18,1,38,,,,,,,,,,,,,,,,,2,69,56
32052,2,2,1,,20,1,40,,,,,,,,,,,,,,,,,2,66,51
32057,1,1,1,,18,1,40,,,,,,,,,,,,,,,,,2,72,59
32057,2,2,1,,20,1,40,,,,,,,,,,,,,,,,,2,67,52
32057,3,3,1,,30,1,13,,,,,,,,,,,,3,,,,,2,43,18
32066,1,2,1,,35,1,20,,,,,,,,,,,,,,,,,2,85,55
32067,1,10,1,,16,1,41,,,,,,,,,,,,,,,,,2,75,64
32144,1,1,1,,21,1,37,,,,,,,,,,,,,,,,,2,69,53
32144,2,2,0,,,,,,,,,,,,,,,,,,,,,2,64,
32190,1,1,2,1,20,1,37,,,,,,,,,,,,,,,,,2,63,48
32198,1,1,1,,20,1,28,,,,,,,,,,,,,,,,,2,64,49
32198,2,2,1,,25,1,32,,,,,,,,,,,,,,,,,2,70,50
32206,1,1,4,1,15,1,5,,,,,,,,,,,,,,,,,2,47,37
32206,2,2,2,1,17,2,,,24,,,,,,,,,,2,,,,,2,25,13
32209,1,1,1,,16,2,,,,,,,,,,,,,,,,,,2,60,49
32209,2,2,2,1,15,1,37,,,,,,,,,,,,,,,,,2,70,60
32209,3,3,4,1,22,1,12,,30,,,,,,,,,,3,,,,,2,34,17
32210,1,1,1,,19,2,,,,,,,,,,,,,,,,,,2,60,46
32210,2,2,4,1,15,1,27,,45,,,,,,,,,,2,,,,,2,64,54
32210,3,4,2,1,20,1,3,,,,,,,,,,,,,,,,,2,25,10
32210,4,5,0,,,,,,,,,,,,,,,,,,,,,2,21,
32229,1,1,0,,,,,,,,,,,,,,,,,,,,,2,88,
32288,1,1,9,3,15,1,34,,40,1,3,2,5,4,6,7,58,70,2,,,,,2,50,40
32288,2,2,3,1,40,1,15,,40,,,,,,,,,,2,,,,,2,50,15
32288,3,3,1,,19,1,8,,,,,,,,,,,,2,,,,,2,27,13
32318,1,1,2,1,16,1,19,,,,,,,,,,,,,,,,,2,74,63
32320,1,1,1,,20,1,28,,,4,6,2,3,5,1,7,65,75,2,,,,,2,48,33
32320,2,2,3,1,25,1,25,,45,,,,,,,,,,2,,,,,2,52,32
32320,3,3,0,,,,,,,,,,,,,,,,,,,,,2,18,
32320,4,4,0,,,,,,,,,,,,,,,,,,,,,2,16,
32328,1,1,3,3,14,1,21,,,,,,,,,,,,,,,,,1,95,86
32438,1,1,3,1,22,2,,,34,4,1,2,3,5,7,6,70,100,2,,,,,2,46,29
32438,2,2,4,1,17,2,,,20,1,4,3,2,5,7,6,65,100,2,,,,,2,21,9
32464,1,1,0,,,,,,,,,,,,,,,,,,,,,2,83,
32470,1,1,1,,20,1,40,,,,,,,,,,,,,,,,,2,83,68
32470,2,2,2,3,21,1,5,,31,,,,,,,,,,,,,,,2,42,26
32471,1,1,1,,14,1,35,,,,,,,,,,,,,,,,,2,65,56
32524,1,1,1,,25,1,22,,,,,,,,,,,,,,,,,2,65,45
32524,2,2,1,,25,1,37,,,,,,,,,,,,,,,,,2,62,42
32556,1,1,6,2,14,1,40,,,,,,,,,,,,,,,,,2,63,54
32668,1,1,2,1,19,1,27,,,,,,,,,,,,,,,,,2,61,47
32668,2,2,0,,,,,,,,,,,,,,,,,,,,,2,60,
32668,3,3,2,1,14,1,10,,36,,,,,,,,,,3,,,,,2,36,27
32668,4,4,1,,20,1,7,,,,,,,,,,,,,,,,,2,33,18
32703,1,1,1,,14,1,15,,,3,7,2,5,6,1,4,68,50,,,,,,2,68,59
32703,2,2,3,3,18,1,28,,,,,,,,,,,,,,,,,2,65,52
32709,1,1,4,3,19,1,40,,,,,,,,,,,,,,,,,2,70,56
32709,2,2,2,1,19,1,17,,,,,,,,,,,,,,,,,2,66,52
32709,3,3,2,1,27,1,12,,29,,,,,,,,,,2,,,,,2,39,17
32709,4,4,1,,27,1,4,,,,,,,,,,,,2,,,,,2,31,9
32713,1,1,3,3,15,1,30,,34,2,3,4,1,5,6,7,65,50,2,,,,,2,58,48
32713,2,2,2,2,13,1,30,,34,,,,,,,,,,,,,,,2,60,52
32713,3,3,3,1,18,1,18,,32,,,,,,,,,,3,,,,,2,37,24
32713,4,4,2,3,19,1,14,,30,,,,,,,,,,,,,,,2,35,21
32729,1,1,1,,17,1,38,,,5,6,1,2,3,4,7,60,30,,,,,,2,56,44
32729,2,2,1,,15,1,16,,,,,,,,,,,,,,,,,2,52,42
32731,1,1,3,3,16,1,15,,,,,,,,,,,,,,,,,1,75,64
32733,1,1,2,3,15,1,35,,,,,,,,,,,,,,,,,2,79,69
32733,2,2,0,,,,,,,,,,,,,,,,,,,,,2,74,
32734,1,1,1,,15,1,29,,,1,4,7,5,2,3,6,56,70,1,2007,,1,85,2,45,35
32734,2,2,3,1,21,1,13,,31,,,,,,,,,,1,2007,,1,,2,37,21
32734,3,3,,,,,,,,,,,,,,,,,,,,,,2,10,
32734,4,4,,,,,,,,,,,,,,,,,,,,,,2,6,
32742,1,1,2,1,14,1,37,,,,,,,,,,,,,,,,,2,64,55
32742,2,2,1,,14,1,37,,,,,,,,,,,,,,,,,2,64,55
32751,1,1,3,1,15,1,35,,,,,,,,,,,,,,,,,2,71,61
32764,1,1,1,,16,1,36,,,1,2,4,3,6,5,7,60,80,,,,,,2,52,41
32764,2,2,2,3,21,1,30,,34,,,,,,,,,,2,,,,,2,51,35
32764,3,3,1,,20,1,,3,,,,,,,,,,,,,,,,2,22,7
32764,4,4,0,,,,,,,,,,,,,,,,,,,,,2,20,
32764,5,5,,,,,,,,,,,,,,,,,,,,,,2,8,
32765,1,1,3,1,22,1,28,,36,2,1,6,5,3,4,7,65,70,2,,,,,2,54,37
32765,2,2,2,1,26,1,30,,34,1,2,4,7,3,5,6,65,60,1,2007,1,,70,2,56,35
32772,1,1,0,,,,,,,,,,,,,,,,,,,,,1,58,
32772,2,2,2,1,17,1,40,,,,,,,,,,,,,,,,,1,61,49
32810,1,1,1,,18,1,30,,,,,,,,,,,,,,,,,2,74,61
32822,1,1,1,,19,1,27,,,,,,,,,,,,,,,,,2,81,67
32822,2,2,0,,,,,,,,,,,,,,,,,,,,,2,79,
32822,3,4,1,,23,1,25,,,,,,,,,,,,3,,,,,2,48,30
32839,1,1,4,1,16,1,37,,,,,,,,,,,,,,,,,2,65,54
32839,2,2,2,1,14,1,12,,,,,,,,,,,,,,,,,2,66,57
32861,1,1,3,1,14,1,36,,,,,,,,,,,,,,,,,2,64,55
32861,2,2,1,,18,1,40,,,,,,,,,,,,,,,,,2,59,46
32861,3,3,1,,20,1,1,,,,,,,,,,,,3,,,,,2,21,6
32887,1,1,1,,21,1,26,,,5,6,2,3,1,4,7,58,40,,,,,,2,48,32
32887,2,2,2,3,19,1,26,,23,,,,,,,,,,,,,,,2,45,31
32887,3,3,0,,,,,,,,,,,,,,,,,,,,,2,22,
32887,4,4,0,,,,,,,,,,,,,,,,,,,,,2,20,
32962,1,1,1,,17,1,40,,,,,,,,,,,,,,,,,2,67,55
32962,2,2,0,,,,,,,,,,,,,,,,,,,,,2,63,
32982,1,1,1,,14,2,,,,,,,,,,,,,,,,,,2,70,61
32987,1,1,4,1,14,1,41,,,,,,,,,,,,,,,,,2,75,66
32987,2,2,2,1,12,1,20,,,,,,,,,,,,,,,,,2,73,66
33036,1,1,1,,12,1,28,,,,,,,,,,,,,,,,,2,74,67
33036,2,2,0,,,,,,,,,,,,,,,,,,,,,2,71,
33036,3,3,1,,17,1,6,,,,,,,,,,,,2,,,,,2,45,33
33038,1,1,0,,,,,,,,,,,,,,,,,,,,,2,55,
33038,2,2,1,,20,1,21,,,1,4,7,3,2,5,6,67,50,2,,,,,2,53,38
33038,3,3,0,,,,,,,,,,,,,,,,,,,,,2,22,
33038,4,4,0,,,,,,,,,,,,,,,,,,,,,2,20,
33228,1,1,1,,27,1,42,,,,,,,,,,,,,,,,,2,89,67
33228,2,2,0,,,,,,,,,,,,,,,,,,,,,2,94,
33245,1,1,2,1,17,1,36,,,,,,,,,,,,,,,,,2,77,65
33245,2,2,1,,15,1,15,,,,,,,,,,,,,,,,,2,74,64
33275,1,1,3,3,23,1,35,,,,,,,,,,,,,,,,,2,74,56
33275,2,2,1,,20,1,33,,,,,,,,,,,,,,,,,2,65,50
33303,1,1,2,1,20,1,35,,,,,,,,,,,,,,,,,2,63,48
33303,2,2,2,1,24,1,25,,,,,,,,,,,,,,,,,2,71,52
33328,1,1,2,3,17,1,35,,44,4,3,1,5,2,6,7,60,60,,,,,,2,53,41
33328,2,2,1,,14,1,30,,,,,,,,,,,,,,,,,2,81,72
33328,3,3,1,,14,1,18,,,,,,,,,,,,,,,,,2,74,65
33328,4,4,5,1,20,1,15,,36,4,5,3,1,6,2,7,65,50,2,,,,,2,49,34
33328,5,5,2,1,21,1,3,,22,,,,,,,,,,2,,,,,2,24,8
33328,6,6,1,,21,2,,,,,,,,,,,,,2,,,,,2,22,6
33335,1,1,4,3,16,1,30,,27,3,4,1,2,5,6,7,60,80,,,,,,2,50,39
33335,2,2,1,,14,1,36,,,,,,,,,,,,2,,,,,2,51,42
33335,3,3,2,1,16,1,2,,26,,,,,,,,,,2,,,,,2,27,16
33335,4,4,1,,19,1,3,,,,,,,,,,,,2,,,,,2,22,8
33336,1,1,1,,18,1,22,,,1,2,5,4,3,6,7,65,50,,,,,,2,40,27
33336,2,2,1,,22,1,28,,,,,,,,,,,,,,,,,2,67,50
33347,1,1,1,,38,1,32,,,,,,,,,,,,,,,,,2,75,42
33348,1,1,3,1,14,1,37,,,,,,,,,,,,,,,,,2,71,62
33348,2,2,0,,,,,,,,,,,,,,,,,,,,,2,66,
33451,1,1,1,,19,1,36,,,1,5,4,3,2,7,6,65,70,2,,,,,2,55,41
33451,2,2,0,,,,,,,,,,,,,,,,,,,,,2,27,
33451,3,3,0,,,,,,,,,,,,,,,,,,,,,2,17,
33455,1,1,2,1,27,1,37,,,,,,,,,,,,,,,,,2,74,52
33479,1,1,1,,22,1,40,,,,,,,,,,,,,,,,,2,76,59
33479,2,2,1,,24,1,40,,,,,,,,,,,,,,,,,2,74,55
33644,1,1,1,,16,1,40,,,,,,,,,,,,,,,,,2,73,62
33751,1,1,1,,25,1,39,,,,,,,,,,,,,,,,,2,64,44
33751,2,2,1,,25,1,35,,,,,,,,,,,,,,,,,2,60,40
33761,1,1,1,,24,1,39,,,,,,,,,,,,,,,,,2,71,52
33761,2,2,0,,,,,,,,,,,,,,,,,,,,,2,66,
33773,1,1,1,,41,1,10,,,1,5,4,7,3,2,6,65,80,,,,,,2,51,15
33773,2,2,0,,,,,,,,,,,,,,,,,,,,,2,28,
33773,3,3,0,,,,,,,,,,,,,,,,,,,,,2,25,
33773,4,4,,,,,,,,,,,,,,,,,,,,,,2,8,
33777,1,1,2,3,16,1,34,,21,6,2,1,3,7,4,5,56,50,,,,,,2,50,39
33777,2,2,1,,28,2,,,,,,,,,,,,,2,,,,,2,47,24
33777,3,3,0,,,,,,,,,,,,,,,,,,,,,2,24,
33777,4,4,0,,,,,,,,,,,,,,,,,,,,,2,20,
33778,1,1,2,3,16,1,10,,36,6,1,2,3,4,5,7,65,30,,,,,,2,50,39
33778,2,2,1,,21,1,31,,,6,5,1,2,3,4,7,60,80,2,,,,,2,49,33
33778,3,3,0,,,,,,,,,,,,,,,,,,,,,2,24,
33778,4,4,1,,19,1,4,,,,,,,,,,,,2,,,,,2,23,9
33778,5,5,0,,,,,,,,,,,,,,,,,,,,,2,21,
33781,1,1,3,3,16,1,28,,35,1,2,7,4,3,5,6,65,40,,,,,,2,53,42
33781,2,2,2,3,23,1,23,,29,,,,,,,,,,,,,,,2,49,31
33781,3,3,0,,,,,,,,,,,,,,,,,,,,,2,24,
33781,4,4,0,,,,,,,,,,,,,,,,,,,,,2,18,
33814,1,1,2,1,20,1,35,,27,1,3,7,4,2,5,6,65,80,3,,,,,2,58,43
33814,2,2,0,,,,,,,,,,,,,,,,,,,,,2,58,
33823,1,1,1,,18,1,10,,,,,,,,,,,,,,,,,2,81,68
33839,1,1,0,,,,,,,,,,,,,,,,,,,,,2,64,
33877,1,1,2,3,22,1,25,,45,1,2,4,5,6,3,7,60,50,2,,,,,2,47,30
33877,2,2,2,1,20,1,32,,42,,,,,,,,,,2,,,,,2,52,37
33882,1,1,2,1,20,1,35,,,,,,,,,,,,,,,,,2,59,44
33882,2,2,0,,,,,,,,,,,,,,,,,,,,,2,51,
33882,3,3,1,,23,1,5,,,,,,,,,,,,2,,,,,2,28,10
33888,1,1,0,,,,,,,,,,,,,,,,,,,,,2,81,
33889,1,1,1,,19,1,35,,,,,,,,,,,,,,,,,2,67,53
33889,2,2,1,,18,1,37,,,,,,,,,,,,,,,,,2,58,45
33937,1,1,4,3,13,1,10,,,,,,,,,,,,,,,,,2,71,63
33937,2,2,1,,15,1,3,,,,,,,,,,,,,,,,,2,63,53
33937,3,3,3,3,20,1,15,,30,,,,,,,,,,2,,,,,2,38,23
33937,4,4,2,3,16,1,8,,35,,,,,,,,,,,,,,,2,36,25
33941,1,1,3,3,25,1,36,,,,,,,,,,,,,,,,,1,63,43
33941,2,2,1,,40,1,12,,,,,,,,,,,,,,,,,1,55,20
33983,1,1,1,,31,1,23,,,7,2,1,4,5,6,3,65,60,,,,,,2,54,28
33983,2,2,2,1,30,1,21,,51,6,5,2,4,1,3,7,60,60,,,,,,2,51,26
33983,3,3,,,,,,,,,,,,,,,,,,,,,,2,10,
33985,1,1,1,,31,1,30,,,4,1,7,2,3,6,5,65,70,,,,,,2,61,35
33985,2,2,1,,26,1,20,,,,,,,,,,,,2,,,,,2,56,35
33985,3,3,1,,25,1,4,,,,,,,,,,,,2,,,,,2,29,9
33985,4,4,0,,,,,,,,,,,,,,,,,,,,,2,25,
33985,5,5,0,,,,,,,,,,,,,,,,,,,,,2,21,
33994,1,1,3,1,21,1,36,,,,,,,,,,,,,,,,,2,64,48
33994,2,2,4,3,19,1,4,,51,3,4,1,2,6,7,5,65,50,,,,,,2,60,46
33994,3,3,3,1,20,1,5,,31,,,,,,,,,,2,,,,,2,34,19
34059,1,1,1,,19,1,39,,,2,6,1,5,4,3,7,60,80,,,,,,1,59,45
34198,1,1,2,1,20,1,10,,28,6,1,4,2,7,3,5,65,80,2,,,,,2,32,17
34199,1,1,1,,19,1,19,,,,,,,,,,,,,,,,,2,73,59
34199,2,2,1,,38,1,25,,,,,,,,,,,,,,,,,2,67,34
34230,1,1,0,,,,,,,,,,,,,,,,,,,,,2,76,
34252,1,1,2,1,18,1,40,,,,,,,,,,,,,,,,,2,62,49
34269,1,1,1,,25,1,23,,,1,4,3,5,2,6,7,65,90,2,,,,,2,48,28
34269,2,2,1,,23,1,25,,,1,3,2,4,6,5,7,62,100,2,,,,,2,48,30
34269,3,3,0,,,,,,,,,,,,,,,,,,,,,2,19,
34377,1,1,2,1,15,1,40,,,,,,,,,,,,,,,,,2,66,56
34377,2,2,1,,20,2,,,,,,,,,,,,,,,,,,2,65,50
34396,1,1,1,,20,1,23,,,1,5,4,3,6,7,2,60,80,2,,,,,2,43,28
34396,2,2,0,,,,,,,,,,,,,,,,,,,,,2,77,
34513,1,1,1,,25,1,36,,,,,,,,,,,,,,,,,2,61,41
34513,2,2,0,,,,,,,,,,,,,,,,,,,,,2,52,
34513,3,3,1,,16,1,2,,,,,,,,,,,,2,,,,,2,31,20
34513,4,4,1,,26,1,2,,,,,,,,,,,,2,,,,,2,28,7
34732,1,1,1,,14,1,42,,,,,,,,,,,,,,,,,2,72,63
34732,2,2,1,,18,1,20,,,,,,,,,,,,,,,,,2,67,54
34738,1,1,1,,20,1,35,,,,,,,,,,,,,,,,,2,57,42
34738,2,2,1,,20,1,35,,,1,5,7,3,2,4,6,55,50,,,,,,2,52,37
34738,3,3,,,,,,,,,,,,,,,,,,,,,,2,12,
34778,1,1,0,,,,,,,,,,,,,,,,,,,,,2,73,
34778,2,2,1,,21,1,15,,,,,,,,,,,,2,,,,,2,47,31
34793,1,1,1,,15,1,20,,,,,,,,,,,,,,,,,2,66,56
34793,2,2,0,,,,,,,,,,,,,,,,,,,,,2,58,
34793,3,3,1,,15,2,,,,,,,,,,,,,2,,,,,2,28,18
34793,4,4,1,,19,2,,,,,,,,,,,,,2,,,,,2,25,11
34800,1,1,1,,10,1,25,,,,,,,,,,,,,,,,,2,72,67
34800,2,2,0,,,,,,,,,,,,,,,,,,,,,2,68,
34825,1,1,2,1,18,1,38,,21,1,4,5,2,3,7,6,60,76,2,,,,,2,57,44
34825,2,2,2,1,15,1,37,,30,,,,,,,,,,2,,,,,2,56,46
34825,3,3,1,,25,1,,3,,,,,,,,,,,,,,,,2,33,13
34825,4,4,1,,20,1,4,,,,,,,,,,,,2,,,,,2,24,9
34833,1,1,1,,14,1,35,,,,,,,,,,,,,,,,,2,74,65
34833,2,2,2,3,14,1,15,,,,,,,,,,,,,,,,,2,70,61
34833,3,3,4,1,20,1,15,,44,,,,,,,,,,2,,,,,2,46,31
34886,1,1,1,,39,1,15,,,3,2,1,4,6,7,5,70,60,2,,,,,2,49,15
34886,2,2,1,,20,1,30,,,,,,,,,,,,,,,,,2,83,68
34900,1,1,4,1,14,1,20,,40,3,1,6,2,4,5,7,60,80,2,,,,,2,47,38
34900,2,2,0,,,,,,,,,,,,,,,,,,,,,2,43,
34900,3,3,0,,,,,,,,,,,,,,,,,,,,,2,16,
34900,4,4,,,,,,,,,,,,,,,,,,,,,,2,8,
35005,1,1,4,3,6,1,34,,,,,,,,,,,,,,,,,2,69,68
35005,2,2,0,,,,,,,,,,,,,,,,,,,,,2,28,
35022,1,1,3,3,18,1,11,,43,3,4,1,5,2,7,6,65,70,2,,,,,2,44,31
35022,2,2,0,,,,,,,,,,,,,,,,,,,,,2,44,
35022,3,3,0,,,,,,,,,,,,,,,,,,,,,2,19,
