NQUEST,NORD,SEX,PARENT,ANASC,CIT,ANINGR,SALUT,STACIV,STUDIO,VOTOEDU,SUEDU,SELODE,ANNOEDU,UNIVER,NORDP,MOTENT,APQUAL,ASNONOC,NACE,MOTIV,ANNOENUS,TIPOLAU,TIPODIP,NASCREG,NASCAREA,IREG,NCOMP,ETA,CLETA,CLETA5,QUAL,Q,APSETT,SETT,CFRED,PERC,NPERC,AREA3,AREA5,ACOM4C,pesofit
24764,4,2,6,1998,1,,1,2,2,,,,,,4,,17,,,,,,,16,3,17,5,12,1,1,7,3,,5,0,0,1,3,4,2,0.2854461287
24764,5,1,6,2007,1,,1,2,1,,,,,,5,,18,,,,,,,17,3,17,5,3,1,1,7,3,,5,0,0,1,3,4,2,0.2854461287
24809,1,2,1,1939,1,,2,1,2,,,,,,1,,13,,,,,,,16,3,16,2,71,5,5,7,3,,5,0,0,1,3,4,2,0.4782563826
24809,2,1,2,1930,1,,3,1,2,,,,,,2,,15,1,17,,,,,16,3,16,2,80,5,5,6,3,17,5,1,1,1,3,4,2,0.4782563826
24853,1,1,1,1957,1,,2,1,3,,,,,,1,,2,,15,,,,,16,3,11,3,53,4,3,2,1,15,3,1,1,2,2,3,2,0.1678163041
24853,2,2,2,1962,1,,2,1,5,42,60,2,1980,2,2,,3,,16,,,,5,16,3,11,3,48,3,3,2,1,16,3,0,1,2,2,3,2,0.1678163041
24853,3,2,6,1991,1,,2,2,5,85,100,2,2009,1,3,,17,,,,,,5,11,2,11,3,19,1,1,7,3,,5,0,0,2,2,3,2,0.1678163041
24885,1,2,1,1933,1,,3,4,3,,,,,,1,,16,,,,,,,15,3,15,1,77,5,5,6,3,,5,1,1,1,3,4,3,0.4615815332
24924,1,2,1,1964,1,,1,1,5,6,10,2,1982,2,1,,9,,3,,,,1,6,1,6,4,46,3,3,5,2,3,2,1,1,3,1,2,2,0.551360296
24924,2,1,2,1960,1,,1,1,5,6,10,2,1979,2,2,,9,,3,,,,1,6,1,6,4,50,3,3,5,2,3,2,0,1,3,1,2,2,0.551360296
24924,3,2,6,1989,1,,1,2,5,78,100,2,2008,1,3,,3,,16,,,,3,6,1,6,4,21,1,1,2,1,16,3,0,1,3,1,2,2,0.551360296
24924,4,1,6,1991,1,,1,2,5,83,100,2,2010,1,4,,17,,,,,,4,6,1,6,4,19,1,1,7,3,,5,0,0,3,1,2,2,0.551360296
24984,1,2,1,1956,1,,1,1,3,,,,,,1,,13,,,,,,,9,2,9,4,54,4,3,7,3,,5,0,0,3,2,3,0,0.9463422771
24984,2,1,2,1954,1,,1,1,3,,,,,,2,,15,1,13,,,,,9,2,9,4,56,4,4,6,3,13,5,1,1,3,2,3,0,0.9463422771
24984,3,1,5,1924,1,,2,4,2,,,,,,3,,15,1,2,,,,,9,2,9,4,86,5,5,6,3,2,5,0,1,3,2,3,0,0.9463422771
24984,4,2,6,1980,1,,1,2,7,99,110,2,2007,,4,,2,,19,,,9,3,9,2,9,4,30,1,1,2,1,19,4,0,1,3,2,3,0,0.9463422771
25007,1,2,1,1934,1,,2,4,5,6,10,2,1955,2,1,,16,,,,,,2,19,3,19,1,76,5,5,6,3,,5,1,1,1,3,5,2,0.3877660564
25138,1,1,1,1950,1,,2,1,6,100,110,2,1972,,1,,15,2,15,,,10,2,19,3,19,3,60,4,4,6,3,15,5,1,1,1,3,5,1,0.6578073438
25138,2,2,2,1956,1,,2,1,3,,,,,,2,,13,,,,,,,19,3,19,3,54,4,3,7,3,,5,0,0,1,3,5,1,0.6578073438
25138,3,1,6,1983,1,,1,2,7,110,110,1,2010,,3,,11,,,,,5,2,19,3,19,3,27,1,1,7,3,,5,0,0,1,3,5,1,0.6578073438
25148,1,1,1,1950,1,,2,1,5,36,60,2,1972,2,1,,2,,11,,,,2,19,3,19,3,60,4,4,2,1,11,4,1,1,2,3,5,1,0.7405934562
25148,2,2,2,1962,1,,2,1,5,58,60,2,1982,2,2,,2,,19,,,,3,19,3,19,3,48,3,3,2,1,19,4,0,1,2,3,5,1,0.7405934562
25148,3,2,6,1985,1,,1,2,7,110,110,2,2009,,3,,11,,,,,6,2,19,3,19,3,25,1,1,7,3,,5,0,0,2,3,5,1,0.7405934562
25245,1,2,1,1971,1,,2,1,3,,,,,,2,,1,,1,,,,,16,3,16,4,39,2,2,1,1,1,1,0,1,2,3,4,0,2.1930565924
25245,2,1,2,1968,1,,2,1,3,,,,,,1,,12,1,6,,,,,16,3,16,4,42,3,2,7,3,6,5,0,0,2,3,4,0,2.1930565924
25245,3,1,6,1988,1,,1,2,5,80,100,2,2007,2,3,,8,,19,,,,2,16,3,16,4,22,1,1,5,2,19,4,1,1,2,3,4,0,2.1930565924
25245,4,2,7,1995,1,,1,2,3,,,,,,4,,17,,,,,,,16,3,16,4,15,1,1,7,3,,5,0,0,2,3,4,0,2.1930565924
25435,1,1,1,1956,1,,2,1,5,60,60,2,1975,2,1,,12,2,19,,,,2,1,1,1,3,54,4,3,7,3,19,5,0,1,2,1,1,3,0.4983779096
25435,2,2,2,1964,1,,2,1,7,110,110,1,1990,,2,,5,,17,,,3,3,1,1,1,3,46,3,3,3,1,17,3,1,1,2,1,1,3,0.4983779096
25435,3,2,6,1999,1,,2,2,1,,,,,,3,,17,,,,,,,1,1,1,3,11,1,1,7,3,,5,0,0,2,1,1,3,0.4983779096
25625,1,2,1,1925,1,,2,4,7,110,110,1,1947,,1,,15,3,17,,,9,5,15,3,9,1,85,5,5,6,3,17,5,1,1,1,2,3,2,0.2624714733
25930,1,1,1,1946,1,,2,1,5,50,60,2,1964,2,1,,15,1,3,,,,2,3,1,3,2,64,4,4,6,3,3,5,1,1,2,1,1,0,0.6968317161
25930,2,2,2,1948,1,,2,1,2,,,,,,2,,15,1,3,,,,,3,1,3,2,62,4,4,6,3,3,5,0,1,2,1,1,0,0.6968317161
25968,1,1,1,1941,1,,2,1,3,,,,,,1,,15,2,19,,,,,3,1,3,2,69,5,5,6,3,19,5,1,1,2,1,1,2,0.1759679647
25968,2,2,2,1944,1,,2,1,2,,,,,,2,,15,1,19,,,,,3,1,3,2,66,5,5,6,3,19,5,0,1,2,1,1,2,0.1759679647
25970,1,1,1,1927,1,,1,1,3,,,,,,1,,15,2,11,,,,,3,1,3,2,83,5,5,6,3,11,5,1,1,1,1,1,2,0.1891068309
25970,2,2,2,1931,1,,4,1,2,,,,,,2,,13,,,,,,,3,1,3,2,79,5,5,7,3,,5,0,0,1,1,1,2,0.1891068309
26048,1,1,1,1942,1,,2,1,5,100,100,2,1961,2,1,,15,4,15,,,,2,3,1,9,2,68,5,5,6,3,15,5,1,1,1,2,3,2,0.2381154705
26048,2,2,2,1944,1,,3,1,5,100,100,2,1963,2,2,,13,,,,,,2,12,2,9,2,66,5,5,7,3,,5,0,0,1,2,3,2,0.2381154705
26163,1,1,1,1956,1,,1,1,5,46,60,2,1975,2,1,,1,,7,,,,3,1,1,7,3,54,4,3,1,1,7,4,1,1,2,1,1,2,0.2617606856
26163,2,2,2,1960,1,,1,1,3,,,,,,2,,1,,19,,,,,7,1,7,3,50,3,3,1,1,19,4,0,1,2,1,1,2,0.2617606856
26163,3,1,6,1993,1,,1,2,3,,,,,,4,,17,,,,,,,7,1,7,3,17,1,1,7,3,,5,0,0,2,1,1,2,0.2617606856
26281,1,2,1,1922,1,,2,4,2,,,,,,1,,15,1,7,,,,,11,2,11,1,88,5,5,6,3,7,5,1,1,1,2,3,0,0.5152218837
26310,1,1,1,1939,1,,2,1,3,,,,,,1,,15,2,2,,,,,16,3,16,3,71,5,5,6,3,2,5,1,1,3,3,4,0,1.8426427184
26310,2,2,2,1941,1,,2,1,3,,,,,,2,,15,1,1,,,,,17,3,16,3,69,5,5,6,3,1,5,0,1,3,3,4,0,1.8426427184
26310,3,2,6,1975,1,,1,2,5,40,60,2,1994,2,3,,2,,7,,,,2,16,3,16,3,35,2,2,2,1,7,4,0,1,3,3,4,0,1.8426427184
26349,1,1,1,1932,1,,2,1,3,,,,,,1,,15,1,5,,,,,7,1,7,2,78,5,5,6,3,5,5,1,1,2,1,1,3,0.4455552849
26349,2,2,2,1938,1,,2,1,3,,,,,,2,,15,2,13,,,,,7,1,7,2,72,5,5,6,3,13,5,0,1,2,1,1,3,0.4455552849
26499,1,2,1,1928,1,,5,4,1,,,,,,1,,16,,,,,,,20,3,20,2,82,5,5,6,3,,5,1,1,2,3,5,0,0.5365021124
26499,2,1,7,1965,1,,2,2,2,,,,,,2,,16,,,,,,,20,3,20,2,45,3,3,6,3,,5,0,1,2,3,5,0,0.5365021124
26653,1,2,1,1933,1,,2,4,2,,,,,,1,,15,8,3,,,,,20,3,7,1,77,5,5,6,3,3,5,1,1,1,1,1,2,0.2511658242
26684,1,2,1,1944,1,,3,4,2,,,,,,1,,16,,,,,,,15,3,3,2,66,5,5,6,3,,5,1,1,2,1,1,2,0.8250344783
26684,2,1,7,1967,1,,2,2,3,,,,,,2,,1,,19,,,,,,,3,2,43,3,2,1,1,19,4,0,1,2,1,1,2,0.8250344783
27109,1,2,1,1925,1,,5,4,1,,,,,,1,,16,,,,,,,19,3,19,1,85,5,5,6,3,,5,1,1,1,3,5,1,0.9914971877
27114,1,2,1,1938,1,,3,4,2,,,,,,1,,16,,,,,,,19,3,19,1,72,5,5,6,3,,5,1,1,1,3,5,1,0.9914971877
27116,1,1,1,1937,1,,2,1,3,,,,,,1,,15,1,19,,,,,19,3,19,2,73,5,5,6,3,19,5,1,1,1,3,5,1,0.980755187
27116,2,2,2,1940,1,,2,1,3,,,,,,2,,13,,,,,,,19,3,19,2,70,5,5,7,3,,5,0,0,1,3,5,1,0.980755187
27123,1,1,1,1949,1,,2,1,3,,,,,,1,,15,1,19,,,,,19,3,19,2,61,4,4,6,3,19,5,1,1,1,3,5,1,0.7376004523
27123,2,2,2,1953,1,,2,1,5,48,60,2,1970,2,2,,13,,,,,,5,19,3,19,2,57,4,4,7,3,,5,0,0,1,3,5,1,0.7376004523
27155,1,1,1,1957,1,,2,1,5,36,60,2,1976,2,1,,8,,11,,,,3,19,3,19,4,53,4,3,5,2,11,4,0,1,3,3,5,2,0.1430387037
27155,2,2,2,1961,1,,2,1,5,39,60,2,1978,2,2,,8,,11,,,,5,19,3,19,4,49,3,3,5,2,11,4,1,1,3,3,5,2,0.1430387037
27155,3,1,6,1989,1,,2,2,5,60,100,2,2008,2,3,,2,,15,,,,2,19,3,19,4,21,1,1,2,1,15,3,0,1,3,3,5,2,0.1430387037
27155,4,2,6,1995,1,,2,2,2,,,,,,4,,17,,,,,,,19,3,19,4,15,1,1,7,3,,5,0,0,3,3,5,2,0.1430387037
27157,1,1,1,1960,1,,2,1,5,65,100,2,2010,2,1,,7,,7,,,,2,19,3,19,4,50,3,3,4,2,7,4,0,1,2,3,5,2,0.1430387037
27157,2,2,2,1963,1,,2,1,5,44,60,2,1983,2,2,,10,,1,,,,2,19,3,19,4,47,3,3,4,2,1,1,1,1,2,3,5,2,0.1430387037
27157,3,2,6,1990,1,,2,2,5,60,100,2,2010,1,3,,17,,,,,,3,19,3,19,4,20,1,1,7,3,,5,0,0,2,3,5,2,0.1430387037
27157,4,1,6,1996,1,,2,2,3,,,,,,4,,17,,,,,,,19,3,19,4,14,1,1,7,3,,5,0,0,2,3,5,2,0.1430387037
27224,1,1,1,1950,1,,2,1,3,,,,,,1,,15,2,15,,,,,12,2,12,3,60,4,4,6,3,15,5,0,1,3,2,3,0,1.4607674294
27224,2,2,2,1953,1,,1,1,5,48,60,2,1972,2,2,,8,,7,,,,2,12,2,12,3,57,4,4,5,2,7,4,1,1,3,2,3,0,1.4607674294
27224,3,1,6,1979,1,,1,2,5,52,60,2,1998,2,3,,1,,3,,,,2,12,2,12,3,31,2,1,1,1,3,2,0,1,3,2,3,0,1.4607674294
27238,1,1,1,1952,1,,1,1,3,,,,,,1,,12,1,3,,,,,12,2,12,2,58,4,4,7,3,3,5,0,1,2,2,3,0,1.5965389769
27238,2,2,2,1961,1,,1,1,3,,,,,,2,,2,,13,,,,,12,2,12,2,49,3,3,2,1,13,4,1,1,2,2,3,0,1.5965389769
27505,1,1,1,1945,1,,1,4,3,,,,,,1,,15,1,8,,,,,16,3,8,1,65,4,5,6,3,8,5,1,1,1,1,2,2,0.4051744127
27509,1,2,1,1934,1,,3,4,2,,,,,,2,,15,1,20,,,,,8,1,8,1,76,5,5,6,3,20,5,1,1,1,1,2,2,0.3875902681
27730,1,2,1,1949,1,,2,1,3,,,,,,1,,13,,,,,,,20,3,20,4,61,4,4,7,3,,5,0,0,2,3,5,1,0.1387594424
27730,2,1,2,1939,1,,2,1,2,,,,,,2,,15,1,3,,,,,20,3,20,4,71,5,5,6,3,3,5,1,1,2,3,5,1,0.1387594424
27730,3,2,6,1972,1,,2,2,3,,,,,,3,,1,,16,,,,,20,3,20,4,38,2,2,1,1,16,3,0,1,2,3,5,1,0.1387594424
27730,4,1,6,1985,1,,1,2,5,74,100,2,2007,2,4,,11,,,,,,2,20,3,20,4,25,1,1,7,3,,5,0,0,2,3,5,1,0.1387594424
27734,1,2,1,1951,1,,2,1,3,,,,,,1,,13,,,,,,,20,3,20,3,59,4,4,7,3,,5,0,0,2,3,5,1,0.1288228817
27734,2,1,2,1947,1,,2,1,2,,,,,,2,,15,1,3,,,,,20,3,20,3,63,4,4,6,3,3,5,1,1,2,3,5,1,0.1288228817
27734,3,1,6,1980,1,,1,2,5,72,100,2,2003,2,,2,12,1,6,,2009,,2,20,3,20,3,30,1,1,7,3,6,5,0,1,2,3,5,1,0.1288228817
27739,1,2,1,1938,1,,2,4,2,,,,,,1,,16,,,,,,,20,3,20,1,72,5,5,6,3,,5,1,1,1,3,5,1,0.1432125803
27742,1,2,1,1932,1,,3,4,1,,,,,,1,,16,,,,,,,20,3,20,2,78,5,5,6,3,,5,1,1,2,3,5,1,0.1625730386
27742,2,2,7,1974,1,,2,2,7,110,110,2,2004,,2,,3,,16,,,9,5,20,3,20,2,36,2,2,2,1,16,3,0,1,2,3,5,1,0.1625730386
27744,1,2,1,1947,1,,2,1,2,,,,,,1,,15,1,1,,,,,20,3,20,2,63,4,4,6,3,1,5,0,1,2,3,5,1,0.119403192
27744,2,1,2,1937,1,,2,1,2,,,,,,2,,8,,1,,,,,20,3,20,2,73,5,5,5,2,1,1,1,1,2,3,5,1,0.119403192
27881,1,1,1,1928,1,,3,4,4,,,,,,1,,15,1,3,,,,,3,1,3,1,82,5,5,6,3,3,5,1,1,1,1,1,2,0.2627973155
27912,1,1,1,1948,1,,2,1,5,6,10,2,1966,2,1,,15,2,15,,,,2,13,3,13,3,62,4,4,6,3,15,5,1,1,3,3,4,1,0.1110572981
27912,2,2,2,1954,1,,2,1,3,,,,,,2,,12,1,19,,,,,13,3,13,3,56,4,4,7,3,19,5,0,1,3,3,4,1,0.1110572981
27912,3,1,6,1985,1,,2,2,5,60,100,2,2004,2,3,,1,,19,,,,2,13,3,13,3,25,1,1,1,1,19,4,0,1,3,3,4,1,0.1110572981
27923,1,1,1,1951,1,,2,1,5,42,60,2,1970,2,1,,15,1,3,,,,2,13,3,13,5,59,4,4,6,3,3,5,1,1,2,3,4,1,0.1473679672
27923,2,2,2,1957,1,,2,1,3,,,,,,2,,12,1,3,,,,,12,2,13,5,53,4,3,7,3,3,5,0,0,2,3,4,1,0.1473679672
27923,3,2,6,1986,1,,1,2,5,96,100,2,2004,1,4,,17,,,,,,3,13,3,13,5,24,1,1,7,3,,5,0,0,2,3,4,1,0.1473679672
27923,4,1,6,1992,1,,1,2,3,,,,,,5,,17,,,,,,,13,3,13,5,18,1,1,7,3,,5,0,0,2,3,4,1,0.1473679672
27923,5,1,6,2000,1,,2,2,1,,,,,,6,,17,,,,,,,13,3,13,5,10,1,1,7,3,,5,0,1,2,3,4,1,0.1473679672
27930,1,1,1,1933,1,,3,1,3,,,,,,1,,15,2,15,,,,,13,3,13,2,77,5,5,6,3,15,5,1,1,2,3,4,2,0.1546755353
27930,2,2,2,1938,1,,3,1,5,7,10,2,1957,2,2,,15,3,16,,,,5,13,3,13,2,72,5,5,6,3,16,5,0,1,2,3,4,2,0.1546755353
27947,1,1,1,1933,1,,5,1,2,,,,,,1,,15,1,6,,,,,13,3,13,2,77,5,5,6,3,6,5,1,1,2,3,4,2,0.1652582215
27947,2,2,2,1932,1,,2,1,2,,,,,,2,,16,,,,,,,13,3,13,2,78,5,5,6,3,,5,0,1,2,3,4,2,0.1652582215
28100,1,1,1,1955,1,,1,1,5,65,100,2,2002,2,1,,5,,19,,,,2,20,3,20,6,55,4,4,3,1,19,4,1,1,1,3,5,1,0.1431472894
28100,2,2,2,1960,1,,1,1,5,60,60,2,1979,2,2,,13,,,,,,5,,,20,6,50,3,3,7,3,,5,0,0,1,3,5,1,0.1431472894
28100,3,2,6,1983,1,,1,2,5,100,100,2,2002,1,3,,17,,,,,,3,20,3,20,6,27,1,1,7,3,,5,0,0,1,3,5,1,0.1431472894
28100,4,2,6,1983,1,,1,2,5,97,100,2,2002,1,4,,17,,,,,,2,20,3,20,6,27,1,1,7,3,,5,0,0,1,3,5,1,0.1431472894
28100,5,2,6,1989,1,,1,2,5,100,100,2,2009,1,5,,17,,,,,,2,20,3,20,6,21,1,1,7,3,,5,0,0,1,3,5,1,0.1431472894
28100,6,2,6,2003,1,,1,2,1,,,,,,6,,17,,,,,,,20,3,20,6,7,1,1,7,3,,5,0,0,1,3,5,1,0.1431472894
28221,1,2,1,1929,1,,4,4,5,8,10,2,1948,2,1,,15,3,16,,,,5,18,3,18,1,81,5,5,6,3,16,5,1,1,1,3,4,2,0.228739714
28331,1,1,1,1915,1,,4,4,2,,,,,,1,,15,1,1,,,,,11,2,11,1,95,5,5,6,3,1,5,1,1,1,2,3,2,0.18029168
28346,1,2,1,1930,1,,5,3,2,,,,,,1,,15,1,1,,,,,3,1,11,1,80,5,5,6,3,1,5,1,1,1,2,3,2,0.1842671782
28362,1,1,1,1928,1,,3,4,5,7,10,2,1948,1,1,,15,5,11,,,,2,9,2,9,1,82,5,5,6,3,11,5,1,1,1,2,3,2,0.3034852209
28441,1,1,1,1950,1,,2,1,5,36,60,2,1968,2,1,,2,,9,,,,5,9,2,9,2,60,4,4,2,1,9,4,1,1,1,2,3,2,0.5366575979
28441,2,2,2,1958,1,,2,1,5,28,30,2,1976,2,2,,13,,,,,,1,9,2,9,2,52,4,3,7,3,,5,0,0,1,2,3,2,0.5366575979
28802,1,2,1,1960,1,,2,1,5,42,60,2,1978,2,1,,8,,9,,,,3,1,1,1,3,50,3,3,5,2,9,4,1,1,2,1,1,3,0.6884108219
28802,2,1,2,1956,1,,2,1,5,45,60,2,1974,2,2,,2,,3,,,,1,1,1,1,3,54,4,3,2,1,3,2,0,1,2,1,1,3,0.6884108219
28802,3,2,6,1996,1,,2,2,3,,,,,,4,,17,,,,,,,1,1,1,3,14,1,1,7,3,,5,0,0,2,1,1,3,0.6884108219
28859,1,2,1,1930,1,,2,1,5,7,10,2,1950,2,1,,15,4,3,,,,1,8,1,8,2,80,5,5,6,3,3,5,0,1,2,1,2,2,0.4423089691
28859,2,1,2,1928,1,,2,1,2,,,,,,2,,15,8,8,,,,,8,1,8,2,82,5,5,6,3,8,5,1,1,2,1,2,2,0.4423089691
28897,1,2,1,1951,1,,2,3,3,,,,,,1,,15,1,3,,,,,19,3,1,1,59,4,4,6,3,3,5,1,1,1,1,1,3,0.458011017
28920,1,1,1,1920,1,,2,4,5,8,10,2,1938,2,1,,15,5,15,,,,2,9,2,9,1,90,5,5,6,3,15,5,1,1,1,2,3,2,0.182891688
28992,1,1,1,1931,1,,2,1,7,96,110,2,1959,,1,,10,,1,,,2,2,20,3,20,2,79,5,5,4,2,1,1,1,1,1,3,5,2,0.4383873213
28992,2,2,2,1941,1,,2,1,3,,,,,,2,,13,,,,,,,20,3,20,2,69,5,5,7,3,,5,0,0,1,3,5,2,0.4383873213
29006,1,1,1,1944,1,,2,1,5,52,60,2,1967,1,1,,8,,3,,,,2,6,1,6,2,66,5,5,5,2,3,2,1,1,2,1,2,2,0.2044403857
29006,2,2,2,1946,1,,2,1,3,,,,,,2,,15,8,7,,,,,6,1,6,2,64,4,4,6,3,7,5,0,1,2,1,2,2,0.2044403857
29140,1,1,1,1949,1,,3,1,3,,,,,,1,,15,1,16,,,,,9,2,9,3,61,4,4,6,3,16,5,0,1,3,2,3,0,1.1843026566
29140,2,2,2,1952,1,,2,1,3,,,,,,2,,1,,3,,,,,9,2,9,3,58,4,4,1,1,3,2,1,1,3,2,3,0,1.1843026566
29140,3,2,6,1983,1,,2,2,5,66,100,2,2002,2,3,,10,,19,,,,2,9,2,9,3,27,1,1,4,2,19,4,0,1,3,2,3,0,1.1843026566
29280,1,1,1,1950,1,,2,1,5,58,60,2,1971,1,1,,4,,15,,,,2,15,3,15,3,60,4,4,3,1,15,3,1,1,2,3,4,0,1.8779490344
29280,2,2,2,1950,1,,2,1,5,60,60,2,1970,1,2,,3,,16,,,,2,15,3,15,3,60,4,4,2,1,16,3,0,1,2,3,4,0,1.8779490344
29280,3,2,6,1986,1,,2,2,5,70,100,2,2005,1,3,,17,,,,,,3,15,3,15,3,24,1,1,7,3,,5,0,0,2,3,4,0,1.8779490344
29286,1,1,1,1929,1,,3,2,2,,,,,,1,,15,8,1,,,,,15,3,15,1,81,5,5,6,3,1,5,1,1,1,3,4,2,0.2092794719
29288,1,1,1,1970,1,,2,1,3,,,,,,1,,8,,7,,,,,15,3,15,4,40,2,2,5,2,7,4,1,1,1,3,4,0,2.7404731357
29288,2,2,2,1978,1,,2,1,5,52,60,2,1996,2,2,,13,,,,,,2,15,3,15,4,32,2,1,7,3,,5,0,0,1,3,4,0,2.7404731357
29288,3,1,6,2004,1,,2,2,1,,,,,,3,,17,,,,,,,15,3,15,4,6,1,1,7,3,,5,0,0,1,3,4,0,2.7404731357
29288,4,1,6,2008,1,,1,2,1,,,,,,4,,18,,,,,,,15,3,15,4,2,1,1,7,3,,5,0,0,1,3,4,0,2.7404731357
29678,1,1,1,1933,1,,3,1,3,,,,,,1,,15,2,15,,,,,19,3,19,2,77,5,5,6,3,15,5,1,1,1,3,5,2,0.112711965
29678,2,2,2,1937,1,,3,1,1,,,,,,2,,13,,,,,,,19,3,19,2,73,5,5,7,3,,5,0,0,1,3,5,2,0.112711965
29680,1,1,1,1964,1,,2,1,3,,,,,,1,,1,,7,,,,,19,3,19,4,46,3,3,1,1,7,4,1,1,1,3,5,2,0.1791160524
29680,2,2,2,1970,1,,2,1,2,,,,,,2,,13,,,,,,,19,3,19,4,40,2,2,7,3,,5,0,0,1,3,5,2,0.1791160524
29680,3,1,6,1990,1,,2,2,5,94,100,2,2009,1,3,,17,,,,,,4,19,3,19,4,20,1,1,7,3,,5,0,0,1,3,5,2,0.1791160524
29680,4,1,6,1994,1,,2,2,3,,,,,,4,,11,,,,,,,19,3,19,4,16,1,1,7,3,,5,0,0,1,3,5,2,0.1791160524
29684,1,1,1,1953,1,,2,1,7,90,110,2,1976,,1,,3,,16,,,4,3,19,3,19,4,57,4,4,2,1,16,3,0,1,2,3,5,2,0.1219451427
29684,2,2,2,1953,1,,2,1,5,42,60,2,1971,2,2,,3,,16,,,,5,19,3,19,4,57,4,4,2,1,16,3,1,1,2,3,5,2,0.1219451427
29684,3,1,6,1982,1,,2,2,6,100,110,2,2008,,3,,11,,,,,4,2,19,3,19,4,28,1,1,7,3,,5,0,0,2,3,5,2,0.1219451427
29684,4,2,6,1985,1,,2,2,5,70,100,2,2005,1,4,,17,,,,,,2,19,3,19,4,25,1,1,7,3,,5,0,0,2,3,5,2,0.1219451427
29737,1,1,1,1951,1,,2,1,7,105,110,2,1985,,1,,5,,17,,,1,3,16,3,16,2,59,4,4,3,1,17,3,1,1,2,3,4,2,0.4614971644
29737,2,2,2,1953,1,,2,1,7,106,110,2,1976,,2,,3,,16,,,9,5,16,3,16,2,57,4,4,2,1,16,3,0,1,2,3,4,2,0.4614971644
29742,1,1,1,1952,1,,2,1,2,,,,,,1,,6,,8,,,,,16,3,16,4,58,4,4,4,2,8,4,0,1,3,3,4,2,0.5679891115
29742,2,2,2,1954,1,,2,1,2,,,,,,2,,2,,17,,,,,16,3,16,4,56,4,4,2,1,17,3,1,1,3,3,4,2,0.5679891115
29742,3,2,6,1975,1,,3,2,3,,,,,,3,,16,,,,,,,16,3,16,4,35,2,2,6,3,,5,0,1,3,3,4,2,0.5679891115
29742,4,1,6,1986,1,,2,2,5,36,60,2,2003,2,4,,11,,,,,,1,16,3,16,4,24,1,1,7,3,,5,0,0,3,3,4,2,0.5679891115
29774,1,2,1,1926,1,,3,4,2,,,,,,1,,16,,,,,,,15,3,15,1,84,5,5,6,3,,5,1,1,1,3,4,2,0.2138941616
29798,1,1,1,1935,1,,2,1,2,,,,,,1,,15,1,8,,,,,11,2,11,2,75,5,5,6,3,8,5,1,1,2,2,3,1,0.2361709242
29798,2,2,2,1936,1,,2,1,2,,,,,,2,,15,1,1,,,,,11,2,11,2,74,5,5,6,3,1,5,0,1,2,2,3,1,0.2361709242
29823,1,2,1,1960,1,,3,1,7,104,110,2,1991,,2,,16,,,,,2,3,15,3,15,6,50,3,3,6,3,,5,0,1,2,3,4,2,0.2068685933
29823,2,1,2,1965,1,,2,1,6,100,110,2,1998,,1,,2,,17,,,3,4,15,3,15,6,45,3,3,2,1,17,3,1,1,2,3,4,2,0.2068685933
29823,3,2,6,1994,1,,2,2,3,,,,,,3,,17,,,,,,,15,3,15,6,16,1,1,7,3,,5,0,0,2,3,4,2,0.2068685933
29823,4,1,6,1995,1,,2,2,3,,,,,,4,,17,,,,,,,15,3,15,6,15,1,1,7,3,,5,0,0,2,3,4,2,0.2068685933
29823,5,2,6,1998,1,,2,2,2,,,,,,5,,17,,,,,,,15,3,15,6,12,1,1,7,3,,5,0,0,2,3,4,2,0.2068685933
29823,6,1,6,2001,1,,2,2,1,,,,,,6,,17,,,,,,,15,3,15,6,9,1,1,7,3,,5,0,0,2,3,4,2,0.2068685933
31066,1,1,1,1940,1,,2,1,2,,,,,,1,,15,1,3,,,,,16,3,1,3,70,5,5,6,3,3,5,1,1,2,1,1,3,0.567065221
31066,2,2,2,1943,1,,2,1,2,,,,,,2,,13,,,,,,,18,3,1,3,67,5,5,7,3,,5,0,0,2,1,1,3,0.567065221
31066,3,1,6,1970,1,,2,2,5,36,60,2,1990,2,3,,2,,7,,,,2,1,1,1,3,40,2,2,2,1,7,4,0,1,2,1,1,3,0.567065221
31092,1,1,1,1964,1,,1,1,5,60,60,2,1983,2,1,,5,,7,,,,2,3,1,1,5,46,3,3,3,1,7,4,1,1,1,1,1,1,0.2601971942
31092,2,2,2,1966,1,,1,1,5,58,60,2,1985,2,2,,13,,,,,,2,1,1,1,5,44,3,2,7,3,,5,0,0,1,1,1,1,0.2601971942
31092,3,2,6,1992,1,,1,2,3,,,,,,3,,17,,,,,,,1,1,1,5,18,1,1,7,3,,5,0,0,1,1,1,1,0.2601971942
31092,4,2,6,1994,1,,1,2,3,,,,,,4,,17,,,,,,,1,1,1,5,16,1,1,7,3,,5,0,0,1,1,1,1,0.2601971942
31092,5,1,6,2000,1,,1,2,1,,,,,,5,,17,,,,,,,3,1,1,5,10,1,1,7,3,,5,0,0,1,1,1,1,0.2601971942
31093,1,1,1,1954,1,,1,2,5,48,60,2,1974,2,1,,8,,7,,,,2,1,1,1,1,56,4,4,5,2,7,4,1,1,1,1,1,1,0.214297637
31120,1,2,1,1940,1,,2,1,3,,,,,,2,,15,2,7,,,,,1,1,1,2,70,5,5,6,3,7,5,0,1,2,1,1,2,0.3598238898
