NQUEST,ANABIT,GODABIT,UNIPRO,ANPOSS,PRO1,PRO2,PRO3,PRO4,PRO5,PRO6,PRO7,PRO8,PRO9,POSS,IMPACQ,FITTONOP,TFITTONOP,TFITTO,TIPOAFF,DFITTOM,TFITTOM,PROPRIET,TFITIMP,UBIC1,SUPAB,ANCOSTR,BAGNI,VALABIT,ALTRAB,NALTRAB,ALTRFAB,NALTRFAB,TERAGR,NTERAGR,TERNAGR,NTERNAGR,ANTIC,ANTICIPI,MANSTRA,TMANSTRA,MANSTR2,TMANSTR2,ENERGIA,TENERGIA,DEBITA1,NDEBITA1,DEBITA2,NDEBITA2,CHIFINCONS,RITARDO,CREDIT,TCREDIT,DEBIT,TDEBIT,MUTUOR,MUTUOE,FMUTRIF,MUTUORIF,REAPMUT,MUTUORIC,DOCSEZD,DEBITC,NDEBITC,DEBITD,NDEBITD,DEBITE,NDEBITE,DEBITF,NDEBITF,QUOPRO
821126,1976,1,1,1976,1,0,0,0,0,0,0,0,0,2,40000,,,,,,,,1200,3,120,1969,2,350000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821160,2007,1,1,2007,1,0,0,0,0,0,0,0,0,1,310000,,,,,,,,1200,3,60,1938,1,340000,2,,2,,2,,2,,2,,1,6000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821170,1967,1,1,1967,1,1,0,0,0,0,0,0,0,1,6000,,,,,,,,1200,3,100,1953,2,500000,1,2,2,,2,,1,1,2,,1,28000,2,,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821181,1963,1,1,1963,0,1,0,0,0,0,0,0,0,4,,,,,,,,,1000,3,118,1963,2,350000,2,,2,,2,,2,,2,,1,2500,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821206,1987,1,1,1987,1,0,0,0,0,0,0,0,0,1,40000,,,,,,,,1200,2,180,1984,2,350000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821217,2001,1,1,2001,0,1,0,0,0,0,0,0,0,1,330000,,,,,,,,2000,3,168,1972,2,700000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821218,1997,1,1,1997,1,1,0,0,0,0,0,0,0,2,180000,,,,,,,,1200,3,100,1984,2,350000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821271,1955,1,1,1955,1,0,0,0,0,0,0,0,0,2,9999,,,,,,,,1500,3,100,1939,2,400000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821342,2008,1,1,2008,1,0,0,0,0,0,0,0,0,1,620000,,,,,,,,2000,4,130,1950,2,620000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821350,1997,5,,,,,,,,,,,,,,,,,,,,5,800,3,65,1986,1,250000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
821387,1995,1,1,1995,1,0,0,0,0,0,0,0,0,1,100000,,,,,,,,600,3,50,1968,1,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821427,2010,1,1,2010,1,1,0,0,0,0,0,0,0,1,340000,,,,,,,,1100,2,90,2008,2,330000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821451,1976,1,1,1976,1,0,0,0,0,0,0,0,0,2,23000,,,,,,,,1300,2,120,1970,2,400000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821489,1960,2,,,,,,,,,,,,,,,,50,6,1,400,7,,2,70,1958,1,150000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
821501,2007,5,,,,,,,,,,,,,,,,,,,,4,2000,4,70,1900,1,400000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
821544,1983,2,,,,,,,,,,,,,,,,70,6,1,400,7,,2,70,1980,2,200000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
821574,1967,2,,,,,,,,,,,,,,,,800,7,1,400,8,,3,60,1950,1,300000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
821609,2009,2,,,,,,,,,,,,,,,,650,4,2,,4,,2,45,1970,1,100000,1,2,2,,1,3,2,,2,,2,,2,,,,,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
821643,2006,2,,,,,,,,,,,,,,,,800,1,2,,6,,3,60,1950,1,300000,2,,2,,2,,2,,2,,,,,,,,,,,,1,2,2,,2,,2,,,,,2,2,0,,1,1,0,,0,,
821675,1997,2,,,,,,,,,,,,,,,,220,6,1,700,7,,3,45,1983,1,250000,2,,2,,2,,2,,2,,,,,,,,,,,,1,2,2,,2,,1,1,,,,,2,1,1,1,,0,,1,3,
821692,2010,2,,,,,,,,,,,,,,,,200,6,1,800,7,,3,80,1928,1,200000,2,,2,,2,,2,,2,,,,,,,,,,,,1,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,
821713,1981,1,1,1980,1,1,0,0,0,0,0,0,0,2,45000,,,,,,,,800,4,120,1980,2,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821727,1994,1,1,1991,1,1,0,0,0,0,0,0,0,7,100000,,,,,,,,700,1,600,1992,2,400000,2,,2,,1,1,2,,2,,1,2000,2,,2,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821770,1950,1,1,1950,1,0,0,0,0,0,0,0,0,7,5000,,,,,,,,200,6,100,1950,1,100000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821789,1995,2,,,,,,,,,,,,,,,,480,1,2,,4,,2,100,1970,1,180000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
821817,1960,1,1,1960,1,0,0,0,0,0,0,0,0,1,5000,,,,,,,,600,2,90,1960,2,120000,2,,2,,2,,2,,2,,1,1000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821836,1986,1,1,1986,1,1,0,0,0,0,0,0,0,2,45000,,,,,,,,400,4,95,1984,1,200000,2,,2,,2,,2,,2,,1,8000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821841,2002,1,1,2002,1,1,0,0,0,0,0,0,0,1,90000,,,,,,,,400,3,97,1980,1,235000,2,,1,1,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821844,1966,1,1,1966,1,0,0,0,0,0,0,0,0,4,,,,,,,,,250,2,80,1950,1,80000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821852,1980,1,1,1980,1,1,0,0,0,0,0,0,0,1,14000,,,,,,,,200,4,55,1970,1,120000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821854,1980,1,1,1980,1,1,0,0,0,0,0,0,0,2,17500,,,,,,,,350,2,99,1978,1,200000,2,,2,,1,2,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821856,2000,1,1,2000,1,1,0,0,0,0,0,0,0,6,,,,,,,,,500,3,160,1970,2,320000,1,1,2,,1,3,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821984,1957,1,1,1957,1,0,0,0,0,0,0,0,0,1,10000,,,,,,,,600,2,100,1957,1,180000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821987,1987,1,1,1987,1,0,0,0,0,0,0,0,0,2,33000,,,,,,,,400,2,84,1986,1,125000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
821993,1980,2,,,,,,,,,,,,,,,,300,1,2,,4,,4,80,1950,1,150000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
821998,1963,1,1,1963,1,0,0,0,0,0,0,0,0,1,25000,,,,,,,,500,4,95,1963,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
822019,1982,1,1,1982,1,1,0,0,0,0,0,0,0,2,27000,,,,,,,,500,2,110,1982,2,180000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,2,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
822033,1982,2,,,,,,,,,,,,,,,,300,1,1,300,5,,2,90,1980,1,150000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
822034,1990,5,,,,,,,,,,,,,,,,,,,,2,400,4,80,1970,1,120000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
822119,2006,2,,,,,,,,,,,,,,,,467,1,2,,4,,3,90,1970,1,160000,2,,2,,2,,2,,2,,,,,,,,,,,,2,2,2,,2,,2,,,,,1,2,0,,1,1,0,,0,,
822123,1983,1,1,1983,1,1,0,0,0,0,0,0,0,1,60000,,,,,,,,600,3,140,1960,1,220000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
822126,1981,1,1,1981,1,1,0,0,0,0,0,0,0,1,40000,,,,,,,,500,3,104,1980,2,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
822133,2003,2,,,,,,,,,,,,,,,,500,1,2,,4,,3,70,1970,1,120000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
822139,1988,1,1,1988,1,0,0,0,0,0,0,0,0,4,,,,,,,,,400,3,85,1890,1,120000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
822150,1998,4,,,,,,,,,,,,,,,,,,,,1,380,4,90,1900,2,220000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,1,2,0,,0,,0,,0,,
822151,1979,1,1,1979,1,1,0,0,0,0,0,0,0,2,35000,,,,,,,,380,2,120,1978,1,240000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,1,3000,2,,2,,,,,2,2,0,,0,,0,,0,,100
822166,1979,2,,,,,,,,,,,,,,,,468,1,2,,4,,3,90,1979,1,160000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
822191,2001,1,1,2001,1,0,0,0,0,0,0,0,0,1,180000,,,,,,,,600,3,93,1969,1,350000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
822218,1980,2,,,,,,,,,,,,,,,,470,4,1,600,4,,3,65,1970,1,200000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
822255,1971,1,2,1971,1,1,0,0,0,0,0,0,0,1,5000,2,,,,,,,400,4,90,1963,1,200000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,66
822263,2001,1,1,2001,1,1,0,0,0,0,0,0,0,2,250000,,,,,,,,500,4,100,2001,2,300000,1,1,2,,2,,2,,2,,2,,2,,,,1,1,2,,,2,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
822266,2008,1,1,2008,0,0,1,0,0,0,0,0,0,1,150000,,,,,,,,350,2,100,1970,2,160000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
822281,1985,1,1,1985,1,0,0,0,0,0,0,0,0,1,20000,,,,,,,,350,2,85,1970,1,120000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
822289,1970,1,1,1970,1,0,0,0,0,0,0,0,0,2,8000,,,,,,,,350,3,95,1970,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
822301,2000,1,1,2000,1,0,0,0,0,0,0,0,0,2,90000,,,,,,,,400,3,90,2000,1,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
822398,1974,1,1,1974,0,1,0,0,0,0,0,0,0,4,,,,,,,,,600,3,130,1972,2,300000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
822408,1965,1,1,1965,1,1,0,0,0,0,0,0,0,7,1000,,,,,,,,500,2,80,1965,1,150000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
822419,2007,1,1,2007,1,1,0,0,0,0,0,0,0,1,140000,,,,,,,,600,4,70,1940,1,180000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
822468,1958,1,1,1958,1,0,0,0,0,0,0,0,0,1,1100,,,,,,,,300,6,100,1920,1,100000,2,,2,,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
822470,2005,2,,,,,,,,,,,,,,,,10,6,1,350,98,,2,45,1954,1,40000,2,,2,,2,,2,,2,,,,,,,,,,,,4,2,2,,1,40000,2,,,,,2,2,0,,1,1,0,,0,,
822497,2008,2,,,,,,,,,,,,,,,,420,1,2,,4,,4,55,2000,1,150000,2,,2,,2,,2,,2,,,,,,,,,,,,1,2,2,,1,3000,2,,,,,2,2,1,1,0,,0,,0,,
822518,1997,1,1,1996,1,0,0,0,0,0,0,0,0,1,75000,,,,,,,,500,4,63,1996,1,140000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,1,5000,2,,2,,,,,2,2,0,,0,,0,,0,,100
822530,1980,1,1,1997,1,0,0,0,0,0,0,0,0,4,,,,,,,,,500,2,100,1966,2,200000,2,,2,,1,1,2,,2,,2,,2,,,,2,,2,,1,2,2,,2,,2,,,,,2,2,1,1,0,,0,,0,,100
822536,2001,1,1,2001,1,0,0,0,0,0,0,0,0,1,133000,,,,,,,,500,4,180,1995,2,180000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
822559,1983,1,1,1983,1,1,0,0,0,0,0,0,0,7,40000,,,,,,,,1500,4,110,1981,2,220000,1,1,2,,2,,2,,2,,1,7000,2,,1,3700,2,,2,,4,2,2,,2,,2,,,,,2,2,0,,1,1,0,,0,,100
822589,1968,1,1,1968,1,0,0,0,0,0,0,0,0,7,3000,,,,,,,,1500,3,120,1968,2,300000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
822614,1999,1,2,1995,1,1,0,0,0,0,0,0,0,1,42000,2,,,,,,,400,4,200,1916,2,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,10
822675,1997,1,1,1997,1,0,0,0,0,0,0,0,0,4,,,,,,,,,700,4,90,1997,1,300000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
822678,2004,2,,,,,,,,,,,,,,,,220,6,1,500,7,,3,65,1985,1,120000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
822694,2004,2,,,,,,,,,,,,,,,,440,1,2,,4,,2,60,1988,1,200000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
822700,1995,1,1,1995,1,0,0,0,0,0,0,0,0,4,,,,,,,,,600,3,75,1994,1,270000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
822704,1980,1,1,1980,1,0,0,0,0,0,0,0,0,4,,,,,,,,,650,3,80,1960,1,190000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
822725,2000,2,,,,,,,,,,,,,,,,440,4,1,550,4,,3,65,1985,1,190000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,1,3,2,1,2,,2,0,,0,,0,,0,,
822754,2000,1,1,2000,1,1,0,0,0,0,0,0,0,2,300000,,,,,,,,800,3,120,2000,2,350000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
822776,1992,1,1,1992,0,1,0,0,0,0,0,0,0,2,60000,,,,,,,,1000,6,280,1992,2,500000,2,,2,,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
822826,2005,2,,,,,,,,,,,,,,,,480,1,2,,4,,4,98,1960,1,130000,1,1,2,,2,,2,,2,,2,,2,,,,,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
822908,1995,2,,,,,,,,,,,,,,,,800,2,2,,4,,3,100,1967,2,300000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
822928,1965,1,1,1980,1,0,0,0,0,0,0,0,0,4,,,,,,,,,400,2,60,1965,1,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
823046,1979,1,1,1978,1,1,0,0,0,0,0,0,0,4,,,,,,,,,300,2,80,1960,1,170000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
823053,1990,1,1,1990,1,0,0,0,0,0,0,0,0,1,11000,,,,,,,,200,2,30,1990,1,50000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
823188,1970,1,1,1989,1,0,0,0,0,0,0,0,0,4,,,,,,,,,300,3,100,1950,1,130000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
823232,1950,1,1,1950,1,0,0,0,0,0,0,0,0,4,,,,,,,,,300,3,90,1900,1,120000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
823250,2007,2,,,,,,,,,,,,,,,,500,2,2,,4,,3,90,1968,1,240000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,
823258,1999,1,1,1999,0,1,0,0,0,0,0,0,0,1,55000,,,,,,,,700,2,120,1970,2,140000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
823259,1981,1,1,1981,1,1,0,0,0,0,0,0,0,2,40000,,,,,,,,700,2,150,1980,2,230000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
823327,2010,1,1,2010,1,0,0,0,0,0,0,0,0,1,115000,,,,,,,,600,6,90,1970,1,150000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,2,,1,1,,,,,2,0,,0,,0,,0,,100
823337,1985,1,1,1985,1,1,0,0,0,0,0,0,0,1,21000,,,,,,,,600,3,85,1964,1,160000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
823338,2009,1,1,2008,1,1,0,0,0,0,0,0,0,7,700000,,,,,,,,1800,4,210,2008,2,800000,1,2,2,,2,,2,,2,,2,,1,3000,1,2500,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
823343,1974,1,2,1975,1,0,0,0,0,0,0,0,0,1,15000,1,250,,,1,700,,650,3,118,1972,1,300000,2,,2,,2,,2,,2,,1,6000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,50
823346,1966,4,,,,,,,,,,,,,,,,,,,,2,600,3,98,1964,1,250000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
823395,1986,1,1,1986,1,1,0,0,0,0,0,0,0,1,90000,,,,,,,,600,3,105,1980,2,200000,1,1,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
823425,2001,1,1,2001,1,1,0,0,0,0,0,0,0,1,180000,,,,,,,,860,4,90,1920,2,280000,2,,2,,2,,2,,2,,1,1670,2,,2,,2,,,,1,2,2,,2,,2,,,,,2,2,0,,1,1,0,,0,,100
823427,2004,4,,,,,,,,,,,,,,,,,,,,1,600,4,90,1980,2,220000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
823432,1964,2,,,,,,,,,,,,,,,,426,1,2,,4,,2,82,1963,1,220000,2,,2,,2,,2,,2,,,,,,,,,,,,,,1,6000,2,,2,,,,,2,2,0,,0,,0,,0,,
823447,1950,4,,,,,,,,,,,,,,,,,,,,2,600,4,95,1950,1,200000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
823451,2000,1,1,2000,1,0,0,0,0,0,0,0,0,1,220000,,,,,,,,1000,4,110,1900,1,360000,2,,2,,2,,2,,2,,2,,2,,,,1,1,,,,2,2,,1,2500,2,,,,,2,2,0,,0,,0,,0,,100
823477,1970,1,1,1970,1,0,0,0,0,0,0,0,0,4,,,,,,,,,350,2,120,1960,2,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
823488,1975,1,1,1975,1,1,0,0,0,0,0,0,0,3,100000,,,,,,,,250,2,100,1974,2,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
823490,2001,2,,,,,,,,,,,,,,,,500,2,2,,4,,2,90,1991,2,350000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
823506,1993,5,,,,,,,,,,,,,,,,,,,,1,80,1,60,1900,1,80000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
823519,1987,1,1,1987,1,0,0,0,0,0,0,0,0,4,,,,,,,,,250,1,90,1950,1,15000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,1,2,0,,0,,0,,0,,100
823522,1990,4,,,,,,,,,,,,,,,,,,,,3,250,1,60,1950,1,150000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
823524,1994,1,1,1994,1,0,0,0,0,0,0,0,0,3,150000,,,,,,,,250,1,210,1994,2,250000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
823608,1983,1,1,1983,1,0,0,0,0,0,0,0,0,1,45000,,,,,,,,950,3,90,1975,1,280000,2,,2,,2,,2,,2,,1,1000,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
823641,1981,1,1,1981,1,0,0,0,0,0,0,0,0,1,140000,,,,,,,,900,3,95,1976,1,280000,2,,2,,2,,2,,2,,1,900,2,,2,,2,,,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
823679,1966,1,1,1965,1,1,0,0,0,0,0,0,0,7,17000,,,,,,,,700,2,160,1965,1,600000,2,,1,1,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
823707,2006,2,,,,,,,,,,,,,,,,200,7,2,,4,,4,100,1920,1,150000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
823752,1987,5,,,,,,,,,,,,,,,,,,,,1,300,2,115,1974,2,200000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
823767,2004,1,1,2004,1,0,0,0,0,0,0,0,0,1,50000,,,,,,,,250,3,80,1980,1,90000,2,,2,,1,1,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
823842,2005,2,,,,,,,,,,,,,,,,300,4,2,,4,,3,60,1980,1,90000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
823849,2005,2,,,,,,,,,,,,,,,,350,4,2,,4,,3,55,1990,1,60000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
823865,1997,1,1,1997,1,0,0,0,0,0,0,0,0,4,,,,,,,,,400,2,80,1995,1,134000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
823868,1982,1,1,1982,1,1,0,0,0,0,0,0,0,4,,,,,,,,,550,2,75,1981,1,200000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
823871,2008,5,,,,,,,,,,,,,,,,,,,,3,500,2,100,1980,2,200000,2,,2,,2,,2,,2,,,,,,,,,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,
823918,1997,1,1,1997,1,0,0,0,0,0,0,0,0,1,90000,,,,,,,,700,2,80,1995,1,180000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
823954,1954,1,1,1980,1,0,0,0,0,0,0,0,0,4,,,,,,,,,1100,4,130,1954,2,550000,2,,2,,2,,2,,2,,1,300,2,,2,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,100
823957,2009,1,1,2009,1,1,0,0,0,0,0,0,0,1,325000,,,,,,,,500,2,85,1970,1,325000,1,2,2,,2,,2,,2,,2,,2,,,,2,,2,,,,2,,2,,2,,,,,2,1,0,,0,,0,,0,,100
823959,1981,1,2,1981,1,0,0,0,0,0,0,0,0,2,33000,2,,,,,,,900,3,92,1980,2,350000,2,,2,,2,,2,,2,,2,,2,,,,2,,,,,,2,,2,,2,,,,,2,2,0,,0,,0,,0,,70
823963,1986,1,1,1984,1,1,0,0,0,0,0,0,0,1,45000,,,,,,,,800,3,85,1983,2,250000,1,1,2,,1,1,2,,2,,2,,2,,,,2,,2,,1,2,2,,2,,2,,,,,2,1,1,1,0,,0,,0,,100
