NQUEST,NORD,INTPER,ATTIVP,PARTIME,CONTRATT,TUTTANNO,MESILAV,PUBBLICO,DIMAZ,ORETOT,PSTRA,ORESTRA,YLM,INTEG,YLNM,OREDES
224028,1,1,1,1,1,1,12,2,2,60,1,15,22000,1,1000,60
224028,2,1,1,1,1,1,12,1,,36,2,,17000,2,0,
230003,3,3,1,1,1,1,12,2,4,43,1,3,18000,2,0,
230039,1,1,1,2,1,2,6,2,6,27,2,,4000,2,0,40
237003,1,1,2,1,1,2,6,1,,36,2,,11000,2,0,
237003,3,1,1,1,2,1,12,1,,18,2,,14000,2,0,
238055,3,2,1,1,1,1,12,2,2,45,1,5,13846,2,0,
244064,2,2,1,1,1,1,12,1,,36,2,,15000,2,0,36
244064,3,1,1,1,2,1,12,2,2,36,2,,12000,2,0,
256015,2,1,1,1,1,1,12,2,2,40,2,,19000,2,0,
282083,1,1,1,2,1,1,12,2,2,20,2,,8000,2,0,30
282089,3,1,1,2,1,1,12,2,1,26,2,,8000,2,0,30
282089,4,1,1,2,1,1,12,2,2,25,2,,9000,2,0,
332080,4,1,1,1,1,1,12,2,2,40,1,10,16000,2,0,
350068,1,1,1,1,1,1,12,2,7,36,2,,15600,2,0,40
355063,2,1,1,1,1,1,12,2,6,40,2,,16800,1,250,
389045,2,1,1,1,1,1,12,2,2,40,2,,19200,2,0,
389084,2,1,1,1,1,1,12,2,2,36,2,,16000,2,0,
500026,2,1,1,1,1,1,12,2,6,40,2,,14500,2,0,
500160,3,1,1,1,1,1,12,2,6,45,1,5,17000,2,0,
500180,2,1,1,1,1,1,12,2,4,40,1,6,14300,2,0,
500477,2,1,1,2,1,1,12,1,,20,2,,13000,2,0,
500573,1,1,1,1,1,1,12,1,,40,2,,15500,2,0,40
500573,2,2,1,1,1,1,12,1,,40,2,,16000,2,0,40
500584,1,1,1,1,1,1,12,2,4,40,2,,17000,2,0,40
500584,2,1,1,1,1,1,12,2,5,40,2,,13000,2,0,
500584,3,1,1,1,1,1,12,2,2,36,2,,12000,2,0,
500586,3,1,1,1,1,1,12,2,2,40,2,,12000,2,0,
500669,2,1,1,1,1,2,8,2,2,30,2,,7000,2,0,
500682,1,1,1,1,1,1,12,1,,40,2,,18564,2,0,46
500726,1,1,1,1,1,1,12,1,,40,2,,17500,2,0,40
500726,2,1,1,1,1,1,12,2,5,40,2,,17600,2,0,
501059,2,1,1,1,1,1,12,1,,40,2,,18172,2,0,
501082,2,1,1,1,1,1,12,2,3,45,1,6,19572,2,0,
501082,3,1,1,1,1,1,12,2,2,40,2,,13720,2,0,
501444,2,1,1,1,1,1,12,1,,45,1,5,19306,1,660,
501485,4,1,1,1,1,1,12,2,2,30,2,,9000,2,0,
501492,1,1,1,1,1,1,12,2,6,40,1,6,19152,1,900,50
501569,1,1,1,1,1,1,12,2,7,38,1,7,19600,1,1000,38
501569,2,1,1,1,1,1,12,1,,40,1,10,20300,1,1200,
501569,3,1,2,2,2,3,,2,1,20,2,,4000,2,0,
501664,1,1,1,1,1,1,12,2,6,55,1,15,25200,2,0,40
501664,2,1,1,2,1,1,12,2,7,20,1,1,11000,2,0,
501694,1,1,1,1,1,1,12,2,1,40,2,,15500,2,0,50
501694,2,1,1,1,1,1,12,2,1,40,2,,14500,2,0,45
501723,2,1,1,1,1,1,12,2,2,40,2,,13000,2,0,
501777,1,1,1,1,1,1,12,2,2,40,2,,16100,2,0,45
501816,2,1,1,1,1,1,12,2,3,44,1,8,18000,2,0,
502060,2,1,1,1,1,1,12,2,3,40,2,,18000,2,0,
502144,3,1,1,1,1,1,12,2,3,40,2,,18000,2,0,
502157,2,1,1,1,2,1,12,2,1,25,2,,7800,2,0,
502355,1,1,1,1,1,1,12,2,2,40,2,,16000,2,0,40
502355,3,2,1,1,1,1,12,2,7,37,2,,23000,1,1000,
502711,1,1,1,1,1,1,12,1,,45,1,5,19572,2,0,50
502711,2,1,1,1,1,1,12,2,6,50,1,5,32172,1,,
503308,2,2,1,1,1,1,12,2,2,40,1,0,15000,2,0,40
503487,1,1,1,1,1,1,12,2,7,50,2,,60000,1,,40
503560,2,2,1,1,1,1,12,2,2,38,2,,12600,2,0,28
503560,3,2,1,2,2,1,12,1,,18,2,,9000,2,0,
503593,1,1,1,1,1,1,12,2,7,36,2,,21000,2,0,50
503674,1,1,1,1,1,1,12,1,,45,1,5,18760,2,0,45
503674,3,3,1,1,1,1,12,1,,40,2,,17640,2,0,46
503674,4,3,1,1,1,1,12,1,,40,2,,17444,2,0,
503703,1,1,1,1,1,1,12,2,7,40,2,,25000,2,0,40
503703,2,1,1,1,1,1,12,1,,36,2,,21000,2,0,
503757,1,1,1,1,1,1,12,2,5,45,1,5,25000,2,0,45
503850,2,1,1,1,1,1,12,1,,30,2,,24000,2,0,
503931,1,1,1,1,1,1,12,1,,40,1,3,26000,2,0,36
503931,2,2,1,1,1,1,12,1,,45,1,10,27000,2,0,
503931,3,3,1,1,2,1,12,2,7,36,1,4,12000,2,0,28
503950,1,1,1,2,2,2,7,2,5,19,2,,3500,2,0,20
503950,1,1,2,2,2,2,5,2,1,18,2,,2300,2,0,20
503950,2,1,1,1,1,1,12,2,6,40,1,8,24000,2,0,
503959,1,1,1,1,1,1,12,1,,40,1,5,14300,2,0,40
503981,3,1,1,2,2,2,7,1,,15,2,,6000,2,0,
504110,1,1,1,1,1,1,12,2,2,40,2,,16786,2,0,46
504110,3,1,1,1,1,1,12,2,2,45,1,5,16240,2,0,
504129,1,1,1,2,3,1,12,2,1,20,2,,6240,2,0,40
504157,1,1,1,1,1,1,12,2,2,40,2,,26000,2,0,40
504359,4,1,1,1,1,1,12,2,1,40,2,,10000,2,0,40
504395,1,1,1,1,1,1,12,1,,36,2,,20000,2,0,20
504395,2,1,1,1,1,1,12,2,4,40,2,,14000,2,0,
504453,1,1,1,1,1,1,12,2,2,40,1,5,17000,2,0,45
504453,2,2,1,2,1,1,12,2,2,20,2,,13000,2,0,30
504453,3,1,1,1,1,1,12,2,1,40,1,3,12500,2,0,
504483,2,1,1,2,1,1,12,2,4,32,2,,14000,2,0,32
504483,3,1,1,1,1,1,12,2,1,40,2,,15500,2,0,
504483,4,1,1,1,1,1,12,2,5,40,1,3,17000,2,0,
504490,1,1,1,1,1,1,12,1,,40,2,,22000,2,0,40
504490,2,1,2,2,2,1,12,2,1,30,1,15,20000,2,0,
504541,1,1,1,1,1,1,12,2,1,42,1,4,15000,2,0,45
504584,1,1,1,2,1,1,12,2,2,20,2,,7000,2,0,20
504584,2,1,1,1,1,2,5,2,6,40,2,,6500,2,0,
504584,2,1,1,1,1,2,7,2,5,40,2,,10500,2,0,
504821,2,1,1,1,1,1,12,2,5,40,1,3,16250,1,936,
504886,1,1,1,1,1,1,12,2,2,40,1,5,13000,2,0,45
504886,2,1,1,1,1,1,12,2,2,40,2,,23000,2,0,
504921,1,1,1,1,1,1,12,2,7,40,2,,15000,2,0,40
504921,2,2,1,1,1,1,12,2,2,40,1,1,15000,2,0,40
504937,1,1,1,1,1,1,12,2,5,40,2,,20000,2,0,50
504956,1,1,1,1,2,1,12,1,,55,2,,21180,2,0,30
504956,2,2,1,2,1,2,9,2,6,10,2,,4000,2,0,20
505022,1,1,1,1,1,2,5,2,1,40,2,,8000,2,0,40
505228,1,1,1,1,1,1,12,1,,35,2,,27000,2,0,35
505334,2,1,1,1,1,1,12,2,2,40,2,,12000,2,0,
505390,1,1,1,1,1,1,12,2,7,60,2,,52000,1,880,45
505390,2,2,1,1,1,1,12,2,7,40,2,,31000,1,880,35
505417,1,1,1,1,1,1,12,2,2,40,2,,12000,2,0,46
505424,1,1,1,1,1,1,12,1,,36,2,,22800,1,840,36
505424,2,1,1,2,1,1,12,2,1,20,2,,8900,2,0,
505430,2,1,1,1,1,1,12,1,,36,2,,26000,1,8000,
505436,1,1,1,1,1,1,12,2,7,44,1,8,28000,1,1500,44
505436,3,3,1,1,1,1,12,2,7,44,1,8,20000,1,1500,44
505439,3,1,1,1,1,1,12,2,7,37,1,1,22000,2,0,
505477,1,1,1,1,1,1,12,2,7,38,2,,40000,1,1700,30
505477,2,1,1,1,1,1,12,2,7,38,2,,35000,2,0,
505548,2,1,1,2,1,1,12,2,5,35,2,,12000,2,0,
505576,2,1,1,2,1,1,12,2,1,24,2,,7000,2,0,
505594,2,1,1,1,1,1,12,2,2,51,2,,13900,2,0,
505594,3,1,1,2,1,1,12,2,7,20,2,,8300,2,0,
505606,2,1,1,1,1,1,12,1,,36,2,,16900,2,0,
505655,1,1,1,1,1,2,2,2,3,50,2,,7000,1,2000,40
505655,3,3,1,1,1,1,12,2,7,40,1,3,20800,1,1000,40
505672,3,1,1,1,1,1,12,2,6,40,1,3,17600,1,1200,
505768,1,1,1,2,1,2,9,2,1,20,1,10,4500,2,0,20
505768,2,1,1,1,1,1,12,2,2,45,1,10,28000,2,0,
505798,2,2,1,2,1,1,12,2,4,20,2,,13000,2,0,25
505806,2,2,1,1,1,1,12,2,4,40,2,,19000,2,0,40
505810,3,1,1,1,1,1,12,2,4,40,2,,22000,2,0,
505818,2,1,1,1,1,1,12,1,,36,2,,13600,2,0,
505818,3,1,2,2,2,3,,1,,10,2,,4000,2,0,
505820,1,1,1,1,1,1,12,2,2,40,2,,12500,2,0,40
505839,1,1,1,1,1,1,12,1,,38,2,,16650,1,2000,38
505839,2,2,1,1,1,1,12,1,,40,2,,15000,1,400,40
505881,3,1,1,1,1,1,12,2,4,40,2,,25000,2,0,
506107,1,1,1,1,1,1,12,1,,36,2,,19500,2,0,36
506126,2,1,1,1,1,1,12,2,5,40,2,,17000,2,0,
506152,2,1,1,1,1,1,12,2,2,40,1,1,14000,1,1200,
506184,3,1,1,1,1,1,12,2,3,40,2,,15000,2,0,
506385,3,1,1,1,1,1,12,1,,36,2,,16000,2,0,
506389,1,1,1,2,2,3,,2,1,8,2,,6000,2,0,
506389,2,2,1,2,2,1,12,2,1,8,2,,3000,2,0,12
506410,1,1,1,1,1,1,12,2,7,36,2,,14000,2,0,40
506410,2,1,1,1,1,1,12,2,2,40,2,,20000,2,0,
506411,2,2,1,1,1,1,12,2,2,40,2,,13000,2,0,40
506411,3,3,1,2,2,1,12,2,1,20,2,,7020,2,0,40
506413,2,2,1,2,1,1,12,2,6,25,2,,13000,2,0,0
506458,1,1,1,1,1,1,12,1,,25,1,2,19000,2,0,25
506458,2,1,1,1,1,1,12,1,,36,1,1,24000,2,0,
506492,1,1,1,1,1,1,12,1,,40,2,,19500,2,0,40
506492,2,2,1,1,1,2,10,2,4,30,2,,7000,2,0,40
506565,2,2,1,1,1,1,12,1,,38,2,,48500,2,0,2
506619,1,1,2,2,3,3,,2,2,4,2,,800,2,0,
506628,1,1,1,1,1,1,12,1,,40,1,0,20000,2,0,40
506628,2,2,1,1,1,1,12,1,,30,1,0,22000,2,0,30
506657,2,2,1,1,1,1,12,1,,40,2,,28000,2,0,
506738,2,1,1,1,1,1,12,2,4,44,2,,28000,2,0,
506753,2,2,1,1,1,1,12,1,,36,2,,18200,2,0,36
506753,3,2,1,2,3,2,5,2,1,24,2,,1800,2,0,
506772,2,1,1,1,1,1,12,2,2,40,1,0,19200,2,0,
506772,3,1,1,1,1,1,12,2,2,40,1,0,11000,2,0,
506798,2,1,1,1,1,2,5,2,2,40,2,,4000,2,0,
506798,3,1,1,1,1,1,12,2,2,40,2,,15000,2,0,
506894,1,1,1,2,1,1,12,2,3,18,2,,4000,2,0,40
506894,3,1,1,1,1,1,12,2,7,40,2,,30000,2,0,
506894,4,1,1,2,2,2,6,1,,9,2,,2770,2,0,
506979,3,1,1,1,2,2,8,2,1,40,2,,9200,2,0,
506997,3,1,1,1,1,1,12,2,7,40,2,,18000,1,600,
506997,5,1,1,1,1,1,12,2,2,40,2,,18000,2,0,
506997,6,1,1,1,1,1,12,2,2,40,2,,18000,2,0,
507037,1,1,1,1,1,1,12,1,,35,1,2,27000,1,400,35
507037,2,1,1,1,2,1,12,1,,36,2,,10500,2,0,
507081,1,1,1,1,1,1,12,1,,36,1,0,20800,1,,36
507081,2,1,1,1,1,1,12,2,4,45,1,5,13000,2,0,30
507147,2,2,1,1,1,1,12,1,,36,2,,18200,2,0,36
507185,2,1,1,1,1,1,12,2,2,36,2,,19000,2,0,
507185,3,1,1,1,1,1,12,2,2,36,2,,19000,1,,
507185,4,1,1,1,1,1,12,2,2,36,2,,9600,2,0,
507190,4,1,1,1,1,1,12,2,5,40,2,,18200,2,0,
507260,1,1,1,2,1,1,12,2,4,10,2,,8050,2,0,25
507260,2,1,1,1,1,1,12,2,3,40,2,,13500,2,0,
507287,1,1,1,1,1,1,12,2,4,40,2,,15650,2,0,40
507304,1,1,1,1,1,1,12,1,,48,2,,24000,2,0,45
507304,2,1,1,1,2,2,6,2,5,25,2,,5500,2,0,
507322,1,1,1,1,1,1,12,2,4,42,1,3,18000,2,0,42
507322,2,1,1,1,1,1,12,1,,37,1,3,20000,2,0,
507329,1,1,1,1,1,1,12,2,7,38,2,,20000,2,0,45
507329,2,2,1,1,1,1,12,2,7,38,2,,18000,2,0,38
507336,2,1,1,1,1,1,12,2,7,38,2,,22000,1,1200,
507336,4,1,1,1,1,1,12,2,1,48,2,,10000,2,0,
507360,2,2,1,1,1,1,12,2,2,40,1,4,16000,2,0,35
507425,1,1,1,1,1,1,12,2,7,36,2,,24000,2,0,38
507431,2,1,1,1,1,1,12,2,7,40,1,0,26000,2,0,
507444,1,1,1,1,1,1,12,2,5,40,1,2,11700,2,0,50
507444,2,2,1,1,1,1,12,2,2,48,2,,15400,2,0,48
507529,1,1,1,1,1,1,12,2,5,40,2,,12800,1,900,40
507541,1,1,1,1,1,1,12,2,6,45,1,4,20000,2,0,45
507541,2,1,1,1,2,2,9,2,6,36,1,2,10000,2,0,
507542,1,1,1,2,1,2,5,2,5,15,2,,5913,2,0,30
507544,1,1,1,1,1,1,12,1,,40,1,2,25000,1,500,40
507544,2,1,1,1,1,1,12,1,,36,2,,22000,2,0,
507580,1,1,1,2,1,1,12,2,3,23,2,,16800,2,0,23
507580,2,1,1,2,2,2,6,2,2,12,2,,3000,2,0,
507644,2,1,1,1,1,1,12,1,,36,2,,14300,2,0,
507644,4,1,1,1,1,1,12,2,2,40,2,,12300,2,0,
507644,5,1,1,1,1,1,12,2,7,35,2,,12400,2,0,
507663,1,1,1,1,1,1,12,1,,36,2,,19500,1,1400,72
507663,3,3,1,1,2,1,12,2,7,40,2,,15600,2,0,
507680,2,1,1,1,1,1,12,2,4,40,2,,14300,2,0,
507691,1,1,1,1,1,2,8,1,,36,2,,9000,2,0,36
507693,1,1,1,1,2,2,8,1,,20,2,,12500,2,0,20
507750,1,1,1,1,1,1,12,2,6,48,1,8,19400,2,0,48
507750,2,1,1,1,2,2,7,2,2,42,2,,6000,2,0,
507839,2,2,1,1,1,1,12,1,,36,1,4,21800,1,200,72
507908,2,1,1,1,1,1,12,1,,36,2,,20000,2,0,
507913,2,2,1,2,2,3,,2,2,10,2,,3000,2,0,40
508152,2,2,1,1,1,1,12,1,,38,2,,11000,2,0,38
508861,3,1,1,1,1,1,12,2,7,45,1,5,16000,2,0,
508861,4,1,1,1,1,1,12,2,7,50,1,10,19000,2,0,
508922,1,1,1,1,1,1,12,1,,50,1,10,25000,2,0,36
509057,1,1,1,1,1,1,12,2,1,40,2,,14000,2,0,50
509057,3,2,1,1,3,3,,2,1,30,2,,7000,2,0,
509069,3,1,1,1,1,1,12,2,1,42,2,,7000,2,0,
509074,1,1,1,1,1,1,12,1,,18,2,,21000,2,0,36
509074,2,1,1,1,1,1,12,2,1,40,2,,13000,2,0,
509076,1,1,1,1,1,1,12,2,2,40,2,,19000,2,0,50
509076,3,2,1,1,1,1,12,2,5,40,2,,15000,2,0,
509108,1,1,1,1,2,3,,2,1,60,2,,14000,2,0,40
509120,1,1,1,1,2,1,12,2,4,50,1,10,21000,1,360,50
509139,1,1,1,1,1,1,12,1,,36,1,1,19000,1,900,36
509366,1,1,1,1,1,1,12,1,,40,1,5,17000,1,600,40
509516,3,1,1,1,1,1,12,2,3,40,2,,14000,2,0,
509550,1,1,1,1,1,1,12,2,2,40,2,,20000,2,0,40
509601,1,1,1,1,1,1,12,2,3,30,2,,18000,2,0,20
509689,1,1,1,1,1,1,12,1,,36,1,3,19000,2,0,36
509689,3,3,1,1,2,3,,2,1,70,2,,4000,2,0,40
509806,2,1,1,1,2,2,8,2,2,48,2,,11000,2,0,
509808,1,1,1,1,1,1,12,1,,36,2,,45000,2,0,40
509869,1,1,1,1,1,1,12,2,1,36,2,,12000,2,0,0
509871,1,1,1,1,1,1,12,1,,36,2,,24000,2,0,36
509871,2,1,1,1,1,1,12,2,4,36,2,,15500,2,0,
509871,4,1,1,1,1,1,12,2,3,36,2,,18000,2,0,
509889,1,1,1,1,1,1,12,2,2,38,2,,14300,2,0,48
510239,1,1,1,1,1,1,12,2,5,40,1,3,36000,1,1500,40
510239,2,2,1,2,1,1,12,2,6,24,1,3,11000,2,0,
510374,2,2,1,1,1,1,12,2,5,40,1,5,16000,1,500,
510432,3,3,1,2,2,2,7,1,,24,2,,5000,2,0,64
510433,3,3,1,1,1,1,12,1,,40,1,8,12000,2,0,
510587,2,2,1,1,1,1,12,2,1,40,2,,20000,2,0,
510984,1,1,1,1,1,1,12,1,,25,2,,20000,2,0,25
510984,3,1,1,1,1,1,12,1,,45,2,,20000,2,0,
511116,1,1,1,1,2,2,4,1,,36,2,,5500,2,0,36
511136,1,1,1,1,2,1,12,1,,36,2,,13000,2,0,50
511147,1,1,1,1,1,1,12,1,,36,2,,16000,2,0,60
511260,1,1,1,1,1,1,12,1,,25,2,,22000,2,0,45
511315,1,1,1,1,1,1,12,1,,36,2,,20000,2,0,60
511342,1,1,1,1,1,1,12,1,,36,2,,14000,2,0,50
511352,1,1,1,1,1,1,12,1,,36,2,,16000,2,0,60
511352,2,2,1,1,1,1,12,2,2,40,2,,5000,2,0,60
511355,1,1,1,1,1,2,8,2,2,40,2,,9500,2,0,50
511365,1,1,1,1,1,1,12,1,,40,2,,19000,2,0,60
511443,1,1,1,1,1,1,12,1,,42,2,,35000,2,0,60
511474,1,1,1,1,1,1,12,1,,22,2,,30000,2,0,44
511489,2,1,1,1,1,1,12,2,2,45,2,,22000,2,0,
511489,3,1,1,1,1,1,12,2,1,45,2,,9750,2,0,
511489,4,1,1,1,1,1,12,2,2,45,2,,13000,2,0,
511507,2,1,1,1,1,1,12,1,,36,1,2,15000,2,0,
511525,2,1,1,2,1,3,,2,1,8,2,,2000,2,0,
511624,1,1,1,1,1,1,12,2,1,40,2,,12900,2,0,60
511757,1,1,1,1,1,1,12,1,,40,2,,16000,2,0,40
512406,1,1,1,1,1,1,12,1,,36,2,,15000,1,600,42
512411,1,1,1,1,1,1,12,2,5,42,2,,20000,2,0,42
512433,1,1,1,1,2,2,6,2,2,40,2,,8000,2,0,40
512452,1,1,1,1,1,1,12,2,1,36,2,,18000,2,0,40
512459,1,1,1,1,1,1,12,1,,36,2,,25000,2,0,36
512459,2,1,1,2,1,1,12,1,,19,2,,18000,2,0,36
512517,1,1,1,1,1,2,8,2,4,40,2,,10000,1,600,50
512517,2,2,1,1,1,1,12,1,,36,1,10,16000,2,0,44
512574,2,2,1,1,1,1,12,2,2,20,2,,7500,2,0,20
512784,1,1,1,1,1,1,12,2,1,70,2,,20000,2,0,45
512843,2,1,1,1,1,1,12,2,3,36,2,,20000,2,0,
512850,1,1,1,1,1,1,12,1,,40,1,4,21000,2,0,30
512884,2,1,1,1,2,2,6,2,1,40,2,,6000,2,0,
512884,3,1,1,1,2,2,2,2,1,12,2,,800,2,0,
512887,1,1,1,1,1,1,12,1,,40,2,,15000,2,0,40
512887,2,1,1,1,1,1,12,2,2,40,2,,15000,2,0,
512921,1,1,1,1,1,1,12,1,,20,2,,22000,2,0,20
512921,2,1,1,1,1,2,4,2,6,40,2,,10000,2,0,
512928,2,1,1,1,1,1,12,2,2,40,2,,15600,2,0,
512935,2,1,1,1,1,1,12,2,2,45,2,,13000,2,0,45
512935,3,1,1,1,1,1,12,2,2,40,2,,12700,2,0,
512935,4,1,1,2,3,3,,2,2,40,2,,600,2,0,
512941,5,1,1,1,1,1,12,2,1,40,2,,13000,2,0,
512944,2,1,1,1,1,1,12,1,,36,2,,18200,2,0,
513045,1,1,1,1,1,1,12,2,6,40,2,,13000,2,0,40
513045,2,1,1,1,1,1,12,2,6,40,2,,13000,2,0,
513045,3,1,1,1,1,1,12,2,4,40,2,,12500,2,0,
513053,1,1,1,1,1,1,12,1,,40,1,4,18452,2,0,50
513064,1,1,1,1,1,1,12,2,6,38,2,,16000,2,0,40
513064,2,1,1,1,1,1,12,2,6,36,2,,12500,2,0,
513113,1,1,1,1,1,1,12,2,4,40,2,,15526,2,0,46
513113,2,1,1,1,1,1,12,2,2,45,1,5,18116,2,0,
513326,1,1,1,1,2,2,8,2,1,40,2,,13000,2,0,
513329,3,1,1,2,2,1,12,2,2,40,2,,10400,2,0,
513377,1,1,1,1,1,1,12,1,,40,2,,13650,2,0,50
513406,3,1,1,2,1,1,12,2,2,30,2,,10000,2,0,
513411,1,1,1,1,1,1,12,1,,36,1,2,21000,2,0,36
513421,1,1,1,1,1,1,12,2,1,40,2,,15000,2,0,40
513421,2,2,1,1,1,1,12,2,6,40,2,,26000,1,4000,50
513427,1,1,1,1,1,1,12,1,,36,2,,27000,2,0,30
513427,2,1,1,1,1,1,12,2,3,55,1,8,25000,2,0,
513428,1,1,2,2,1,2,5,2,2,20,2,,4500,2,0,20
513428,2,1,2,1,2,2,5,2,4,40,2,,18000,1,300,
513430,1,1,1,1,1,1,12,1,,36,1,1,25000,2,0,24
513437,1,1,1,2,1,1,12,2,2,24,2,,11000,2,0,20
513437,2,2,1,1,1,1,12,1,,36,1,0,42400,1,800,50
513442,1,1,1,2,2,2,1,2,7,24,2,,730,2,0,35
513442,2,1,1,1,1,1,12,2,7,40,1,2,16500,1,300,
513449,1,1,1,1,2,2,9,1,,25,2,,13000,2,0,40
513449,2,1,2,1,2,3,,2,1,40,2,,4800,2,0,
611167,1,1,1,1,1,1,12,1,,36,2,,15000,1,250,36
611412,1,1,1,1,1,1,12,1,,38,2,,50000,2,0,38
611412,2,2,1,1,1,1,12,1,,38,2,,50000,2,0,38
611441,1,1,1,1,1,1,12,2,2,40,2,,19000,2,0,60
611441,2,2,1,1,1,1,12,2,4,40,2,,20000,2,0,60
611614,1,1,1,1,1,1,12,2,5,40,2,,28000,2,0,40
611614,2,2,1,2,1,1,12,2,2,20,2,,12000,2,0,20
611699,1,1,1,1,1,1,12,1,,36,2,,14400,2,0,36
611774,2,1,1,1,1,1,12,1,,45,2,,60000,1,1700,
611993,1,1,1,1,1,1,12,1,,36,2,,18200,2,0,30
611993,2,2,1,1,1,1,12,1,,36,2,,18600,2,0,36
612011,2,2,1,1,1,1,12,2,2,40,2,,16200,2,0,36
612402,1,1,1,1,1,1,12,1,,40,2,,28000,2,0,50
612423,1,1,1,1,1,1,12,2,3,40,2,,17300,2,0,36
612423,2,1,1,1,1,1,12,2,2,40,2,,14200,2,0,30
612547,1,1,1,1,1,1,12,2,5,40,2,,18000,2,0,40
612547,2,1,1,1,1,1,12,1,,40,2,,22000,2,0,
613319,1,1,1,1,1,1,12,2,7,16,1,8,54000,1,1200,16
613319,2,2,1,1,1,1,12,2,7,16,2,,30000,2,0,16
614660,1,1,1,2,1,1,12,2,1,25,2,,6500,2,0,40
614683,2,1,1,1,1,1,12,1,,40,2,,19500,2,0,
615399,1,1,1,1,1,1,12,2,5,38,2,,22000,2,0,40
615399,3,1,1,1,1,1,12,2,1,40,1,3,9600,2,0,
616032,1,1,1,1,1,1,12,1,,40,2,,17500,2,0,40
616032,2,1,1,1,1,1,12,2,2,40,2,,17000,2,0,
616313,1,1,1,1,1,1,12,2,7,37,2,,32000,1,1000,30
616313,2,1,1,2,1,1,12,1,,16,2,,22000,2,0,
617019,1,1,1,1,1,1,12,2,7,40,2,,16772,2,0,50
617019,2,1,1,1,2,1,12,2,2,40,2,,11934,2,0,
617023,1,1,1,1,1,1,12,2,7,45,1,5,19180,2,0,2
617023,2,1,1,1,1,1,12,2,5,40,1,4,18130,2,0,
617023,3,1,1,1,1,1,12,2,6,40,2,,16352,2,0,
617089,2,1,1,1,1,1,12,2,4,40,2,,14000,2,0,
617398,1,1,1,1,1,1,12,1,,40,2,,56000,2,0,42
617398,2,1,1,1,1,1,12,1,,42,2,,48000,2,0,
618079,3,2,1,1,1,1,12,2,5,40,2,,13650,2,0,
618164,1,1,1,1,1,1,12,2,6,40,1,3,18000,2,0,40
618164,2,1,1,1,1,1,12,2,7,20,2,,8400,2,0,
619170,2,1,1,1,1,1,12,2,3,40,2,,15000,2,0,
619396,2,1,1,1,1,1,12,2,5,36,1,2,16000,2,0,
619456,1,1,2,2,2,3,,2,1,10,2,,2000,2,0,15
619807,1,1,1,1,1,1,12,2,6,40,2,,17000,2,0,40
619807,2,2,1,1,1,1,12,2,1,36,2,,10000,2,0,40
620179,1,1,1,1,1,1,12,2,4,40,2,,16000,2,0,40
620481,1,1,1,1,1,1,12,2,7,36,2,,22000,1,1000,30
620649,3,1,1,1,1,1,12,2,6,45,1,5,13000,2,0,
620805,1,1,1,1,1,1,12,1,,32,2,,21800,2,0,32
620805,3,1,1,1,1,1,12,2,7,40,2,,22000,1,1000,
620829,1,1,1,1,2,2,10,1,,35,2,,14000,2,0,35
620858,1,1,1,1,1,1,12,1,,40,1,10,28000,2,0,40
620858,2,2,1,2,1,1,12,2,2,24,2,,10000,2,0,24
620858,3,1,1,2,2,2,5,2,2,24,2,,2000,2,0,
620862,1,1,1,2,2,1,12,2,6,20,1,0,30000,2,0,20
620862,3,3,1,1,2,1,12,1,,26,2,,13000,2,0,36
620862,3,3,2,2,2,1,12,2,2,20,2,,7500,2,0,20
621685,1,1,1,1,1,1,12,1,,45,1,5,18172,2,0,45
621685,3,1,1,1,2,1,12,2,1,40,2,,10985,2,0,
621735,3,1,1,1,2,1,12,2,1,40,2,,10000,2,0,
621735,4,1,1,1,2,1,12,2,3,50,2,,17500,2,0,
621766,1,1,1,1,1,1,12,1,,45,1,3,15000,1,1500,45
622034,1,1,1,1,1,1,12,1,,30,2,,27000,2,0,50
622063,2,1,1,1,2,1,12,2,2,45,2,,15000,2,0,
622228,2,1,1,1,1,1,12,2,3,10,2,,,2,0,
622306,1,1,1,2,3,3,,2,1,10,2,,1920,2,0,
622707,3,2,1,2,2,2,10,2,4,20,2,,6500,2,0,
623250,2,1,1,1,1,1,12,2,1,11,2,,12000,2,0,
623300,2,1,1,1,1,1,12,2,2,35,2,,15000,2,0,
623305,1,1,1,1,1,1,12,2,3,40,2,,18000,2,0,40
623606,1,1,1,1,2,2,8,2,1,40,2,,6000,2,0,50
623606,3,3,1,1,1,1,12,2,5,40,2,,10000,2,0,
623614,2,1,1,1,1,1,12,2,1,40,2,,17000,2,0,
624389,1,1,1,1,1,1,12,2,7,40,2,,15925,2,0,50
624744,1,1,1,1,1,1,12,2,1,40,2,,17600,2,0,40
624744,2,1,1,1,1,1,12,1,,36,2,,18200,2,0,
624744,3,1,1,1,2,3,,2,2,40,2,,1000,2,0,
624781,1,1,1,1,1,1,12,2,1,48,2,,18000,2,0,36
625641,2,2,1,1,1,1,12,1,,24,2,,22000,2,0,
625651,2,2,1,2,1,1,12,2,1,8,2,,2730,2,0,
625837,1,1,1,1,1,1,12,1,,40,2,,19840,2,0,40
625926,1,1,1,1,1,1,12,1,,20,1,1,22100,2,0,22
625983,1,1,1,1,1,1,12,1,,36,2,,19600,2,0,40
625983,2,1,1,1,1,1,12,1,,36,2,,19000,2,0,
625983,4,1,1,2,1,1,12,2,7,36,2,,6000,2,0,
