NQUEST,QUEST,NQUESTP,CONTINT,NOPCF,STUPCF,CONPCF,SETPCF,ANAPCF,CITPCF,NOMCF,STUMCF,CONMCF,SETMCF,ANAMCF,CITMCF,VITGEN,NGEN,VITF,NFRAT,NSORE,FIGLI,NFIGLI,PRIMOGE,PRIMOSEX,PRIMOANASC,NFIGLINOIT,PARNOIT,ANCONV,CAPI
33773,3,,1,1,3,8,4,1931,,1,3,9,,1932,,1,1,1,0,2,2,,,,,,,,1
33777,3,,1,1,2,1,4,1921,,1,2,1,3,1931,,2,,1,1,1,2,,,,,,,1986,1
33778,3,,1,1,1,1,1,1934,,1,1,9,,1937,,2,,1,0,2,2,,,,,,,1985,1
33781,3,,1,1,2,1,1,1914,,1,2,9,,1921,,2,,1,3,1,2,,,,,,,1982,1
33814,3,,1,1,4,8,4,1922,,1,4,3,4,1928,,1,2,1,0,1,2,,,,,,,1990,1
33823,3,,2,1,2,1,2,1903,,1,2,1,2,1906,,2,,2,,,1,2,2,2,1956,,,,1
33839,3,,3,1,2,8,1,1903,,1,2,9,,1907,,2,,1,1,1,1,2,2,1,1973,,,,1
33877,3,,1,1,2,2,2,1934,,1,2,9,,1939,,1,2,1,1,0,2,,,,,,,1988,1
33882,3,,1,1,2,1,2,1925,,1,2,9,,1925,,1,1,2,,,2,,,,,,,1980,1
33888,3,,1,1,2,1,1,1901,,1,1,9,,1900,,2,,1,0,1,2,,,,,,,,1
33889,3,,1,1,2,1,2,1906,,1,2,9,,1910,,1,1,2,,,1,1,2,2,1974,,,1972,1
33937,3,,3,1,1,8,1,1905,,1,1,9,,1911,,2,,1,2,1,1,1,2,2,1970,,,1969,1
33941,3,,2,1,2,1,2,1921,,1,1,8,1,1916,,1,1,1,0,1,1,2,2,1,1976,,,1974,1
33983,3,,1,1,4,4,3,1921,,1,3,9,,1927,,1,3,1,0,2,2,,,,,,,1983,1
33985,3,,1,1,3,2,3,1921,,1,3,9,,1925,,1,3,2,,,2,,,,,,,1980,1
33994,3,,2,1,1,1,4,1907,,1,1,9,,1913,,2,,1,0,1,1,1,2,2,1974,,,1973,1
34059,3,,1,1,2,8,4,1923,,1,2,9,,1929,,1,1,1,2,0,1,2,2,2,1979,,,,1
34198,3,,1,1,3,2,4,1942,,1,2,9,,1941,,1,2,1,0,1,2,,,,,,2,,1
34199,3,,1,2,,,,,,2,,,,,,2,,1,3,3,1,2,2,1,1969,,,1968,1
34230,3,,2,1,4,1,2,1909,,1,1,9,,1905,,2,,1,0,2,1,4,2,1,1958,,,,1
34252,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,2,,1
34269,3,,1,1,3,2,3,1930,,1,3,9,,1934,,1,3,1,1,2,2,,,,,,,1987,1
34377,3,,1,1,7,1,2,1906,,1,7,9,,1906,,2,,1,5,5,2,,,,,,,1966,1
34396,3,,1,2,,,,,,1,2,9,,,,1,1,1,4,0,2,,,,,,2,,1
34513,3,,1,1,2,1,4,1911,,1,2,9,,1910,,2,,1,1,8,2,,,,,,,1978,1
34732,3,,1,1,1,8,1,1900,,1,1,9,,1900,,2,,1,2,6,1,2,2,2,1969,,,1968,0
34738,3,,1,1,1,1,1,1927,,1,1,9,,1928,,1,3,1,3,3,1,2,2,1,1979,,,1977,0
34778,3,,2,1,2,1,4,1906,,1,1,9,,1902,,2,,2,,,1,3,2,1,1957,,,,1
34793,3,,1,2,,,,,,2,,,,,,2,,1,3,2,1,1,1,,,,,1980,1
34800,3,,1,2,,,,,,2,,,,,,2,,1,2,6,1,4,2,1,1975,,,1973,1
34825,3,,3,1,2,1,1,1926,,1,1,1,4,1928,,1,1,1,1,2,2,,,,,,,1976,1
34833,3,,2,1,2,1,2,1892,,1,1,9,,1897,,2,,1,1,2,1,1,2,1,1972,,,1963,1
34886,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,2,,1
34900,3,,2,1,2,1,1,1927,,1,2,9,,1929,,2,,2,,,2,,,,,,,1990,1
35005,3,,4,1,7,8,1,1902,,1,1,9,,1904,,2,,1,1,4,2,,,,,,,,1
35022,3,,1,1,2,8,4,1921,,1,2,8,4,1929,,1,2,1,4,4,2,,,,,,,1990,1
35032,3,,4,1,3,2,3,1929,,1,2,2,3,1931,,1,1,1,3,1,2,,,,,,,1986,1
35106,3,,1,1,1,1,4,1918,,1,1,9,,1923,,2,,1,6,5,1,2,2,2,1976,,,1974,1
35234,3,,2,1,2,2,3,1901,,1,2,9,,1902,,2,,1,1,0,1,1,2,1,1969,0,,2002,1
35319,3,,1,1,2,8,1,1915,,1,2,8,1,1917,,2,,1,1,3,1,3,2,2,1955,,,,1
35322,3,,2,1,1,1,1,1900,,1,1,9,,1900,,2,,1,1,2,1,3,2,1,1959,,,1958,1
35323,3,,2,1,1,1,1,1908,,1,1,9,,1908,,2,,1,1,3,1,2,1,,,,,1962,1
35326,3,,1,1,7,10,,1901,,1,7,10,,1904,,2,,2,,,2,,,,,,2,,0
35340,3,,2,1,1,1,1,1905,,1,1,9,,1912,,2,,2,,,1,5,2,1,1959,,,1958,1
35346,3,,2,1,1,1,2,1907,,1,1,9,,1914,,2,,2,,,1,1,1,,,,,,1
35349,3,,2,1,1,1,1,1902,,1,1,9,,1904,,2,,2,,,2,,,,,,,1972,1
35355,3,,2,1,1,1,2,1902,,1,1,9,,1909,,2,,1,1,2,1,3,2,1,1961,,,,1
35366,3,,4,1,2,1,2,,,1,1,9,,1931,,2,,1,1,3,2,,,,,,,1980,1
35370,3,,1,1,1,1,2,1906,,1,1,9,,1908,,2,,1,4,1,1,2,2,2,1939,,2,,1
35371,3,,2,1,2,8,4,1913,,1,1,9,,1922,,2,,1,1,0,1,2,2,2,1965,,,,1
35372,3,,1,1,2,1,2,1932,,1,2,9,,1935,,2,,1,1,1,1,1,1,,,,,1972,1
35374,3,,3,1,2,9,,1911,,1,2,9,,1921,,2,,1,3,2,2,,,,,,,1984,1
35379,3,,2,1,2,1,1,1911,,1,2,9,,1914,,2,,1,1,1,1,1,2,2,1977,,,1976,1
35458,3,,2,1,1,1,4,1900,1,1,2,9,,1905,,1,1,1,1,3,1,1,2,1,1974,,,1974,1
35498,3,,2,1,2,8,1,1910,,1,2,9,,1912,,2,,1,0,1,1,1,2,1,1963,,,1962,0
35500,3,,2,1,3,8,4,1898,1,1,3,9,,1903,1,2,,1,0,2,1,3,2,2,1960,0,,1959,0
35502,3,,3,1,2,4,3,1930,,1,2,9,,1934,,1,3,1,4,4,1,2,2,1,1977,,,1976,0
35507,3,,4,1,3,2,5,,,1,3,9,,,,2,,2,,,2,,,,,,2,,0
35508,3,,4,1,1,1,1,1930,,1,2,9,,1936,,1,3,1,3,3,2,,,,,,,1990,0
35512,3,,4,1,2,2,5,1918,,1,2,9,,1923,,2,,1,0,2,2,,,,,,2,,0
35518,3,,3,1,4,8,4,1900,,1,2,8,4,1908,,2,,1,1,0,1,3,2,1,1964,,,,0
35520,3,,4,1,2,8,4,1924,,1,2,9,,1928,,1,3,1,4,4,1,1,2,1,1981,,,1980,0
35588,3,,2,1,3,2,3,1929,,1,3,9,,1931,,1,2,1,2,1,2,,,,,,,1991,1
35600,3,,1,1,1,1,1,1904,,1,1,9,,1909,,2,,1,8,4,1,2,2,1,1955,,,1952,1
35640,3,,2,1,2,1,2,1911,,1,2,9,,1911,,2,,1,0,1,1,2,2,2,1973,,,1972,1
35682,3,,2,2,,,,,,1,2,9,,1916,,2,,1,2,2,1,2,2,1,1978,,,1978,0
35718,3,,1,1,1,1,1,1907,,1,1,8,4,1912,,2,,1,3,1,1,2,2,2,1962,,,,1
35735,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,1980,1
35788,3,,2,1,2,2,3,1907,,1,2,9,,1909,,1,1,1,3,2,1,2,2,1,1979,,,1977,1
35968,3,,3,1,3,9,,1899,,1,2,9,,1899,,2,,1,0,1,1,2,2,1,1947,,,,1
36010,3,,1,2,,,,,,2,,,,,,1,2,1,1,1,1,2,2,1,1976,,,1974,1
36067,3,,2,1,2,8,4,1909,,1,2,9,,1911,,2,,1,5,5,1,1,2,1,1978,,,1976,1
36106,3,,2,1,2,9,,1907,,1,2,9,,1910,,2,,1,1,2,1,2,2,1,1962,,,,1
36120,3,,3,1,2,1,2,1922,,1,2,1,4,1927,,1,1,1,7,4,1,2,2,1,1979,,,1978,1
36130,3,,2,1,2,1,2,1933,,1,2,9,,1937,,1,2,1,4,2,2,,,,,,,1986,0
36131,3,,2,1,2,2,1,1920,,1,2,9,,1923,,1,1,1,2,2,2,,,,,,,1983,0
36146,3,,2,1,2,1,2,1922,,1,2,9,,,,1,2,1,3,0,2,,,,,,,1983,0
36148,3,,2,1,2,8,1,1895,,1,2,9,,1900,,2,,1,1,1,1,7,2,1,1956,,,1955,0
36164,3,,3,1,2,1,4,1925,,1,2,9,,1927,,1,1,1,2,7,1,1,2,1,1985,,,1984,1
36186,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,,1
36249,3,,1,1,1,1,1,1897,,1,7,9,,1905,,2,,1,1,4,1,2,2,1,1965,,2,,1
36250,3,,1,1,2,1,3,1929,,1,2,9,,1930,,2,,1,2,0,2,,,,,,,,1
36311,3,,3,1,2,1,4,1930,,1,2,9,,1933,,1,4,1,4,5,2,,,,,,,1992,1
36321,3,,2,1,3,2,3,1907,,1,1,9,,1922,,1,3,1,6,5,2,,,,,,,1970,1
36333,3,,1,1,1,8,1,1925,,1,2,9,,1931,,1,1,1,2,1,2,,,,,,,1986,1
36378,3,,3,1,2,1,2,1918,,1,2,9,,1919,,2,,1,3,1,2,,,,,,,1971,0
36403,3,,1,1,2,1,4,1911,,1,2,9,,1912,,2,,1,1,3,1,5,2,2,1960,,,1960,0
36409,3,,2,1,1,1,2,1925,,1,1,9,,1933,,1,3,1,0,2,2,,,,,,,1979,0
36415,3,,3,1,1,1,5,1914,,1,1,9,,1914,,1,1,1,2,4,1,1,2,2,1974,,,1971,0
36427,3,,2,1,2,1,2,1923,,1,2,9,,1925,,2,,1,1,0,1,1,2,2,1977,,,1977,1
36443,3,,2,1,2,8,4,1925,,1,2,9,,1931,,1,2,1,3,1,2,,,,,,,1990,1
36450,3,,3,1,2,1,1,1915,,1,2,1,1,1917,,1,1,1,0,2,2,,,,,,,1976,1
36494,3,,2,1,2,1,2,1908,,1,2,9,,1912,,2,,1,1,0,1,2,2,1,1968,,,1965,0
36522,3,,1,1,4,2,4,1925,,1,4,9,,1929,,1,2,1,4,2,2,,,,,,,1987,1
36524,3,,2,2,,,,,,2,,,,,,1,2,1,1,0,2,,,,,,2,,1
36596,3,,1,1,2,1,1,1884,,1,1,9,,1888,,2,,2,,,1,1,2,2,1959,,,,1
36697,3,,2,1,2,1,2,1925,,1,2,9,,1931,,1,1,1,1,0,1,1,2,1,1975,,,,1
36774,3,,3,1,1,1,2,1925,,1,1,9,,1927,,1,2,1,1,0,1,2,1,,,,2,,0
36849,3,,1,2,,,,,,2,,,,,,2,,2,,,1,3,2,1,1944,,,1944,1
36891,3,,1,1,1,1,2,1927,,1,1,9,,1933,,1,2,1,2,3,2,,,,,,,1985,1
36893,3,,1,1,1,1,1,1920,,1,1,9,,1927,,1,2,1,0,2,2,,,,,,,1980,1
37001,3,,3,1,2,1,4,1927,,1,2,9,,1931,,1,1,1,4,3,1,1,2,1,1975,,,1975,1
37011,3,,2,1,1,1,1,1912,,1,1,1,1,1912,,2,,1,1,4,1,1,2,1,1974,,,1973,1
37042,3,,3,1,3,8,4,1921,,1,3,2,4,1928,,2,,2,,,1,1,1,,,,,1982,0
37286,3,,2,2,,,,,,2,,,,,,2,,2,,,2,,,,,,2,,1
37299,3,,2,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,1982,1
37459,3,,3,1,2,1,2,1927,,1,2,1,1,1939,,1,3,1,0,1,1,1,1,,,,,1988,1
37504,3,,2,1,2,9,,1904,,1,2,9,,1904,,2,,1,2,1,1,3,2,1,1962,,,1961,1
37521,3,,2,1,2,9,,1915,,1,2,9,,1923,,1,1,2,,,2,,,,,,2,,1
37665,3,,2,1,3,8,4,1925,,1,1,9,,,,1,1,1,1,1,2,,,,,,,1988,1
37677,3,,1,2,,,,,,2,,,,,,1,1,1,5,4,1,2,2,1,1967,,,1966,1
37721,3,,1,1,2,8,4,1898,,1,7,9,,1903,,2,,1,2,7,1,3,2,2,1957,,,1956,1
37808,3,,4,1,2,8,4,1930,,1,2,8,4,1932,,1,1,1,2,1,1,1,2,2,1985,,,1981,1
37810,3,,4,1,1,8,1,1903,,1,1,9,,1911,,2,,2,,,2,,,,,,2,,1
38014,3,,1,1,1,1,2,1920,,1,1,9,,1919,,1,1,1,1,2,2,,,,,,,1978,0
38016,3,,4,1,2,1,2,1918,,1,1,9,,1925,,2,,2,,,2,,,,,,2,,1
38018,3,,3,1,2,2,3,1910,,1,2,9,,1910,,2,,1,0,1,1,2,2,2,1965,,,1964,1
38095,3,,1,1,3,1,2,1929,,1,3,9,,1938,1,1,4,1,2,3,2,,,,,,,1985,1
38106,3,,1,1,2,2,3,1903,,1,2,9,,1908,,2,,1,3,1,2,,,,,,,1969,0
38112,3,,3,1,4,5,2,1932,,1,3,9,,1927,,1,2,1,2,0,2,,,,,,,1993,1
38118,3,,2,1,2,8,1,1901,,1,2,9,,1903,,2,,2,,,2,,,,,,,1948,0
38121,3,,3,1,2,8,1,1900,,1,2,8,1,1905,,2,,1,2,1,1,1,2,1,1968,,,1967,0
38128,3,,4,1,1,1,1,1910,2,1,1,9,,1914,1,2,,1,5,3,2,,,,,,,,1
38135,3,,2,1,2,1,4,1937,,1,1,1,2,1932,,2,,2,,,2,,,,,,2,,1
38169,3,,1,1,1,1,2,1883,,1,1,9,,1883,,2,,1,2,2,1,2,2,1,1956,0,,1956,1
38177,3,,2,1,2,2,3,1901,,1,2,9,,1897,,2,,1,2,1,1,2,2,2,1950,,,1956,1
38183,3,,4,1,2,4,3,1928,,1,2,9,,1933,,1,4,1,2,0,2,,,,,,,1986,1
38255,3,,2,1,2,4,3,1928,,1,2,1,4,1928,,1,3,1,1,2,2,,,,,,,1987,1
38261,3,,2,1,1,8,1,1903,,1,1,9,,1900,,2,,1,4,2,1,2,2,1,1965,,,1964,1
38272,3,,2,1,2,8,4,1897,,1,2,9,,1903,,2,,1,0,1,2,,,,,,2,,1
38316,3,,1,1,2,7,1,1930,,1,2,9,,1933,,1,1,1,3,0,1,1,1,,,,,1984,1
38319,3,,2,1,2,2,3,1918,,1,2,9,,1917,,1,1,1,2,0,1,2,2,1,1975,,2,,1
38349,3,,1,1,3,8,1,1899,,1,2,9,,1905,,2,,1,3,0,1,2,2,1,1974,,,1968,0
38362,3,,1,2,,,,,,2,,,,,,2,,2,,,1,1,2,2,1962,,,,1
38481,3,,2,2,,,,,,1,1,1,2,1901,,2,,1,0,2,1,2,2,1,1946,,,,1
38489,3,,3,1,1,1,2,1933,,1,2,9,,1939,,1,4,1,2,1,2,,,,,,,1983,1
38493,3,,2,1,2,8,4,1909,,1,2,9,,1910,,1,1,1,3,3,1,2,2,2,1962,,,,1
38495,3,,2,1,1,8,1,1912,,1,1,8,1,1918,,1,1,1,0,3,1,1,2,2,1978,,,1977,1
38496,3,,2,1,1,1,1,1896,,1,1,1,1,1900,,2,,1,1,2,1,2,2,1,1968,,,,1
38499,3,,2,2,,,,,,1,1,1,1,1902,,2,,1,1,0,1,2,2,1,1953,,,1951,1
38554,3,,3,1,2,1,2,1925,,1,2,9,,1945,,1,1,1,1,0,2,,,,,,,1995,0
38797,3,,2,1,2,1,2,1909,,1,2,9,,1917,,1,1,1,1,1,1,2,2,2,1962,,,,1
38800,3,,2,1,4,9,,1906,,1,4,9,,1904,,2,,1,0,1,2,,,,,,2,,1
38871,3,,2,1,2,1,1,1896,,1,2,9,,1898,,2,,1,0,1,1,2,2,1,1953,,,,1
38877,3,,2,1,2,1,3,1900,,1,2,9,,1901,,2,,1,3,7,1,1,2,1,1974,,,1973,1
38885,3,,1,1,1,8,1,1918,,1,1,9,,1921,,1,2,1,2,0,1,2,2,1,1974,,,1973,1
38903,3,,1,2,,,,,,2,,,,,,2,,1,1,2,1,2,2,1,1963,,,1962,1
38909,3,,1,1,2,1,3,1917,,1,2,9,,1919,,2,,1,0,1,2,,,,,,2,,1
38913,3,,1,1,2,1,2,1924,,1,1,9,,1927,,1,3,1,4,10,2,,,,,,,1989,1
38939,3,,3,1,1,9,,1916,,1,3,9,,1920,,2,,1,1,3,1,1,2,2,1969,,,1966,1
38940,3,,2,2,,,,,,2,,,,,,2,,1,5,1,1,2,2,2,1973,,,1972,1
38957,3,,1,1,2,9,,1901,,1,3,9,,1905,1,2,,1,0,1,1,2,2,1,1958,0,,1957,1
38964,3,,1,1,3,1,1,1902,,1,3,2,3,1905,,2,,2,,,1,5,2,1,1962,,,,1
38967,3,,4,1,4,5,2,1906,,1,3,9,,1912,,1,1,1,1,1,2,,,,,,,1970,1
38977,3,,3,1,2,8,4,1920,,1,2,9,,1927,,2,,1,2,1,2,,,,,,2,,1
38979,3,,2,1,2,2,3,1907,,1,2,9,,1912,,2,,2,,,2,,,,,,,,1
38992,3,,2,1,3,8,4,1909,,1,3,9,,1923,,1,1,1,2,1,2,,,,,,,1978,1
38995,3,,3,1,3,9,,1908,,1,2,9,,1919,,2,,1,0,3,1,1,2,2,1980,,2,,1
39055,3,,1,1,2,1,2,1901,,1,3,9,,1907,,2,,2,,,1,1,2,1,1969,,,1961,0
39056,3,,3,1,3,2,3,1925,,1,2,9,,1929,,1,1,2,,,1,1,2,1,1981,,,1979,1
39057,3,,3,1,5,6,3,1872,,1,2,9,,1892,,2,,2,,,1,2,2,1,1963,,,,1
39058,3,,4,1,2,8,4,1906,,1,2,9,,1910,,1,1,1,4,1,1,2,2,1,1973,,,1971,1
39060,3,,2,1,2,8,4,1891,,1,2,1,1,1900,,2,,1,1,0,2,,,,,,2,,1
39061,3,,3,1,2,2,1,1897,,1,7,9,,1898,,2,,2,,,1,1,2,1,1966,,,1987,1
39083,3,,2,1,2,9,,1885,,1,2,9,,1886,,2,,1,0,2,1,1,2,2,1950,,,1947,1
39086,3,,2,1,2,9,,1899,,1,2,9,,1907,,2,,1,1,3,1,3,2,1,1966,0,,1965,1
39095,3,,3,1,2,9,,1903,,1,2,9,,1900,,2,,1,2,1,1,4,2,1,1952,,,1951,1
39111,3,,1,1,1,1,1,1884,,1,1,9,,1888,,2,,2,,,2,,,,,,,,1
39218,3,,2,1,2,7,1,1892,,1,5,6,4,1895,,2,,1,2,0,2,,,,,,2,,1
39227,3,,2,1,2,8,1,1898,,1,2,9,,1900,,2,,1,5,4,1,2,2,1,1965,,,,1
39259,3,,1,1,2,1,2,1902,,1,2,9,,1902,,2,,1,4,9,1,5,2,1,1960,,,1956,1
39284,3,,1,1,2,4,3,1876,,1,1,9,,1888,,2,,2,,,1,1,2,1,1962,,,1959,1
39317,3,,3,1,3,1,3,1932,,1,2,1,3,1934,,1,2,1,1,2,2,,,,,,,1990,1
39318,3,,1,1,2,1,1,1926,,1,2,1,1,1934,,1,4,1,2,0,2,,,,,,,1991,1
39351,3,,2,1,1,1,1,1903,,1,1,9,,1910,,2,,2,,,1,2,2,2,1960,,,1959,1
39356,3,,1,1,1,1,1,1893,,1,1,9,,1895,,2,,1,3,1,1,2,2,2,1963,,,1957,1
39433,3,,1,1,2,8,4,1885,,1,2,9,,1902,,2,,2,,,2,,,,,,,,1
39436,3,,1,1,2,1,2,1916,,1,2,1,2,1927,,2,,2,,,1,2,2,2,1974,,,1973,1
39441,3,,2,2,,,,,,1,2,8,4,1924,,2,,1,0,1,1,2,2,2,1972,,,,1
39485,3,,2,1,1,4,3,1913,,1,1,9,,1922,,1,1,1,3,0,2,,,,,,,1988,1
39486,3,,4,1,2,1,2,1914,,1,2,9,,1914,,2,,1,0,1,1,2,2,1,1959,,,,1
39488,3,,4,1,2,1,2,1921,,1,2,1,2,,,2,,2,,,1,2,2,1,1972,,2,,1
39491,3,,3,1,2,1,1,1914,,1,2,1,1,1915,,2,,2,,,1,1,2,2,1971,,,1968,1
39542,3,,1,2,,,,,,2,,,,,,1,1,1,1,0,1,2,1,,,,,1968,1
39581,3,,1,1,3,4,3,1927,,1,2,9,,1932,,1,2,1,0,1,1,1,2,1,1979,,,1978,1
39697,3,,1,1,2,2,3,1923,,1,1,9,,1926,,1,1,1,1,1,1,1,2,1,1979,,,1977,1
39907,3,,1,2,,,,,,2,,,,,,2,,2,,,2,,,,,,,,1
50052,3,,3,1,1,9,,1906,,1,2,9,,1906,,2,,1,4,0,1,5,2,1,1955,,,,1
50060,3,,2,1,3,8,4,1931,,1,2,9,,1931,,1,1,1,2,1,2,,,,,,,1980,1
50085,3,,1,2,,,,,,2,,,,,,2,,1,0,6,1,1,2,1,1979,,,,1
50135,3,,3,1,2,8,4,1898,,1,2,9,,1902,,2,,1,3,6,1,4,2,2,1963,,,1962,1
50150,3,,2,1,2,1,4,1908,,1,1,9,,1911,,2,,1,9,6,1,2,2,2,1974,,,1974,1
50178,3,,1,1,2,9,,1900,,1,1,9,,1912,,2,,1,4,3,2,,,,,,,1977,1
50231,3,,1,1,1,9,,1891,,1,1,9,,1907,,2,,1,0,2,1,2,1,,,,,,1
50232,3,,1,1,1,1,1,1905,,1,1,9,,1906,,2,,1,0,1,1,2,2,2,1961,,,1958,1
50274,3,,4,1,2,1,2,1928,,1,1,9,,1938,,2,,1,5,4,2,,,,,,,,1
50281,3,,1,1,2,1,1,1923,,1,2,9,,1921,,2,,1,1,6,2,,,,,,,1974,1
50618,3,,1,1,2,9,,1891,,1,2,9,,1895,,2,,1,1,1,2,,,,,,,1950,1
50674,3,,1,1,2,8,4,1898,,1,2,9,,1914,,2,,1,1,1,1,1,1,,,,,,1
51013,3,,2,1,2,10,,1929,,1,2,10,,1931,,3,,1,1,2,2,,,,,,,1977,0
51185,3,,3,1,3,2,3,1920,,1,3,9,,1923,,1,1,1,1,2,2,,,,,,,1978,1
51297,3,,2,1,3,2,3,1919,,1,2,9,,1930,,2,,1,2,2,2,,,,,,2,,0
51351,3,,3,1,2,1,2,,,1,2,1,2,,,1,1,1,0,2,1,1,2,1,1980,,,1978,0
51352,3,,3,2,,,,,,2,,,,,,1,1,1,3,2,1,2,2,1,1974,,,1971,0
51363,3,,1,1,2,1,4,1899,,1,1,9,,1906,,2,,1,1,0,1,2,2,2,1963,,,,0
51444,3,,2,1,2,9,,1925,,1,2,9,,1924,,2,,1,1,1,1,2,1,,,,,1977,1
51467,3,,1,1,1,1,1,1887,,1,1,9,,1896,,2,,1,1,5,1,2,2,1,1961,,,1960,0
51544,3,,1,1,2,8,2,1922,,1,2,8,4,1923,,2,,1,2,2,1,1,2,2,1975,,,1974,1
51719,3,,1,1,4,4,3,1895,,1,3,9,,1902,,2,,1,1,1,1,3,2,1,1957,,,1956,1
51733,3,,3,2,,,,,,2,,,,,,2,,1,2,3,1,3,2,2,1963,,,1962,1
51792,3,,2,1,2,9,,1893,,1,2,9,,1893,,2,,1,1,2,1,2,2,1,1948,,,,1
51895,3,,1,1,2,1,4,1908,,1,2,9,,1917,,2,,2,,,1,3,2,2,1960,,,1964,1
51900,3,,1,1,2,1,4,1914,,1,2,1,4,1913,,2,,1,1,1,1,1,2,2,1961,,,1961,1
52400,3,,4,2,,,,,,2,,,,,,2,,1,1,1,2,,,,,,2,,1
52455,3,,2,1,1,1,1,1904,,1,1,1,1,1906,,2,,2,,,2,,,,,,2,,0
52478,3,,1,2,,,,,,2,,,,,,1,4,1,1,2,2,,,,,,,1985,1
52505,3,,2,1,2,1,4,1928,,1,2,9,,1927,,1,3,1,5,1,2,,,,,,,1993,1
52700,3,,3,1,1,1,1,1908,,1,1,9,,1925,,1,1,1,2,3,1,1,2,2,1983,,,1982,1
52716,3,,1,1,1,8,1,1901,,1,1,8,1,1899,,2,,1,4,3,1,1,2,1,1952,,,1951,1
52718,3,,1,1,1,8,1,1923,,1,1,9,,1925,,1,2,1,0,1,1,2,2,2,1975,,,,1
52733,3,,2,1,2,9,,1893,,1,1,9,,1900,,2,,1,0,1,1,4,2,1,1950,,,,1
52736,3,,2,1,2,1,4,,,1,2,9,,,,2,,1,1,1,2,,,,,,2,,1
52985,3,,2,1,2,1,4,1924,,1,1,9,,1926,,1,1,1,5,2,1,1,2,1,1977,,2,,1
53006,3,,1,1,2,1,1,1904,,1,2,9,,1907,,2,,2,,,1,1,2,1,1974,,,1968,1
53008,3,,1,2,,,,,,2,,,,,,2,,1,0,1,2,,,,,,,1992,1
53028,3,,2,2,,,,,,2,,,,,,2,,2,,,1,1,2,1,1962,,2,,0
53081,3,,2,1,2,1,1,1904,,1,2,1,1,1904,,2,,1,2,0,2,,,,,,,,1
53085,3,,1,1,2,1,4,1934,,1,2,1,1,1935,,1,2,1,0,2,2,,,,,,,1989,1
53086,3,,2,1,2,8,1,1929,,1,2,8,1,1931,,2,,1,3,1,2,,,,,,2,,1
53108,3,,2,1,2,8,4,1912,,1,2,8,4,1921,,1,1,1,0,1,1,1,2,1,1979,,,1978,1
53109,3,,3,1,2,2,3,1895,,1,2,9,,1902,,2,,1,1,2,1,3,2,1,1962,,,,1
53202,3,,2,1,2,1,2,1910,,1,2,9,,1917,,2,,2,,,1,1,2,1,1983,,,1975,0
53225,3,,2,1,7,1,1,1931,,2,,,,,,2,,2,,,2,,,,,,,1973,1
53234,3,,2,2,,,,,,2,,,,,,2,,1,1,1,2,,,,,,,1977,1
53373,3,,3,1,3,2,3,1910,,1,2,9,,1914,,2,,1,2,2,1,2,2,2,1974,0,,1973,1
53380,3,,2,1,1,1,1,1896,,1,1,1,1,1897,,2,,2,,,1,1,2,2,1957,,,,1
53520,3,,1,1,2,9,,1923,,1,2,9,,1925,,2,,1,1,1,1,1,2,1,1976,,,1974,1
53549,3,,1,1,1,8,4,1911,,1,1,9,,1914,,2,,1,2,1,2,,,,,,,1971,1
53552,3,,2,1,2,1,2,1921,,1,2,1,2,1931,,1,2,1,1,0,1,2,2,2,1971,,2,,1
53564,3,,1,1,2,2,4,1892,,1,2,1,4,1899,,2,,1,0,1,1,2,2,1,1960,,,1958,1
53596,3,,1,1,2,8,1,1925,,1,2,9,,1935,,1,4,1,1,0,2,,,,,,,1992,1
53666,3,,3,1,1,1,2,1943,,1,2,9,,1945,,1,2,1,2,2,2,,,,,,,1993,1
53741,3,,1,1,2,1,2,1898,,1,2,9,,1901,,2,,1,1,3,1,2,2,2,1958,,,,1
53751,3,,1,2,,,,,,2,,,,,,1,1,2,,,2,,,,,,2,,1
53849,3,,2,1,2,9,,1905,,1,2,9,,1907,,1,1,2,,,1,1,1,,,,,1966,1
53871,3,,1,1,2,1,1,1912,,1,2,9,,1922,,1,1,1,7,3,1,1,2,2,1977,,,1977,1
53997,3,,3,1,3,4,3,1891,,1,4,9,,1900,,2,,1,1,3,1,3,2,2,1965,1,,1964,1
54143,3,,2,1,2,9,,1891,,1,2,9,,1897,,2,,1,2,1,1,2,2,2,1970,,,1968,1
54279,3,,4,1,4,2,2,1923,,1,1,9,,1925,,1,1,1,2,0,2,,,,,,2,,0
54683,3,,2,1,2,1,1,1899,,1,2,9,,1910,,2,,1,0,1,1,1,2,2,1974,,,1966,0
54694,3,,2,1,2,1,4,1915,,1,2,9,,1920,,2,,1,2,2,1,1,2,2,1975,,,1974,1
54763,3,,1,1,3,2,3,1938,,1,2,9,,1944,,1,4,1,1,0,2,,,,,,,1989,1
54949,3,,3,1,3,2,3,1913,,1,2,9,,1923,,2,,1,0,0,2,,,,,,,,0
55094,3,,3,1,1,9,,1908,,1,1,9,,1906,,2,,1,2,3,2,,,,,,,1985,1
55104,3,,4,1,2,1,3,1939,,1,1,1,2,1940,,1,2,1,2,0,2,,,,,,,,1
