NQUEST,FIDGEN,FID1,FID2,FID3,FID4,FID5,FID6,FID7,FID8,SOCGEN,SOC1,SOC2,SOC3,SOC4,SOC5,SOC6,EDUC1,EDUC2,EDUC3,EDUC4,EDUC5,EDUC6,GIUSTIZ1,NSGIUSTIZ2,GIUSTIZ2,HAPPY
851874,6,10,6,8,8,8,6,3,4,10,6,10,10,10,10,8,6,10,10,10,10,7,1,,300,
851878,5,10,5,8,7,7,6,5,5,7,7,10,9,10,9,9,10,10,10,10,9,10,2,,1,
851880,5,10,9,7,9,5,6,3,5,10,8,10,10,10,10,4,8,10,10,10,10,5,1,,1,
851923,9,10,8,7,7,7,6,5,8,1,7,8,9,9,8,8,8,9,9,9,8,7,2,,100,
851940,1,5,5,1,5,5,5,5,5,5,7,10,10,10,3,6,7,10,10,1,7,10,2,1,,
851944,3,10,8,8,3,3,3,3,5,1,10,10,10,10,10,5,10,10,10,10,7,7,2,,5000,
851960,3,10,5,3,6,5,5,5,7,1,10,10,10,6,8,8,10,10,10,5,8,4,2,,2000,
851965,7,10,10,3,6,6,6,6,6,3,6,10,10,6,6,6,9,10,10,1,10,10,2,1,,
851980,5,9,6,6,6,6,6,6,1,4,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
851985,5,10,8,7,7,7,7,7,1,6,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
851989,6,8,7,6,6,6,6,6,6,3,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
851993,4,10,7,5,7,7,7,7,6,7,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
852003,7,10,8,8,6,6,6,6,6,4,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
852020,6,10,7,7,7,7,7,7,7,2,10,10,10,10,10,10,10,10,10,10,10,10,2,2,,
852035,3,10,8,4,4,4,3,2,6,1,7,10,10,10,8,7,8,10,10,10,9,8,2,2,,
852039,6,10,8,6,5,5,5,5,5,1,8,10,10,9,8,7,9,10,10,7,8,10,2,1,,
852041,6,10,10,5,5,5,5,2,8,9,8,10,10,8,10,6,7,10,10,5,6,6,2,,10000,
852045,1,10,8,6,4,4,4,4,6,1,7,10,10,10,6,10,7,10,10,8,8,10,2,1,,
852058,5,10,10,4,5,5,5,5,3,1,8,10,10,10,8,10,8,10,10,10,8,10,2,2,,
852064,7,10,10,8,6,6,6,6,10,1,10,10,10,10,10,9,10,10,10,10,10,9,2,1,,
852073,7,10,8,6,6,4,3,1,4,1,8,8,8,10,8,7,10,10,10,10,10,10,2,,20000,8
852074,3,10,5,10,6,3,5,5,1,1,10,10,10,9,4,9,9,10,8,6,7,10,2,,400,1
852081,7,10,5,5,5,7,5,5,1,1,5,10,5,8,10,7,8,10,8,8,10,10,2,,10000,10
852095,1,8,3,2,1,1,1,1,1,1,8,9,8,7,5,10,5,8,8,6,5,10,2,,20000,6
852099,1,10,5,1,3,1,1,1,1,1,5,10,10,1,1,5,5,10,10,1,1,1,2,,30000,5
852100,1,10,8,6,1,1,6,1,1,1,8,10,9,6,7,8,9,10,9,8,9,8,2,1,,4
852103,5,10,5,7,6,6,6,6,2,4,5,8,8,7,6,7,8,8,8,6,6,8,2,,1000,7
852109,2,10,2,1,1,1,1,1,2,3,6,8,5,8,10,7,8,9,7,9,9,8,1,,10000,8
852110,4,10,5,1,7,6,4,4,1,1,10,10,9,10,10,6,10,10,10,10,10,7,1,,5000,6
852120,1,10,8,8,6,6,2,2,8,1,8,10,10,10,10,10,8,10,10,10,10,10,2,2,,
852128,1,10,8,8,7,6,2,2,8,1,5,10,10,5,10,10,5,10,10,5,10,10,2,2,,
852133,7,10,8,4,5,6,6,6,2,1,7,8,8,8,8,8,8,8,8,5,7,8,2,,100000,8
852136,7,10,8,5,6,6,6,6,7,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,10000,10
852139,5,9,5,8,8,8,8,8,6,1,8,10,10,8,5,8,10,10,10,8,8,8,2,,10000,8
852147,3,10,1,1,6,5,3,1,1,1,10,10,10,10,10,5,10,10,10,10,8,10,2,,5000,10
852151,6,10,7,7,7,4,4,1,5,1,10,10,10,10,7,10,10,10,10,10,10,10,2,,5000,10
852159,8,10,8,8,8,8,8,8,8,1,10,10,10,10,8,8,10,10,10,10,8,8,1,,300,9
852173,8,10,7,8,6,6,6,5,6,1,10,10,10,8,8,10,10,10,10,8,8,10,2,,5000,10
852202,8,10,10,7,7,7,6,6,9,1,9,9,9,9,8,8,8,9,9,9,8,7,2,,1000,
852220,8,10,9,7,7,7,7,7,9,1,8,9,9,9,8,7,9,9,9,9,7,7,2,,500,
852225,8,7,5,4,3,4,3,2,2,6,8,7,6,7,7,6,6,7,7,6,7,7,2,1,,
852242,8,9,6,2,4,6,6,6,4,8,6,7,9,9,9,9,9,9,9,9,9,9,2,1,,
852246,8,10,9,8,9,8,7,7,6,8,8,7,8,8,7,8,8,8,8,7,8,8,2,1,,
852267,10,10,5,5,5,5,5,5,5,4,10,10,10,10,6,6,10,10,10,10,10,6,2,1,,
852283,5,10,10,10,10,10,10,10,10,5,10,10,10,10,10,6,10,10,10,10,10,7,2,1,,
852284,4,8,7,6,5,6,6,6,6,6,8,9,10,6,10,6,8,10,10,10,10,10,1,,10000,
852287,6,10,7,6,8,6,6,6,6,1,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
852304,6,10,8,6,6,6,6,6,6,6,9,10,10,10,10,10,10,10,10,10,10,10,2,1,,
852312,6,8,6,4,4,6,6,3,6,1,8,10,9,7,7,7,9,8,8,9,9,9,2,,5000,
852313,5,6,4,5,4,3,2,3,2,1,1,8,8,8,6,2,10,7,8,5,8,8,2,1,,
852315,1,8,6,3,3,3,3,1,3,4,1,10,10,10,8,10,10,10,10,6,8,10,2,,500,
852318,4,6,4,4,6,4,6,3,5,1,6,5,8,6,7,5,8,8,7,5,8,8,2,,1000,
852320,4,8,3,2,4,3,2,2,5,10,3,8,8,8,5,5,10,10,10,6,7,10,2,1,,
852322,5,7,5,8,6,7,8,6,5,1,7,6,8,6,7,7,9,8,8,4,5,6,2,,500,
852325,5,9,9,6,6,6,7,5,6,1,6,7,5,7,4,4,6,7,6,5,7,6,2,1,,
852326,7,7,5,3,3,3,3,3,5,1,9,9,9,9,9,9,10,10,10,7,10,10,2,,1000,
852335,5,9,9,7,5,5,5,5,5,1,7,9,9,9,5,5,9,9,9,8,8,9,2,1,,
852341,7,7,7,5,5,5,5,3,5,1,4,10,10,10,8,6,10,8,8,6,8,10,2,1,,
852345,7,10,10,3,3,3,3,3,7,1,8,9,9,8,9,8,9,9,9,7,9,9,2,1,,
852346,5,9,9,1,1,1,1,1,8,1,1,10,10,8,10,10,10,7,9,7,6,9,2,1,,
852349,4,6,5,6,5,4,4,5,4,1,4,8,8,6,6,5,7,8,6,7,7,6,2,1,,
852351,5,8,6,1,1,1,1,1,1,1,1,10,10,10,5,10,8,8,8,6,8,8,2,1,,
852352,7,8,8,5,5,5,5,5,7,1,1,10,10,10,10,1,10,8,10,5,7,10,2,1,,
852354,6,10,10,4,4,4,4,4,4,1,4,6,5,7,4,6,7,10,10,8,8,10,2,1,,
852355,4,4,4,4,3,3,4,3,3,1,6,6,7,5,5,5,7,7,7,4,9,9,2,,2000,
852361,8,9,9,8,8,8,8,7,8,3,9,9,9,9,9,8,9,9,9,9,9,8,2,1,,
852364,7,10,9,8,6,6,6,6,9,1,9,10,10,10,9,7,9,10,10,10,8,7,2,1,,
852367,8,9,8,8,7,7,7,7,8,5,8,9,9,9,9,8,8,9,9,9,9,8,2,1,,
852372,8,9,8,8,8,8,7,7,8,4,8,9,9,9,9,8,8,9,9,8,9,8,2,1,,
852376,8,9,8,8,8,7,7,7,8,4,8,9,9,9,9,8,8,9,9,9,9,8,2,1,,
852389,7,9,9,8,8,8,8,8,8,4,9,9,9,9,9,8,9,9,9,9,9,8,2,1,,
852391,9,9,8,8,8,8,7,7,9,3,8,9,9,9,9,8,9,9,9,9,9,9,2,2,,
852398,8,9,9,8,8,8,8,8,8,4,8,9,9,9,9,8,8,9,9,9,9,8,2,1,,
852426,7,10,8,8,8,9,7,7,8,10,10,10,10,9,10,9,10,10,10,10,10,9,2,2,,
852466,6,10,7,6,6,6,6,6,5,5,5,6,7,7,7,5,6,6,7,7,5,7,2,2,,
852513,7,9,8,8,7,7,7,7,7,7,9,9,9,10,7,7,9,9,9,10,9,9,2,,4000,
852515,3,10,5,4,5,4,4,1,5,3,8,9,9,10,9,9,9,10,10,10,9,10,2,,8000,
852546,1,10,7,5,5,7,7,5,5,1,7,8,10,10,7,8,8,8,10,8,8,7,2,1,,
852553,5,9,6,4,6,1,8,2,4,1,8,9,10,10,6,8,8,8,9,10,10,8,2,1,,
852554,3,10,10,10,7,5,5,4,4,1,10,10,10,10,1,10,10,10,10,10,5,10,2,1,,
852563,1,10,6,8,6,6,6,6,9,1,4,8,10,7,7,8,10,8,10,8,8,6,2,1,,
852567,1,9,6,6,5,4,2,1,7,1,8,9,9,10,8,9,9,9,9,9,8,7,2,1,,
852569,5,10,10,5,5,5,5,2,5,5,6,8,8,5,6,6,7,9,10,5,5,5,2,1,,
852570,4,9,6,5,5,5,5,3,4,1,3,7,9,9,6,6,3,2,7,2,5,5,2,,5000,
852579,5,10,8,6,6,4,6,4,2,2,8,9,9,10,7,7,8,9,8,9,8,6,1,,5000,
852596,2,10,8,5,5,5,5,4,3,7,8,10,10,10,10,10,10,7,8,6,10,10,2,,10000,
852601,6,9,8,8,8,7,6,4,5,2,10,7,8,8,8,7,7,8,8,9,8,8,2,,5000,
852612,7,7,8,7,7,7,6,5,5,7,8,9,9,9,8,7,8,9,9,9,8,8,2,,6000,
852616,1,10,6,3,4,4,2,1,3,8,8,8,8,10,6,10,9,10,10,10,10,10,2,,10000,
852630,8,10,9,9,9,7,8,7,8,7,10,10,10,10,8,8,10,10,10,10,9,9,2,2,,
852633,7,10,8,6,6,7,7,7,7,8,10,10,10,10,8,8,10,10,10,10,8,10,2,2,,
852634,7,8,8,6,6,6,6,6,5,7,9,9,10,7,8,7,9,9,10,7,9,8,2,1,,
852637,8,9,9,8,8,7,7,7,7,9,10,10,10,10,8,8,10,10,10,10,9,8,2,2,,
852649,6,7,4,3,4,4,4,2,3,10,7,10,10,10,7,5,10,10,10,10,8,5,2,1,,9
852657,6,9,7,6,7,7,7,7,6,5,8,10,10,8,7,7,8,10,9,8,7,7,2,2,,
852662,6,10,10,8,8,7,7,5,6,6,9,10,10,8,6,7,10,10,10,7,5,6,2,2,,
852677,6,9,8,5,7,8,6,6,7,8,7,8,9,8,9,7,9,8,9,9,9,7,2,1,,
852710,4,9,9,8,7,6,5,1,3,1,7,8,7,8,8,6,8,9,8,8,7,7,2,1,,
852724,6,9,8,8,7,6,6,1,4,1,7,8,7,8,7,8,8,8,8,9,8,7,2,1,,
852765,8,9,8,8,7,7,7,7,7,1,8,8,8,8,8,8,8,8,8,8,8,8,2,,2000,
852791,7,10,8,6,5,5,7,7,5,1,10,10,6,10,7,9,10,10,7,10,10,9,2,2,,
852799,9,10,10,7,7,7,6,6,9,1,8,9,9,7,8,8,8,9,8,7,8,7,2,,2000,
852802,8,10,9,8,7,7,7,7,8,1,9,9,9,9,6,9,8,8,8,8,7,8,2,1,,
852816,1,10,8,8,8,8,5,5,8,1,10,10,10,10,5,10,10,10,10,10,5,10,2,1,,
852831,9,10,9,9,8,8,7,6,6,1,8,9,8,8,7,8,8,9,9,9,8,8,2,,500,
852832,9,10,9,7,7,6,5,5,9,1,9,9,9,9,7,9,9,9,9,9,8,8,2,,1000,
852842,4,7,2,3,3,3,4,3,2,10,6,8,7,8,2,10,7,8,7,8,8,6,2,,35000,
852845,6,10,7,6,6,6,5,4,7,5,7,9,10,10,9,9,7,9,9,9,8,10,2,1,,
852849,6,7,6,6,6,6,6,6,6,10,10,10,10,10,7,10,9,8,9,8,8,8,2,1,,
852871,6,9,6,6,6,6,6,6,5,1,6,6,6,9,9,9,7,7,7,7,7,7,2,1,,
852877,3,9,7,6,6,6,6,3,6,5,9,9,9,9,8,10,9,9,9,9,9,10,2,1,,
852879,7,9,6,6,5,6,5,4,6,7,8,8,8,8,8,8,8,9,8,9,8,10,2,1,,
852883,4,10,8,6,5,5,4,3,5,4,8,8,8,9,9,9,8,9,9,9,9,10,2,1,,
852884,1,5,5,4,5,5,5,5,5,10,4,10,10,8,8,2,5,6,10,10,10,3,2,1,,
852910,6,10,9,8,7,8,7,7,7,6,9,9,8,6,6,8,7,7,7,7,7,7,2,,7000,
852932,6,10,8,6,6,6,6,6,7,1,8,10,10,10,7,6,9,10,10,8,6,6,2,,10000,
852954,5,10,8,6,7,6,5,5,7,1,7,10,10,10,7,6,7,10,10,8,7,7,2,,10000,
852955,5,8,5,2,2,5,5,1,1,1,8,10,5,5,7,5,10,10,10,5,5,10,1,,1000,
852969,8,6,8,3,6,6,4,1,4,7,7,5,7,5,4,6,7,5,7,6,7,8,2,,10000,
852974,2,9,6,4,6,6,6,6,4,1,7,7,9,9,6,7,7,7,9,9,7,8,2,1,,
852976,7,10,2,1,1,1,1,4,1,4,10,10,10,10,10,10,10,5,5,10,9,10,2,1,,
852979,5,10,10,9,6,6,6,6,6,5,8,8,8,6,6,8,10,10,10,9,6,10,2,,500,
852995,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,,4000,
853016,6,9,7,8,8,5,6,7,8,8,8,5,7,9,6,7,8,6,9,8,9,9,2,,4000,
853026,5,9,7,6,5,5,5,3,5,1,5,9,10,8,7,7,7,8,10,7,8,8,2,1,,
853071,8,10,8,8,8,7,7,7,8,1,8,10,10,9,10,8,9,9,10,8,9,7,2,,10000,
853073,5,9,8,8,8,8,8,5,5,10,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
853091,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
853121,4,8,8,8,7,8,8,4,4,5,5,8,8,8,8,8,8,8,8,8,8,8,2,2,,
853137,8,9,6,8,8,5,7,5,7,7,8,5,7,7,8,5,7,4,4,5,7,8,2,1,,
853181,7,4,7,8,7,7,7,7,6,4,6,6,9,8,5,7,9,5,10,6,8,7,2,1,,
853188,2,9,9,9,9,9,9,9,9,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
853207,8,8,9,9,9,8,8,8,8,8,8,9,9,9,9,8,8,9,9,9,9,9,2,1,,
853210,6,8,7,6,6,7,6,6,5,5,7,10,10,9,4,7,9,7,10,6,9,8,2,1,,
853226,1,10,10,7,8,7,7,7,5,5,5,10,7,8,8,10,10,10,7,8,8,10,2,,3000,
853235,8,9,9,9,8,7,6,5,6,1,6,9,9,9,7,8,6,9,9,9,7,8,2,1,,
853239,4,10,9,10,8,8,8,8,8,1,9,10,6,10,8,4,10,10,8,10,8,4,2,1,,
853248,8,10,10,9,9,9,9,8,7,1,8,10,9,10,10,8,8,10,10,10,10,8,2,1,,
853286,1,10,1,1,1,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,5000,
853306,5,9,5,6,5,5,5,3,2,1,9,8,8,9,8,9,10,10,10,10,10,10,2,,8000,
853313,1,10,7,7,7,7,7,7,7,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,,
853315,1,7,1,1,1,4,1,1,6,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,1000,
853318,1,10,10,1,2,2,2,5,5,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,5000,
853319,10,10,1,1,1,5,5,5,1,1,10,10,10,10,10,10,10,10,10,10,10,10,2,2,,
853343,5,8,7,6,6,6,5,4,6,5,6,7,7,8,8,6,7,8,8,7,6,6,1,,4000,
853346,8,10,10,9,9,9,7,7,8,1,8,10,10,10,9,9,9,10,10,9,9,9,2,,100000,
853351,6,7,10,6,5,7,7,7,2,1,7,8,6,5,5,7,1,1,1,1,1,1,2,1,,
853352,1,10,10,2,2,2,2,2,2,10,10,10,10,10,10,10,10,10,10,10,10,10,2,,2000,
853353,2,10,10,6,4,4,3,3,7,1,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
853366,10,10,8,8,5,3,2,2,5,1,8,10,10,8,8,8,8,10,10,10,9,10,2,1,,
853383,3,5,5,5,4,4,4,4,4,5,4,4,5,4,4,4,4,4,4,5,4,4,2,1,,
853396,5,8,5,5,4,4,4,4,4,6,5,5,5,4,4,4,5,4,4,4,4,4,2,2,,
853413,2,10,9,9,8,8,7,6,7,1,7,10,10,8,7,10,7,10,10,8,7,10,2,1,,
853417,3,9,8,9,8,7,7,6,6,1,9,10,10,8,7,9,10,10,9,8,7,3,2,,1,
853433,3,9,7,7,7,7,6,4,6,7,7,8,8,7,7,8,8,8,8,7,7,8,2,,3000,
853449,1,8,7,6,6,6,5,4,6,5,7,9,8,7,7,8,8,8,8,7,7,8,2,,10000,
853453,4,9,7,7,7,7,6,5,6,4,9,9,9,8,7,7,9,9,9,8,8,5,2,,10000,
853455,4,9,8,9,8,8,7,7,7,2,9,9,9,7,7,8,9,9,9,7,7,8,2,,5000,
853498,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,,
853519,8,10,8,7,7,7,7,7,8,1,8,9,9,9,8,7,8,9,9,8,7,8,2,,500,
853559,6,9,7,6,5,5,3,1,1,8,7,6,6,4,9,5,6,5,7,3,9,6,2,1,,
853565,7,6,8,9,8,7,5,4,3,7,6,5,5,4,3,2,6,4,4,5,4,2,2,1,,
853569,8,9,8,5,2,1,1,1,5,6,6,5,8,9,7,6,7,6,6,7,8,7,2,1,,
853577,8,10,8,7,6,6,6,6,7,3,3,4,8,8,9,8,5,6,7,7,8,7,2,1,,
853590,6,10,10,5,5,5,1,1,5,1,7,6,6,9,9,6,6,8,6,9,9,6,2,,2000,
853613,5,10,8,7,7,7,7,5,7,2,8,8,8,10,8,8,8,8,8,10,8,8,2,1,,8
853617,5,8,8,8,5,5,5,5,5,2,7,8,8,8,8,8,8,8,8,8,8,8,2,1,,8
853629,6,10,8,7,6,6,5,5,6,3,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,7
853638,5,10,6,6,6,5,3,3,4,1,10,10,10,8,9,10,10,10,10,9,10,10,2,1,,
853647,7,10,8,8,7,7,6,6,6,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,2000,
853662,7,10,10,8,9,7,2,1,1,1,10,10,10,10,8,9,10,10,10,10,10,10,2,1,,
853669,10,10,10,10,10,8,8,8,10,1,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
853725,9,10,10,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,,
853735,1,10,8,9,8,8,7,6,7,2,7,10,10,9,7,9,9,10,10,8,8,9,2,,20000,
853785,1,10,5,5,2,2,2,2,2,1,3,10,10,10,10,10,10,10,10,10,10,10,2,1,,
853796,1,10,8,8,5,5,5,5,3,1,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
853798,7,10,10,10,8,6,6,6,6,1,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
853816,7,9,7,7,7,7,7,7,7,4,8,8,8,8,8,8,8,8,8,8,8,8,2,1,,
853817,6,10,10,10,10,6,1,1,1,7,10,10,10,10,10,6,8,7,10,10,10,7,2,1,,
853821,6,10,10,6,6,7,6,6,2,6,6,7,6,7,7,6,6,7,6,6,6,6,2,1,,
853830,3,8,7,1,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,1,,3000,
853833,7,10,7,5,6,6,6,1,4,6,5,7,8,9,10,7,7,7,8,9,9,7,2,1,,
853837,8,10,10,8,8,4,1,1,2,1,8,10,10,10,10,6,6,10,10,6,10,5,2,,1000,
853838,6,7,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,2,1,,
853857,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,2,1,,
853866,6,10,6,6,6,6,6,4,2,2,8,10,10,10,10,9,8,8,10,8,10,10,2,,3000,
853867,8,10,6,6,6,6,6,4,5,6,6,10,7,8,9,8,7,10,8,8,9,9,2,1,,
853871,7,10,8,7,7,6,5,4,6,1,8,10,8,10,5,8,8,10,10,10,10,8,2,1,,
853877,4,8,5,5,5,5,4,3,2,3,7,10,10,10,5,7,6,10,10,10,10,8,2,1,,
853911,7,10,10,7,7,7,7,6,7,1,7,8,8,8,5,10,9,7,9,9,5,6,2,,20000,
853922,5,5,5,5,5,5,5,5,5,3,10,10,10,10,8,8,10,10,10,10,8,8,1,,20000,
853926,7,9,8,7,5,5,5,5,8,5,8,8,8,8,7,6,8,8,8,8,7,7,2,1,,
853973,5,10,9,6,7,7,7,4,6,1,8,10,10,10,8,7,8,9,10,8,7,8,2,,10000,
853979,5,10,8,6,6,6,6,6,5,1,8,8,10,10,8,8,9,8,10,8,8,8,2,,50000,
853993,1,10,8,7,7,7,7,3,6,1,6,10,10,9,8,8,7,10,10,8,8,8,2,,5000,
853995,8,10,9,8,8,8,8,8,6,1,7,8,10,9,8,8,9,10,10,10,9,9,2,,10000,
854000,6,10,5,4,3,2,1,2,3,7,9,10,10,9,9,9,10,10,10,10,10,10,2,1,,
854067,7,10,10,7,8,8,7,5,5,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,2000,
854074,8,10,7,6,7,6,6,6,6,1,7,8,8,8,7,7,8,8,9,6,7,7,2,,10000,
854078,10,10,9,7,8,7,7,5,5,3,7,10,10,8,9,10,10,10,10,10,10,10,2,,5000,
854091,5,10,10,10,7,7,7,7,8,1,10,10,10,10,10,7,10,10,10,10,10,5,2,,5000,
854095,10,10,7,7,7,5,5,5,5,1,7,10,10,10,5,10,8,10,10,10,7,7,2,,5000,
854101,6,10,8,7,8,6,7,5,6,1,8,8,8,8,8,8,8,8,8,8,8,8,2,,15000,
854112,6,10,10,8,8,8,8,5,7,1,10,10,10,10,10,10,10,10,10,10,10,10,2,,15000,
854115,7,10,10,8,8,7,6,4,8,1,8,10,10,10,10,8,8,10,10,10,10,8,2,,10000,
854122,3,10,6,6,5,7,6,5,3,5,7,10,6,8,9,7,7,8,7,8,8,8,2,,7000,
854133,5,9,5,6,5,6,5,5,3,5,8,9,6,8,9,9,8,8,9,9,8,8,2,,5000,
854145,7,10,10,8,8,7,6,6,7,1,7,9,9,9,9,9,8,8,9,8,8,8,2,,5000,
854184,7,10,10,10,8,7,5,5,6,1,8,10,10,10,7,8,8,8,10,8,8,8,2,1,,
854197,6,10,5,6,6,6,6,5,6,6,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
854198,6,10,7,6,6,6,6,6,6,1,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
854202,8,8,8,8,8,8,8,8,8,6,8,9,8,9,8,9,9,8,9,8,8,9,2,1,,
854242,6,7,5,4,6,6,5,5,6,1,10,10,10,10,8,10,10,10,10,10,8,10,2,,50000,
854245,5,9,5,5,5,7,6,6,6,9,8,9,9,9,3,6,8,9,9,9,3,9,2,1,,
854246,5,10,5,5,5,2,5,1,3,2,6,10,10,10,10,10,6,10,10,10,10,10,2,1,,5
854257,5,10,2,2,2,6,5,1,8,2,5,10,10,10,6,6,7,10,10,10,8,10,2,1,,3
854258,5,10,6,7,5,5,3,1,3,1,6,10,10,10,9,10,9,9,9,9,9,9,2,1,,
854263,10,10,8,8,5,5,5,3,7,1,10,10,10,10,8,10,10,10,10,8,8,10,2,,10000,
854269,9,10,5,4,6,6,6,6,6,9,8,8,9,8,5,8,8,9,9,9,5,9,2,2,,
854276,6,10,6,6,6,6,6,6,6,1,8,8,10,9,8,9,8,9,10,9,8,7,2,1,,
854284,8,10,7,7,7,7,7,5,7,2,8,10,9,7,5,8,8,10,10,7,8,8,2,,10000,6
854292,6,8,7,8,7,7,6,6,4,3,6,9,9,6,6,8,8,9,9,4,7,6,2,1,,
854307,5,10,9,6,6,5,6,6,6,1,8,8,8,6,6,4,9,7,9,5,7,5,2,,20000,
854354,7,9,6,5,6,7,8,6,5,5,8,8,8,8,8,8,6,7,5,5,5,6,2,1,,
854369,1,10,5,4,4,4,4,4,3,1,6,9,9,9,9,9,9,9,9,9,9,9,2,1,,
854389,7,7,6,5,5,5,5,5,3,8,8,8,8,8,8,7,8,7,8,8,7,6,2,1,,
854400,8,9,8,7,7,7,6,6,7,8,9,9,9,9,6,6,9,8,9,8,8,7,2,1,,
854416,7,9,7,6,8,7,6,5,7,3,9,9,10,10,7,9,9,9,10,9,8,8,2,,50000,
854417,6,9,7,5,7,7,6,4,6,2,8,10,10,10,10,9,9,10,10,9,9,9,2,1,,
854435,5,10,7,6,5,5,6,3,5,3,7,8,9,9,8,6,7,8,9,9,10,10,2,,5000,
854471,9,10,8,7,7,7,7,5,5,1,8,8,8,8,6,8,8,8,8,7,8,8,2,1,,
854473,5,10,8,8,6,6,6,4,6,1,8,10,10,10,10,10,9,10,10,10,9,10,2,,10000,
854478,7,10,8,6,6,6,6,5,6,1,1,8,8,5,4,7,8,8,8,5,5,7,2,1,,
854494,1,10,6,8,6,6,6,3,6,3,8,10,10,10,10,10,8,10,10,10,8,10,2,,10000,
854501,5,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,2,1,,
854502,10,10,5,3,3,3,3,3,5,1,7,5,10,4,7,5,7,7,10,4,7,5,2,2,,
854504,2,5,1,1,1,3,5,5,1,1,1,4,1,8,10,1,3,4,1,8,10,10,2,1,,
854518,5,10,1,1,5,1,1,1,1,1,6,10,10,10,10,10,10,10,10,10,10,10,2,1,,
854519,1,10,1,3,3,3,1,1,1,1,1,10,10,10,10,10,1,10,10,10,10,10,2,1,,
854521,1,1,2,2,1,1,1,1,1,6,5,10,10,10,10,10,1,1,1,1,1,1,1,,5000,
854559,5,9,7,7,7,6,6,6,7,1,9,10,10,8,8,8,9,10,10,7,9,8,2,,5000,
854580,3,7,5,5,7,6,6,6,6,1,10,10,10,8,7,7,10,10,10,8,8,9,2,,5000,
854593,2,10,8,6,6,6,6,6,1,1,1,10,10,10,7,10,7,7,10,7,7,8,2,1,,
854597,5,8,6,5,6,7,6,6,2,4,4,3,4,5,4,3,3,4,5,3,3,3,2,1,,
854604,9,10,10,10,10,10,8,8,1,4,10,10,10,10,10,10,10,10,10,10,10,10,2,2,,
854607,8,10,10,10,9,8,8,8,8,8,9,9,9,6,7,8,7,7,7,8,8,8,2,1,,
854611,2,10,6,7,8,7,8,9,8,7,9,9,8,9,9,8,9,9,9,9,9,8,2,,20000,
854618,9,10,8,7,7,7,8,7,7,7,7,7,7,7,6,9,9,8,9,8,9,9,2,1,,
854621,7,10,6,7,8,7,7,6,6,8,7,6,10,6,6,7,8,8,10,6,6,7,1,,30000,
854631,6,5,4,3,3,3,3,2,2,4,4,4,3,3,2,2,5,4,4,4,3,3,2,1,,
854645,4,9,10,5,6,6,6,6,7,1,10,10,10,10,8,10,10,10,10,10,8,10,2,,50000,6
854654,1,10,1,1,10,1,1,1,1,1,5,10,10,10,8,8,8,10,10,8,8,8,2,1,,5
854658,4,10,10,3,8,6,6,6,7,1,9,10,10,9,8,8,10,10,10,8,8,9,2,,50000,8
854667,8,6,3,6,7,8,6,8,1,3,5,6,8,6,4,1,10,8,10,10,1,10,2,,50000,4
854682,6,8,5,5,5,5,6,5,2,1,1,7,8,1,4,5,10,10,10,1,1,8,2,2,,
854683,8,10,10,8,7,7,7,1,5,1,6,10,10,10,7,5,10,10,10,10,8,5,2,,20000,
854690,6,9,7,7,8,7,7,5,8,1,9,10,10,10,8,8,10,10,10,10,10,8,2,,50000,
854691,9,8,9,8,9,9,9,6,4,1,1,10,10,7,7,7,10,10,10,7,7,8,2,,20000,
