nquest,pro1,pro2,pro3,pro4,pro5,pro6,tipoimm,quopro,pro7,pro8,pro9,pro10,anposs,supab,ancostr,supte,suptm,usoimm,valabit,affitto,affeff,affimp,poss,immdove,immreg,immest
54143,2,,,,,,1,100,0,0,0,0,2004,120,1950,,,4,120000,1,3500,,4,1,,
54694,1,2,,,,,7,100,0,0,0,0,,,,,500,9,5000,2,0,200,3,1,,
54694,2,,,,,,1,100,0,0,0,0,1963,110,1958,,,3,150000,2,0,6000,3,1,,
55104,1,,,,,,7,33,0,0,0,0,,,,,5000,9,15000,2,0,1000,3,1,,
55147,2,,,,,,7,100,0,0,0,0,,,,,2000,3,20000,2,0,500,1,1,,
55147,2,,,,,,3,100,0,0,0,0,1972,280,1972,,,5,80000,1,9600,,1,1,,
55147,2,,,,,,1,100,0,0,0,0,1950,140,1900,,,4,150000,1,5200,,1,1,,
55209,1,,,,,,7,50,0,0,0,0,,,,,2000,9,3000,2,0,500,3,1,,
55209,1,,,,,,6,50,0,0,0,0,2007,50,1900,,,3,8000,2,0,1000,3,1,,
55209,1,,,,,,7,50,0,0,0,0,,,,,5000,11,10000,2,0,2000,3,1,,
55430,1,,,,,,6,50,0,0,0,0,1995,11,1960,,,4,18000,1,960,,3,1,,
55430,1,,,,,,1,50,0,0,0,0,1995,45,1930,,,8,45000,2,0,2500,3,1,,
55430,1,,,,,,1,50,0,0,0,0,1995,90,1960,,,8,160000,2,0,4000,3,1,,
55636,1,,,,,,7,100,0,0,0,0,,,,,6000,11,20000,2,0,300,3,1,,
55636,1,,,,,,1,100,0,0,0,0,1990,150,1976,,,8,100000,2,0,2400,3,1,,
55636,2,,,,,,1,100,0,0,0,0,1988,120,1988,,,4,120000,1,2500,,3,1,,
55774,1,,,,,,7,100,0,0,0,0,,,,2,,9,30000,2,0,700,4,1,,
55799,1,,,,,,2,100,0,0,0,0,1987,30,1980,,,2,20000,2,0,2000,6,1,,
56270,1,2,,,,,3,100,0,0,0,0,1978,100,1978,,,3,10000,2,0,100,6,1,,
56270,1,2,,,,,7,100,0,0,0,0,,,,,2000,9,80000,2,0,1000,1,1,,
56529,2,,,,,,6,100,0,0,0,0,2005,20,2000,,,3,25000,2,0,1800,2,1,,
56529,2,,,,,,1,100,0,0,0,0,1990,88,1920,,,4,120000,1,4800,,1,1,,
56529,2,,,,,,1,100,0,0,0,0,2005,50,2000,,,8,150000,2,0,4800,2,1,,
56529,2,,,,,,1,100,0,0,0,0,2005,80,2005,,,14,250000,2,0,6000,2,1,,
56529,1,,,,,,1,100,0,0,0,0,2005,80,2000,,,14,300000,2,0,9600,2,1,,
56577,1,,,,,,7,100,0,0,0,0,,,,,800,9,20000,2,0,400,1,1,,
56582,1,,,,,,8,33,0,0,0,0,,,,3,,3,30000,2,0,600,3,1,,
56582,1,,,,,,7,33,0,0,0,0,,,,5,,14,50000,2,0,1200,3,1,,
56603,1,,,,,,7,100,0,0,0,0,,,,,2300,9,200000,2,0,500,3,1,,
56656,1,,,,,,5,50,0,0,0,0,1994,250,1970,,,2,250000,2,0,15000,3,1,,
56658,2,,,,,,7,100,0,0,0,0,,,,,500,11,3000,2,0,100,3,1,,
56658,2,,,,,,1,25,0,0,0,0,1990,70,1960,,,14,130000,2,0,3500,3,1,,
56658,2,,,,,,1,100,0,0,0,0,2008,75,1960,,,3,300000,2,0,500,3,1,,
56721,1,2,,,,,7,100,0,0,0,0,,,,,1800,9,15000,2,0,150,1,1,,
56761,1,,,,,,7,33,0,0,0,0,,,,1,,9,30000,2,0,50,3,1,,
56761,1,,,,,,1,100,0,0,0,0,2002,100,1900,,,8,180000,2,0,6000,3,1,,
56762,2,,,,,,7,100,0,0,0,0,,,,,300,9,2000,2,0,50,3,1,,
56762,2,,,,,,1,100,0,0,0,0,2007,21,1910,,,8,10000,2,0,50,3,1,,
56762,2,,,,,,8,100,0,0,0,0,,,,2,,11,10000,2,0,80,3,1,,
56762,1,,,,,,1,100,0,0,0,0,1984,88,1949,,,4,110000,1,3420,,3,1,,
56762,2,,,,,,1,100,0,0,0,0,2007,115,1965,,,4,160000,1,6240,,3,1,,
57086,1,2,,,,,6,100,0,0,0,0,2001,20,1998,,,3,25000,2,0,900,1,1,,
57138,1,2,,,,,1,100,0,0,0,0,2002,100,1985,,,14,130000,2,0,4800,1,1,,
57138,1,2,,,,,1,100,0,0,0,0,2000,60,1975,,,7,150000,1,3600,,1,1,,
57138,1,2,,,,,1,100,0,0,0,0,2008,140,1975,,,4,180000,1,6000,,1,1,,
57138,2,,,,,,1,100,0,0,0,0,2006,200,1948,,,8,200000,2,0,12000,3,1,,
57138,1,2,,,,,1,100,0,0,0,0,2009,140,1975,,,14,200000,2,0,6000,1,1,,
57547,1,,,,,,1,100,0,0,0,0,2002,50,2002,,,14,100000,2,0,400,6,1,,
57609,2,,,,,,7,100,0,0,0,0,,,,,1300,9,13000,2,0,150,3,1,,
57609,2,,,,,,8,100,0,0,0,0,,,,,1000,11,30000,2,0,200,3,1,,
57609,2,,,,,,1,100,0,0,0,0,1991,135,1870,,,8,400000,2,0,7200,1,1,,
57621,1,2,,,,,7,100,0,0,0,0,,,,,700,9,2000,2,0,100,3,1,,
57621,1,2,,,,,8,100,0,0,0,0,,,,,770,11,50000,2,0,100,1,1,,
57621,1,2,,,,,1,100,0,0,0,0,1984,115,1984,,,14,250000,2,0,10000,6,1,,
57779,2,,,,,,1,50,0,0,0,0,2012,90,1990,,,8,200000,2,0,1000,3,1,,
57911,2,,,,,,1,50,0,0,0,0,2002,50,1800,,,13,180000,2,0,6000,1,1,,
57911,1,,,,,,1,50,0,0,0,0,2008,60,1960,,,13,200000,2,0,6000,1,1,,
57911,2,,,,,,1,50,0,0,0,0,2000,100,1970,,,14,250000,2,0,12000,1,1,,
57911,1,,,,,,1,25,0,0,0,0,1980,150,1948,,,1,300000,2,0,18000,3,1,,
57962,1,2,,,,,7,10,0,0,0,0,,,,6,,11,,2,0,,1,1,,
57962,1,2,,,,,8,80,0,0,0,0,,,,10,,11,,2,0,,3,1,,
57962,1,,,,,,1,30,0,0,0,0,1959,80,1900,,,1,40000,2,0,2000,3,1,,
57962,1,2,,,,,1,100,0,0,0,0,1992,120,1900,,,1,70000,2,0,3000,1,1,,
58053,1,,,,,,1,100,0,0,0,0,1995,44,1950,,,4,100000,1,4200,,1,1,,
60078,2,,,,,,7,100,0,0,0,0,,,,2,,9,30000,2,0,100,5,1,,
91071,1,2,,,,,6,100,0,0,0,0,1994,25,1900,,,3,20000,2,0,1000,1,1,,
91071,1,,,,,,1,33,0,0,0,0,1999,60,1960,,,14,30000,2,0,2500,3,1,,
91081,1,,,,,,4,100,0,0,0,0,1991,85,1970,,,2,180000,2,0,1000,1,1,,
91095,1,,,,,,7,100,0,0,0,0,,,,,7000,9,4000,2,0,2000,1,1,,
91095,1,,,,,,1,100,0,0,0,0,1998,60,1998,,,1,70000,2,0,3000,1,1,,
104002,2,,,,,,1,100,0,0,0,0,1990,45,1990,,,1,50000,2,0,3000,1,1,,
111052,2,,,,,,7,100,0,0,0,0,,,,,3000,9,7000,2,0,600,1,1,,
138091,1,2,,,,,1,100,0,0,0,0,1984,60,1984,,,1,150000,2,0,400,1,1,,
145007,1,,,,,,1,100,0,0,0,0,2009,40,1800,,,4,120000,1,5000,,3,1,,
145007,1,,,,,,1,100,0,0,0,0,2009,30,1800,,,4,120000,1,5000,,3,1,,
145007,1,,,,,,1,33,0,0,0,0,2009,140,1800,,,4,300000,1,4000,,3,1,,
176068,2,,,,,,1,100,0,0,0,0,2001,60,1800,,,13,20000,2,0,100,5,1,,
213440,2,,,,,,1,100,0,0,0,0,1999,50,1906,,,5,120000,1,600,,1,1,,
215011,1,,,,,,7,100,0,0,0,0,,,,1,,9,50000,2,0,100,3,1,,
230029,1,2,,,,,6,100,0,0,0,0,1980,44,1980,,,3,10000,2,0,1000,6,1,,
230030,1,,,,,,6,100,0,0,0,0,1970,15,1970,,,8,5000,2,0,500,6,1,,
230037,2,,,,,,1,50,0,0,0,0,1996,100,1950,,,8,200000,2,0,6000,3,1,,
230048,1,,,,,,6,50,0,0,0,0,2001,15,1966,,,8,10000,2,0,500,3,1,,
237003,1,2,,,,,1,100,0,0,0,0,1993,140,1991,,,1,200000,2,0,6000,2,1,,
243067,2,,,,,,1,25,0,0,0,0,2011,100,1967,,,14,70000,2,0,2400,3,1,,
282089,1,2,,,,,1,100,0,0,0,0,1984,90,1984,,,1,80000,2,0,600,6,1,,
282089,2,,,,,,1,60,0,0,0,0,2010,100,1970,,,8,90000,2,0,600,5,1,,
310051,2,,,,,,4,100,0,0,0,0,1976,80,1957,,,5,120000,1,5500,,3,1,,
310066,1,,,,,,2,100,0,0,0,0,1984,65,1968,,,7,50000,1,2400,,3,1,,
310066,1,,,,,,4,100,0,0,0,0,1984,85,1972,,,5,70000,1,7200,,3,1,,
310066,1,,,,,,1,100,0,0,0,0,1978,75,1976,,,4,85000,1,4500,,1,1,,
350035,1,2,,,,,1,100,0,0,0,0,1990,40,1985,,,1,70000,2,0,250,1,1,,
500090,1,,,,,,7,100,0,0,0,0,,,,,300,11,9000,2,0,200,2,1,,
500090,1,,,,,,3,100,0,0,0,0,1995,150,1969,,,15,700000,2,0,1500,2,1,,
500180,1,,,,,,1,15,0,0,0,0,1977,65,1965,,,1,90000,2,0,300,3,2,20,
500180,1,,,,,,1,15,0,0,0,0,1977,60,1965,,,13,130000,2,0,350,3,1,,
500576,1,,,,,,6,75,0,0,0,0,2003,15,1995,,,3,20000,2,0,800,1,1,,
501082,2,,,,,,1,100,0,0,0,0,2002,60,1900,,,1,150000,2,0,200,3,1,,
501444,1,,,,,,1,100,0,0,0,0,1998,45,1900,,,1,50000,2,0,1200,3,2,1,
501485,2,,,,,,1,100,0,0,0,0,1974,300,1974,,,1,200000,2,0,2400,6,1,,
501569,1,,,,,,6,100,0,0,0,0,2006,20,1965,,,2,60000,2,0,150,2,1,,
501569,1,,,,,,1,100,0,0,0,0,2011,60,1920,,,1,100000,2,0,2000,3,2,1,
501874,1,,,,,,7,100,0,0,0,0,,,,2,,11,30000,2,0,100,3,1,,
501978,1,2,,,,,1,100,0,0,0,0,1988,60,1970,,,1,200000,2,0,4800,1,2,7,
501978,1,2,,,,,2,100,0,0,0,0,1986,140,1975,,,4,200000,1,12000,,1,1,,
501978,1,2,,,,,1,100,0,0,0,0,1982,200,1960,,,8,300000,2,0,8000,1,1,,
501978,1,2,,,,,2,100,0,0,0,0,2004,320,2002,,,2,800000,2,0,24000,2,1,,
502355,1,,,,,,7,100,0,0,0,0,,,,,2000,9,8000,2,0,500,3,1,,
502364,2,,,,,,1,100,0,0,0,0,1960,40,1800,,,3,120000,2,0,1800,3,1,,
502366,1,,,,,,7,50,0,0,0,0,,,,,3000,14,2000,2,0,100,3,1,,
502711,1,,,,,,1,16,0,0,0,0,2004,100,1970,,,14,150000,2,0,6000,3,1,,
502711,2,,,,,,1,50,0,0,0,0,2005,160,1950,,,14,180000,2,0,6000,3,1,,
502772,1,,,,,,3,100,0,0,0,0,2006,120,1953,,,2,100000,2,0,5000,1,1,,
503308,3,,,,,,1,100,0,0,0,0,2012,35,1960,,,15,95000,2,0,8000,1,1,,
503561,1,2,,,,,1,100,0,0,0,0,2002,110,1700,,,1,250000,2,0,1000,1,1,,
503674,3,,,,,,1,100,0,0,0,0,1997,70,1900,,,5,200000,1,18000,,3,1,,
503674,3,,,,,,1,100,0,0,0,0,1997,60,1900,,,5,200000,1,18000,,3,1,,
503674,1,,,,,,1,100,0,0,0,0,2011,60,1970,,,8,400000,2,0,12000,1,2,7,
503703,1,,,,,,1,25,0,0,0,0,1993,70,1950,,,4,150000,1,4000,,3,1,,
503788,1,,,,,,1,20,0,0,0,0,1973,400,1971,,,3,200000,2,0,1500,3,2,8,
503804,1,,,,,,1,100,0,0,0,0,1968,54,1950,,,6,70000,1,3600,,3,1,,
503804,2,,,,,,1,100,0,0,0,0,2004,100,1850,,,3,200000,2,0,6000,3,1,,
503850,1,2,,,,,7,100,0,0,0,0,,,,,5000,9,40000,2,0,,1,2,9,
503850,2,,,,,,1,25,0,0,0,0,1980,80,1970,,,14,160000,2,0,5000,5,1,,
503850,1,2,,,,,1,100,0,0,0,0,1999,70,1400,,,1,180000,2,0,4000,1,2,9,
503931,1,2,,,,,1,100,0,0,0,0,1990,50,1990,,,1,150000,2,0,4000,2,1,,
503931,1,,,,,,1,100,0,0,0,0,2006,60,2006,,,4,150000,1,3600,,2,1,,
504157,1,,,,,,1,100,0,0,0,0,2000,55,1961,,,4,80000,1,4800,,1,1,,
504453,2,,,,,,3,25,0,0,0,0,1998,1000,1991,,,5,400000,1,55000,,5,1,,
504490,1,,,,,,1,100,0,0,0,0,2007,100,1945,,,8,80000,2,0,3600,3,1,,
504730,1,,,,,,7,100,0,0,0,0,,,,,6500,10,50000,2,0,500,3,1,,
504730,1,,,,,,1,100,0,0,0,0,1990,90,1930,,,8,60000,2,0,300,3,1,,
504730,1,,,,,,7,100,0,0,0,0,,,,,9000,10,70000,2,0,1000,3,1,,
504730,1,,,,,,1,100,0,0,0,0,1990,150,1930,,,14,130000,2,0,500,3,1,,
504730,1,,,,,,4,100,0,0,0,0,1970,350,1970,,,2,500000,2,0,1000,6,1,,
504872,1,,,,,,7,60,0,0,0,0,,,,5,,11,100000,2,0,600,1,1,,
504886,1,2,,,,,1,100,0,0,0,0,2001,260,2001,,,8,400000,2,0,1000,3,1,,
504889,1,,,,,,7,11,0,0,0,0,,,,,8800,5,60000,1,200,,3,1,,
504889,1,2,,,,,1,100,0,0,0,0,2005,50,2004,,,4,80000,1,4200,,2,2,6,
504889,1,2,,,,,1,100,0,0,0,0,2005,70,2004,,,4,100000,1,5000,,2,2,6,
504889,2,,,,,,1,100,0,0,0,0,2002,70,1960,,,4,180000,1,2400,,1,1,,
504921,1,2,,,,,1,100,0,0,0,0,1998,60,1980,,,1,70000,2,0,3600,4,2,18,
504937,1,,,,,,7,100,0,0,0,0,,,,1,,10,50000,2,0,350,3,1,,
504956,1,,,,,,1,50,0,0,0,0,1998,60,1996,,,1,250000,2,0,5000,5,2,5,
505022,1,,,,,,7,100,0,0,0,0,,,,2,,9,50000,2,0,500,3,1,,
505228,1,,,,,,1,50,0,0,0,0,1997,80,1963,,,8,90000,2,0,4800,3,1,,
505243,1,2,,,,,1,100,0,0,0,0,2006,50,1967,,,4,65000,1,3960,,1,1,,
505285,2,,,,,,1,100,0,0,0,0,1964,90,1964,,,8,90000,2,0,400,6,1,,
505390,2,,,,,,1,12,0,0,0,0,1991,90,1980,,,1,280000,2,0,5000,3,1,,
505407,1,,,,,,7,33,0,0,0,0,,,,,3000,11,4500,2,0,50,3,1,,
505407,1,,,,,,3,33,0,0,0,0,1991,300,1963,,,14,60000,2,0,24000,3,1,,
505424,1,,,,,,1,16,0,0,0,0,2007,60,1996,,,1,160000,2,0,4000,3,2,20,
505433,1,2,,,,,1,100,0,0,0,0,1989,54,1972,,,1,200000,2,0,12000,1,1,,
505436,1,,,,,,1,100,0,0,0,0,2003,50,1970,,,13,100000,2,0,4800,5,1,,
505469,1,2,3,,,,3,100,0,0,0,0,2002,40,1920,,,8,30000,2,0,1200,1,1,,
505469,1,2,3,,,,1,100,0,0,0,0,1998,70,1911,,,6,70000,1,5400,,2,1,,
505469,1,2,3,,,,1,100,0,0,0,0,1967,80,1967,,,6,80000,1,6000,,2,1,,
505469,1,3,,,,,4,50,0,0,0,0,2002,110,1930,,,2,120000,2,0,10000,1,1,,
505525,1,,,,,,7,33,0,0,0,0,,,,25,,10,500000,2,0,15000,1,1,,
505534,1,,,,,,1,100,0,0,0,0,1999,80,1970,,,4,70000,1,2800,,3,1,,
505548,2,,,,,,1,33,0,0,0,0,2004,800,1700,,,5,500000,1,6000,,3,1,,
505655,3,,,,,,1,100,0,0,0,0,2011,110,2009,,,3,130000,2,0,7000,1,1,,
505672,2,,,,,,7,100,0,0,0,0,,,,,3500,9,80000,2,0,1000,3,1,,
505672,2,,,,,,1,100,0,0,0,0,1998,80,1900,,,14,130000,2,0,5000,3,1,,
505672,3,,,,,,1,100,0,0,0,0,2005,90,2003,,,6,180000,1,7200,,1,1,,
505672,2,,,,,,1,100,0,0,0,0,1988,100,1900,,,4,200000,1,6500,,3,1,,
505672,1,,,,,,1,100,0,0,0,0,1997,80,1989,,,1,300000,2,0,6000,1,2,4,
505768,1,,,,,,1,11,0,0,0,0,1992,90,1960,,,4,50000,1,350,,3,1,,
505771,2,,,,,,1,100,0,0,0,0,1994,100,1960,,,4,120000,1,5400,,3,1,,
505771,2,,,,,,1,100,0,0,0,0,2008,100,1960,,,4,120000,1,5200,,3,1,,
505810,1,2,,,,,3,42,0,0,0,0,1972,700,1972,,,2,3500000,2,0,20000,2,1,,
505818,1,,,,,,7,100,0,0,0,0,,,,,3000,11,500,2,0,100,3,2,16,
505818,1,,,,,,1,100,0,0,0,0,1990,200,1970,,,1,300000,2,0,7500,3,2,16,
506007,1,,,,,,4,100,0,0,0,0,1953,45,1953,,,2,50000,1,6000,,3,1,,
506385,2,,,,,,1,100,0,0,0,0,1989,150,1950,,,4,120000,1,1800,,3,1,,
506385,2,,,,,,1,100,0,0,0,0,1989,200,1945,,,8,300000,2,0,3000,3,1,,
506410,1,,,,,,1,15,0,0,0,0,2002,80,1964,,,4,250000,1,6000,,2,1,,
506410,1,,,,,,1,13,0,0,0,0,2002,100,1975,,,8,400000,2,0,700,2,1,,
506411,1,2,3,,,,7,100,0,0,0,0,,,,4,,4,30000,1,1300,,3,1,,
506418,1,,,,,,7,100,0,0,0,0,,,,3,,9,50000,2,0,45000,3,1,,
506418,1,,,,,,1,100,0,0,0,0,1969,200,1868,,,3,100000,2,0,100,3,1,,
506492,1,,,,,,1,100,0,0,0,0,1986,50,1960,,,4,100000,1,4080,,1,1,,
506520,1,2,,,,,1,100,0,0,0,0,1990,70,1970,,,4,125000,1,3000,,1,1,,
506565,1,2,,,,,4,100,0,0,0,0,1985,18,1900,,,3,30000,2,0,200,1,1,,
506565,1,,,,,,4,100,0,0,0,0,2000,34,1969,,,8,100000,2,0,500,3,1,,
506565,1,,,,,,1,100,0,0,0,0,2000,90,1969,,,4,250000,1,6000,,3,1,,
506591,1,2,,,,,1,100,0,0,0,0,1980,80,1980,,,4,200000,2,0,600,1,1,,
506591,1,2,,,,,1,100,0,0,0,0,1980,100,1980,,,4,250000,2,0,800,1,1,,
506628,1,2,,,,,1,100,0,0,0,0,1995,95,1971,,,8,50000,2,0,400,1,1,,
506628,1,2,,,,,1,50,0,0,0,0,1985,150,1547,,,6,100000,1,2400,,3,1,,
506666,1,,,,,,1,50,0,0,0,0,2004,65,1984,,,6,120000,1,1800,,3,1,,
506666,1,,,,,,1,100,0,0,0,0,2004,100,1973,,,14,180000,2,0,400,3,1,,
506736,2,,,,,,1,33,0,0,0,0,2012,65,1950,,,8,75000,2,0,350,4,2,19,
506758,1,2,,,,,7,100,0,0,0,0,,,,3,,11,5000,2,0,100,3,1,,
506758,1,2,,,,,1,100,0,0,0,0,1987,100,1500,,,8,130000,2,0,2400,4,1,,
506767,1,,,,,,4,100,0,0,0,0,1982,47,1800,,,4,80000,1,4200,,3,1,,
506767,1,,,,,,4,100,0,0,0,0,1982,45,1800,,,4,80000,1,4200,,3,1,,
506767,2,,,,,,3,100,0,0,0,0,1980,280,1920,,,7,250000,1,14000,,3,1,,
506767,2,,,,,,1,100,0,0,0,0,1980,220,1930,,,8,900000,2,0,800,3,1,,
506772,1,2,,,,,1,100,0,0,0,0,1990,100,1960,,,8,200000,2,0,500,1,1,,
506772,1,2,,,,,1,100,0,0,0,0,2005,80,1960,,,14,300000,2,0,500,1,1,,
506799,1,2,,,,,7,100,0,0,0,0,,,,,2000,3,2000,2,0,5000,1,1,,
506979,1,2,,,,,7,100,0,0,0,0,,,,,2600,9,30000,2,0,2500,1,1,,
506979,1,2,,,,,1,100,0,0,0,0,1978,140,1900,,,1,300000,2,0,9600,1,1,,
506997,4,,,,,,1,100,0,0,0,0,1991,80,1900,,,1,80000,2,0,300,3,1,,
506997,2,,,,,,1,100,0,0,0,0,2002,80,1930,,,1,150000,2,0,600,3,1,,
506997,1,,,,,,7,100,0,0,0,0,,,,2,,10,350000,2,0,6000,3,1,,
507151,1,,,,,,7,100,0,0,0,0,,,,18,,10,200000,2,0,4000,3,1,,
507190,1,2,,,,,7,25,0,0,0,0,,,,,700,14,10000,2,0,1000,3,1,,
507282,1,,,,,,3,100,0,0,0,0,1998,350,1970,,,2,450000,1,18000,,1,1,,
507303,1,,,,,,1,100,0,0,0,0,1973,129,1973,,,4,250000,1,400,,6,1,,
507304,1,,,,,,1,100,0,0,0,0,2002,65,1930,,,4,100000,1,300,,1,1,,
507319,1,,,,,,1,100,0,0,0,0,1972,100,1972,,,6,100000,1,2000,,6,1,,
507360,1,,,,,,2,100,0,0,0,0,1995,200,1995,,,2,300000,2,0,4500,2,1,,
507401,2,,,,,,4,100,0,0,0,0,1988,90,1930,,,2,90000,2,0,6000,1,1,,
507419,1,2,,,,,1,100,0,0,0,0,1992,36,1972,,,1,60000,2,0,2500,1,2,11,
507419,1,2,,,,,1,100,0,0,0,0,1997,40,1995,,,1,90000,2,0,3500,1,2,11,
507419,2,,,,,,4,100,0,0,0,0,2000,15,2000,,,2,100000,2,0,20000,6,1,,
507426,1,,,,,,1,100,0,0,0,0,1996,60,1955,,,4,120000,1,400,,1,1,,
507444,1,,,,,,7,12,0,0,0,0,,,,2,,13,50000,2,0,200,3,1,,
507444,1,,,,,,1,12,0,0,0,0,2008,90,1970,,,13,140000,2,0,4800,3,1,,
507455,2,,,,,,6,100,0,0,0,0,1982,50,1800,,,3,20000,2,0,1200,3,1,,
507455,2,,,,,,3,100,0,0,0,0,1992,120,1988,,,3,24000,2,0,2400,1,1,,
507455,2,,,,,,1,100,0,0,0,0,1982,50,1750,,,8,30000,2,0,2400,3,1,,
507455,1,2,,,,,3,100,0,0,0,0,1991,80,1750,,,3,30000,2,0,600,1,1,,
507455,1,2,,,,,3,100,0,0,0,0,1992,60,1800,,,4,40000,1,3000,,1,1,,
507455,1,2,,,,,1,100,0,0,0,0,1991,70,1750,,,4,60000,1,3360,,4,1,,
507455,1,2,,,,,1,100,0,0,0,0,1990,60,1750,,,4,60000,1,2500,,4,1,,
507455,2,,,,,,1,100,0,0,0,0,1982,90,1940,,,4,60000,1,3360,,3,1,,
507455,2,,,,,,1,100,0,0,0,0,1982,110,1940,,,4,80000,1,3600,,3,1,,
507455,1,2,,,,,1,100,0,0,0,0,1982,180,1750,,,1,140000,2,0,4800,4,1,,
507580,1,,,,,,1,50,0,0,0,0,1995,85,1985,,,13,100000,2,0,6000,1,1,,
507638,1,,,,,,1,16,0,0,0,0,2011,65,1970,,,8,70000,2,0,3000,3,1,,
507638,1,,,,,,1,100,0,0,0,0,2004,97,1957,,,8,150000,2,0,4800,3,1,,
507644,2,3,,,,,7,100,0,0,0,0,,,,,7000,9,5000,2,0,30,1,1,,
507675,1,2,,,,,8,100,0,0,0,0,,,,,600,11,500,2,0,50,4,1,,
507693,1,,,,,,7,50,0,0,0,0,,,,,100,11,200,2,0,50,3,1,,
507693,1,2,,,,,7,66,0,0,0,0,,,,,800,9,1000,2,0,400,3,1,,
507693,2,,,,,,8,100,0,0,0,0,,,,,500,11,3000,2,0,300,3,1,,
507693,1,,,,,,1,50,0,0,0,0,2010,70,1900,,,8,30000,2,0,1800,3,1,,
507693,2,,,,,,1,100,0,0,0,0,1985,70,1900,,,8,200000,2,0,3600,5,1,,
507693,1,2,,,,,1,66,0,0,0,0,2007,110,1982,,,13,500000,2,0,7200,3,1,,
507863,1,,,,,,8,100,0,0,0,0,,,,,5000,14,1000,2,0,100,3,1,,
507863,1,,,,,,7,100,0,0,0,0,,,,2,,14,20000,2,0,50,3,1,,
507863,1,,,,,,1,100,0,0,0,0,1975,120,1900,,,14,150000,2,0,3600,3,1,,
507913,1,,,,,,3,100,0,0,0,0,1980,57,1972,,,3,40000,2,0,200,6,1,,
508240,1,2,,,,,1,100,0,0,0,0,1989,55,1930,,,8,55000,2,0,3000,3,2,7,
508240,1,2,,,,,1,100,0,0,0,0,1990,75,1940,,,8,60000,2,0,3600,3,2,5,
508240,1,,,,,,1,100,0,0,0,0,1999,60,1995,,,1,300000,2,0,6000,1,1,,
508861,1,,,,,,1,100,0,0,0,0,1974,90,1974,,,1,95000,2,0,350,6,1,,
509057,1,,,,,,7,100,0,0,0,0,,,,,6000,9,15000,2,0,200,3,1,,
509064,1,,,,,,7,100,0,0,0,0,,,,2,,11,30000,2,0,1000,3,1,,
509806,1,,,,,,7,100,0,0,0,0,,,,6,,9,10000,2,0,350,3,1,,
510097,2,,,,,,7,100,0,0,0,0,,,,,9000,9,30000,2,0,1000,3,1,,
510181,1,,,,,,7,100,0,0,0,0,,,,4,,11,6000,2,0,200,3,1,,
510439,1,,,,,,7,100,0,0,0,0,,,,3,,10,250000,2,0,2500,1,1,,
510439,1,,,,,,7,100,0,0,0,0,,,,6,,10,300000,2,0,3000,1,1,,
511116,1,,,,,,3,100,0,0,0,0,1984,380,1984,,,2,80000,2,0,1000,6,1,,
511116,1,,,,,,7,100,0,0,0,0,,,,10,,10,150000,2,0,10000,3,1,,
511147,1,,,,,,4,100,0,0,0,0,2001,9,1975,,,8,10000,2,0,300,3,1,,
511147,2,,,,,,1,100,0,0,0,0,2006,60,1966,,,13,60000,2,0,2000,3,1,,
511160,1,2,,,,,7,100,0,0,0,0,,,,,5000,11,10000,2,0,300,3,1,,
511160,1,2,,,,,1,100,0,0,0,0,1990,120,1990,,,8,120000,2,0,4000,6,1,,
511170,1,2,,,,,3,100,0,0,0,0,1990,600,1990,,,5,600000,1,1000,,6,1,,
511260,1,,,,,,1,30,0,0,0,0,1968,50,1940,,,14,50000,2,0,200,3,1,,
511260,1,,,,,,1,30,0,0,0,0,1970,50,1950,,,3,50000,2,0,200,3,1,,
511307,1,,,,,,7,100,0,0,0,0,,,,5,,11,60000,2,0,10000,3,1,,
511307,1,,,,,,1,100,0,0,0,0,1985,100,1960,,,1,70000,2,0,700,3,1,,
511307,1,,,,,,1,100,0,0,0,0,1964,400,1964,,,1,300000,2,0,1000,6,1,,
511355,1,,,,,,7,100,0,0,0,0,,,,1,,9,10000,2,0,50,3,1,,
511356,1,2,,,,,2,100,0,0,0,0,1987,80,1985,,,2,120000,2,0,400,1,1,,
511367,1,,,,,,6,100,0,0,0,0,1990,90,1983,,,3,20000,2,0,300,6,1,,
511519,1,2,,,,,1,100,0,0,0,0,1999,120,1955,,,14,90000,2,0,3000,1,1,,
511616,1,,,,,,1,100,0,0,0,0,1992,80,1990,,,1,150000,2,0,2000,6,1,,
511757,1,2,,,,,1,100,0,0,0,0,1992,70,1992,,,3,140000,2,0,2000,6,1,,
512457,1,2,,,,,1,100,0,0,0,0,2005,100,1988,,,1,150000,2,0,2400,1,1,,
512459,1,,,,,,1,100,0,0,0,0,2007,100,1950,,,3,180000,2,0,3600,1,1,,
512517,1,,,,,,1,33,0,0,0,0,2010,70,2008,,,8,50000,2,0,150,3,1,,
512704,1,,,,,,1,100,0,0,0,0,1970,95,1960,,,4,60000,1,1800,,2,1,,
512704,1,2,,,,,1,100,0,0,0,0,1995,140,1995,,,1,300000,2,0,3000,6,1,,
512768,1,,,,,,1,100,0,0,0,0,1961,90,1961,,,1,80000,2,0,2600,3,1,,
512845,1,,,,,,7,100,0,0,0,0,,,,,1000,11,30000,2,0,500,3,1,,
512845,1,,,,,,7,100,0,0,0,0,,,,,1500,9,40000,2,0,500,3,1,,
512846,1,2,,,,,8,100,0,0,0,0,,,,3,,11,10000,2,0,500,3,1,,
