nquest,nord,nesplav,dislav,disann,exlav,etalav,contrib,acontrib,mcontrib,etalav2,etapen,coppu,prevcom,anprevcom,mprevcom1,mprevcom,coppip,docsezb
33479,2,1,2,,,24,1,40,,,,,,,,,,2
33644,1,2,2,,1,30,1,35,,,,,,,,,,2
33644,2,3,2,,1,18,1,40,,,,,,,,,,2
33644,3,2,1,1,1,16,1,7,,,,,,,,,,2
33751,1,1,2,,,24,1,39,,,,,,,,,,2
33751,2,1,2,,,31,1,15,,,,,,,,,,2
33761,1,1,2,,,27,1,39,,,,,,,,,,2
33761,2,0,,,,,,,,,,,,,,,,2
33773,1,1,2,,,41,1,12,,,67,60,,,,,,2
33773,2,0,,,,,,,,,,,,,,,,2
33773,3,0,,,,,,,,,,,,,,,,2
33773,4,,,,,,,,,,,,,,,,,2
33777,1,2,1,2,3,15,1,35,,34,56,50,,,,,,2
33777,2,1,2,,,35,2,,,,,,2,,,,,2
33777,3,0,,,,,,,,,,,,,,,,2
33778,1,2,2,,3,16,1,3,,47,65,40,2,,,,,2
33778,2,1,2,,,21,1,30,,,65,60,2,,,,,2
33778,3,0,,,,,,,,,,,,,,,,2
33778,4,0,,,,,,,,,,,,,,,,2
33781,1,4,1,3,3,17,1,30,,33,65,50,,,,,,2
33781,2,2,1,10,3,23,1,25,,29,,,,,,,,2
33781,3,1,2,,,25,1,1,,,,,2,,,,,2
33781,4,0,,,,,,,,,,,,,,,,2
33823,1,1,1,1,,16,1,18,,,,,,,,,,2
33839,1,0,,,,,,,,,,,,,,,,2
33877,1,2,2,,3,22,1,28,,46,66,60,2,,,,,2
33877,2,1,2,,,20,1,34,,,,,2,,,,,2
33882,1,1,2,,,23,1,35,,,,,,,,,,2
33882,2,1,1,24,,18,1,5,,,,,,,,,,2
33882,3,2,2,,1,24,1,5,,26,,,2,,,,,2
33888,1,3,2,,1,14,1,40,,,,,,,,,,2
33889,1,1,2,,,19,1,35,,,,,,,,,,2
33889,2,1,2,,,19,1,37,,,,,,,,,,2
33937,1,6,1,4,3,19,1,25,,,,,,,,,,2
33937,2,0,,,,,,,,,,,,,,,,2
33937,3,1,1,2,,25,1,5,,,,,,,,,,2
33941,1,3,2,,3,23,1,36,,,,,,,,,,1
33941,2,1,2,,,40,1,12,,,,,,,,,,1
33983,1,3,1,1,3,19,1,30,,24,65,70,2,,,,,2
33983,2,4,1,2,3,18,1,20,,46,,,2,,,,,2
33983,3,,,,,,,,,,,,,,,,,2
33985,1,3,2,,3,25,1,26,,28,70,10,,,,,,2
33985,2,1,2,,,22,1,37,,,,,2,,,,,2
33985,3,0,,,,,,,,,,,,,,,,2
33985,4,0,,,,,,,,,,,,,,,,2
33994,1,3,1,1,1,22,1,36,,,,,,,,,,2
33994,2,2,1,11,3,40,1,2,,,,,,,,,,2
33994,3,5,1,1,1,20,1,4,,34,,,2,,,,,2
34059,1,1,2,,,20,1,40,,,,,,,,,,2
34230,1,0,,,,,,,,,,,,,,,,2
34252,1,1,1,3,,22,1,35,,,,,,,,,,2
34269,1,1,1,16,,34,1,16,,,65,70,2,,,,,2
34269,2,1,1,8,,28,1,22,,,,,2,,,,,2
34269,3,0,,,,,,,,,,,,,,,,2
34377,1,4,1,1,1,15,1,40,,,,,,,,,,2
34377,2,1,2,,,13,2,,,,,,,,,,,2
34396,1,0,,,,,,,,,,,,,,,,2
34396,2,1,2,,,18,1,20,,,,,,,,,,2
34513,1,1,2,,,20,1,30,,,,,,,,,,2
34513,2,0,,,,,,,,,,,,,,,,2
34513,3,0,,,,,,,,,,,,,,,,2
34513,4,1,2,,,27,2,,,,,,2,,,,,2
34732,1,1,2,,,18,1,40,,,,,,,,,,2
34732,2,1,2,,,16,1,20,,,,,,,,,,2
34738,1,1,2,,,16,1,40,,,,,,,,,,2
34738,2,1,2,,,18,1,30,,,,,,,,,,2
34738,3,,,,,,,,,,,,,,,,,2
34778,1,0,,,,,,,,,,,,,,,,2
34778,2,1,2,,,23,1,25,,,,,2,,,,,2
34793,1,0,,,,,,,,,,,,,,,,2
34793,2,0,,,,,,,,,,,,,,,,2
34793,3,1,1,3,,20,1,7,,,,,2,,,,,2
34793,4,1,1,5,,21,1,2,,,,,2,,,,,2
34800,1,1,2,,,15,1,40,,,,,,,,,,2
34800,2,0,,,,,,,,,,,,,,,,2
34825,1,2,2,,1,19,1,40,,22,62,80,1,,,,85,2
34825,2,2,2,,1,19,1,38,,30,,,2,,,,,2
34825,3,1,2,,,20,1,6,,,,,2,,,,,2
34900,1,4,1,10,1,18,1,18,,44,65,60,2,,,,,2
34900,2,5,2,,1,15,1,35,,39,,,2,,,,,2
34900,3,0,,,,,,,,,,,,,,,,2
34900,4,,,,,,,,,,,,,,,,,2
35005,1,10,2,,3,12,1,34,,,,,,,,,,2
35005,2,0,,,,,,,,,,,,,,,,2
35022,1,2,1,3,3,18,1,16,,38,65,70,2,,,,,2
35022,2,1,2,,,36,1,1,,,,,,,,,,2
35022,3,1,1,1,,21,1,,4,,70,40,2,,,,,2
35022,4,0,,,,,,,,,,,,,,,,2
35032,1,3,2,,1,14,1,40,,40,60,85,,,,,,1
35032,2,1,1,7,,26,1,28,,,66,50,1,,,,80,1
35032,3,0,,,,,,,,,,,,,,,,1
35032,4,0,,,,,,,,,,,,,,,,1
35234,1,13,2,,1,14,1,36,,,,,,,,,,1
35234,2,1,2,,,25,1,30,,,,,,,,,,1
35319,1,1,2,,,30,1,20,,,,,,,,,,2
35322,1,3,1,3,1,14,1,35,,,,,,,,,,2
35322,2,0,,,,,,,,,,,,,,,,2
35323,1,2,2,,3,14,1,40,,,,,,,,,,2
35323,2,0,,,,,,,,,,,,,,,,2
35326,1,2,2,,1,23,1,10,,,,,,,,,,1
35326,2,1,2,,,20,1,42,,,,,,,,,,1
35340,1,0,,,,,,,,,,,,,,,,2
35349,1,1,2,,,18,1,25,,,,,,,,,,1
35349,2,0,,,,,,,,,,,,,,,,1
35355,1,0,,,,,,,,,,,,,,,,1
35370,1,1,2,,,20,1,26,,,,,,,,,,2
35372,1,1,2,,,21,1,37,,,61,80,1,,,,80,2
35372,2,1,2,,,20,1,23,,,,,,,,,,2
35372,3,0,,,,,,,,,,,,,,,,2
35374,1,1,2,,,20,1,41,,,,,,,,,,2
35374,2,1,2,,,25,1,33,,,,,,,,,,2
35374,3,0,,,,,,,,,,,,,,,,2
35374,4,0,,,,,,,,,,,,,,,,2
35374,5,0,,,,,,,,,,,,,,,,2
35379,1,1,2,,,18,1,37,,,,,,,,,,2
35379,2,0,,,,,,,,,,,,,,,,2
35498,1,2,2,,1,25,1,35,,,,,,,,,,2
35498,2,2,2,,2,19,1,31,,,,,,,,,,2
35500,1,5,2,,1,15,1,35,,,,,,,,,,2
35500,2,0,,,,,,,,,,,,,,,,2
35502,1,0,,,,,,,,,,,,,,,,2
35502,2,4,1,10,1,12,1,25,,61,,,3,,,,,2
35507,1,3,2,,1,20,1,28,,26,60,70,,,,,,2
35507,2,1,2,,,18,1,38,,,,,,,,,,2
35507,3,0,,,,,,,,,,,,,,,,2
35507,4,1,2,,,35,1,15,,,,,3,,,,,2
35508,1,0,,,,,,,,,,,,,,,,2
35508,2,1,2,,,18,1,15,,,65,50,,,,,,2
35508,3,0,,,,,,,,,,,,,,,,2
35508,4,0,,,,,,,,,,,,,,,,2
35508,5,,,,,,,,,,,,,,,,,2
35508,6,,,,,,,,,,,,,,,,,2
35508,7,,,,,,,,,,,,,,,,,2
35518,1,1,2,,,21,1,15,,,,,,,,,,2
35520,1,1,2,,,15,1,18,,,,,,,,,,2
35520,2,1,2,,,17,1,37,,,,,,,,,,2
35520,3,1,2,,,27,2,,,,,,3,,,,,2
35600,1,4,2,,3,12,1,33,,,,,,,,,,2
35600,2,0,,,,,,,,,,,,,,,,2
35640,1,1,2,,,18,1,38,,,,,,,,,,2
35640,2,2,2,,1,14,1,31,,,,,,,,,,2
35682,1,3,2,,1,15,1,36,,,,,,,,,,2
35682,2,2,2,,1,20,1,38,,22,62,70,2,,,,,2
35735,1,1,2,,,23,1,36,,,65,80,2,,,,,1
35735,2,2,2,,1,19,1,35,,56,61,80,2,,,,,1
35735,3,3,2,,1,20,1,7,,20,,,2,,,,,1
35735,4,1,2,,,20,1,8,,,,,2,,,,,1
35788,1,1,2,,,21,1,39,,,,,,,,,,2
35788,2,0,,,,,,,,,,,,,,,,2
35788,3,1,2,,,26,1,2,,,,,2,,,,,2
35968,1,1,2,,,35,1,20,,,,,,,,,,1
36010,1,1,2,,,28,1,35,,,,,,,,,,1
36010,2,1,2,,,17,1,2,,,,,,,,,,1
36067,1,0,,,,,,,,,,,,,,,,2
36067,2,0,,,,,,,,,,,,,,,,2
36067,3,1,2,,,22,1,7,,,,,3,,,,,2
36106,1,1,2,,,14,2,,,,,,,,,,,1
36120,1,2,1,1,1,21,1,23,,33,65,60,2,,,,,1
36120,2,3,1,1,1,15,1,39,,,,,,,,,,1
36120,3,3,1,1,1,18,1,1,,25,,,,,,,,1
36130,1,1,2,,,15,1,33,,,56,70,2,,,,,2
36130,2,3,2,,1,15,1,25,,46,65,60,2,,,,,2
36130,3,0,,,,,,,,,,,,,,,,2
36131,1,1,1,1,,22,1,35,,,62,70,,,,,,2
36146,1,3,1,2,1,15,1,27,,47,65,50,2,,,,,2
36146,2,2,2,,3,15,1,30,,42,,,,,,,,2
36146,3,1,2,,,23,1,4,,,,,,,,,,2
36146,4,1,2,,,18,1,3,,,,,,,,,,2
36148,1,2,2,,3,13,1,33,,,,,,,,,,2
36148,2,0,,,,,,,,,,,,,,,,2
36164,1,9,2,,1,15,1,38,,46,58,50,1,,,,70,2
36164,2,6,1,10,3,15,1,17,,42,,,,,,,,2
36186,1,3,1,2,3,20,1,24,,41,65,50,2,,,,,2
36186,2,2,1,1,1,22,1,2,,26,65,50,2,,,,,2
36186,3,,,,,,,,,,,,,,,,,2
36249,1,2,2,,1,15,1,30,,,,,,,,,,2
36250,1,1,2,,,22,1,25,,,65,70,2,,,,,2
36250,2,2,1,2,3,21,1,4,,26,,,,,,,,2
36250,3,2,1,1,1,20,2,,,,,,,,,,,2
36311,1,1,2,,,21,1,28,,,65,80,,,,,,2
36311,2,0,,,,,,,,,,,,,,,,2
36311,3,0,,,,,,,,,,,,,,,,2
36311,4,,,,,,,,,,,,,,,,,2
36321,1,1,2,,,21,1,37,,,,,,,,,,2
36321,2,0,,,,,,,,,,,,,,,,2
36321,3,0,,,,,,,,,,,,,,,,2
36321,4,1,1,1,,28,1,5,,,,,1,,,,,2
36333,1,0,,,,,,,,,,,,,,,,2
36333,2,2,1,1,1,14,1,20,,49,,,2,,,,,2
36333,3,0,,,,,,,,,,,,,,,,2
36333,4,0,,,,,,,,,,,,,,,,2
36378,1,2,2,,3,15,1,42,,,,,,,,,,2
36378,2,3,1,6,1,16,1,30,,40,,,2,,,,,2
36378,3,1,2,,,21,1,15,,,,,4,,,,,2
36403,1,3,2,,1,15,1,33,,,,,,,,,,2
36403,2,0,,,,,,,,,,,,,,,,2
36409,1,2,2,,1,16,1,38,,25,62,80,,,,,,2
36409,2,2,2,,1,16,1,37,,28,,,2,,,,,2
36409,3,1,2,,,20,1,10,,,,,2,,,,,2
36409,4,1,2,,,20,1,2,,,,,2,,,,,2
36409,5,1,2,,,20,1,1,,,,,2,,,,,2
36443,1,3,2,,1,18,1,40,,,,,,,,,,2
36443,2,2,2,,1,23,1,30,,24,64,60,,,,,,2
36450,1,3,2,,3,14,1,40,,,,,,,,,,2
36450,2,2,2,,1,17,1,30,,28,65,70,,,,,,2
36450,3,2,2,,1,16,1,5,,22,65,60,2,,,,,2
36494,1,2,1,2,3,14,1,37,,,,,,,,,,2
36494,2,1,2,,,13,1,15,,,,,,,,,,2
36522,1,1,2,,,34,1,19,,,60,40,2,,,,,2
36522,2,2,2,,3,20,1,30,,28,,,2,,,,,2
36522,3,0,,,,,,,,,,,,,,,,2
36522,4,0,,,,,,,,,,,,,,,,2
36524,1,2,1,2,3,32,1,10,,40,65,80,,,,,,2
36524,2,1,2,,,21,1,40,,,,,,,,,,2
36524,3,1,2,,,21,1,35,,,,,,,,,,2
36697,1,2,2,,1,20,1,38,,21,62,80,1,,,,90,2
36774,1,2,2,,1,31,1,22,,,,,,,,,,2
36774,2,1,1,1,,40,2,,,,,,,,,,,2
36774,3,0,,,,,,,,,,,,,,,,2
36774,4,,,,,,,,,,,,,,,,,2
36891,1,1,1,1,,10,1,27,,,,,,,,,,2
36891,2,0,,,,,,,,,,,,,,,,2
36891,3,0,,,,,,,,,,,,,,,,2
36891,4,0,,,,,,,,,,,,,,,,2
36893,1,2,2,,3,21,1,37,,26,61,70,2,,,,,1
36893,2,1,2,,,25,1,30,,,,,,,,,,1
36893,3,0,,,,,,,,,,,,,,,,1
36893,4,0,,,,,,,,,,,,,,,,1
37001,1,4,2,,1,15,1,40,,,,,,,,,,2
37001,2,2,2,,1,15,1,4,,,,,,,,,,2
37001,3,5,1,6,3,20,1,6,,33,,,2,,,,,2
37011,1,1,2,,,26,1,36,,,,,,,,,,2
37011,2,1,2,,,23,1,36,,,,,,,,,,2
37011,3,2,2,,1,24,1,6,,28,,,2,,,,,2
37042,1,2,2,,1,20,1,32,,28,65,70,3,,,,,2
37042,2,2,2,,1,22,1,37,,,,,,,,,,2
37042,3,1,2,,,24,1,5,,,65,60,3,,,,,2
37286,1,0,,,,,,,,,,,,,,,,2
37286,2,1,2,,,25,2,,,,,,,,,,,2
37286,3,0,,,,,,,,,,,,,,,,2
37286,4,0,,,,,,,,,,,,,,,,2
37299,1,1,2,,,16,2,,,,70,80,2,,,,,2
37299,2,0,,,,,,,,,,,,,,,,2
37299,3,1,2,,,22,2,,,,,,,,,,,2
37299,4,0,,,,,,,,,,,,,,,,2
37459,1,3,2,,3,17,1,16,,32,70,60,2,,,,,2
37459,2,0,,,,,,,,,,,,,,,,2
37459,3,0,,,,,,,,,,,,,,,,2
37504,1,2,2,,3,18,1,50,,,,,,,,,,2
37504,2,1,2,,,16,1,15,,,,,,,,,,2
37521,1,1,2,,,19,1,37,,,,,,,,,,2
37665,1,3,2,,1,18,1,28,,19,67,65,2,,,,,2
37665,2,2,2,,1,15,1,35,,20,,,2,,,,,2
37665,3,2,2,,1,30,1,10,,,,,,,,,,2
37677,1,1,2,,,20,1,35,,,,,,,,,,2
37677,2,0,,,,,,,,,,,,,,,,2
37721,1,3,2,,1,20,1,36,,,,,,,,,,2
37721,2,1,2,,,25,1,20,,,,,,,,,,2
37808,1,1,2,,,24,1,30,,,65,50,,,,,,2
37808,2,1,2,,,21,1,27,,,,,,,,,,2
37808,3,0,,,,,,,,,,,,,,,,2
37808,4,0,,,,,,,,,,,,,,,,2
37810,1,1,1,3,,19,1,20,,,,,,,,,,2
38014,1,3,2,,1,19,1,5,,,,,,,,,,2
38014,2,1,2,,,17,1,40,,,,,,,,,,2
38014,3,1,1,1,,27,1,7,,,,,,,,,,2
38014,4,0,,,,,,,,,,,,,,,,2
38095,1,0,,,,,,,,,,,,,,,,2
38095,2,1,2,,,16,1,32,,,60,80,2,,,,,2
38095,3,4,1,1,1,20,1,4,,,,,,,,,,2
38095,4,0,,,,,,,,,,,,,,,,2
38106,1,3,2,,1,22,1,35,,,,,,,,,,1
38106,2,1,2,,,25,1,15,,,,,,,,,,1
38112,1,1,2,,,23,1,25,,,75,60,,,,,,2
38112,2,1,2,,,23,1,26,,,,,2,,,,,2
38112,3,0,,,,,,,,,,,,,,,,2
38112,4,,,,,,,,,,,,,,,,,2
38128,1,2,1,2,1,14,1,36,,,,,,,,,,2
38128,2,1,1,6,,15,1,15,,,,,,,,,,2
38135,1,12,1,5,1,23,1,3,,41,70,80,2,,,,,2
38177,1,2,2,,1,18,1,38,,,,,,,,,,2
38177,2,0,,,,,,,,,,,,,,,,2
38183,1,1,1,1,,15,1,29,,,65,80,1,,,,90,2
38183,2,1,2,,,20,1,31,,,60,80,2,,,,,2
38183,3,0,,,,,,,,,,,,,,,,2
38255,1,0,,,,,,,,,,,,,,,,2
38255,2,1,2,,,16,1,30,,,,,2,,,,,2
38255,3,0,,,,,,,,,,,,,,,,2
38261,1,2,2,,1,18,1,36,,,,,,,,,,1
38261,2,0,,,,,,,,,,,,,,,,1
38272,1,1,2,,,23,1,40,,,,,,,,,,2
38316,1,1,2,,,27,1,30,,,68,80,,,,,,2
38316,2,1,2,,,30,1,25,,,,,,,,,,2
38316,3,2,2,,3,26,1,1,,26,,,,,,,,2
38316,4,0,,,,,,,,,,,,,,,,2
38316,5,0,,,,,,,,,,,,,,,,2
38319,1,3,2,,1,14,1,41,,33,62,80,,,,,,2
38349,1,1,2,,,25,1,37,,,,,,,,,,2
38349,2,0,,,,,,,,,,,,,,,,2
38349,3,5,2,,1,20,1,16,,28,65,50,2,,,,,2
38554,1,4,2,,1,16,1,30,,43,60,80,2,,,,,1
38554,2,2,1,8,1,18,1,12,,38,65,70,,,,,,1
38554,3,0,,,,,,,,,,,,,,,,1
38554,4,,,,,,,,,,,,,,,,,1
38797,1,1,2,,,14,1,15,,,,,,,,,,2
38800,1,4,2,,1,23,1,36,,,,,,,,,,2
38877,1,2,2,,1,20,1,40,,,,,,,,,,2
38877,2,1,2,,,22,1,7,,,,,,,,,,2
38885,1,1,2,,,17,1,36,,,,,,,,,,2
38885,2,1,2,,,30,1,30,,,62,70,,,,,,2
38903,1,1,2,,,12,1,35,,,,,,,,,,2
38903,2,0,,,,,,,,,,,,,,,,2
38909,1,1,2,,,27,1,20,,,67,50,2,,,,,2
38913,1,0,,,,,,,,,,,,,,,,2
38913,2,1,2,,,16,1,20,,,,,2,,,,,2
38913,3,0,,,,,,,,,,,,,,,,2
38939,1,0,,,,,,,,,,,,,,,,1
38939,2,1,1,1,,20,1,20,,,65,40,,,,,,1
38939,3,1,2,,,25,2,,,,75,30,,,,,,1
38939,4,,,,,,,,,,,,,,,,,1
38939,5,,,,,,,,,,,,,,,,,1
38940,1,1,2,,,14,1,35,,,,,,,,,,2
38940,2,1,2,,,21,1,36,,,,,,,,,,2
38957,1,1,2,,,23,1,36,,,,,,,,,,2
38957,2,0,,,,,,,,,,,,,,,,2
38964,1,0,,,,,,,,,,,,,,,,2
38967,1,1,2,,,25,2,,,,,,,,,,,2
38967,2,1,2,,,26,1,38,,,64,70,1,,,,80,2
38967,3,0,,,,,,,,,,,,,,,,2
38967,4,0,,,,,,,,,,,,,,,,2
38977,1,1,2,,,14,1,42,,,59,80,,,,,,1
38977,2,1,2,,,18,1,8,,,,,3,,,,,1
38979,1,2,2,,1,15,1,32,,,,,,,,,,1
38992,1,1,2,,,24,1,40,,,,,,,,,,2
38992,2,1,2,,,21,1,35,,,,,,,,,,2
38992,3,0,,,,,,,,,,,,,,,,2
38995,1,1,2,,,26,1,43,,,,,,,,,,2
39056,1,5,2,,1,20,1,35,,39,62,90,,,,,,2
39056,2,4,1,20,1,20,1,15,,52,,,2,,,,,2
39057,1,2,2,,1,30,1,35,,,,,,,,,,2
39058,1,2,2,,1,17,1,7,,,,,,,,,,2
39058,2,3,2,,1,16,1,38,,,,,,,,,,2
39060,1,2,2,,1,18,1,15,,,,,,,,,,2
39061,1,2,2,,1,24,1,42,,,,,,,,,,2
39061,2,2,1,20,3,16,2,,,,,,,,,,,2
39086,1,1,2,,,20,1,55,,,90,30,,,,,,2
39086,2,1,2,,,20,1,35,,,,,,,,,,2
39095,1,1,2,,,21,1,33,,,64,70,2,,,,,2
39095,2,3,2,,1,21,1,31,,22,,,3,,,,,2
39095,3,0,,,,,,,,,,,,,,,,2
39111,1,1,2,,,14,1,40,,,,,,,,,,2
39218,1,2,2,,1,21,1,43,,,,,,,,,,2
39227,1,1,2,,,10,1,40,,,,,,,,,,2
39259,1,1,2,,,14,1,28,,,,,,,,,,2
39259,2,1,2,,,15,1,20,,,,,,,,,,2
39284,1,1,2,,,29,1,40,,,,,,,,,,2
39284,2,1,2,,,22,1,35,,,,,,,,,,2
39284,3,2,2,,1,33,1,17,,34,,,2,,,,,2
39317,1,0,,,,,,,,,,,,,,,,2
39317,2,2,2,,1,20,1,30,,46,,,2,,,,,2
39317,3,1,2,,,24,1,14,,,,,2,,,,,2
39317,4,0,,,,,,,,,,,,,,,,2
39317,5,,,,,,,,,,,,,,,,,2
39318,1,2,2,,2,15,1,36,,31,65,70,,,,,,2
39318,2,1,2,,,20,2,,,,,,,,,,,2
39318,3,,,,,,,,,,,,,,,,,2
39351,1,5,1,1,1,11,1,28,,,,,,,,,,2
39351,2,1,1,20,,14,1,20,,,,,,,,,,2
39356,1,1,2,,,10,1,30,,,,,,,,,,2
39356,2,1,2,,,10,1,30,,,,,,,,,,2
39433,1,3,1,25,1,22,1,25,,,,,,,,,,2
39433,2,2,2,,3,16,1,30,,,,,,,,,,2
39436,1,1,2,,,30,1,7,,,,,,,,,,2
39436,2,3,2,,1,20,1,35,,,,,,,,,,2
39436,3,1,2,,,20,1,4,,,,,2,,,,,2
39441,1,4,1,1,1,20,1,35,,,,,,,,,,2
39485,1,1,2,,,29,1,24,,,65,100,2,,,,,2
39485,2,1,2,,,23,1,27,,,,,2,,,,,2
39485,3,0,,,,,,,,,,,,,,,,2
39485,4,0,,,,,,,,,,,,,,,,2
39488,1,2,2,,1,15,1,37,,,,,,,,,,1
39488,2,1,2,,,15,1,35,,,,,,,,,,1
39491,1,1,2,,,15,1,41,,,,,,,,,,1
39491,2,2,2,,1,15,1,30,,,,,,,,,,1
39542,1,1,2,,,18,1,40,,,,,,,,,,2
39542,2,1,2,,,20,1,27,,,,,,,,,,2
39581,1,0,,,,,,,,,,,,,,,,2
39581,2,1,2,,,18,1,42,,,,,,,,,,2
39697,1,1,2,,,24,1,35,,,,,,,,,,2
39697,2,1,2,,,28,1,23,,,,,,,,,,2
39697,3,0,,,,,,,,,,,,,,,,2
50052,1,1,2,,,14,1,7,,,,,,,,,,2
50060,1,1,2,,,17,1,36,,,53,80,,,,,,2
50060,2,0,,,,,,,,,,,,,,,,2
50060,3,1,2,,,27,1,1,,,65,50,2,,,,,2
50060,4,0,,,,,,,,,,,,,,,,2
50085,1,1,2,,,17,1,35,,,,,,,,,,2
50085,2,1,2,,,18,1,6,,,,,2,,,,,2
50135,1,0,,,,,,,,,,,,,,,,1
50150,1,2,2,,1,16,1,4,,,,,,,,,,1
50150,2,6,1,5,1,13,1,35,,53,65,60,2,,,,,1
50150,3,2,1,4,1,20,1,9,,,,,,,,,,1
50178,1,1,2,,,10,1,15,,,,,,,,,,2
50178,2,0,,,,,,,,,,,,,,,,2
50178,3,1,1,2,,18,1,12,,,,,,,,,,2
50178,4,1,1,3,,18,1,3,,,,,,,,,,2
50231,1,1,2,,,14,1,40,,,,,,,,,,2
50231,2,1,2,,,17,1,20,,,,,2,,,,,2
50231,3,1,1,4,,17,1,10,,,,,,,,,,2
50232,1,1,2,,,14,1,35,,,,,,,,,,2
50232,2,0,,,,,,,,,,,,,,,,2
50281,1,5,2,,3,18,1,35,,,,,,,,,,2
50281,2,0,,,,,,,,,,,,,,,,2
50281,3,1,2,,,19,1,19,,,60,75,,,,,,2
50281,4,1,2,,,19,1,16,,,,,2,,,,,2
50281,5,0,,,,,,,,,,,,,,,,2
50618,1,1,2,,,11,1,35,,,,,,,,,,2
50618,2,1,1,40,,11,1,40,,,,,,,,,,2
50618,3,1,2,,,19,1,20,,,,,,,,,,2
50618,4,1,2,,,22,1,28,,,,,,,,,,2
50618,5,,,,,,,,,,,,,,,,,2
50674,1,0,,,,,,,,,,,,,,,,2
50674,2,0,,,,,,,,,,,,,,,,2
50674,3,1,2,,,18,1,28,,,,,,,,,,2
50674,4,,,,,,,,,,,,,,,,,2
51013,1,2,2,,1,26,1,36,,35,66,70,,,,,,2
51013,2,1,2,,,20,1,37,,,,,,,,,,2
51013,3,0,,,,,,,,,,,,,,,,2
51013,4,1,2,,,29,2,,,,,,,,,,,2
51351,1,1,2,,,21,1,39,,,63,80,2,,,,,2
51351,2,0,,,,,,,,,,,,,,,,2
51351,3,3,2,,1,14,1,24,,,,,,,,,,2
51351,4,2,2,,1,14,1,20,,,,,,,,,,2
51352,1,1,2,,,21,1,35,,,,,,,,,,2
51352,2,0,,,,,,,,,,,,,,,,2
51363,1,1,2,,,25,2,,,,,,,,,,,2
51444,1,5,2,,1,14,1,39,,,,,,,,,,1
51444,2,4,2,,1,14,1,39,,,,,,,,,,1
51444,3,2,1,1,2,28,1,3,,28,,,,,,,,1
51444,4,0,,,,,,,,,,,,,,,,1
51467,1,2,2,,3,25,1,30,,,,,,,,,,2
51467,2,1,2,,,20,1,20,,,,,,,,,,2
51544,1,7,2,,3,17,1,40,,58,67,60,,,,,,2
51544,2,8,2,,1,13,1,25,,,,,,,,,,2
51719,1,1,2,,,24,1,38,,,,,,,,,,2
51719,2,0,,,,,,,,,,,,,,,,2
51733,1,4,2,,3,17,1,38,,,,,,,,,,2
51733,2,3,2,,1,15,1,20,,,,,,,,,,2
51895,1,2,2,,1,14,1,39,,,,,,,,,,1
51895,2,1,2,,,15,1,25,,,,,,,,,,1
52400,1,7,1,10,1,15,1,30,,,,,,,,,,2
52455,1,4,2,,1,20,1,37,,,,,,,,,,2
52478,1,1,1,2,,25,1,10,,,,,,,,,,2
52478,2,1,2,,,33,1,30,,,,,,,,,,2
52478,3,0,,,,,,,,,,,,,,,,2
52478,4,0,,,,,,,,,,,,,,,,2
52478,5,,,,,,,,,,,,,,,,,2
52505,1,1,2,,,21,1,3,,,,,,,,,,2
52505,2,4,2,,1,14,1,31,,25,,,,,,,,2
52505,3,0,,,,,,,,,,,,,,,,2
52505,4,,,,,,,,,,,,,,,,,2
52700,1,0,,,,,,,,,,,,,,,,2
52700,2,7,1,1,3,15,1,34,,,,,,,,,,2
52700,3,0,,,,,,,,,,,,,,,,2
52716,1,1,2,,,15,1,30,,,,,,,,,,2
52716,2,1,2,,,20,1,28,,,,,,,,,,2
52718,1,1,2,,,38,1,18,,,65,60,,,,,,2
52718,2,1,2,,,20,1,4,,,65,60,2,,,,,2
52736,1,0,,,,,,,,,,,,,,,,2
52736,2,10,2,,3,11,1,27,,,,,,,,,,2
52736,3,1,1,7,,26,1,8,,,,,,,,,,2
53008,1,2,2,,1,20,1,35,,20,62,70,1,,,,76,2
53008,2,2,2,,3,18,1,30,,48,,,,,,,,2
53008,3,4,1,1,1,19,1,2,,22,,,3,,,,,2
53028,1,1,1,10,,15,1,10,,,,,,,,,,2
53081,1,2,2,,1,14,1,33,,,,,,,,,,2
53085,1,3,2,,1,18,1,26,,30,65,80,2,,,,,2
53085,2,4,2,,1,22,1,20,,41,65,60,2,,,,,2
53085,3,0,,,,,,,,,,,,,,,,2
53085,4,0,,,,,,,,,,,,,,,,2
53086,1,3,2,,3,22,1,32,,27,65,70,,,,,,2
53108,1,2,2,,1,16,1,37,,,,,,,,,,2
53108,2,1,2,,,19,1,37,,,60,80,1,,,,80,2
53109,1,1,2,,,16,1,10,,,,,,,,,,2
53202,1,4,2,,3,16,1,38,,,,,,,,,,2
53202,2,2,2,,1,16,1,13,,49,65,70,2,,,,,2
53234,1,1,2,,,28,1,32,,,,,,,,,,2
53234,2,1,2,,,20,1,35,,,,,,,,,,2
53234,3,0,,,,,,,,,,,,,,,,2
53234,4,0,,,,,,,,,,,,,,,,2
53234,5,0,,,,,,,,,,,,,,,,2
53373,1,5,2,,1,23,1,35,,,,,,,,,,2
53373,2,3,2,,1,20,1,30,,40,,,2,,,,,2
53380,1,2,2,,1,40,1,25,,,,,,,,,,2
53380,2,3,1,1,3,20,1,15,,44,,,3,,,,,2
53520,1,3,1,1,3,15,1,40,,,,,,,,,,2
53520,2,2,2,,1,15,1,8,,,,,,,,,,2
53549,1,3,1,1,1,15,1,39,,,,,,,,,,2
