nquest,Y,YL,YL1,YL2,YT,YTP,YTP1,YTP2,YTA,YTA1,YTA2,YTA3,YTA31,YTA32,YM,YMA1,YMA2,YC,YCA,YCA1,YCA2,YCF,YCF1,YCF2,YCF3,YCF4
879258,56862.856218,47000,47000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9862.8562183,10000,0,10000,-137.1437817,218.37242427,0,0,355.51620593
879275,32692.570919,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10692.570919,10600,0,10600,92.570918983,92.570918983,0,0,0
879282,22808.307647,14000,14000,0,8800,7800,7800,0,1000,1000,0,0,0,0,0,0,0,8.3076465754,0,0,0,8.3076465754,8.3076465754,0,0,0
879283,35247.846778,0,0,0,23920,23920,23920,0,0,0,0,0,0,0,0,0,0,11327.846778,10800,7200,3600,527.84677756,49.375422791,0,478.47135477,0
879296,52762.741881,41200,40000,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,11562.741881,9600,0,9600,1962.7418807,237.36133073,0,1725.38055,0
879300,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,18000,0,0,0,0,0,0,0,0,0,0
879302,19897.472266,0,0,0,16250,16250,16250,0,0,0,0,0,0,0,0,0,0,3647.4722661,3600,0,3600,47.472266145,47.472266145,0,0,0
879303,34022.740667,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,24000,0,10022.740667,9800,0,9800,222.74066681,222.74066681,0,0,0
879308,60189.764921,7200,7200,0,39330,37830,37830,0,1500,1500,0,0,0,0,0,0,0,13659.764921,9600,0,9600,4059.764921,47.472266145,0,4012.2926549,0
879310,60560.419961,55500,55500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5060.4199609,1500,0,1500,3560.4199609,3560.4199609,0,0,0
879315,23031.802096,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,4831.8020961,4800,0,4800,31.802096129,31.802096129,0,0,0
879319,35735.931913,36600,36600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-864.0680874,7200,0,7200,-8064.068087,19.693261644,0,0,8083.7613491
879323,25500,16000,16000,0,9500,3250,3250,0,6250,6000,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879326,32482.551008,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,24000,0,8482.5510076,8400,0,8400,82.551007631,82.551007631,0,0,0
879338,10418.090321,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,18.090321065,0,0,0,18.090321065,18.090321065,0,0,0
879356,58321.674909,0,0,0,28340,41340,41340,0,-13000,0,0,-13000,0,13000,0,0,0,29981.674909,24400,0,24400,5581.6749091,63.256794639,0,5518.4181145,0
879378,22969.471444,0,0,0,14040,13650,13650,0,390,0,0,390,390,0,0,0,0,8929.4714438,8893.8672442,0,8893.8672442,35.604199609,35.604199609,0,0,0
879385,23400,21000,21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,2400,0,2400,0,0,0,0,0
879387,33883.076466,0,0,0,0,0,0,0,0,0,0,0,0,0,29000,29000,0,4883.0764658,4800,0,4800,83.076465754,83.076465754,0,0,0
879388,9003.2521789,0,0,0,6500,6500,6500,0,0,0,0,0,0,0,0,0,0,2503.2521789,2400,0,2400,103.25217887,103.25217887,0,0,0
879389,25469.193321,0,0,0,22100,22100,22100,0,0,0,0,0,0,0,0,0,0,3369.1933209,3200,0,3200,169.1933209,169.1933209,0,0,0
879390,24787.741175,16000,16000,0,0,0,0,0,0,0,0,0,0,0,5000,5000,0,3787.741175,3600,0,3600,187.74117503,187.74117503,0,0,0
879391,8060,0,0,0,8060,8060,8060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879395,15513.933439,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,2513.9334387,2400,0,2400,113.93343875,113.93343875,0,0,0
879400,8106.8125988,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,106.81259883,0,0,0,106.81259883,106.81259883,0,0,0
879402,10241.538233,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,2441.5382329,2400,0,2400,41.538232877,41.538232877,0,0,0
879403,12623.076466,0,0,0,10140,10140,10140,0,0,0,0,0,0,0,0,0,0,2483.0764658,2400,0,2400,83.076465754,83.076465754,0,0,0
879405,16655.981659,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1655.9816585,2400,0,2400,-744.0183415,17.802099805,0,0,761.82044127
879407,9000,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,1200,1200,0,1200,0,0,0,0,0
879412,15416.432617,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2416.432617,2400,0,2400,16.432616973,16.432616973,0,0,0
879422,8000,8000,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879424,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,0,0,0,0,0,0,0,0
879430,13200,2200,2200,0,8000,0,0,0,8000,0,0,8000,8000,0,0,0,0,3000,3000,0,3000,0,0,0,0,0
879436,21000,21000,20000,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879441,37986.24413,37065.047072,35000,2065.0470722,0,0,0,0,0,0,0,0,0,0,0,0,0,921.19705817,6000,0,6000,-5078.802942,0,0,0,5078.8029418
879449,51159.265419,44850,41000,3850,800,0,0,0,800,0,0,800,800,0,0,0,0,5509.265419,6800,0,6800,-1290.734581,317.55301729,0,0,1608.2875982
879452,20296.831044,18574.393471,18000,574.39347132,0,0,0,0,0,0,0,0,0,0,0,0,0,1722.4375726,4600,0,4600,-2877.562427,42.74926414,0,0,2920.3116915
879453,61411.263923,6000,6000,0,30974,29874,29874,0,1100,0,0,1100,1100,0,0,0,0,24437.263923,24400,0,24400,37.263922728,37.263922728,0,0,0
879454,48107.764407,40563.034506,40000,563.0345061,5070,1950,1950,0,3120,1560,0,1560,1560,0,0,0,0,2474.7299012,8400,0,8400,-5925.270099,0,0,0,5925.2700988
879458,30632.652492,29000,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632.6524921,4800,0,4800,-3167.347508,6.9043307038,0,0,3174.2518386
879470,26400,0,0,0,22200,20100,20100,0,2100,2100,0,0,0,0,0,0,0,4200,4200,0,4200,0,0,0,0,0
879475,13385.6042,0,0,0,9750,9750,9750,0,0,0,0,0,0,0,0,0,0,3635.6041996,3600,0,3600,35.604199609,35.604199609,0,0,0
879482,40683.076466,20200,20200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20483.076466,20400,0,20400,83.076465754,83.076465754,0,0,0
879484,40401.694545,13000,13000,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,7401.6945449,8400,0,8400,-998.3054551,356.04199609,0,0,1354.3474512
879487,52523.349991,19000,19000,0,3500,0,0,0,3500,3500,0,0,0,0,20000,20000,0,10023.349991,7200,7200,0,2823.3499909,0,0,2823.3499909,0
879490,49840.847272,18000,18000,0,10140,10140,10140,0,0,0,0,0,0,0,15000,15000,0,6700.8472725,7200,0,7200,-499.1527275,178.02099805,0,0,677.17372558
879492,37820.800009,7000,7000,0,22490,22490,22490,0,0,0,0,0,0,0,0,0,0,8330.8000092,8400,0,8400,-69.19999081,142.41679844,0,0,211.61678924
879494,27018.680665,0,0,0,22100,22100,22100,0,0,0,0,0,0,0,0,0,0,4918.6806654,4800,0,4800,118.68066536,118.68066536,0,0,0
879500,19207.676301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19207.676301,16300,0,16300,2907.6763014,2907.6763014,0,0,0
879503,25489.889065,0,0,0,16900,16900,16900,0,0,0,0,0,0,0,0,0,0,8589.8890646,8400,0,8400,189.88906458,189.88906458,0,0,0
879507,29035.6042,29000,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.604199609,0,0,0,35.604199609,35.604199609,0,0,0
879509,21684.263272,0,0,0,15600,15600,15600,0,0,0,0,0,0,0,0,0,0,6084.2632724,6000,0,6000,84.263272408,84.263272408,0,0,0
879523,13775.80928,0,0,0,10140,10140,10140,0,0,0,0,0,0,0,0,0,0,3635.8092802,3600,0,3600,35.809280182,35.809280182,0,0,0
879529,32199.992656,0,0,0,25350,25350,25350,0,0,0,0,0,0,0,0,0,0,6849.9926565,6200,0,6200,649.99265648,155.16695346,0,494.82570302,0
879534,12871.038304,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,2471.0383043,2400,0,2400,71.0383043,71.0383043,0,0,0
879543,25129.200062,10000,10000,0,12610,12610,12610,0,0,0,0,0,0,0,0,0,0,2519.2000623,2500,0,2500,19.20006228,19.20006228,0,0,0
879551,18500.018196,0,0,0,12480,12480,12480,0,0,0,0,0,0,0,0,0,0,6020.0181957,6000,0,6000,20.018195723,20.018195723,0,0,0
879552,13590,0,0,0,10790,10790,10790,0,0,0,0,0,0,0,0,0,0,2800,2800,0,2800,0,0,0,0,0
879563,20196.533515,11000,11000,0,6760,6760,6760,0,0,0,0,0,0,0,0,0,0,2436.5335153,2400,0,2400,36.533515287,36.533515287,0,0,0
879565,36001.004911,26500,26500,0,6760,6760,6760,0,0,0,0,0,0,0,0,0,0,2741.0049114,2700,0,2700,41.004911383,41.004911383,0,0,0
879568,21156.77702,17000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4156.77702,4000,0,4000,156.77702003,156.77702003,0,0,0
879591,24170.291192,12000,12000,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,4370.2911917,4300,1300,3000,70.291191651,70.291191651,0,0,0
879605,2900,0,0,0,400,0,0,0,400,0,0,400,400,0,0,0,0,2500,2500,0,2500,0,0,0,0,0
879607,24062.848638,18000,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6062.8486378,6000,0,6000,62.848637792,62.848637792,0,0,0
879620,19300,19300,19000,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879622,41292.718235,36540,36000,540,0,0,0,0,0,0,0,0,0,0,0,0,0,4752.7182349,7800,0,7800,-3047.281765,0,0,0,3047.2817651
879628,48781.707077,0,0,0,38574,38974,38974,0,-400,0,0,-400,0,400,0,0,0,10207.707077,10100,0,10100,107.70707743,107.70707743,0,0,0
879636,17205.732066,0,0,0,-13000,0,0,0,-13000,0,0,-13000,0,13000,25000,0,25000,5205.7320662,5200,0,5200,5.732066213,5.732066213,0,0,0
879638,70325.411616,16000,16000,0,0,0,0,0,0,0,0,0,0,0,49000,49000,0,5325.4116158,19800,0,19800,-14474.58838,0,0,0,14474.588384
879651,13118.680665,13000,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.68066536,0,0,0,118.68066536,118.68066536,0,0,0
879655,16402.373613,0,0,0,10400,10400,10400,0,0,0,0,0,0,0,0,0,0,6002.3736133,6000,0,6000,2.3736133073,2.3736133073,0,0,0
879658,17905.370702,0,0,0,14300,14300,14300,0,0,0,0,0,0,0,0,0,0,3605.3707024,6000,0,6000,-2394.629298,17.802099805,0,0,2412.4313974
879664,30959.340333,1500,1500,0,23400,23400,23400,0,0,0,0,0,0,0,0,0,0,6059.3403327,6000,0,6000,59.340332682,59.340332682,0,0,0
879665,25035.654172,0,0,0,10530,10530,10530,0,0,0,0,0,0,0,0,0,0,14505.654172,6000,0,6000,8505.6541723,35.604199609,0,8470.0499727,0
879667,31006.131339,0,0,0,30910,29610,29610,0,1300,1300,0,0,0,0,0,0,0,96.131338944,0,0,0,96.131338944,96.131338944,0,0,0
879668,56006.449214,36300,36300,0,5600,0,0,0,5600,4100,4500,-3000,0,3000,1440,1440,0,12666.449214,11700,0,11700,966.44921404,652.7436595,0,313.70555454,0
879674,16843.911846,0,0,0,0,0,0,0,0,0,0,0,0,0,12000,12000,0,4843.9118462,4800,0,4800,43.911846184,43.911846184,0,0,0
879675,119668.02326,0,0,0,67600,67600,67600,0,0,0,0,0,0,0,0,0,0,52068.023263,33000,0,33000,19068.023263,1186.8066536,8470.0499727,9411.1666363,0
879676,30532.993735,23400,23400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7132.993735,9600,0,9600,-2467.006265,72.395205872,0,0,2539.4014709
879678,54584.027919,25100,23800,1300,18694,18694,18694,0,0,0,0,0,0,0,0,0,0,10790.027919,9960,0,9960,830.02791862,118.68066536,365.72870596,345.6185473,0
879679,11711.868067,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,11.868066536,0,0,0,11.868066536,11.868066536,0,0,0
879681,57459.797329,17000,17000,0,32500,32500,32500,0,0,0,0,0,0,0,900,900,0,7059.797329,6000,0,6000,1059.797329,118.68066536,941.11666363,0,0
879688,129010.78693,55000,55000,0,0,0,0,0,0,0,0,0,0,0,20000,0,20000,54010.786927,49000,0,49000,5010.7869271,148.3508317,0,4862.4360954,0
879689,31725.702852,0,0,0,25645,25645,25645,0,0,0,0,0,0,0,0,0,0,6080.7028524,6000,0,6000,80.702852447,80.702852447,0,0,0
879692,56606.071468,16000,16000,0,25510,25510,25510,0,0,0,0,0,0,0,3000,3000,0,12096.071468,15600,0,15600,-3503.928532,72.395205872,0,0,3576.3237382
879693,22489.889065,17500,17500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4989.8890646,4800,0,4800,189.88906458,189.88906458,0,0,0
879703,36615.108955,0,0,0,0,0,0,0,0,0,0,0,0,0,27000,27000,0,9615.1089554,9600,0,9600,15.108955375,15.108955375,0,0,0
879705,101807.04846,0,0,0,63050,63050,63050,0,0,0,0,0,0,0,0,0,0,38757.048456,32500,6500,26000,6257.0484556,316.83596289,0,5940.2124927,0
879710,36997.461119,34000,34000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2997.4611192,7200,0,7200,-4202.538881,29.796904048,0,0,4232.3357849
879712,43851.496323,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,0,40000,3851.4963227,10200,0,10200,-6348.503677,0,0,0,6348.5036773
879721,24416.14159,0,0,0,-3000,0,0,0,-3000,0,0,-3000,0,3000,22800,22800,0,4616.1415905,9600,0,9600,-4983.85841,94.944532291,0,0,5078.8029418
879723,27830.843274,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5830.8432745,6000,0,6000,-169.1567255,42.460063709,0,0,211.61678924
879724,84590.41815,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44590.41815,46200,6600,39600,-1609.58185,1353.0531995,0,0,2962.6350494
879725,42919.542091,0,0,0,0,0,0,0,0,0,0,0,0,0,29500,29500,0,13419.542091,15800,0,15800,-2380.457909,158.94356147,0,0,2539.4014709
879740,27588.634488,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,6788.6344881,7200,0,7200,-411.3655119,11.868066536,0,0,423.23357849
879743,22830.244216,0,0,0,17950,17550,17550,0,400,400,0,0,0,0,0,0,0,4880.2442165,4800,0,4800,80.244216478,80.244216478,0,0,0
879745,55818.478959,17000,17000,0,0,0,0,0,0,0,0,0,0,0,34000,34000,0,4818.4789592,4800,0,4800,18.478959196,18.478959196,0,0,0
879747,93423.289987,0,0,0,55250,55250,55250,0,0,0,0,0,0,0,0,0,0,38173.289987,27600,0,27600,10573.289987,1009.5488098,752.89333091,8810.8478458,0
879752,21127.515451,6000,6000,0,10140,10140,10140,0,0,0,0,0,0,0,0,0,0,4987.5154513,4800,0,4800,187.51545127,187.51545127,0,0,0
879753,20498.977906,9900,9900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10598.977906,9600,0,9600,998.97790637,9.4944532291,0,989.48345314,0
879756,72625.093728,50000,50000,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,14625.093728,12000,0,12000,2625.0937283,121.05427867,1975.0820165,528.95743314,0
879757,35797.20848,0,0,0,24700,24700,24700,0,0,0,0,0,0,0,0,0,0,11097.20848,7200,0,7200,3897.2084804,132.74182592,0,3764.4666545,0
879760,76465.282206,0,0,0,35750,35750,35750,0,0,0,0,0,0,0,0,0,0,40715.282206,38100,8500,29600,2615.2822064,725.38049821,941.11666363,948.78504455,0
879761,26703.06841,0,0,0,16406,16406,16406,0,0,0,0,0,0,0,0,0,0,10297.06841,8400,0,8400,1897.0684104,14.83508317,0,1882.2333273,0
879766,26506.807286,20500,20500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6006.8072859,6000,0,6000,6.8072858614,6.8072858614,0,0,0
879778,39694.162551,16000,16000,0,12780,13780,13780,0,-1000,0,0,-1000,0,1000,0,0,0,10914.162551,9600,0,9600,1314.1625509,59.340332682,1254.8222182,0,0
879784,16143.235135,0,0,0,7722,7722,7722,0,0,0,0,0,0,0,0,0,0,8421.2351353,8400,0,8400,21.235135256,21.235135256,0,0,0
879795,19523.736133,19500,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.736133073,0,0,0,23.736133073,23.736133073,0,0,0
879797,8400,0,0,0,6000,0,0,0,6000,6000,0,0,0,0,0,0,0,2400,2400,0,2400,0,0,0,0,0
879800,9600,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,1800,1800,0,1800,0,0,0,0,0
879817,9611.8680665,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,1811.8680665,1800,0,1800,11.868066536,11.868066536,0,0,0
879832,9561.8680665,0,0,0,7150,7150,7150,0,0,0,0,0,0,0,0,0,0,2411.8680665,2400,0,2400,11.868066536,11.868066536,0,0,0
879837,9010,2500,2500,0,5310,3510,3510,0,1800,1800,0,0,0,0,0,0,0,1200,1200,0,1200,0,0,0,0,0
879840,25118.680665,22000,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3118.6806654,3000,0,3000,118.68066536,118.68066536,0,0,0
879841,26008.467271,19200,19200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6808.4672711,7200,0,7200,-391.5327289,31.70084963,0,0,423.23357849
879844,41211.962151,32500,32500,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,911.96215073,7200,0,7200,-6288.037849,60.465828007,0,0,6348.5036773
879858,29399.172199,0,0,0,20280,20280,20280,0,0,0,0,0,0,0,0,0,0,9119.1721991,9000,0,9000,119.17219907,119.17219907,0,0,0
879861,15381.625934,0,0,0,11700,11700,11700,0,0,0,0,0,0,0,0,0,0,3681.6259345,3600,0,3600,81.625934451,81.625934451,0,0,0
879863,12003.122893,12000,12000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1228925091,0,0,0,3.1228925091,3.1228925091,0,0,0
879871,31000,31000,31000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879875,183060.60007,0,0,0,0,0,0,0,0,0,0,0,0,0,145000,145000,0,38060.600073,38000,20000,18000,60.600072964,60.600072964,0,0,0
879880,49000.378864,0,0,0,0,0,0,0,0,0,0,0,0,0,48000,48000,0,1000.3788642,6000,0,6000,-4999.621136,79.181806,0,0,5078.8029418
879883,10400,0,0,0,6800,7200,7200,0,-400,0,0,-400,0,400,0,0,0,3600,3600,0,3600,0,0,0,0,0
879884,3510,0,0,0,3510,3510,3510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879901,37879.878503,0,0,0,28210,28210,28210,0,0,0,0,0,0,0,0,0,0,9669.8785025,8400,0,8400,1269.8785025,125.32932955,0,1144.549173,0
879910,7800,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879913,47560.72932,1800,1800,0,11700,11700,11700,0,0,0,0,0,0,0,22000,22000,0,12060.72932,12000,0,12000,60.729319958,60.729319958,0,0,0
879919,81774.100173,64000,64000,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,7774.1001726,8400,0,8400,-625.8998274,114.75893499,0,0,740.65876235
879920,38403.4526,13000,13000,0,17550,17550,17550,0,0,0,0,0,0,0,0,0,0,7853.4525999,7200,0,7200,653.45259995,86.442128337,0,567.01047161,0
879923,16300,0,0,0,9100,9100,9100,0,0,0,0,0,0,0,0,0,0,7200,7200,0,7200,0,0,0,0,0
879925,29040.888426,0,0,0,7680,0,0,0,7680,0,0,7680,7680,0,13059.123343,13059.123343,0,8301.7650827,8200,0,8200,101.76508271,101.76508271,0,0,0
879928,78331.145088,0,0,0,48100,48100,48100,0,0,0,0,0,0,0,10000,10000,0,20231.145088,10700,0,10700,9531.1450878,122.11224449,0,9409.0328433,0
879931,7805.1979266,0,0,0,7800,7800,7800,0,0,0,0,0,0,0,0,0,0,5.1979265664,0,0,0,5.1979265664,5.1979265664,0,0,0
879932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879938,27414.162551,0,0,0,19500,19500,19500,0,0,0,0,0,0,0,0,0,0,7914.1625509,6600,0,6600,1314.1625509,59.340332682,0,1254.8222182,0
879943,60380.537391,48200,47000,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,12180.537391,17200,0,17200,-5019.462609,59.340332682,0,0,5078.8029418
879946,19023.736133,19000,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.736133073,0,0,0,23.736133073,23.736133073,0,0,0
879951,34418.680665,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,20000,0,14418.680665,14300,3600,10700,118.68066536,118.68066536,0,0,0
879958,61083.076466,28000,28000,0,0,0,0,0,0,0,0,0,0,0,27000,0,27000,6083.0764658,6000,0,6000,83.076465754,83.076465754,0,0,0
879959,47142.416798,0,0,0,0,0,0,0,0,0,0,0,0,0,23000,23000,0,24142.416798,24000,0,24000,142.41679844,142.41679844,0,0,0
879962,54348.121661,0,0,0,40560,40560,40560,0,0,0,0,0,0,0,0,0,0,13788.121661,12000,0,12000,1788.1216609,0,282.33499909,1505.7866618,0
879974,3500,0,0,0,3500,0,0,0,3500,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879975,25356.041996,0,0,0,13000,13000,13000,0,0,0,0,0,0,0,0,0,0,12356.041996,12000,0,12000,356.04199609,356.04199609,0,0,0
879977,18364.586301,16000,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2364.5863014,5400,0,5400,-3035.413699,11.868066536,0,0,3047.2817651
879982,50139.785127,46700,43100,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,3439.7851269,6000,0,6000,-2560.214873,317.77346056,0,0,2877.9883337
879984,12420,0,0,0,7020,7020,7020,0,0,0,0,0,0,0,0,0,0,5400,5400,0,5400,0,0,0,0,0
880003,44395.312918,0,0,0,31200,31200,31200,0,0,0,0,0,0,0,0,0,0,13195.312918,18000,0,18000,-4804.687082,20.175713112,0,0,4824.8627947
880008,29259.340333,0,0,0,20800,20800,20800,0,0,0,0,0,0,0,0,0,0,8459.3403327,8400,0,8400,59.340332682,59.340332682,0,0,0
880011,15000,15000,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880012,54726.478994,0,0,0,39520,39520,39520,0,0,0,0,0,0,0,0,0,0,15206.478994,14600,0,14600,606.47899436,474.72266145,0,131.75633291,0
880013,53589.587541,38500,35000,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,15089.587541,12000,0,12000,3089.5875411,0,3137.0555454,1772.4363832,1819.9043875
880016,17000,17000,17000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880020,51792.333398,0,0,0,44200,44200,44200,0,0,0,0,0,0,0,0,0,0,7592.3333981,9200,0,9200,-1607.666602,85.267711995,0,0,1692.9343139
880033,38864.335024,33300,33300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5564.3350241,8400,0,8400,-2835.664976,0,0,0,2835.6649759
880040,19088.861273,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-911.1387267,8400,0,8400,-9311.138727,0,0,0,9311.1387267
880042,58327.554451,50200,49600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,8127.5544509,8500,0,8500,-372.4455491,0,0,0,372.44554907
880066,56472.466596,35000,30000,5000,12000,0,0,0,12000,0,0,12000,12000,0,0,0,0,9472.4665956,12000,0,12000,-2527.533404,11.868066536,0,0,2539.4014709
880072,71789.594039,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,60000,0,11789.594039,11600,0,11600,189.59403895,94.944532291,0,941.11666363,846.46715697
880090,50296.243994,0,0,0,18460,18460,18460,0,0,0,0,0,0,0,7000,7000,0,24836.243994,23400,0,23400,1436.2439944,118.68066536,0,1317.5633291,0
880091,17807.8021,0,0,0,13590,8190,8190,0,5400,5400,0,0,0,0,0,0,0,4217.8020998,4200,0,4200,17.802099805,17.802099805,0,0,0
880093,36583.14732,0,0,0,18200,18200,18200,0,0,0,0,0,0,0,0,0,0,18383.14732,14500,0,14500,3883.1473199,118.68066536,0,3764.4666545,0
880103,12234.180448,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,10000,0,2234.1804484,4200,0,4200,-1965.819552,10.681259883,0,0,1976.5008115
880122,10440,0,0,0,6240,6240,6240,0,0,0,0,0,0,0,0,0,0,4200,4200,0,4200,0,0,0,0,0
880123,5700,0,0,0,3300,0,0,0,3300,0,0,3300,3600,300,0,0,0,2400,2400,0,2400,0,0,0,0,0
880142,33613.294236,0,0,0,28639,28639,28639,0,0,0,0,0,0,0,0,0,0,4974.2942361,4800,0,4800,174.29423605,174.29423605,0,0,0
880143,24360.646066,24000,24000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.64606606,3600,0,3600,-3239.353934,146.51469395,0,0,3385.8686279
880167,55919.251423,0,0,0,44200,44200,44200,0,0,0,0,0,0,0,0,0,0,11719.251423,8400,0,8400,3319.2514234,3319.2514234,0,0,0
880171,76312.535356,24000,24000,0,45500,45500,45500,0,0,0,0,0,0,0,0,0,0,6812.535356,6000,0,6000,812.53535605,812.53535605,0,0,0
880173,28862.681309,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,24000,0,4862.6813085,4800,0,4800,62.681308547,62.681308547,0,0,0
880175,19486.990746,5000,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14486.990746,13800,0,13800,686.99074573,209.42061468,0,477.57013105,0
880181,49195.246848,38000,38000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11195.246848,10800,2400,8400,395.24684825,75.877518725,319.36932952,0,0
880182,15220.106924,0,0,0,12740,12740,12740,0,0,0,0,0,0,0,0,0,0,2480.1069239,2400,0,2400,80.106923918,80.106923918,0,0,0
880186,19943.33845,0,0,0,15366,15366,15366,0,0,0,0,0,0,0,0,0,0,4577.3384499,4200,0,4200,377.3384499,377.3384499,0,0,0
880191,61232.843216,0,0,0,29900,29900,29900,0,0,0,0,0,0,0,15000,15000,0,16332.843216,14900,0,14900,1432.8432162,178.02099805,784.26388636,470.55833182,0
880195,67832.38699,20500,19000,1500,18000,18000,18000,0,0,0,0,0,0,0,15000,15000,0,14332.38699,12000,0,12000,2332.3869897,356.04199609,407.81722091,1568.5277727,0
880207,26415.382329,20000,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6415.3823288,6000,0,6000,415.38232877,415.38232877,0,0,0
880223,41922.7938,15000,15000,0,0,0,0,0,0,0,0,0,0,0,15000,15000,0,11922.7938,11200,0,11200,722.79379985,391.6461957,0,627.41110909,296.26350494
880235,30978.020998,11000,11000,0,0,0,0,0,0,0,0,0,0,0,15000,15000,0,4978.020998,4800,0,4800,178.02099805,178.02099805,0,0,0
880243,18510.188904,0,0,0,12350,12350,12350,0,0,0,0,0,0,0,0,0,0,6160.188904,6000,0,6000,160.18890401,160.18890401,0,0,0
880244,16321.705638,0,0,0,11960,11960,11960,0,0,0,0,0,0,0,0,0,0,4361.7056375,4200,0,4200,161.70563752,161.70563752,0,0,0
