NQUEST,ctit,NCTIT,ictit,unaban,banche,anniban,servb1,servb2,servb3,servb4,servb5,servb6,privateb,scoper,utscoper,mesiscoper,vmscoper,fscoper1,fscoper,carta,carte,usocart,cartdeb1,cartdeb,bancomat,nbancoma,cartapre,ncartapre,spesecon,coldis,DEPOSIT,NDEPOSIT
872894,2,,,1,1,2,0,0,0,0,0,1,2,2,,,,,,2,,,,,1,2,2,,1000,2,1,2
872897,2,,,1,1,2,0,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,700,2,1,1
872898,2,,,2,2,4,1,0,0,0,0,1,2,3,,,,,,2,,,,,1,1,2,,500,2,1,2
872900,2,,,1,1,2,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,2,2,,600,2,1,1
872913,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,600,2,1,1
872919,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,500,2,1,1
872924,2,,,2,2,3,0,1,0,0,0,0,2,1,1,12,3000,1,2800,2,,,,,2,,2,,800,2,1,2
872930,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,1,2,2,,,1,1,2,,700,2,1,1
872935,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,800,2,1,1
872937,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,700,2,1,1
872941,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,700,2,1,2
872951,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,1200,2,1,2
872963,2,,,2,2,1,1,0,0,0,0,0,2,2,,,,,,1,2,2,,,1,2,2,,600,1,1,2
872971,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,400,2,1,1
872982,2,,,2,2,4,1,0,0,0,0,0,2,3,,,,,,1,4,2,,,1,1,2,,800,2,1,4
873011,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,700,2,1,1
873012,2,,,1,1,4,1,0,0,0,1,0,2,3,,,,,,1,2,2,,,1,3,2,,2000,2,1,2
873014,,,,1,1,1,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,400,2,1,1
873023,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,300,2,1,1
873029,2,,,2,2,2,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,2
873033,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,400,2,1,1
873035,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,500,2,1,1
873037,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1500,2,1,1
873042,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,500,2,2,0
873043,,,,1,1,2,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,1000,2,1,1
873047,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2,2,0
873048,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1000,2,1,1
873052,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1800,2,1,1
873067,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,600,2,1,1
873072,,,,1,1,3,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,800,2,1,1
873073,,,,,,,,,,,,,,,,,,,,2,,,,,2,,1,1,500,2,2,0
873075,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,1,2,2000,1,1,1
873084,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,1,2,,1200,2,1,1
873087,2,,,1,1,1,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,1500,2,1,1
873098,2,,,1,1,1,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,850,2,1,2
873104,2,,,2,2,4,0,0,0,0,0,0,2,1,2,,,,,2,,,,,1,2,1,1,1500,2,1,2
873106,2,,,1,1,4,0,1,0,0,0,0,2,1,1,6,600,1,50,2,,,,,1,1,2,,300,2,1,1
873108,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,1
873109,2,,,1,1,4,0,1,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1200,2,1,1
873110,2,,,2,2,1,1,0,0,0,0,0,2,2,,,,,,1,2,2,,,1,2,2,,700,2,1,2
873112,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,500,2,1,1
873122,2,,,2,2,4,1,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,1,2,,2000,2,1,2
873125,2,,,1,1,2,1,1,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1500,2,1,1
873133,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,400,2,1,1
873134,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,1,2,,200,2,1,1
873135,2,,,1,1,4,1,1,0,0,0,0,2,1,2,,,,,1,1,2,,,1,2,2,,500,2,1,2
873143,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,700,2,1,1
873151,2,,,1,1,3,0,1,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,500,2,1,1
873152,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,500,2,1,1
873157,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,400,2,1,1
873158,2,,,1,1,2,1,1,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,400,2,1,1
873163,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,400,2,2,0
873166,2,,,1,1,4,1,0,1,0,0,0,2,1,2,,,,,1,2,2,,,1,3,1,1,1000,2,1,2
873168,2,,,1,1,2,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,300,2,1,1
873169,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,200,2,1,1
873170,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,300,2,1,1
873172,2,,,1,1,4,0,0,0,0,0,0,2,1,2,,,,,1,1,1,,,2,,2,,1000,2,1,1
873175,1,2,2,2,2,4,1,0,0,1,0,0,2,1,2,,,,,1,4,2,,,1,4,2,,500,2,1,4
873194,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,700,2,1,1
873197,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,450,2,1,1
873202,2,,,1,1,4,1,0,0,1,0,0,2,2,,,,,,1,2,2,,,1,2,1,2,2000,1,1,1
873203,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,2,1,1,350,2,1,1
873207,2,,,1,1,4,0,0,0,1,0,0,2,1,2,,,,,1,1,1,,,1,1,2,,400,2,1,1
873218,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,900,2,1,2
873221,2,,,2,2,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,900,2,1,2
873224,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,1
873225,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,2000,2,1,2
873229,2,,,1,1,4,1,1,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1200,2,1,1
873230,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,1
873231,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,500,2,1,1
873232,2,,,1,1,3,1,0,1,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1000,2,1,2
873235,1,1,2,1,1,4,1,0,0,0,1,0,2,2,,,,,,2,,,,,2,,2,,2000,2,1,2
873238,,,,,,,,,,,,,,,,,,,,2,,,,,2,,1,1,1000,2,2,0
873239,,,,,,,,,,,,,,,,,,,,2,,,,,2,,1,1,900,2,2,0
873242,2,,,1,1,2,1,0,1,0,0,0,2,2,,,,,,1,1,1,,,1,1,2,,1100,2,1,2
873243,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,1,1,1,750,1,1,1
873245,2,,,1,1,3,1,0,0,0,0,0,2,1,2,,,,,1,1,1,,,1,1,2,,600,1,1,1
873246,2,,,1,1,4,1,0,1,0,0,0,2,2,,,,,,1,1,1,,,1,1,2,,1100,2,1,1
873249,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,500,2,1,2
873250,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1000,2,1,1
873260,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,1
873261,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,1,1,1
873271,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,500,2,2,0
873272,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1200,2,1,1
873275,2,,,1,1,4,1,1,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,1,1,600,1,1,1
873279,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,500,2,1,2
873280,2,,,1,1,4,1,1,0,1,0,0,2,2,,,,,,2,,,,,1,1,2,,1500,2,1,2
873281,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,250,2,1,1
873282,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,2
873286,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,400,2,1,1
873287,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,200,2,1,1
873299,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,500,2,1,1
873317,1,1,1,1,1,4,0,0,0,1,0,0,2,2,,,,,,2,,,,,2,,2,,600,2,1,1
873321,2,,,2,2,4,1,0,0,1,0,0,2,2,,,,,,1,2,2,,,1,2,1,2,1200,2,1,2
873324,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1100,2,1,2
873330,2,,,1,1,4,0,0,0,0,0,0,2,1,2,,,,,1,1,1,,,1,1,2,,1000,2,1,1
873336,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1000,2,1,2
873337,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,700,2,1,1
873338,1,1,1,1,1,4,1,0,0,1,1,0,1,2,,,,,,1,1,2,,,1,1,1,1,300,2,1,1
873339,1,1,2,1,1,4,1,0,0,1,0,0,2,2,,,,,,1,1,3,2,,1,2,1,2,1000,1,1,1
873341,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,2,3,2,,1,2,1,1,800,1,1,1
873355,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,500,2,1,2
873364,2,,,1,1,4,1,0,0,1,0,0,2,1,2,,,,,1,1,1,,,1,1,2,,800,2,1,1
873371,2,,,1,1,4,1,0,1,0,1,0,2,2,,,,,,2,,,,,1,1,2,,2000,2,1,2
873380,2,,,1,1,4,1,0,0,1,1,0,2,2,,,,,,1,1,2,,,1,1,1,1,300,2,1,1
873387,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,1
873390,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1500,2,1,1
873391,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,900,2,1,2
873392,2,,,1,1,3,0,0,0,0,0,0,2,1,1,3,500,1,0,2,,,,,1,1,2,,1000,2,1,1
873399,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,1000,2,1,1
873401,2,,,1,1,3,0,0,0,0,0,0,2,1,2,,,,,1,1,1,,,1,1,2,,650,2,1,1
873402,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,1
873403,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,1,2,,1300,2,1,2
873419,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,400,2,1,1
873451,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1100,2,2,0
873457,2,,,1,1,2,1,0,1,0,0,0,2,2,,,,,,2,,,,,1,1,2,,700,2,1,1
873468,2,,,1,1,4,0,0,0,0,0,0,2,1,1,12,3000,1,3000,1,1,3,1,1500,1,1,2,,1200,2,1,1
873470,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,700,2,1,1
873471,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,500,2,2,0
873477,2,,,1,1,3,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,400,2,1,1
873480,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,500,2,1,1
873490,1,1,1,2,2,3,1,0,0,1,0,0,2,2,,,,,,1,2,2,,,1,2,1,1,750,1,1,2
873491,1,1,2,1,1,4,1,0,0,1,1,0,2,2,,,,,,1,2,2,,,1,2,2,,1000,1,1,3
873492,2,,,1,1,4,1,0,0,0,0,0,2,3,,,,,,1,1,2,,,1,2,2,,2000,1,1,2
873503,2,,,1,1,4,1,0,0,0,0,0,2,1,1,12,350,1,500,2,,,,,1,1,2,,300,2,1,1
873505,2,,,1,1,3,1,1,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,400,1,1,1
873507,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,700,2,2,0
873509,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,1
873528,2,,,1,1,5,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,2000,2,1,1
873533,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2,2,0
873555,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1000,2,2,0
873559,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,800,2,2,0
873562,2,,,1,1,4,1,1,0,0,0,0,2,1,1,12,5000,1,5000,2,,,,,2,,2,,240,2,1,1
873588,2,,,1,1,4,0,0,0,0,0,0,2,3,,,,,,2,,,,,1,1,2,,1200,2,1,2
873593,1,1,2,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,2,2,,600,2,1,2
873597,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,1
873607,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1500,2,1,1
873621,2,,,1,1,4,1,0,1,0,0,0,2,2,,,,,,2,,,,,2,,2,,900,2,1,1
873624,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,2,,2,,1200,2,1,1
873634,2,,,2,2,3,1,0,0,0,0,0,2,1,2,,,,,1,2,3,2,,1,2,1,1,100,1,1,2
873642,2,,,1,1,4,1,0,0,1,0,0,2,3,,,,,,2,,,,,1,1,1,1,600,2,1,1
873645,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,500,2,1,1
873651,2,,,1,1,3,1,0,0,0,0,0,2,1,2,,,,,2,,,,,2,,2,,800,2,1,1
873654,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,1,1,,,1,1,1,1,600,1,1,1
873655,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,500,2,1,1
873659,2,,,1,1,3,1,0,1,0,0,0,2,1,2,,,,,2,,,,,1,2,2,,400,2,1,1
873660,1,1,1,1,1,4,1,0,0,1,1,0,2,1,2,,,,,1,2,2,,,2,,2,,100,2,1,1
873661,2,,,1,1,3,0,1,1,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,1,1,1
873662,1,2,2,2,2,3,1,0,0,1,1,0,2,1,2,,,,,1,2,2,,,1,2,1,1,700,1,1,2
873665,2,,,1,1,4,0,0,1,0,0,0,2,1,1,12,12000,1,12000,2,,,,,2,,2,,2250,2,1,2
873670,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,2,1,1,1000,1,1,1
873671,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,100,2,1,1
873674,2,,,1,1,4,0,1,0,0,1,0,2,1,2,,,,,2,,,,,1,1,2,,200,2,1,1
873678,1,1,1,2,3,4,1,0,0,0,0,0,2,3,,,,,,2,,,,,1,2,1,1,800,1,1,3
873687,2,,,2,2,3,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,2,1,1,1500,2,1,3
873693,2,,,1,1,4,1,0,0,0,0,1,2,2,,,,,,1,2,2,,,1,2,2,,1300,2,1,1
873713,,,,1,1,4,0,0,0,0,0,1,2,,,,,,,2,,,,,1,1,2,,800,2,1,1
873714,2,,,1,1,4,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,2,1,1,1300,2,1,1
873722,2,,,1,1,2,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,2,1,1,900,2,1,1
873723,,,,1,1,2,0,0,0,0,0,1,2,,,,,,,2,,,,,1,1,2,,500,2,1,1
873731,1,2,2,2,2,4,1,0,0,1,0,0,1,1,2,,,,,1,4,2,,,1,2,2,,600,1,1,2
873736,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,1
873737,1,1,1,1,1,3,1,0,0,1,0,1,1,2,,,,,,1,1,2,,,1,1,2,,700,1,1,1
873738,1,1,2,1,1,4,1,0,0,1,0,0,1,1,2,,,,,1,2,2,,,1,2,2,,300,2,1,2
873741,2,,,2,2,4,1,1,0,0,0,0,2,1,2,,,,,1,1,2,,,1,2,2,,300,1,1,2
873749,1,1,1,1,1,4,0,0,1,1,0,0,2,1,1,12,1000,2,,1,1,2,,,1,1,2,,300,2,1,1
873750,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,1
873751,2,,,1,1,3,1,1,0,0,1,0,2,1,1,12,1500,1,100,1,1,2,,,1,2,2,,600,1,1,1
873754,2,,,1,1,4,0,0,0,0,0,0,2,3,,,,,,2,,,,,2,,2,,500,2,1,1
873757,1,2,2,2,2,4,1,1,0,1,0,0,2,1,2,,,,,1,2,2,,,1,2,1,1,1000,1,1,2
873763,1,3,2,2,3,4,1,1,0,1,0,0,2,1,2,,,,,1,2,1,,,1,3,1,1,50,1,1,3
873767,2,,,1,1,4,1,1,0,0,0,0,2,2,,,,,,1,2,2,,,1,1,2,,400,2,1,1
873772,2,,,1,1,3,0,0,1,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,100,2,1,1
873777,2,,,1,1,4,1,0,0,0,0,0,2,3,,,,,,1,1,2,,,1,1,2,,150,2,1,2
873783,2,,,1,1,2,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,600,2,1,1
873785,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,2,2,,,1,1,1,1,1000,2,1,1
873788,2,,,1,1,4,0,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,150,2,1,1
873791,2,,,1,1,4,0,0,0,0,0,1,2,2,,,,,,2,,,,,2,,2,,810,2,1,1
873793,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,1,1,1,,,1,2,1,1,500,2,1,3
873794,2,,,1,1,4,0,0,0,0,0,0,2,1,2,,,,,2,,,,,2,,2,,600,2,1,1
873799,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,300,2,1,1
873803,2,,,1,1,4,0,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,1,1,900,1,1,1
873809,2,,,2,2,4,1,1,1,0,0,0,2,1,1,12,6000,1,6000,1,2,2,,,1,1,1,3,1500,2,1,2
873811,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,830,2,1,1
873812,2,,,1,1,3,1,0,0,0,0,0,2,1,2,,,,,1,2,2,,,1,2,1,1,600,1,1,1
873817,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,500,2,2,0
873828,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1000,2,1,1
873842,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,1,2,,1500,2,1,2
873853,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,600,2,1,1
873859,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,1000,2,1,1
873875,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,350,2,1,1
873918,2,,,1,1,4,0,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,1270,2,1,1
873936,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1200,2,1,1
873938,2,,,2,2,2,1,0,0,0,0,0,3,3,,,,,,2,,,,,2,,2,,500,2,1,2
873939,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,250,2,2,0
873943,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,50,2,1,1
873945,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1400,2,1,1
873947,2,,,1,1,3,0,0,0,0,0,0,2,1,2,,,,,1,2,3,2,,1,2,2,,1000,1,1,2
873949,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,560,2,1,1
873955,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1100,2,1,1
873956,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,1
873960,2,,,1,1,4,0,1,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,1000,2,1,1
873962,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,800,2,1,1
873965,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,800,2,2,0
873967,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,900,2,1,1
873968,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,400,2,1,1
873972,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,650,2,1,1
873977,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,500,2,1,1
873980,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,400,2,1,1
873981,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,700,2,1,1
873982,,,,1,1,2,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,650,2,1,1
873984,,,,1,1,5,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,400,2,1,1
873988,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,900,2,1,1
873992,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,1000,2,1,1
873993,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,600,2,1,1
873996,2,,,1,1,2,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,1
873997,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,400,2,1,1
874002,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,750,2,2,0
874003,2,,,1,1,3,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,600,2,1,1
874011,2,,,2,2,2,1,0,0,0,0,0,2,3,,,,,,2,,,,,1,1,2,,1000,2,1,2
874018,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,1000,1,1,2
874021,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,2,,2,,1200,2,1,2
874026,1,1,2,1,1,4,1,0,0,1,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,700,2,1,1
874027,2,,,1,1,4,1,1,0,0,0,0,2,1,1,2,800,2,,1,1,2,,,1,2,2,,200,2,1,1
874028,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,1,1,,,1,1,2,,1000,2,1,1
874032,2,,,1,1,4,0,1,1,0,0,0,2,1,1,12,4500,1,3500,1,2,2,,,2,,2,,700,2,1,2
874038,2,,,2,2,3,1,0,0,1,0,0,2,2,,,,,,1,2,2,,,1,1,1,1,600,1,1,2
874041,2,,,1,1,3,1,1,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,600,2,1,1
874057,2,,,2,2,4,1,1,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,500,2,1,3
874058,1,1,1,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,400,2,1,1
874071,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,300,2,1,2
874073,2,,,2,2,4,1,0,0,0,0,0,2,1,1,4,100,2,,1,1,2,,,1,4,1,4,1500,2,1,8
874074,2,,,2,2,4,1,0,0,0,0,0,1,2,,,,,,1,2,2,,,1,3,1,1,700,2,1,5
874089,2,,,2,2,3,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,1,1,500,2,1,2
874091,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,650,2,2,0
874093,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2,2,0
874097,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,3,2,,2000,2,1,1
874100,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1000,2,2,0
874106,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,1
874111,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1300,2,1,1
874115,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,450,2,2,0
874116,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,200,2,1,1
874117,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1400,2,1,1
874134,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,300,2,2,0
874143,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,300,2,2,0
874152,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2,2,0
874157,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,350,2,2,0
874163,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,1000,2,2,0
874164,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,1
874168,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,300,2,2,0
874172,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,1,2,,1000,2,1,1
