NQUEST,ctit,NCTIT,ictit,unaban,banche,anniban,servb1,servb2,servb3,servb4,servb5,servb6,privateb,scoper,utscoper,mesiscoper,vmscoper,fscoper1,fscoper,carta,carte,usocart,cartdeb1,cartdeb,bancomat,nbancoma,cartapre,ncartapre,spesecon,coldis,DEPOSIT,NDEPOSIT
878970,2,,,1,1,3,1,0,1,0,1,0,2,2,,,,,,2,,,,,1,2,1,2,1000,2,1,1
878973,2,,,1,1,4,1,0,0,1,0,0,2,2,,,,,,1,2,1,,,1,2,1,1,500,2,1,1
878980,1,1,2,2,2,3,1,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,1,2,,800,2,1,2
878981,1,1,1,1,1,4,0,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,600,2,1,1
879018,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,1
879023,2,,,1,1,4,1,1,0,0,1,0,2,2,,,,,,1,1,1,,,1,1,2,,1200,1,1,1
879047,2,,,1,1,3,0,0,0,0,0,0,2,1,2,,,,,1,1,1,,,1,1,2,,1000,2,1,1
879052,2,,,2,2,3,1,0,0,0,0,0,2,3,,,,,,2,,,,,1,1,2,,1000,1,1,3
879057,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,1,1,1000,2,1,3
879059,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,850,2,1,1
879066,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,2,2,,,1,1,2,,700,1,1,1
879069,2,,,1,1,4,1,0,0,0,0,0,3,3,,,,,,2,,,,,2,,2,,460,2,1,1
879078,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,2500,2,1,1
879082,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1800,2,1,1
879086,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1500,2,1,1
879092,2,,,1,1,2,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,1
879093,,,,1,1,3,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,1000,2,1,1
879094,2,,,1,1,3,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,2,2,,1200,2,1,1
879095,2,,,1,1,3,1,1,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,500,1,1,1
879099,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,2,1,1,1500,2,1,2
879106,2,,,1,1,4,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,1500,2,1,1
879107,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,900,2,1,1
879110,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,600,2,1,1
879112,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,1,,,2,,1,2,2200,2,1,1
879126,,,,1,1,4,1,0,0,0,0,1,2,,,,,,,2,,,,,1,2,2,,1800,2,1,1
879127,2,,,1,1,3,1,0,0,1,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,1000,2,1,1
879135,2,,,1,1,1,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,500,2,1,1
879140,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,99,2,2,0
879152,1,1,1,2,2,3,1,1,0,1,0,0,2,2,,,,,,1,4,1,,,1,1,2,,150,1,1,3
879157,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,400,2,1,2
879163,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,500,2,2,0
879168,1,1,1,2,3,4,1,0,0,1,1,0,2,2,,,,,,1,4,1,,,1,5,1,3,500,1,1,4
879172,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,500,2,1,1
879185,2,,,1,1,4,1,0,0,0,0,1,2,2,,,,,,2,,,,,2,,2,,600,2,1,2
879192,2,,,1,1,3,1,0,0,0,0,1,2,1,2,,,,,2,,,,,1,1,2,,1000,2,1,1
879208,2,,,1,1,4,0,0,1,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,1
879217,2,,,1,1,4,1,0,0,0,0,1,2,2,,,,,,2,,,,,2,,2,,300,2,1,2
879218,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1200,2,1,2
879229,2,,,1,1,4,0,0,0,0,0,1,2,1,2,,,,,2,,,,,1,1,2,,800,2,1,2
879235,2,,,2,2,4,1,0,0,0,0,1,2,1,2,,,,,1,1,2,,,1,1,2,,300,1,1,2
879249,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,300,2,1,2
879251,2,,,1,1,4,1,0,0,0,0,1,2,1,2,,,,,1,2,3,1,3000,1,2,2,,1000,2,1,1
879257,2,,,2,2,3,0,1,1,0,0,1,2,1,2,,,,,1,2,2,,,1,2,1,1,300,1,1,5
879258,1,1,1,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,1,1,,,1,3,1,1,800,2,1,5
879275,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,2
879282,2,,,2,2,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,300,2,1,3
879283,1,1,2,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1200,2,1,1
879296,1,1,1,1,1,4,1,0,0,1,0,0,2,1,2,,,,,1,1,2,,,1,1,1,2,500,1,1,2
879300,2,,,2,2,3,0,0,1,0,0,0,2,1,1,12,2500,1,3000,1,1,2,,,1,2,1,1,1000,1,1,2
879302,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,1100,2,1,1
879303,2,,,2,2,4,0,0,0,0,0,0,2,1,2,,,,,1,1,1,,,2,,2,,1000,2,1,3
879308,1,1,1,2,3,4,1,0,1,1,0,0,1,1,2,,,,,1,3,3,1,1100,2,,1,1,1700,1,1,4
879310,1,1,2,2,2,4,1,0,0,0,1,0,2,3,,,,,,1,1,2,,,1,2,2,,300,2,1,4
879315,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1300,2,1,1
879319,2,,,1,1,3,1,0,1,0,0,1,2,1,1,12,800,1,0,1,1,2,,,1,2,2,,500,1,1,1
879323,2,,,1,1,2,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1300,2,1,1
879326,2,,,2,2,4,1,1,0,0,0,0,2,1,1,12,3000,2,,2,,,,,1,1,1,1,1000,2,1,2
879338,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,600,2,1,1
879356,1,1,1,2,3,4,0,0,0,1,0,0,2,2,,,,,,1,1,2,,,1,1,2,,1000,1,1,4
879378,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,900,2,1,2
879385,,,,,,,,,,,,,,,,,,,,2,,,,,2,,1,1,1000,1,2,0
879387,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,1,1,1200,2,1,1
879388,,,,1,1,2,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,500,2,1,1
879389,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1500,2,1,1
879390,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1200,2,1,2
879391,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2,2,0
879395,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,900,2,1,1
879400,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,500,2,1,1
879402,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,600,2,1,1
879403,,,,1,1,3,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,700,2,1,1
879405,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1000,2,1,1
879407,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2,2,0
879412,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,800,2,1,1
879422,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,700,2,2,0
879424,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,300,2,2,0
879430,2,,,1,1,4,1,1,0,0,0,0,2,3,,,,,,2,,,,,1,1,2,,1000,2,1,2
879436,2,,,1,1,3,0,0,1,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,500,1,1,1
879441,2,,,1,1,3,0,1,0,0,1,0,2,1,1,8,1000,1,1000,1,2,3,2,,1,2,2,,500,1,1,1
879449,2,,,2,3,2,1,1,1,0,1,0,2,1,2,,,,,1,1,2,,,1,3,1,1,400,1,1,5
879452,2,,,2,2,3,0,1,1,0,0,0,2,2,,,,,,1,1,2,,,1,1,1,1,500,2,1,2
879453,2,,,2,2,4,0,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,3,2,,1000,2,1,3
879454,2,,,2,2,1,0,1,0,0,0,0,2,1,1,12,2000,1,2000,2,,,,,1,2,2,,1500,1,1,2
879458,2,,,1,1,3,0,1,0,0,0,0,2,2,,,,,,1,2,2,,,1,2,2,,1000,2,1,1
879470,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1600,2,1,1
879475,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,700,2,1,1
879482,2,,,1,1,3,0,0,1,0,0,0,2,1,1,3,200,2,,1,1,2,,,1,1,1,1,700,2,1,1
879484,2,,,1,1,4,1,1,0,0,0,0,2,1,1,12,7000,1,7000,1,2,2,,,1,2,2,,400,1,1,3
879487,1,1,1,2,2,4,0,0,0,1,0,0,2,1,1,12,4000,1,4000,1,4,3,2,,1,1,1,1,600,1,1,3
879490,2,,,1,1,4,1,1,0,0,0,0,2,2,,,,,,1,3,2,,,1,3,2,,2000,1,1,3
879492,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,4
879494,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1000,2,1,2
879500,2,,,2,2,4,0,0,0,0,0,0,2,1,2,,,,,2,,,,,2,,2,,700,2,1,2
879503,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1300,2,1,3
879507,2,,,2,2,1,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,2
879509,2,,,2,2,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,1,1,1200,2,1,2
879523,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,500,2,1,1
879529,2,,,2,2,4,1,0,0,1,0,0,2,2,,,,,,1,3,2,,,1,2,2,,1300,1,1,2
879534,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,600,2,1,1
879543,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1400,2,1,1
879551,2,,,2,2,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,2
879552,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,800,2,2,0
879563,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1000,2,1,2
879565,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,3,2,,1300,2,1,3
879568,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,700,2,1,2
879591,2,,,2,2,4,0,0,1,0,0,0,2,2,,,,,,2,,,,,1,1,2,,800,2,1,2
879605,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,300,2,1,1
879607,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,2,1,1,500,1,1,1
879620,2,,,1,1,4,1,0,1,0,0,0,2,1,1,12,300,1,1,1,1,2,,,1,2,2,,1000,2,1,1
879622,2,,,1,1,4,1,1,0,0,0,0,2,1,2,,,,,2,,,,,1,2,1,3,700,1,1,1
879628,2,,,1,1,4,1,0,1,0,0,0,2,2,,,,,,1,2,2,,,1,1,2,,600,2,1,1
879636,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,1000,1,1,1
879638,2,,,2,3,4,1,1,1,0,0,0,2,1,1,12,10000,1,10000,1,3,2,,,1,3,2,,1000,2,1,3
879651,2,,,1,1,3,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,2,,2,,500,2,1,1
879655,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,200,2,1,1
879658,2,,,1,1,2,1,1,0,0,0,0,2,3,,,,,,2,,,,,2,,1,1,250,2,1,1
879664,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,2,1,1
879665,1,1,2,1,1,4,1,0,0,1,0,0,2,2,,,,,,2,,,,,2,,2,,500,2,1,1
879667,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,600,2,1,2
879668,2,,,2,2,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,1,1,500,1,1,3
879674,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,2,,1,3,1000,2,1,2
879675,1,2,2,1,1,4,1,0,0,1,1,0,2,2,,,,,,1,1,2,,,1,2,1,1,2000,1,1,2
879676,2,,,1,1,4,1,1,0,0,0,0,2,3,,,,,,2,,,,,2,,2,,1500,2,1,1
879678,1,2,3,1,1,4,1,0,0,1,0,0,2,2,,,,,,1,1,2,,,1,2,2,,700,1,1,2
879679,2,,,1,1,3,1,0,0,0,0,0,2,3,,,,,,2,,,,,1,1,2,,500,2,1,1
879681,2,,,2,2,1,1,0,0,0,0,0,2,2,,,,,,1,1,1,,,1,3,2,,1300,1,1,3
879688,1,1,2,1,1,3,1,0,0,1,0,0,2,2,,,,,,1,3,2,,,1,2,2,,1000,1,1,3
879689,1,1,2,2,2,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,800,2,1,2
879692,2,,,1,1,4,1,1,0,0,1,0,2,1,2,,,,,2,,,,,1,2,1,1,250,1,1,2
879693,2,,,1,1,4,0,0,1,0,0,0,2,2,,,,,,2,,,,,1,1,2,,300,1,1,1
879703,2,,,2,2,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,200,1,1,3
879705,1,1,1,2,2,4,1,0,0,0,0,0,1,1,2,,,,,1,2,2,,,1,2,2,,1200,2,1,2
879710,2,,,2,2,4,0,0,0,0,0,1,2,1,1,2,1000,1,0,2,,,,,1,1,1,2,100,1,1,4
879712,2,,,1,1,3,0,0,1,0,0,0,2,2,,,,,,2,,,,,1,1,1,2,500,1,1,1
879721,2,,,1,1,3,1,1,0,0,0,0,2,2,,,,,,1,2,2,,,1,2,2,,300,2,1,1
879723,2,,,1,1,4,1,1,1,0,1,0,2,3,,,,,,2,,,,,1,1,1,1,300,1,1,1
879724,2,,,2,2,4,1,1,1,0,0,0,2,3,,,,,,1,2,2,,,1,2,2,,300,1,1,3
879725,2,,,2,2,3,1,1,0,0,0,0,2,2,,,,,,1,1,2,,,1,2,1,1,200,1,1,2
879740,2,,,1,1,4,1,0,1,0,0,0,2,1,1,6,1500,1,0,2,,,,,1,1,1,1,600,2,1,1
879743,,,,1,1,4,0,0,0,0,0,1,2,,,,,,,2,,,,,2,,2,,1500,2,1,1
879745,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,2,2,,,1,2,2,,700,2,1,1
879747,2,,,2,2,4,1,0,0,1,1,0,2,1,2,,,,,1,2,2,,,1,2,1,1,350,1,1,2
879752,2,,,2,2,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,700,2,1,2
879753,1,1,1,1,1,4,0,0,0,1,0,0,2,3,,,,,,1,1,2,,,1,1,1,1,500,2,1,1
879756,1,1,2,2,4,4,0,0,0,1,0,0,2,2,,,,,,1,1,2,,,1,2,1,1,800,1,1,4
879757,1,1,2,1,1,4,1,0,0,1,0,0,2,1,2,,,,,1,1,1,,,1,1,2,,800,2,1,1
879760,1,2,2,2,2,4,1,0,0,1,0,0,2,3,,,,,,1,1,2,,,1,1,2,,1300,1,1,2
879761,1,1,2,2,2,3,1,0,0,1,0,0,2,1,2,,,,,1,2,1,,,1,2,2,,1200,2,1,2
879766,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,1,1,250,1,1,1
879778,1,1,1,2,2,4,1,0,0,1,0,0,2,3,,,,,,2,,,,,1,2,2,,1500,2,1,2
879784,2,,,1,1,4,1,0,0,0,0,0,2,3,,,,,,2,,,,,1,1,2,,500,2,1,1
879795,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,600,2,1,1
879797,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,700,2,2,0
879800,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,600,2,1,1
879817,,,,1,1,2,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,600,2,1,1
879832,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,550,2,1,1
879837,,,,1,1,2,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,600,2,1,1
879840,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,600,2,1,1
879841,2,,,1,1,4,1,1,0,0,0,1,2,2,,,,,,2,,,,,1,2,2,,1200,2,1,2
879844,2,,,1,1,3,1,1,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,500,2,1,1
879858,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,300,2,1,1
879861,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,300,2,1,1
879863,2,,,1,1,2,0,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,900,2,1,1
879871,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,600,2,1,1
879875,2,,,2,2,4,1,0,0,0,0,0,2,2,,,,,,1,2,2,,,1,2,1,1,400,2,1,2
879880,2,,,2,2,3,1,1,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,600,2,1,2
879883,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2,2,0
879884,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,270,2,2,0
879901,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1700,2,1,1
879910,2,,,1,1,4,0,0,0,0,0,1,2,2,,,,,,2,,,,,2,,2,,300,2,1,1
879913,2,,,2,2,4,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,2,2,,400,2,1,2
879919,2,,,2,2,4,1,0,0,0,0,0,2,2,,,,,,1,2,2,,,1,2,1,1,150,1,1,2
879920,2,,,1,1,4,1,0,0,0,0,1,2,2,,,,,,1,1,2,,,1,1,2,,250,2,1,1
879923,2,,,1,1,4,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,700,2,1,1
879925,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,600,2,1,1
879928,2,,,1,1,4,1,0,0,1,0,1,2,2,,,,,,1,2,2,,,1,2,2,,1000,1,1,2
879931,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,400,2,1,1
879932,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,400,2,2,0
879938,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1200,1,1,1
879943,2,,,2,2,2,1,1,0,0,0,0,2,1,1,2,800,1,2000,1,3,2,,,1,3,2,,1500,1,1,2
879946,2,,,2,2,3,1,0,0,0,1,1,2,2,,,,,,2,,,,,1,1,2,,600,2,1,2
879951,2,,,2,2,4,0,0,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,2,,700,1,1,2
879958,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,1,2,2,,,1,2,2,,800,2,1,2
879959,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,1,2,2,,,1,1,2,,1500,2,1,1
879962,2,,,1,1,3,1,0,0,1,0,0,2,1,2,,,,,1,2,2,,,1,1,1,1,700,1,1,1
879974,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,600,2,2,0
879975,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,600,2,1,1
879977,2,,,1,1,2,1,1,1,0,0,0,2,2,,,,,,2,,,,,1,1,2,,500,1,1,1
879982,2,,,2,2,3,1,1,0,0,0,0,2,3,,,,,,1,1,2,,,1,2,1,1,500,1,1,2
879984,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,500,2,1,1
880003,2,,,2,3,2,1,1,1,0,0,0,2,2,,,,,,1,2,2,,,1,3,2,,150,1,1,4
880008,2,,,1,1,4,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,800,2,1,1
880011,2,,,2,2,3,0,0,1,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,200,2,1,2
880012,1,1,1,2,2,4,1,0,0,1,0,0,2,1,2,,,,,1,1,2,,,1,1,2,,1500,1,1,2
880013,1,2,1,2,2,4,1,1,0,1,0,0,2,1,1,12,5000,1,5000,1,1,2,,,1,1,1,1,400,1,1,2
880016,2,,,1,1,1,0,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,1500,2,1,1
880020,2,,,2,2,4,1,1,0,0,0,0,2,1,2,,,,,1,3,2,,,1,3,1,1,250,1,1,2
880033,2,,,1,1,4,0,1,0,0,0,0,2,2,,,,,,1,1,2,,,1,2,1,1,1000,2,1,1
880040,2,,,2,2,4,0,1,0,0,0,0,2,2,,,,,,1,1,2,,,1,1,1,1,200,2,1,2
880042,2,,,2,2,4,0,1,0,0,0,0,2,2,,,,,,1,3,2,,,1,4,1,1,1400,2,1,4
880066,2,,,1,1,4,1,1,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,200,2,1,1
880072,1,1,2,2,2,4,1,1,0,0,0,0,2,2,,,,,,1,1,2,,,1,2,1,1,500,1,1,2
880090,2,,,1,1,4,1,0,0,0,1,0,2,2,,,,,,2,,,,,2,,2,,300,2,1,1
880091,,,,1,1,4,0,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,1400,2,1,1
880093,2,,,2,2,4,1,0,0,1,0,0,1,1,2,,,,,1,2,2,,,1,2,2,,400,2,1,2
880103,2,,,2,2,3,0,1,0,0,1,0,2,2,,,,,,1,1,1,,,1,1,1,1,200,2,1,2
880122,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,480,2,2,0
880123,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,300,2,2,0
880142,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,700,2,1,1
880143,2,,,1,1,2,0,1,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,100,2,1,1
880167,2,,,1,1,4,1,0,0,1,1,0,2,2,,,,,,1,2,2,,,1,3,1,1,2500,1,1,1
880171,1,1,1,2,2,2,1,0,0,1,0,0,2,2,,,,,,1,2,2,,,1,2,2,,1200,1,1,2
880173,2,,,1,1,4,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,1500,1,1,1
880175,1,2,2,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,2,2,,3000,1,1,4
880181,2,,,1,1,4,1,0,0,0,0,0,2,3,,,,,,1,2,3,2,,1,2,1,1,2500,2,1,1
880182,,,,1,1,4,0,0,0,0,0,0,3,,,,,,,2,,,,,2,,2,,600,2,1,1
880186,2,,,1,1,4,1,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,900,1,1,1
880191,2,,,2,2,4,1,1,0,1,0,0,2,2,,,,,,1,1,2,,,2,,2,,1000,2,1,3
880195,1,1,1,2,3,4,1,0,0,1,0,0,2,2,,,,,,1,1,2,,,1,1,1,1,2500,2,1,3
880207,2,,,2,2,4,0,0,0,0,0,0,2,1,2,,,,,2,,,,,1,2,1,1,900,1,1,3
880223,2,,,1,1,4,1,0,1,1,0,0,2,1,2,,,,,1,2,2,,,2,,2,,400,2,1,4
880235,2,,,1,1,4,1,0,0,0,0,0,2,3,,,,,,2,,,,,1,2,2,,700,2,1,1
880243,2,,,1,1,4,1,0,0,0,0,1,2,1,2,,,,,2,,,,,1,1,2,,900,2,1,1
880244,,,,1,1,4,0,0,0,0,0,1,2,,,,,,,2,,,,,2,,2,,900,2,1,1
880245,,,,1,1,4,0,0,0,0,0,1,2,,,,,,,2,,,,,2,,2,,700,2,1,1
880252,,,,1,1,1,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,400,2,1,1
880258,2,,,1,1,4,1,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,1200,2,1,2
880264,2,,,1,1,4,1,0,0,0,0,1,2,1,2,,,,,2,,,,,1,1,2,,700,2,1,1
880267,,,,1,1,4,0,0,0,0,0,1,2,,,,,,,2,,,,,2,,2,,1000,2,1,1
880268,2,,,2,2,4,0,1,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,400,2,1,2
880271,2,,,1,1,4,1,0,0,0,0,1,2,1,2,,,,,1,1,1,,,1,2,2,,1500,2,1,2
880279,2,,,1,1,4,0,0,0,0,0,1,2,2,,,,,,2,,,,,1,1,2,,1300,2,1,1
880280,,,,,,,,,,,,,,,,,,,,2,,,,,2,,2,,620,2,2,0
880291,1,6,6,2,4,4,1,0,1,1,0,0,1,2,,,,,,1,2,2,,,1,5,2,,5000,1,1,8
880302,1,1,1,1,1,2,1,0,0,0,0,0,2,1,2,,,,,1,1,2,,,1,2,2,,100,1,1,3
880303,1,1,1,2,2,4,1,0,0,1,1,0,2,1,2,,,,,2,,,,,1,1,2,,1500,2,1,3
880304,1,1,2,1,1,6,0,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,1000,1,1,1
880308,2,,,2,2,4,1,0,0,0,0,0,2,1,2,,,,,2,,,,,1,1,2,,912,2,1,2
880318,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,730,2,1,1
880326,2,,,1,1,4,0,1,0,0,0,1,2,2,,,,,,2,,,,,1,2,2,,1500,2,1,1
880330,2,,,2,2,1,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,1,1,200,2,1,2
880339,2,,,1,1,2,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,1,1,1200,2,1,1
880344,2,,,1,1,3,0,0,0,0,0,1,2,2,,,,,,2,,,,,1,2,2,,1000,2,1,2
880345,2,,,1,1,3,1,0,0,0,0,0,2,2,,,,,,2,,,,,2,,2,,1500,2,1,2
880349,2,,,1,1,3,0,0,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1200,2,1,1
880353,,,,1,1,4,1,0,0,0,0,0,2,,,,,,,2,,,,,2,,2,,650,2,1,1
880357,2,,,1,1,4,0,1,0,0,0,0,2,2,,,,,,2,,,,,1,1,2,,1400,2,1,1
880358,2,,,1,1,3,0,0,0,0,0,1,2,1,2,,,,,2,,,,,1,1,2,,1500,2,1,2
