nquest,nord,SEX,PARENT,ANASC,CIT,ANINGR,STACIV,STUDIO,VOTOEDU,SUEDU,SELODE,ANNOEDU,UNIVER,NORDP,MOTENT,APQUAL,ASNONOC,NACE,motiv,annoenus,tipolau,tipodip,NASCREG,NASCAREA,ireg,NCOMP,ETA,CLETA5,QUAL,Q,APSETT,SETT,CFRED,PERC,NPERC,AREA3,AREA5,ACOM4C,pesofit
26163,3,1,6,1987,1,,2,5,60,60,2,2006,2,,2,11,,,,2012,,2,7,1,7,4,25,1,7,3,,5,0,0,1,1,1,2,0.570786013
26163,4,1,6,1993,1,,2,3,,,,,,3,,17,,,,,,,7,1,7,4,19,1,7,3,,5,0,0,1,1,1,2,0.570786013
26281,1,2,1,1922,1,,4,2,,,,,,1,,15,8,7,,,,,11,2,11,1,90,5,6,3,7,5,1,1,1,2,3,0,0.4906302443
26310,1,2,1,1941,1,,1,3,,,,,,2,,15,1,1,,,,,5,1,16,2,71,5,6,3,1,5,0,1,2,3,4,0,1.2409128303
26310,2,1,2,1939,1,,1,3,,,,,,1,,15,1,3,,,,,16,3,16,2,73,5,6,3,3,5,1,1,2,3,4,0,1.2409128303
26349,1,1,1,1932,1,,1,3,,,,,,1,,15,1,5,,,,,7,1,7,2,80,5,6,3,5,5,1,1,2,1,1,3,0.3102899374
26349,2,2,2,1938,1,,1,3,,,,,,2,,15,2,13,,,,,7,1,7,2,74,5,6,3,13,5,0,1,2,1,1,3,0.3102899374
26684,1,2,1,1944,1,,3,3,,,,,,1,,16,,,,,,,15,3,3,2,68,5,6,3,,5,1,1,2,1,1,2,0.2897828543
26684,2,1,7,1967,1,1967,2,3,,,,,,2,,1,,3,,,,,,,3,2,45,3,1,1,3,2,0,1,2,1,1,2,0.2897828543
27109,1,2,1,1925,1,,4,1,,,,,,1,,16,,,,,,,19,3,19,1,87,5,6,3,,5,1,1,1,3,5,1,0.8068246481
27114,1,2,1,1938,1,,4,2,,,,,,1,,16,,,,,,,19,3,19,1,74,5,6,3,,5,1,1,1,3,5,1,0.8068246481
27116,1,1,1,1937,1,,1,3,,,,,,1,,15,1,9,,,,,19,3,19,2,75,5,6,3,9,5,1,1,1,3,5,1,0.7587503095
27116,2,2,2,1940,1,,1,3,,,,,,2,,13,,,,,,,19,3,19,2,72,5,7,3,,5,0,0,1,3,5,1,0.7587503095
27123,1,1,1,1949,1,,1,3,,,,,,1,,15,1,19,,,,,19,3,19,2,63,4,6,3,19,5,1,1,1,3,5,1,0.7580264634
27123,2,2,2,1953,1,,1,5,48,60,2,1971,2,2,,13,,,,,,5,19,3,19,2,59,4,7,3,,5,0,0,1,3,5,1,0.7580264634
27155,1,1,1,1957,1,,1,5,36,60,2,1976,1,1,,8,,19,,,,3,19,3,19,4,55,4,5,2,19,4,1,1,3,3,5,2,0.2554883148
27155,2,2,2,1961,1,,1,5,39,60,2,1978,2,2,,8,,17,,,,5,19,3,19,4,51,3,5,2,17,3,0,1,3,3,5,2,0.2554883148
27155,3,1,6,1989,1,,2,5,60,100,2,2008,2,3,,1,,1,,,,2,19,3,19,4,23,1,1,1,1,1,0,1,3,3,5,2,0.2554883148
27155,4,2,6,1995,1,,2,3,,,,,,4,,17,,,,,,,19,3,19,4,17,1,7,3,,5,0,0,3,3,5,2,0.2554883148
27157,1,1,1,1960,1,,1,5,65,100,2,2010,2,1,,8,,19,,,,2,19,3,19,4,52,3,5,2,19,4,1,1,2,3,5,2,0.2534754867
27157,2,2,2,1963,1,,1,5,44,60,2,1983,2,2,,2,,1,,,,2,19,3,19,4,49,3,2,1,1,1,0,1,2,3,5,2,0.2534754867
27157,3,2,6,1990,1,,2,5,65,100,2,2010,1,3,,17,,,,,,3,19,3,19,4,22,1,7,3,,5,0,0,2,3,5,2,0.2534754867
27157,4,1,6,1996,1,,2,3,,,,,,4,,17,,,,,,,19,3,19,4,16,1,7,3,,5,0,0,2,3,5,2,0.2534754867
27224,1,1,1,1950,1,,1,3,,,,,,1,,15,2,15,,,,,12,2,12,3,62,4,6,3,15,5,1,1,3,2,3,0,1.3327637768
27224,2,2,2,1953,1,,1,5,38,60,2,1972,2,2,,8,,7,,,,2,12,2,12,3,59,4,5,2,7,4,0,1,3,2,3,0,1.3327637768
27224,3,1,6,1979,1,,2,5,42,60,2,2001,2,3,,1,,3,,,,2,12,2,12,3,33,1,1,1,3,2,0,1,3,2,3,0,1.3327637768
27238,1,1,1,1952,1,,1,3,,,,,,1,,12,1,3,,,,,12,2,12,2,60,4,7,3,3,5,0,1,2,2,3,0,1.1693297054
27238,2,2,2,1961,1,,1,3,,,,,,2,,2,,13,,,,,12,2,12,2,51,3,2,1,13,4,1,1,2,2,3,0,1.1693297054
27505,1,1,1,1945,1,,4,3,,,,,,1,,15,1,8,,,,,16,3,8,1,67,5,6,3,8,5,1,1,1,1,2,2,0.3148646854
27509,1,2,1,1934,1,,4,2,,,,,,1,,15,1,19,,,,,8,1,8,1,78,5,6,3,19,5,1,1,1,1,2,2,0.3529527787
27730,1,2,1,1949,1,,1,3,,,,,,1,,13,,,,,,,20,3,20,4,63,4,7,3,,5,0,0,2,3,5,1,0.1809543124
27730,2,1,2,1939,1,,1,2,,,,,,2,,15,1,3,,,,,20,3,20,4,73,5,6,3,3,5,1,1,2,3,5,1,0.1809543124
27730,3,2,6,1972,1,,2,3,,,,,,3,,12,1,19,,,,,20,3,20,4,40,2,7,3,19,5,0,0,2,3,5,1,0.1809543124
27730,4,1,6,1985,1,,2,5,78,100,2,2007,2,4,,2,,13,,,,2,20,3,20,4,27,1,2,1,13,4,0,1,2,3,5,1,0.1809543124
27734,1,2,1,1951,1,,1,3,,,,,,1,,13,,,,,,,20,3,20,3,61,4,7,3,,5,0,0,1,3,5,1,0.1811298955
27734,2,1,2,1947,1,,1,2,,,,,,2,,16,,,,,,,20,3,20,3,65,5,6,3,,5,1,1,1,3,5,1,0.1811298955
27734,3,1,6,1980,1,,2,5,72,100,2,2003,2,3,,12,2,19,,,,2,20,3,20,3,32,1,7,3,19,5,0,0,1,3,5,1,0.1811298955
27739,1,2,1,1938,1,,4,2,,,,,,1,,16,,,,,,,20,3,20,1,74,5,6,3,,5,1,1,1,3,5,1,0.1707470522
27742,1,2,1,1932,1,,4,1,,,,,,1,,13,,,,,,,20,3,20,2,80,5,7,3,,5,1,1,2,3,5,1,0.2241053841
27742,2,2,7,1974,1,,2,7,110,110,2,2004,,2,,3,,16,,,9,5,20,3,20,2,38,2,2,1,16,3,0,1,2,3,5,1,0.2241053841
27744,1,1,1,1937,1,,1,2,,,,,,2,,16,,,,,,,20,3,20,2,75,5,6,3,,5,1,1,2,3,5,1,0.1438804849
27744,2,2,2,1947,1,,1,2,,,,,,1,,16,,,,,,,20,3,20,2,65,5,6,3,,5,0,1,2,3,5,1,0.1438804849
27881,1,1,1,1928,1,,4,4,,,,,,1,,15,1,3,,,,,3,1,3,1,84,5,6,3,3,5,1,1,1,1,1,2,0.2102917996
27912,1,1,1,1948,1,,1,5,6,10,2,1966,2,1,,15,2,15,,,,2,13,3,13,3,64,4,6,3,15,5,1,1,3,3,4,1,0.1311224901
27912,2,2,2,1954,1,,1,3,,,,,,2,,1,,16,,,,,13,3,13,3,58,4,1,1,16,3,0,1,3,3,4,1,0.1311224901
27912,3,1,6,1985,1,,2,5,60,100,2,2004,2,3,,1,,19,,,,2,13,3,13,3,27,1,1,1,19,4,0,1,3,3,4,1,0.1311224901
27923,1,1,1,1951,1,,1,5,42,60,2,1970,2,1,,15,1,3,,,,2,13,3,13,4,61,4,6,3,3,5,1,1,3,3,4,1,0.1562431813
27923,2,2,2,1957,1,,1,3,,,,,,2,,13,,,,,,,12,2,13,4,55,4,7,3,,5,0,0,3,3,4,1,0.1562431813
27923,3,1,6,1992,1,,2,5,63,100,2,2011,1,4,,17,,,,,,3,13,3,13,4,20,1,7,3,,5,0,1,3,3,4,1,0.1562431813
27923,4,1,6,2000,1,,2,2,,,,,,5,,17,,,,,,,13,3,13,4,12,1,7,3,,5,0,1,3,3,4,1,0.1562431813
27930,1,1,1,1933,1,,1,3,,,,,,1,,15,2,15,,,,,13,3,13,2,79,5,6,3,15,5,1,1,2,3,4,2,0.0957153078
27930,2,2,2,1938,1,,1,5,7,10,2,1957,2,2,,15,3,16,,,,5,13,3,13,2,74,5,6,3,16,5,0,1,2,3,4,2,0.0957153078
27947,1,1,1,1933,1,,1,2,,,,,,1,,15,1,6,,,,,13,3,13,2,79,5,6,3,6,5,1,1,2,3,4,2,0.1078100181
27947,2,2,2,1932,1,,1,2,,,,,,2,,16,,,,,,,13,3,13,2,80,5,6,3,,5,0,1,2,3,4,2,0.1078100181
28100,1,1,1,1955,1,,1,5,60,60,2,1992,2,1,,1,,1,,,,2,20,3,20,6,57,4,1,1,1,1,1,1,1,3,5,1,0.2424601316
28100,2,2,2,1960,1,1982,1,5,60,60,2,1998,2,2,,13,,,,,,5,,,20,6,52,3,7,3,,5,0,0,1,3,5,1,0.2424601316
28100,3,2,6,1983,1,,2,5,100,100,2,2002,1,3,,17,,,,,,3,20,3,20,6,29,1,7,3,,5,0,0,1,3,5,1,0.2424601316
28100,4,2,6,1983,1,,2,5,96,100,2,2002,1,4,,11,,,,,,2,20,3,20,6,29,1,7,3,,5,0,0,1,3,5,1,0.2424601316
28100,5,2,6,1989,1,,2,3,,,,,,5,,11,,,,,,,20,3,20,6,23,1,7,3,,5,0,0,1,3,5,1,0.2424601316
28100,6,2,6,2003,1,,2,1,,,,,,6,,17,,,,,,,20,3,20,6,9,1,7,3,,5,0,0,1,3,5,1,0.2424601316
28331,1,1,1,1915,1,,4,2,,,,,,1,,16,,,,,,,11,2,11,1,97,5,6,3,,5,1,1,1,2,3,2,0.1641657014
28346,1,2,1,1930,1,,4,2,,,,,,1,,15,1,1,,,,,11,2,11,3,82,5,6,3,1,5,1,1,2,2,3,2,0.2081173763
28346,2,2,6,1961,1,,4,4,,,,,,,2,1,,7,,2011,,,11,2,11,3,51,3,1,1,7,4,0,1,2,2,3,2,0.2081173763
28346,3,2,9,2002,1,,2,1,,,,,,,2,17,,,,2011,,,11,2,11,3,10,1,7,3,,5,0,0,2,2,3,2,0.2081173763
28362,1,1,1,1928,1,,4,5,80,100,2,1948,1,1,,15,4,11,,,,2,9,2,9,1,84,5,6,3,11,5,1,1,1,2,3,2,0.3381219612
28441,1,1,1,1950,1,,1,5,36,60,2,1968,1,1,,15,4,7,,,,5,9,2,9,2,62,4,6,3,7,5,1,1,1,2,3,2,0.6639827585
28441,2,2,2,1958,1,,1,5,28,30,2,1977,2,2,,13,,,,,,1,9,2,9,2,54,3,7,3,,5,0,0,1,2,3,2,0.6639827585
28802,1,2,1,1960,1,,1,5,48,60,2,1979,2,1,,8,,3,,,,3,1,1,1,3,52,3,5,2,3,2,0,1,2,1,1,3,0.8539238333
28802,2,1,2,1956,1,,1,5,44,60,2,1976,2,2,,2,,13,,,,2,1,1,1,3,56,4,2,1,13,4,1,1,2,1,1,3,0.8539238333
28802,3,2,6,1996,1,,2,3,,,,,,3,,17,,,,,,,1,1,1,3,16,1,7,3,,5,0,0,2,1,1,3,0.8539238333
28859,1,2,1,1930,1,,4,5,50,60,2,1949,2,1,,15,2,19,,,,2,8,1,8,1,82,5,6,3,19,5,1,1,1,1,2,2,0.3876185922
28920,1,1,1,1920,1,,4,5,8,10,2,1938,2,1,,15,4,1,,,,2,9,2,9,1,92,5,6,3,1,5,1,1,1,2,3,2,0.2300899492
28992,1,1,1,1931,1,,1,7,96,110,2,1959,,1,,15,5,21,,,2,3,20,3,20,2,81,5,6,3,21,5,1,1,1,3,5,2,0.5986085735
28992,2,2,2,1941,1,,1,3,,,,,,2,,13,,,,,,,20,3,20,2,71,5,7,3,,5,0,0,1,3,5,2,0.5986085735
29006,1,1,1,1944,1,,1,5,7,10,2,1967,1,1,,15,4,3,,,,2,6,1,6,2,68,5,6,3,3,5,1,1,2,1,2,2,0.2190301372
29006,2,2,2,1946,1,,1,3,,,,,,2,,15,20,7,,,,,6,1,6,2,66,5,6,3,7,5,0,1,2,1,2,2,0.2190301372
29140,1,1,1,1949,1,,1,3,,,,,,1,,15,1,16,,,,,9,2,9,2,63,4,6,3,16,5,1,1,2,2,3,0,0.7845893114
29140,2,2,2,1952,1,,1,3,,,,,,2,,1,,3,,,,,9,2,9,2,60,4,1,1,3,2,0,1,2,2,3,0,0.7845893114
29280,1,1,1,1950,1,,1,5,7,10,2,1969,1,1,,2,,15,,,,2,15,3,15,3,62,4,2,1,15,3,0,1,2,3,4,0,2.1630993062
29280,2,2,2,1950,1,,1,5,92,100,2,1968,1,2,,3,,16,,,,2,15,3,15,3,62,4,2,1,16,3,1,1,2,3,4,0,2.1630993062
29280,3,2,6,1986,1,,2,6,96,110,2,2012,,3,,17,,,,,1,3,15,3,15,3,26,1,7,3,,5,0,0,2,3,4,0,2.1630993062
29288,1,1,1,1970,1,,1,3,,,,,,1,,8,,7,,,,,15,3,15,4,42,2,5,2,7,4,1,1,1,3,4,0,2.48885496
29288,2,2,2,1978,1,,1,5,52,60,2,1996,1,2,,13,,,,,,2,15,3,15,4,34,1,7,3,,5,0,0,1,3,4,0,2.48885496
29288,3,1,6,2004,1,,2,1,,,,,,3,,17,,,,,,,15,3,15,4,8,1,7,3,,5,0,0,1,3,4,0,2.48885496
29288,4,1,6,2008,1,,2,1,,,,,,4,,18,,,,,,,15,3,15,4,4,1,7,3,,5,0,0,1,3,4,0,2.48885496
29678,1,1,1,1933,1,,1,3,,,,,,1,,15,2,15,,,,,19,3,19,2,79,5,6,3,15,5,1,1,1,3,5,2,0.1685773377
29678,2,2,2,1937,1,,1,1,,,,,,2,,13,,,,,,,19,3,19,2,75,5,7,3,,5,0,0,1,3,5,2,0.1685773377
29680,1,1,1,1964,1,,1,3,,,,,,1,,1,,7,,,,,19,3,19,4,48,3,1,1,7,4,1,1,2,3,5,2,0.4531859779
29680,2,2,2,1970,1,,1,2,,,,,,2,,13,,,,,,,19,3,19,4,42,2,7,3,,5,0,0,2,3,5,2,0.4531859779
29680,3,1,6,1990,1,,2,5,95,100,2,2010,1,3,,17,,,,,,4,19,3,19,4,22,1,7,3,,5,0,0,2,3,5,2,0.4531859779
29680,4,1,6,1994,1,,2,3,,,,,,4,,1,,7,,,,,19,3,19,4,18,1,1,1,7,4,0,1,2,3,5,2,0.4531859779
29684,1,1,1,1953,1,,1,7,98,110,2,1978,,1,,3,,15,,,4,3,19,3,19,3,59,4,2,1,15,3,0,1,2,3,5,2,0.2326768488
29684,2,2,2,1953,1,,1,5,40,60,2,1972,2,2,,3,,15,,,,5,19,3,19,3,59,4,2,1,15,3,1,1,2,3,5,2,0.2326768488
29684,3,1,6,1982,1,,2,6,92,110,2,2006,,3,,12,2,19,,,6,2,19,3,19,3,30,1,7,3,19,5,0,0,2,3,5,2,0.2326768488
29737,1,1,1,1951,1,,1,7,105,110,2,1982,,1,,5,,17,,,1,3,16,3,16,2,61,4,3,1,17,3,1,1,2,3,4,2,1.1307328316
29737,2,2,2,1953,1,,1,7,106,110,2,1976,,2,,3,,16,,,9,5,16,3,16,2,59,4,2,1,16,3,0,1,2,3,4,2,1.1307328316
29742,1,1,1,1952,1,,1,2,,,,,,1,,1,,8,,,,,16,3,16,4,60,4,1,1,8,4,1,1,3,3,4,2,1.4501053497
29742,2,2,2,1954,1,,1,2,,,,,,2,,1,,17,,,,,16,3,16,4,58,4,1,1,17,3,0,1,3,3,4,2,1.4501053497
29742,3,2,6,1975,1,,2,3,,,,,,3,,16,,,,,,,16,3,16,4,37,2,6,3,,5,0,1,3,3,4,2,1.4501053497
29742,4,1,6,1986,1,,2,5,36,60,2,2006,2,4,,11,,,,,,2,16,3,16,4,26,1,7,3,,5,0,0,3,3,4,2,1.4501053497
29774,1,2,1,1926,1,,4,2,,,,,,1,,16,,,,,,,15,3,15,1,86,5,6,3,,5,1,1,1,3,4,2,0.2100364822
29798,1,1,1,1935,1,,1,2,,,,,,1,,15,2,19,,,,,11,2,11,2,77,5,6,3,19,5,1,1,2,2,3,1,0.1978176467
29798,2,2,2,1936,1,,1,2,,,,,,2,,16,,,,,,,11,2,11,2,76,5,6,3,,5,0,1,2,2,3,1,0.1978176467
29823,1,2,1,1960,1,,1,7,104,110,2,1991,,1,,16,,,,,2,3,15,3,15,6,52,3,6,3,,5,0,1,2,3,4,2,0.1994677272
29823,2,1,2,1965,1,,1,6,106,110,2,1998,,2,,2,,17,,,10,3,15,3,15,6,47,3,2,1,17,3,1,1,2,3,4,2,0.1994677272
29823,3,2,6,1994,1,,2,5,92,100,2,2012,1,3,,17,,,,,,3,15,3,15,6,18,1,7,3,,5,0,0,2,3,4,2,0.1994677272
29823,4,1,6,1995,1,,2,3,,,,,,4,,17,,,,,,,15,3,15,6,17,1,7,3,,5,0,0,2,3,4,2,0.1994677272
29823,5,2,6,1998,1,,2,3,,,,,,5,,17,,,,,,,15,3,15,6,14,1,7,3,,5,0,0,2,3,4,2,0.1994677272
29823,6,1,6,2001,1,,2,2,,,,,,6,,17,,,,,,,15,3,15,6,11,1,7,3,,5,0,0,2,3,4,2,0.1994677272
31092,1,1,1,1964,1,,1,5,60,60,2,1983,2,1,,4,,3,,,,2,3,1,1,5,48,3,3,1,3,2,1,1,1,1,1,1,0.372878339
31092,2,2,2,1966,1,,1,5,56,60,2,1985,2,2,,13,,,,,,2,1,1,1,5,46,3,7,3,,5,0,0,1,1,1,1,0.372878339
31092,3,2,6,1992,1,,2,5,60,60,2,2011,1,3,,17,,,,,,3,1,1,1,5,20,1,7,3,,5,0,0,1,1,1,1,0.372878339
31092,4,2,6,1994,1,,2,3,,,,,,4,,17,,,,,,,1,1,1,5,18,1,7,3,,5,0,0,1,1,1,1,0.372878339
31092,5,1,6,2000,1,,2,2,,,,,,5,,17,,,,,,,3,1,1,5,12,1,7,3,,5,0,0,1,1,1,1,0.372878339
31093,1,1,1,1954,1,,3,5,30,30,2,1974,2,1,,7,,7,,,,3,1,1,1,1,58,4,4,2,7,4,1,1,1,1,1,1,0.2501966788
31122,1,1,1,1952,1,,1,3,,,,,,1,,2,,6,,,,,16,3,1,4,60,4,2,1,6,4,1,1,2,1,1,2,0.5589972685
31122,2,2,2,1958,1,,1,2,,,,,,2,,13,,,,,,,16,3,1,4,54,3,7,3,,5,0,0,2,1,1,2,0.5589972685
31122,3,1,6,1980,1,,2,4,,,,,,4,,11,,,,,,,16,3,1,4,32,1,7,3,,5,0,0,2,1,1,2,0.5589972685
31122,4,1,6,1979,1,,2,3,,,,,,3,,1,,19,,,,,16,3,1,4,33,1,1,1,19,4,0,1,2,1,1,2,0.5589972685
31137,1,1,1,1954,1,,1,5,40,60,2,1975,2,1,,2,,3,,,,2,3,1,3,4,58,4,2,1,3,2,1,1,3,1,1,1,0.9163668109
31137,2,2,2,1958,1,,1,5,50,60,2,1976,2,2,,3,,16,,,,5,3,1,3,4,54,3,2,1,16,3,0,1,3,1,1,1,0.9163668109
31137,3,1,6,1985,1,,2,5,75,100,2,2005,2,3,,1,,3,,,,2,3,1,3,4,27,1,1,1,3,2,0,1,3,1,1,1,0.9163668109
31137,4,2,6,1986,1,,2,7,95,110,2,2012,,4,,11,,,,,7,5,3,1,3,4,26,1,7,3,,5,0,0,3,1,1,1,0.9163668109
31145,1,1,1,1946,1,,1,2,,,,,,1,,15,1,4,,,,,3,1,3,2,66,5,6,3,4,5,1,1,2,1,1,1,0.5413810613
31145,2,2,2,1951,1,,1,3,,,,,,2,,15,1,3,,,,,5,1,3,2,61,4,6,3,3,5,0,1,2,1,1,1,0.5413810613
31161,1,1,1,1958,1,,1,5,36,60,2,1977,2,1,,2,,19,,,,2,20,3,20,4,54,3,2,1,19,4,1,1,2,3,5,2,0.600689508
31161,2,2,2,1962,1,,1,5,54,60,2,1981,2,2,,2,,19,,,,2,20,3,20,4,50,3,2,1,19,4,0,1,2,3,5,2,0.600689508
31161,3,2,6,1984,1,,2,7,110,110,2,2009,,3,,11,,,,,6,3,20,3,20,4,28,1,7,3,,5,0,0,2,3,5,2,0.600689508
31161,4,1,6,1989,1,,2,4,,,,,,4,,11,,,,,,,20,3,20,4,23,1,7,3,,5,0,0,2,3,5,2,0.600689508
31219,1,2,1,1929,1,,4,3,,,,,,1,,15,8,7,,,,,19,3,19,1,83,5,6,3,7,5,1,1,1,3,5,2,0.1977734676
31220,1,2,1,1938,1,,1,2,,,,,,1,,9,,7,,,,,8,1,8,2,74,5,5,2,7,4,1,1,2,1,2,1,0.2482743552
31220,2,1,2,1935,1,,1,2,,,,,,2,,15,1,17,,,,,8,1,8,2,77,5,6,3,17,5,0,1,2,1,2,1,0.2482743552
31221,1,2,1,1938,1,,4,5,36,60,2,1958,2,1,,15,7,3,,,,3,12,2,8,2,74,5,6,3,3,5,1,1,2,1,2,1,0.3231622343
31221,2,2,6,1979,1,,2,3,,,,,,2,,16,,,,,,,8,1,8,2,33,1,6,3,,5,0,1,2,1,2,1,0.3231622343
31246,1,1,1,1942,1,,1,2,,,,,,1,,15,1,3,,,,,1,1,1,2,70,5,6,3,3,5,1,1,2,1,1,0,1.0454605853
31246,2,2,2,1944,1,,1,3,,,,,,2,,15,1,3,,,,,1,1,1,2,68,5,6,3,3,5,0,1,2,1,1,0,1.0454605853
31304,1,1,1,1941,1,,1,5,40,60,2,1960,2,1,,15,2,9,,,,3,11,2,11,2,71,5,6,3,9,5,1,1,2,2,3,0,0.4134309585
31304,2,2,2,1942,1,,1,5,47,60,2,1961,2,2,,15,8,9,,,,4,11,2,11,2,70,5,6,3,9,5,0,1,2,2,3,0,0.4134309585
31309,1,2,1,1986,1,,2,5,85,100,2,2005,2,3,,2,,6,,,,2,11,2,11,6,26,1,2,1,6,4,0,1,5,2,3,0,0.7452237681
31309,2,1,4,1955,1,,1,3,,,,,,1,,15,1,8,,,,,11,2,11,6,57,4,6,3,8,5,1,1,5,2,3,0,0.7452237681
31309,3,2,4,1958,1,,1,2,,,,,,2,,13,,,,,,,11,2,11,6,54,3,7,3,,5,0,1,5,2,3,0,0.7452237681
31309,4,2,11,1991,1,,2,5,100,100,2,2010,2,4,,2,,5,,,,2,11,2,11,6,21,1,2,1,5,2,0,1,5,2,3,0,0.7452237681
31309,5,1,14,1987,1,,2,4,,,,,,6,,1,,6,,,,,11,2,11,6,25,1,1,1,6,4,0,1,5,2,3,0,0.7452237681
31309,6,1,7,2010,1,,2,1,,,,,,5,,18,,,,,,,11,2,11,6,2,1,7,3,,5,0,0,5,2,3,0,0.7452237681
31387,1,2,1,1959,1,,1,4,,,,,,1,,13,,,,,,,3,1,3,3,53,3,7,3,,5,0,0,2,1,1,0,1.535189557
31387,2,1,2,1957,1,,1,3,,,,,,2,,12,2,3,,,,,3,1,3,3,55,4,7,3,3,5,0,1,2,1,1,0,1.535189557
31387,3,1,6,1984,1,,2,6,85,110,2,2008,,3,,2,,3,,,10,1,3,1,3,3,28,1,2,1,3,2,1,1,2,1,1,0,1.535189557
31403,1,2,1,1926,1,,4,3,,,,,,1,,16,,,,,,,12,2,3,2,86,5,6,3,,5,0,1,2,1,1,2,0.1454690866
31403,2,2,7,1965,1,,2,5,70,100,2,1983,2,2,,2,,17,,,,2,3,1,3,2,47,3,2,1,17,3,1,1,2,1,1,2,0.1454690866
31441,1,1,1,1942,1,,1,5,70,100,2,1963,1,1,,15,4,8,,,,2,3,1,3,2,70,5,6,3,8,5,1,1,2,1,1,2,0.1133026823
31441,2,2,2,1944,1,,1,5,80,100,2,1963,2,2,,15,4,6,,,,2,3,1,3,2,68,5,6,3,6,5,0,1,2,1,1,2,0.1133026823
31448,1,2,1,1935,1,,4,5,42,60,2,1953,2,1,,15,2,4,,,,2,8,1,8,1,77,5,6,3,4,5,1,1,1,1,2,2,0.4941579743
31561,1,1,1,1940,1,,4,5,50,60,2,1959,2,1,,15,2,3,,,,2,3,1,3,1,72,5,6,3,3,5,1,1,1,1,1,0,0.2306228686
31625,1,2,1,1931,1,,4,2,,,,,,1,,16,,,,,,,16,3,3,2,81,5,6,3,,5,0,1,2,1,1,2,0.2796659918
31625,2,2,7,1957,1,,2,7,95,110,2,1982,,2,,4,,11,,,8,3,16,3,3,2,55,4,3,1,11,4,1,1,2,1,1,2,0.2796659918
31652,1,1,1,1941,1,,1,5,7,10,2,1964,2,1,,15,2,15,,,,3,15,3,3,2,71,5,6,3,15,5,1,1,2,1,1,0,1.1046375996
31652,2,2,2,1943,1,,1,7,103,110,2,1973,,2,,15,3,15,,,9,5,3,1,3,2,69,5,6,3,15,5,0,1,2,1,1,0,1.1046375996
31665,1,1,1,1937,1,,1,4,,,,,,1,,15,1,3,,,,,7,1,7,2,75,5,6,3,3,5,1,1,1,1,1,2,0.3803975771
31665,2,2,2,1938,1,,1,2,,,,,,2,,13,,,,,,,7,1,7,2,74,5,7,3,,5,0,0,1,1,1,2,0.3803975771
31671,1,2,1,1952,1,,4,3,,,,,,1,,16,,,,,,,7,1,7,1,60,4,6,3,,5,1,1,1,1,1,2,0.3554832264
31695,1,2,1,1969,1,,1,3,,,,,,1,,13,,,,,,,13,3,3,4,43,2,7,3,,5,0,0,3,1,1,2,0.2203112793
31695,2,1,2,1964,1,,1,3,,,,,,2,,1,,3,,,,,3,1,3,4,48,3,1,1,3,2,1,1,3,1,1,2,0.2203112793
31695,3,2,6,1987,1,,2,6,100,110,2,2011,,3,,2,,17,,,10,2,3,1,3,4,25,1,2,1,17,3,0,1,3,1,1,2,0.2203112793
31695,4,1,6,1992,1,,2,3,,,,,,4,,1,,6,,,,,3,1,3,4,20,1,1,1,6,4,0,1,3,1,1,2,0.2203112793
31724,1,2,1,1991,1,,2,5,90,100,2,2010,1,3,,17,,,,,,2,7,1,7,5,21,1,7,3,,5,0,0,3,1,1,0,1.1997072407
31724,2,1,4,1958,1,,1,5,60,60,2,1977,2,1,,1,,2,,,,2,7,1,7,5,54,3,1,1,2,2,1,1,3,1,1,0,1.1997072407
31724,3,2,4,1962,1,,1,6,100,110,2,1997,,2,,3,,17,,,9,2,1,1,7,5,50,3,2,1,17,3,0,1,3,1,1,0,1.1997072407
31724,4,2,11,1996,1,,2,3,,,,,,4,,17,,,,,,,7,1,7,5,16,1,7,3,,5,0,0,3,1,1,0,1.1997072407
31724,5,2,14,1999,1,,2,2,,,,,,5,,17,,,,,,,7,1,7,5,13,1,7,3,,5,0,1,3,1,1,0,1.1997072407
31735,1,1,1,1944,1,,1,3,,,,,,1,,15,1,3,,,,,3,1,3,2,68,5,6,3,3,5,1,1,2,1,1,2,0.2373522755
31735,2,2,2,1935,1,,1,2,,,,,,2,,15,1,3,,,,,5,1,3,2,77,5,6,3,3,5,0,1,2,1,1,2,0.2373522755
31757,1,2,1,1935,1,,4,5,7,10,2,1956,2,1,,16,,,,,,2,4,1,3,1,77,5,6,3,,5,1,1,1,1,1,2,0.3135652744
31785,1,1,1,1946,1,,1,5,58,60,2,1968,2,1,,15,2,11,,,,2,3,1,3,2,66,5,6,3,11,5,1,1,2,1,1,2,0.1602170422
31785,2,2,2,1949,1,,1,5,58,60,2,1972,2,2,,15,3,16,,,,5,3,1,3,2,63,4,6,3,16,5,0,1,2,1,1,2,0.1602170422
31798,1,1,1,1936,1,,4,2,,,,,,1,,15,1,3,,,,,20,3,3,1,76,5,6,3,3,5,1,1,1,1,1,2,0.2210383749
31799,1,2,1,1948,1,,1,2,,,,,,1,,15,1,3,,,,,3,1,3,2,64,4,6,3,3,5,0,1,2,1,1,2,0.209725598
31799,2,1,2,1941,1,,1,3,,,,,,2,,15,1,3,,,,,3,1,3,2,71,5,6,3,3,5,1,1,2,1,1,2,0.209725598
