nquest,quest,nquestp,contint,nopcf,stupcf,conpcf,setpcf,anapcf,citpcf,vitpcf,nompcf,anmortpcf,itpcf,nomcf,stumcf,conmcf,setmcf,anamcf,citmcf,vitmcf,nommcf,anmortmcf,itmcf,vitfcf,nfratcf,nsorecf,vitfco,nfratco,nsoreco,figlicf,nfiglicf,nfiglinoit,parnoit,anconv,motivpcf,motivmcf,NCOMP,CAPI
727138,3,,2,1,2,1,2,1910,,2,1,1984,,2,,,,,,2,2,,,1,4,0,1,1,1,1,3,,,1998,,,2,1
727160,3,,2,1,3,9,,1915,,2,1,1969,,1,2,9,,1915,,2,1,2000,,1,1,0,1,0,2,1,1,,,1977,,,2,1
727170,3,,2,1,2,1,4,1934,,2,1,2004,,1,2,9,,1935,,2,1,1994,,2,,,1,1,0,2,,,,1996,,,5,1
727171,3,,2,1,4,9,,1890,,2,1,1974,,1,2,9,,1895,,2,1,1971,,1,0,2,,,,1,2,,2,,,,1,1
727179,3,,4,1,5,6,4,1923,,1,,,,1,4,2,4,1934,,1,,,,1,3,1,1,0,1,2,,,,1992,,,4,1
727267,3,,3,1,3,1,2,1935,,1,,,,1,3,3,4,1935,,1,,,,1,1,2,,,,2,,,,,,,2,1
727318,3,,1,2,,,,,,,,,,2,,,,,,1,,,,1,0,1,,,,2,,,2,,,,2,1
727326,3,,1,1,2,8,4,1938,,1,,,,1,2,9,,1938,,1,,,,1,2,0,2,,,2,,,,2000,,,3,1
727339,3,,1,2,,,,,,2,1,1983,,2,,,,,,1,,,,1,2,1,1,2,0,2,,,,1982,,,4,1
727402,3,,2,2,,,,,,2,1,1982,,2,,,,,,2,1,1959,,1,2,2,1,1,0,1,3,,,1971,,,2,1
727405,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,1,0,2,,,,1,2,,,,,,1,1
727473,3,,1,2,,,,,,2,1,2005,,2,,,,,,2,1,1999,,1,0,1,1,0,1,1,1,,,1967,,,4,1
727477,3,,1,1,2,1,4,1950,,1,,,,1,1,9,,1962,,1,,,,1,0,1,1,2,1,2,,,,1994,,,5,1
727513,3,,3,2,,,,,,2,2,,,2,,,,,,2,2,,,1,1,3,,,,1,2,,,,,,1,1
727520,3,,1,1,1,1,1,1902,,2,1,1967,,1,1,1,1,1900,,2,1,1997,,1,0,2,,,,2,,,2,,,,2,1
727531,3,,1,1,3,1,2,1912,,2,2,,,1,1,9,,1925,,2,1,1968,,1,1,2,1,5,5,2,,,,1964,,,9,1
727537,3,,2,1,1,1,1,1901,,2,2,,,1,1,9,,1900,,2,1,1934,,1,0,1,1,1,1,1,2,,,1960,,,2,1
727567,3,,3,2,,,,,,2,1,2008,,1,3,1,4,1953,,1,,,,1,1,0,1,2,1,2,,,,1999,,,3,1
727604,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,1,0,3,1,3,2,1,2,,,1968,,,3,1
727650,3,,4,2,,,,,,2,2,,,2,,,,,,2,2,,,1,0,2,,,,1,2,,,,,,2,1
727726,3,,2,1,1,1,1,1913,,2,1,1995,,1,1,9,,1922,,2,1,1997,,1,1,2,,,,2,,,2,,,,2,0
727740,3,,4,1,1,10,,1923,,2,1,2001,,1,1,10,,1931,,2,1,2005,,2,,,1,0,4,1,1,,,1975,,,3,0
727776,3,,4,1,2,8,4,1913,,2,1,1973,,1,2,8,4,1919,,1,,,,1,1,3,1,2,1,2,,,,1987,,,5,0
727825,3,,3,1,2,1,4,1936,,1,,,,1,2,9,,1940,,1,,,,1,2,1,1,4,4,1,1,,,1983,,,5,1
727842,3,,3,2,,,,,,2,2,,,2,,,,,,2,2,,,1,2,2,1,1,0,1,2,,,1957,,,2,1
727922,3,,4,1,2,1,3,1928,,1,,,,1,2,3,3,1928,,1,,,,1,1,0,1,0,1,2,,,,2003,,,3,0
728000,3,,4,1,1,8,1,1890,,2,1,1962,,1,1,8,1,1902,,2,1,1978,,1,0,2,2,,,2,,,,1950,,,3,0
728148,3,,4,1,2,8,4,1922,,1,,,,1,2,8,4,1930,,1,,,,1,1,2,1,0,1,2,,,,1990,,,5,1
728160,3,,2,1,4,5,4,1948,,1,,,,1,4,2,4,1944,,1,,,,2,,,,,,2,,,2,,,,1,1
728185,3,,1,1,2,2,2,1921,,2,1,1976,,1,2,9,,1931,,1,,,,1,1,0,2,,,2,,,,1975,,,2,1
728306,3,,2,1,2,1,2,1918,,2,1,2004,,1,2,1,2,1928,,1,,,,2,,,1,1,0,2,,,,1987,,,3,1
728430,3,,3,1,3,6,4,1894,,2,1,1961,,1,3,9,,1898,,2,1,1974,,2,,,,,,2,,,,,,,1,0
728434,3,,4,1,5,2,2,1900,,2,1,1965,,1,2,9,,1912,,2,1,1972,,1,0,3,,,,1,2,,2,,,,1,0
728464,3,,1,1,4,6,4,1922,,2,1,2001,,1,3,9,,,,,,,,1,1,0,,,,2,,,,,,,2,1
728493,3,,1,1,4,4,3,1908,,2,1,1962,,1,2,9,,1914,,2,1,2002,,1,1,1,,,,2,,,2,,,,1,1
728547,3,,2,1,4,4,2,1924,,1,,,,1,4,2,2,1927,,2,1,2007,,2,,,2,,,1,1,,,1989,,,3,1
728601,3,,4,2,,,,,,1,,,,2,,,,,,1,,,,1,1,1,,,,2,,,2,,,,1,1
728605,3,,1,1,1,1,2,1916,,2,1,1990,,1,1,9,,1920,,2,1,1998,,1,0,1,,,,1,2,,2,,,,1,1
728648,3,,2,2,,,,,,2,2,,,2,,,,,,2,2,,,1,2,2,1,3,1,1,2,,,1958,,,2,1
728665,3,,2,1,1,1,4,1930,,2,1,1999,,1,1,9,,1926,,1,,,,1,3,2,1,2,2,2,,,,1983,,,4,0
728734,3,,2,1,5,5,3,1948,,1,,,,1,4,8,4,1950,,2,1,1999,,1,1,0,2,,,2,,,,2005,,,2,0
728838,3,,2,1,5,8,4,1943,,1,,,,1,5,9,,1944,,1,,,,1,1,2,,,,2,,,2,,,,1,1
728852,3,,3,1,2,1,2,1927,,2,1,2007,,1,2,9,,1929,,1,,,,1,1,0,1,1,1,2,,,,1988,,,4,1
728890,3,,2,1,5,3,3,1947,,1,,,,1,5,3,3,1947,,1,,,,2,,,1,0,1,2,,,,2003,,,3,1
728891,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,1,0,2,,,,1,2,,,,,,1,0
729038,3,,2,1,2,1,2,1941,,1,,,,1,4,3,3,1947,,1,,,,1,0,1,1,0,1,2,,,,2005,,,3,0
729127,3,,2,1,3,2,4,1929,,2,1,1995,,1,2,9,,1933,,1,,,,2,,,1,1,0,2,,,,1990,,,4,0
729232,3,,2,1,3,2,4,1910,,2,1,1987,,1,2,9,,1910,,1,,,,1,1,0,2,,,1,2,,,1970,,,2,0
729308,3,,2,1,1,8,1,1894,,2,1,1980,,1,1,8,1,1901,,2,1,1982,,1,1,0,,,,1,1,,,,,,1,1
729310,3,,2,1,1,1,1,1898,,2,2,,,1,1,1,1,1899,,2,2,,,1,0,1,1,2,0,1,1,,,1951,,,2,1
729412,3,,2,2,,,,,,2,2,,,2,,,,,,2,2,,,1,1,0,,,,1,2,,,,,,2,1
729507,3,,2,2,,,,,,1,,,,1,3,8,4,1960,,1,,,,2,,,,,,2,,,2,,,,1,1
729515,3,,1,1,2,1,4,1938,2,1,,,2,1,2,9,,1940,2,1,,,2,1,2,2,,,,1,2,2,1,,,,1,1
729700,3,,1,1,1,1,1,1898,,2,1,1986,,1,2,9,,1915,,2,1,1993,,1,3,3,1,1,4,1,2,,,1972,,,3,1
729737,3,,2,1,3,2,1,,,,,,,1,2,9,,,,,,,,1,0,1,,,,2,,,2,,,,3,1
729753,3,,3,1,2,8,4,,,,,,,1,2,9,,,,,,,,2,,,,,,2,,,2,,,,5,1
729822,3,,2,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,,,,1,1,,,,,,1,1
730040,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,1,0,2,,,,1,2,,,,,,1,1
730102,3,,2,2,,,,,,2,2,,,2,,,,,,3,,,,2,,,2,,,2,,,,1995,,,2,1
730105,3,,2,1,3,1,1,1932,,1,,,,1,3,1,2,1934,,1,,,,2,,,2,,,2,,,,2005,,,2,0
730110,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,1,2,1,,,,2,,,2,,,,1,1
730113,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,1,1,1,,,,2,,,2,,,,1,1
730200,3,,3,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,,,,2,,,2,,,,2,1
730217,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,,,,2,,,2,,,,1,1
730271,3,,3,2,,,,,,2,2,,,2,,,,,,1,,,,2,,,,,,2,,,2,,,,1,1
730308,3,,2,1,1,1,4,1892,,2,2,,,1,1,1,4,1898,,2,2,,,1,0,1,,,,1,2,,,,,,4,1
730312,3,,3,1,2,1,1,1921,,2,1,1976,,1,2,1,1,,,,,,,1,0,1,,,,2,,,2,,,,2,1
730333,3,,2,1,3,1,4,1934,,2,1,2006,,1,3,2,4,1939,,2,1,2005,,1,1,1,,,,1,1,,2,,,,1,1
730402,3,,2,1,4,8,1,1935,,1,,,,1,3,9,,1937,,1,,,,2,,,1,0,1,2,,,,1994,,,3,1
730408,3,,2,1,1,8,4,1932,,2,2,,,1,1,9,,1936,,1,,,,1,2,2,1,5,2,1,1,,,1984,,,3,1
730429,3,,2,1,2,8,4,1914,,2,1,1968,,1,2,9,,1917,,2,1,2007,,2,,,2,,,2,,,,1968,,,3,1
730430,3,,2,1,2,1,4,,,,,,,1,2,1,2,1930,,2,1,2001,,1,1,0,2,,,2,,,,1997,,,4,1
730526,3,,3,1,1,1,1,1898,,2,1,1978,,1,1,9,,1904,,2,1,1971,,2,,,2,,,1,1,,,1960,,,3,1
730539,3,,2,1,2,1,1,1897,,2,1,1933,,1,1,9,,1900,,2,1,1946,,1,2,1,1,1,3,1,1,,,1957,,,2,1
730704,3,,1,1,1,1,1,1900,,2,2,,,1,1,9,,1902,,2,2,,,1,2,1,1,1,1,1,1,,,1970,,,3,1
730712,3,,1,1,1,1,1,1921,,2,1,2002,,1,1,9,,1925,,2,1,1999,,1,2,1,1,1,1,1,2,,,1970,,,3,1
730719,3,,1,1,1,1,1,1895,,2,2,,,1,1,9,,1900,,2,2,,,2,,,2,,,1,2,,,1955,,,2,1
730756,3,,1,1,1,1,1,1912,,2,1,1952,,1,1,9,,1913,,2,1,1976,,1,2,1,2,,,1,1,,,1970,,,4,1
730807,3,,2,1,2,1,4,1931,,1,,,,1,2,9,,1933,,1,,,,1,1,1,,,,2,,,,,,,4,1
730815,3,,2,1,2,8,4,1940,,2,1,1998,,1,2,9,,1954,,1,,,,1,1,1,1,2,2,2,,,,1999,,,4,1
730858,3,,3,1,2,1,4,1913,,2,1,1957,,1,1,9,,1930,,2,1,2003,,1,4,1,,,,1,3,,2,,,,1,1
730876,3,,1,1,2,1,4,1938,,1,,,,1,2,9,,1939,,1,,,,1,1,2,,,,2,,,2,,,,3,1
730878,3,,1,1,1,8,4,1910,,2,2,,,1,1,9,,1916,,1,,,,1,2,2,,,,1,1,,,,,,1,1
730901,3,,1,1,2,1,1,1895,,2,1,1983,,1,2,9,,1897,,2,1,1960,,1,2,1,,,,1,1,,,,,,3,1
730931,3,,1,2,,,,,,1,,,,1,2,9,,1905,,2,1,1987,,1,0,2,1,3,0,1,1,,,1972,,,3,1
730939,3,,1,1,2,1,2,1898,,2,1,1971,,1,2,9,,1909,,2,1,1959,,1,1,3,,,,1,2,,,,,,1,1
731044,3,,2,2,,,,,,2,2,,,1,2,1,4,,,,,,,2,,,,,,2,,,2,,,,4,1
731159,3,,4,1,1,1,1,1922,,2,1,1983,,1,1,9,,1923,,1,,,,1,1,1,,,,1,4,,,,,,1,1
731178,3,,4,1,2,9,,1925,,2,1,1975,,1,2,9,,1934,,1,,,,1,2,1,1,1,0,2,,,,1978,,,4,1
731238,3,,1,1,1,1,1,1909,,2,1,1997,,1,1,1,1,1914,,2,1,2004,,1,1,1,,,,2,,,2,,,,1,0
731253,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,,,,1,1,,,,,,1,1
731344,3,,2,1,2,1,4,1911,,2,1,1985,,1,7,9,,1917,,1,,,,1,0,3,1,1,1,1,2,,,1972,,,2,1
731373,3,,2,1,2,1,2,1913,,2,1,1988,,1,2,1,2,1917,,2,1,1994,,1,0,1,2,,,1,2,,,1970,,,2,1
731413,3,,1,1,3,7,2,1941,,1,,,,1,3,9,,1947,,1,,,,1,1,1,1,1,0,2,,,,1999,,,5,1
731421,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,1,1,2,,,,1,4,,,,,,3,1
731656,3,,2,1,3,1,2,1940,,1,,,,1,2,9,,1943,,2,1,1984,,1,2,0,,,,2,,,2,,,,2,1
731660,3,,4,1,3,8,4,1939,,1,,,,1,3,8,4,1939,,1,,,,1,0,1,,,,1,1,,2,,,,2,1
731805,3,,1,1,3,1,4,1927,,2,1,1983,,1,2,8,4,1932,,1,,,,2,,,2,,,1,1,,,1975,,,2,1
731806,3,,2,1,1,1,4,1890,,2,1,1974,,1,1,9,,1899,,2,1,1978,,2,,,1,0,1,1,2,,,1960,,,2,1
731810,3,,1,1,2,8,4,1903,,2,1,1993,,2,,,,,,2,1,1995,,1,0,1,,,,2,,,2,,,,1,1
731827,3,,1,1,2,1,2,1930,,1,,,,1,1,9,,1937,,2,1,2001,,1,1,1,1,4,0,2,,,,1986,,,5,1
731839,3,,2,1,3,2,4,1931,,1,,,,1,2,9,,1930,,1,,,,1,0,2,1,0,1,1,2,,,1992,,,3,1
732011,3,,1,1,1,8,1,1880,,2,1,1958,,1,1,8,1,1890,,2,1,1963,,1,2,0,,,,2,,,,,,,1,1
732013,3,,3,1,1,2,3,1920,,2,1,1990,,1,1,9,,1924,,2,1,2007,,1,2,2,1,1,2,2,,,,1998,,,4,1
732030,3,,3,1,4,4,3,1921,,2,1,1995,,1,3,2,3,1927,,1,,,,1,0,2,1,1,2,2,,,,1988,,,5,1
732041,3,,1,1,2,8,1,1885,,2,1,1970,,1,1,9,,1890,,2,1,1971,,1,0,2,,,,2,,,2,,,,1,1
732042,3,,2,1,2,1,1,,,,,,,1,2,9,,,,,,,,1,2,1,,,,2,,,2,,,,3,1
732103,3,,2,2,,,,,,1,,,,2,,,,,,1,,,,1,1,0,,,,2,,,2,,,,1,1
732118,3,,1,1,2,1,1,1918,,2,1,1965,,1,2,9,,1925,,1,,,,1,1,0,,,,1,2,,,,,,1,1
732301,3,,1,1,2,1,1,1911,,2,1,1986,,1,2,2,3,1925,,1,,,,1,1,0,2,,,1,1,,,1972,,,2,1
732308,3,,2,1,1,1,1,1901,,2,1,1941,,1,1,1,1,1905,,2,1,2004,,1,1,0,2,,,1,1,,,1971,,,2,1
732343,3,,1,1,3,8,4,1909,,2,1,1964,,1,3,9,,1913,,2,1,2004,,2,,,2,,,2,,,,1984,,,4,1
732360,3,,1,2,,,,,,2,1,1997,,2,,,,,,1,,,,2,,,2,,,1,1,,,1971,,,3,1
732369,3,,2,1,3,2,3,1929,,1,,,,1,3,9,,1937,,1,,,,2,,,2,,,2,,,,1991,,,4,1
732371,3,,2,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,2,,,2,,,,1973,,,3,1
732406,3,,1,1,2,1,1,1949,,1,,,,1,2,9,,1953,,1,,,,1,0,2,1,3,0,2,,,,2006,,,2,1
732466,3,,1,1,1,1,1,1895,,2,2,,,1,1,1,1,1901,,2,2,,,1,2,1,1,2,2,1,4,,,1960,,,2,1
732502,3,,3,1,4,8,4,1938,1,2,1,2003,,1,4,8,4,1940,,2,1,1986,,1,2,1,1,1,0,2,,,,2000,,,4,1
732507,3,,2,1,2,1,2,1953,,1,,,,1,2,1,2,1956,,1,,,,1,1,2,1,1,2,2,,,,1996,,,5,1
732511,3,,3,1,2,1,4,1928,,2,1,1998,,1,2,9,,1935,,1,,,,2,,,1,2,0,2,,,,1983,,,3,1
732601,3,,3,1,2,8,2,1941,,1,,,,1,2,9,,1942,,1,,,,1,2,1,1,0,1,2,,,,1995,,,4,1
732604,3,,2,1,2,1,2,1909,,2,1,1990,,1,1,9,,1912,,2,1,1995,,1,3,0,2,,,2,,,,1975,,,3,1
732815,3,,3,1,2,8,4,1931,,2,1,1996,,1,1,9,,1935,,1,,,,1,1,2,2,,,2,,,,1982,,,3,1
732846,3,,1,1,3,2,3,1935,,2,1,1979,,1,2,9,,1937,,2,1,2005,,1,1,1,,,,2,,,2,,,,1,1
733036,3,,3,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,1,1,2,1,1,,,1971,,,2,1
733040,3,,4,1,4,2,3,1933,,1,,,,1,3,9,,1935,,1,,,,1,1,2,1,1,1,2,,,,2001,,,2,1
733049,3,,2,1,2,1,3,1940,,2,1,1999,,1,2,9,,1941,,1,,,,1,0,4,1,2,2,2,,,,2005,,,2,1
733054,3,,3,1,2,1,1,1922,,2,1,1976,,1,2,9,,1925,,2,1,1981,,1,1,2,,,,1,3,,,,,,1,1
733072,3,,2,1,2,1,4,1930,,2,1,1990,,1,2,9,,1936,,1,,,,1,2,1,1,2,0,2,,,,2004,,,2,1
733129,3,,1,1,2,1,4,1927,,1,,,,1,2,9,,1931,,1,,,,1,1,0,1,1,1,2,,,,1982,,,3,1
733141,3,,3,2,,,,,,2,1,1984,,2,,,,,,2,1,1996,,1,0,1,1,0,1,2,,,,1987,,,4,1
733145,3,,3,2,,,,,,2,1,2004,,2,,,,,,2,1,2005,,1,1,1,1,2,1,2,,,,1977,,,4,1
733210,3,,1,1,3,1,1,1916,,2,1,1977,,1,2,1,1,1919,,2,1,1997,,1,1,2,,,,2,,,2,,,,1,1
733216,3,,1,1,2,1,1,1925,,2,1,2008,,1,2,9,,1927,,1,,,,1,2,3,1,1,2,1,1,,,1980,,,6,1
733246,3,,1,1,2,1,1,1931,,1,,,,1,3,9,,1936,,1,,,,1,2,0,1,1,0,2,,,,1987,,,4,1
733271,3,,1,1,2,1,1,1923,,2,1,2006,,1,2,9,,1926,,1,,,,1,1,3,1,1,4,1,2,,,1976,,,3,1
733315,3,,3,1,2,1,4,1921,,2,2,,,1,2,9,,1923,,2,2,,,1,2,0,1,1,0,2,,,,2008,,,2,1
733346,3,,2,1,3,1,4,1945,,1,,,,1,3,9,,1948,,1,,,,1,1,0,1,4,0,2,,,,2003,,,2,1
733351,3,,2,1,2,1,1,1914,,2,2,,,1,2,9,,1917,,2,1,1997,,1,7,0,1,1,2,1,1,,,1978,,,3,1
733352,3,,2,1,2,1,4,1914,,2,2,,,1,2,9,,1924,,2,2,,,1,0,1,1,1,0,2,,,,1978,,,4,1
733363,3,,2,1,2,1,4,1938,,1,,,,1,2,9,,1939,,1,,,,1,0,2,,,,2,,,2,,,,1,1
733426,3,,2,1,2,1,3,1920,,2,1,1999,,1,2,9,,1926,,2,1,2007,,1,1,2,1,1,2,1,2,,,1968,,,2,1
733443,3,,2,1,1,1,1,1923,2,2,1,1984,,1,2,9,,1923,2,2,1,1997,,1,0,3,,,,1,2,2,1,,,,1,1
733500,3,,3,2,,,,,,3,,,,2,,,,,,3,,,,2,,,2,,,2,,,,2000,,,2,1
733509,3,,2,2,,,,,,3,,,,2,,,,,,3,,,,2,,,1,2,1,2,,,,1997,,,3,1
733514,3,,1,1,3,1,4,1938,,1,,,,1,2,9,,1940,,1,,,,1,2,0,1,1,1,2,,,,1985,,,3,1
733557,3,,4,2,,,,,,3,,,,2,,,,,,3,,,,1,1,1,1,1,2,2,,,,1994,,,5,1
733574,3,,1,2,,,,,,3,,,,2,,,,,,3,,,,2,,,2,,,2,,,,1995,,,2,1
733579,3,,4,2,,,,,,2,2,,,2,,,,,,2,2,,,1,1,1,,,,1,1,,,,,,1,1
733605,3,,1,1,2,1,1,1877,,2,1,1943,,1,1,9,,1883,,2,1,1969,,2,,,1,1,0,1,2,,,1951,,,2,1
733606,3,,3,1,4,7,2,1949,,1,,,,1,5,6,4,1949,,1,,,,2,,,,,,2,,,2,,,,1,1
733609,3,,1,1,1,1,1,1890,,2,1,1974,,1,1,9,,1898,,2,1,1984,,2,,,,,,1,2,,,,,,1,1
733612,3,,3,1,1,1,1,1906,,2,1,1984,,1,1,9,,1912,,2,1,1998,,1,0,2,1,1,0,1,1,0,,1967,,,3,1
733643,3,,2,1,2,1,4,1926,,2,1,2004,,1,2,9,,1930,,2,1,1962,,2,,,,,,2,,,2,,,,1,1
733713,3,,3,2,,,,,,2,1,1951,,1,3,9,,1915,,2,1,1977,,1,0,1,,,,2,,,2,,,,1,1
733738,3,,3,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,,,,1,2,,,,,,1,1
733755,3,,2,1,2,1,2,1937,,1,,,,1,2,9,,1941,,2,1,1989,,1,1,2,1,0,1,2,,,,2004,,,2,1
733759,3,,2,2,,,,,,2,2,,,2,,,,,,2,2,,,1,1,0,,,,1,2,,,,,,1,1
733801,3,,2,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,2,,,2,,,,1979,,,3,1
733811,3,,2,1,2,1,1,1931,,2,1,2007,,1,2,9,,1921,,1,,,,2,,,2,,,2,,,,1988,,,3,1
733842,3,,2,2,,,,,,2,2,,,2,,,,,,2,2,,,1,1,0,,,,1,1,,,,,,1,1
733903,3,,1,2,,,,,,3,,,,2,,,,,,3,,,,1,1,1,2,,,1,2,,,1950,,,2,1
733923,3,,3,1,3,2,3,1925,,2,1,2000,,2,,,,,,2,2,,,1,0,1,,,,2,,,2,,,,1,1
733935,3,,2,1,1,1,1,1895,,2,1,1943,,1,1,1,1,1900,,2,1,1987,,2,,,,,,1,2,,,,,,1,1
733945,3,,2,1,1,1,4,1900,,2,1,1970,,1,1,9,,1902,,2,1,1989,,2,,,,,,1,2,,,,,,1,1
733949,3,,3,2,,,,,,2,2,,,2,,,,,,2,2,,,1,1,1,2,,,1,1,,,1979,,,3,1
733950,3,,2,2,,,,,,2,2,,,2,,,,,,2,2,,,1,2,1,2,,,2,,,,1975,,,5,1
733954,3,,2,1,2,2,3,1926,,2,1,1999,,1,2,9,,,,,,,,1,1,0,,,,2,,,2,,,,2,1
734001,3,,4,2,,,,,,2,1,2004,,1,3,8,4,1934,,1,,,,1,1,0,,,,2,,,2,,,,1,1
734018,3,,2,2,,,,,,2,1,1932,,2,,,,,,2,2,,,1,0,2,,,,1,8,,,,,,2,1
734034,3,,1,1,3,1,2,1918,,2,1,1990,,1,2,9,,1921,,1,,,,2,,,,,,1,1,,2,,,,1,1
734075,3,,2,2,,,,,,2,2,,,2,,,,,,2,2,,,1,0,1,,,,1,3,,,,,,1,1
734103,3,,2,2,,,,,,2,2,,,1,1,9,,1899,,2,1,1976,,1,1,1,,,,1,2,,,,,,2,1
734107,3,,2,1,2,1,2,1920,,2,1,1986,,1,1,9,,1930,,2,1,1977,,1,1,1,1,2,1,2,,,,1998,,,4,1
734115,3,,2,1,1,2,3,1911,,2,1,1999,,1,1,9,,1916,,2,1,2003,,1,6,4,1,4,4,1,1,,,1980,,,2,1
734141,3,,2,2,,,,,,2,1,1980,,2,,,,,,2,2,,,2,,,,,,1,4,,,,,,1,1
734143,3,,2,1,2,3,4,1895,,2,1,1988,,1,2,9,,1905,,2,1,1992,,1,4,4,1,0,1,2,,,,1974,,,2,1
734148,3,,3,1,4,4,2,1943,,1,,,,1,3,8,4,1944,,1,,,,1,0,2,1,1,0,2,,,,1993,,,4,1
734153,3,,2,1,1,8,1,1904,,2,1,1980,,1,1,9,,1905,,2,2,,,1,0,2,1,1,1,1,2,,,1953,,,2,1
734160,3,,2,1,3,1,3,1909,,2,1,1970,,1,2,9,,1913,,2,1,1967,,2,,,,,,1,1,,,,,,1,1
734205,3,,1,2,,,,,,3,,,,2,,,,,,3,,,,2,,,,,,1,3,,,,,,1,1
734210,3,,1,2,,,,,,2,2,,,1,2,9,,,,,,,,2,,,,,,2,,,2,,,,2,1
734214,3,,1,2,,,,,,3,,,,2,,,,,,3,,,,2,,,2,,,2,,,,2000,,,3,1
734252,3,,1,2,,,,,,3,,,,2,,,,,,3,,,,2,,,,,,2,,,2,,,,1,1
734259,3,,1,2,,,,,,3,,,,2,,,,,,3,,,,2,,,,,,2,,,2,,,,3,1
734264,3,,1,1,2,1,2,1912,,2,2,,,1,1,1,1,1912,,2,2,,,1,3,2,1,0,1,1,2,,,1967,,,2,1
734419,3,,4,1,1,1,1,1911,,2,1,1965,,1,1,9,,1914,,2,1,1970,,1,2,3,,,,1,4,,,,,,1,1
734546,3,,1,2,,,,,,2,2,,,1,3,1,3,1936,2,1,,,2,1,2,0,1,2,5,1,3,3,,1984,,,2,1
734701,3,,1,1,2,1,4,1913,,2,1,1964,,1,2,9,,1926,,1,,,,1,1,2,1,1,1,1,1,0,,1975,,,3,1
734706,3,,2,2,,,,,,2,1,1962,,1,2,9,,1909,,2,1,1998,,1,1,2,,,,1,1,,,,,,2,1
734714,3,,1,1,2,1,1,1924,,2,1,1968,,1,2,9,,1927,,2,1,1998,,1,0,1,,,,2,,,2,,,,1,1
734728,3,,2,1,2,1,2,1933,,2,1,1999,,1,2,9,,1946,,1,,,,1,0,2,1,1,1,2,,,,2000,,,4,1
734733,3,,1,1,2,1,4,1905,,2,1,1969,,1,2,9,,1908,,2,1,1980,,2,,,,,,1,2,0,,,,,1,1
734748,3,,1,2,,,,,,2,1,1954,,2,,,,,,2,1,1932,,1,2,0,,,,1,2,,,,,,1,1
734753,3,,2,1,2,1,2,1923,,1,,,,1,2,9,,1928,,2,1,1999,,1,0,1,,,,2,,,2,,,,2,1
734760,3,,1,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,,,,1,2,,,,,,1,1
734833,3,,3,1,2,9,,1908,,2,2,,,1,2,9,,1910,,2,2,,,2,,,,,,1,1,,,,,,1,1
734835,3,,3,2,,,,,,2,1,1990,,2,,,,,,2,1,1989,,2,,,2,,,1,2,,,1966,,,2,1
734935,3,,2,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,,,,2,,,2,,,,3,1
734969,3,,1,1,2,1,4,1914,,2,1,1969,,1,1,1,4,1921,,2,1,1980,,2,,,2,,,1,1,,,1976,,,2,1
734978,3,,1,1,2,1,2,1909,,2,2,,,1,2,1,4,1912,,2,1,1995,,2,,,,,,1,1,,,,,,1,1
734979,3,,2,2,,,,,,2,2,,,2,,,,,,2,2,,,2,,,2,,,2,,,,1965,,,2,1
735004,3,,2,1,1,1,1,1917,,2,1,2001,,1,1,9,,1913,,2,1,2005,,1,1,2,,,,1,2,,,,,,2,1
735005,3,,3,1,1,1,3,1936,,1,,,,1,2,9,,1936,,1,,,,1,0,2,,,,1,1,,2,,,,1,1
735009,3,,2,1,2,1,2,1890,,2,2,,,1,1,9,,1893,,2,2,,,1,1,0,,,,1,6,,,,,,1,1
735030,3,,2,1,1,1,1,1892,,2,1,1968,,1,1,9,,1898,,2,1,1964,,1,0,1,1,2,1,1,2,,,1963,,,2,1
735103,3,,2,1,1,1,2,1921,,2,2,,,1,1,1,1,1923,,2,1,1959,,1,0,1,1,1,2,1,1,,,1977,,,3,1
735104,3,,3,1,1,1,1,1929,2,2,1,1974,,1,1,9,,1933,2,2,1,1976,,1,2,3,1,1,0,2,,,,1995,,,6,1
735119,3,,2,1,1,1,1,1880,,2,1,1967,,1,1,1,1,1890,,2,1,1955,,1,1,1,1,1,0,1,1,,,1958,,,2,1
735143,3,,2,1,2,1,2,1934,,1,,,,1,2,9,,1939,,1,,,,1,0,1,1,3,1,2,,,,1987,,,4,1
735144,3,,2,1,4,3,3,1938,,1,,,,1,3,2,2,1946,,1,,,,1,1,1,2,,,2,,,,1999,,,4,1
