nquest,comprens,ita,verored,klima,facil,durata
686863,5,,4,6,6,40
686866,6,,6,6,6,40
686870,6,,4,6,4,35
686887,5,,6,6,5,40
686893,7,,7,8,7,45
686898,6,,8,5,7,77
686911,6,,5,6,5,40
686913,5,,4,6,5,40
686920,8,,10,10,8,35
686940,8,,8,9,9,93
686954,6,,6,6,6,27
686960,8,,8,9,9,92
686979,7,,8,8,8,30
686991,8,,8,9,8,42
686992,9,,9,9,9,41
686993,9,,9,10,8,49
686995,8,,9,9,9,49
686996,8,,8,9,8,50
687000,8,,9,7,9,36
687002,8,,8,10,8,90
687005,3,,2,6,2,90
687007,7,,7,7,7,119
687012,8,,6,7,7,119
687018,8,,8,6,8,58
687021,9,,9,7,8,62
687022,9,,8,8,8,61
687024,10,,9,10,9,62
687030,9,,9,9,9,20
687033,5,,5,5,4,25
687039,9,,7,9,9,64
687040,8,,8,8,8,50
687043,7,,8,9,8,80
687056,8,,5,8,7,65
687063,7,,7,8,7,65
687070,9,,8,9,8,85
687075,8,,7,6,6,44
687076,10,,10,10,10,70
687089,9,,9,8,8,56
687099,8,,10,8,8,60
687104,7,,3,4,4,42
687108,5,,4,2,4,35
687112,5,7,7,7,5,30
687113,4,,4,7,6,27
687132,9,,8,9,8,58
687134,8,,6,8,8,119
687135,8,,6,8,8,60
687147,8,,9,8,7,50
687148,7,,7,7,7,66
687151,9,,9,9,9,55
687157,7,,6,7,6,37
687159,9,,7,8,7,45
687164,9,,7,8,8,50
687165,9,,7,8,8,97
687166,9,,7,9,8,44
687168,8,,8,8,8,79
687169,9,,8,8,7,37
687174,9,,9,9,9,48
687178,8,,8,8,9,34
687179,9,,10,9,9,21
687185,9,,9,9,9,54
687188,6,,4,6,6,40
687189,5,,4,6,6,40
687195,9,,9,9,9,45
687213,7,,7,8,7,60
687218,2,,3,4,4,32
687223,9,9,9,9,9,43
687245,9,,9,10,9,71
687247,9,,9,9,9,32
687248,10,,10,10,10,149
687250,10,,10,10,10,80
687256,7,,9,8,8,29
687263,8,,10,8,8,149
687281,9,,9,9,9,86
687287,10,,6,10,10,60
687291,7,,7,7,7,62
687303,5,,4,5,6,40
687304,6,,6,6,6,40
687305,6,,5,6,6,40
687321,9,,6,9,9,81
687322,9,,8,9,9,64
687324,7,,8,8,8,34
687326,8,,6,7,6,23
687327,9,10,8,9,8,52
687328,8,,7,10,9,66
687336,8,,3,2,3,80
687347,9,,8,10,8,75
687353,10,,10,10,10,48
687356,8,,9,8,7,30
687361,5,,7,8,5,47
687371,10,,10,10,10,43
687383,8,,7,7,6,87
687403,8,,5,8,7,90
687404,9,,9,9,9,41
687410,7,,5,8,7,50
687417,7,7,7,8,7,42
687462,6,,4,6,6,40
687463,5,,4,6,5,40
687467,5,,4,6,5,40
687471,8,,6,8,8,63
687491,8,,9,8,8,50
687492,8,,5,8,7,50
687497,8,,9,8,8,60
687508,7,,7,8,7,55
687512,7,,7,8,6,55
687532,4,,1,1,2,35
687537,6,6,2,6,7,48
687553,7,7,7,8,6,41
687556,8,,7,8,7,45
687560,8,,6,8,8,65
687564,4,,7,7,4,45
687569,10,,8,7,9,70
687576,5,,5,7,6,119
687582,9,,8,9,9,60
687600,8,,8,8,9,65
687630,7,,10,10,10,51
687644,7,7,7,7,7,49
687660,8,,7,8,8,39
687678,9,,5,7,6,50
687683,9,,9,9,9,22
687685,9,,8,9,9,44
687699,8,,7,7,7,117
687831,6,,3,6,4,30
687832,9,,7,8,7,34
687833,2,,8,7,6,36
687841,9,,9,9,9,58
687845,9,,9,9,9,53
687846,9,,8,8,9,56
687847,9,,8,9,9,76
687849,9,,9,9,9,53
687851,9,,9,9,9,55
687876,6,,5,6,6,99
687878,2,,3,3,2,56
687882,7,,7,6,7,22
687883,2,,3,3,3,22
687888,10,,10,10,10,55
687892,9,,9,9,9,62
687893,10,,10,10,10,73
687894,10,,10,10,10,74
687897,10,,10,10,10,61
687900,6,,8,8,6,48
687915,4,,7,8,8,61
687916,6,,6,8,8,78
687917,6,,8,9,9,78
687923,7,,7,7,7,119
687933,9,,9,9,8,40
687934,8,8,9,9,8,50
687938,1,,1,6,6,37
687939,7,,8,8,8,28
687950,10,,10,10,10,54
687953,8,,8,8,8,49
687955,7,,7,7,7,80
687961,8,,8,9,7,29
687971,8,,8,10,9,50
687981,6,,7,7,6,66
687986,7,7,7,7,7,31
687987,8,8,10,10,9,59
687988,8,8,8,8,8,45
687990,9,,6,6,6,75
687992,10,,9,10,10,70
687993,8,,9,9,9,30
687997,3,,4,4,5,26
688003,6,,7,8,8,119
688009,8,7,8,8,8,42
688018,7,,6,7,7,42
688022,8,,9,9,8,41
688033,6,,6,6,6,51
688086,9,9,9,9,9,55
688089,10,,10,10,10,40
688097,5,,5,5,3,35
688099,10,,10,10,10,23
688104,8,,4,7,8,37
688111,8,,8,8,8,66
688123,7,,7,7,7,41
688127,7,,9,10,9,46
688128,8,,8,8,8,21
688139,10,,10,10,10,58
688142,9,,9,10,8,52
688149,9,,6,9,9,39
688157,6,,8,9,9,74
688159,6,,5,6,7,78
688162,6,,6,7,7,60
688172,7,,3,9,7,50
688179,10,,10,10,10,81
688194,9,,9,9,9,69
688196,6,,8,9,9,36
688204,7,,8,8,8,48
688210,6,,7,8,5,55
688212,6,,6,7,6,39
688214,6,,5,6,5,67
688219,10,,10,10,10,179
688222,8,,8,8,8,40
688226,6,,7,7,6,45
688228,7,,5,7,6,38
688231,8,,7,9,8,21
688233,8,,7,7,7,129
688250,6,,5,6,5,40
688252,8,,8,8,8,108
688264,6,,4,5,5,40
688275,5,,4,6,5,40
688276,5,,5,6,5,99
688277,9,,9,10,9,105
688282,7,9,9,8,7,70
688287,9,,9,9,9,71
688296,9,,8,8,8,53
688300,6,,7,7,7,24
688323,5,,9,8,6,37
688324,8,,1,4,4,36
688325,8,,4,7,7,44
688326,7,,5,7,7,34
688338,10,,10,10,10,46
688339,9,9,9,9,9,30
688344,8,,8,8,8,25
688351,7,,10,10,10,23
688360,9,,10,10,8,65
688377,10,,10,10,10,49
688385,7,,7,8,7,45
688390,8,,8,8,8,52
688444,1,,1,1,1,101
700011,8,,8,8,8,85
700037,5,,5,7,8,20
700067,6,,7,8,7,100
700073,7,,8,8,7,65
700201,7,,8,8,7,55
700213,8,,8,8,7,57
700221,5,,7,7,4,55
700234,8,,8,7,7,50
700235,8,,8,7,8,60
700306,7,,8,9,8,72
700316,8,,9,9,9,79
700403,9,,9,8,8,60
700410,7,,6,7,7,60
700508,6,5,6,8,6,60
700531,7,7,7,8,7,50
700622,6,,9,9,5,67
700624,7,,7,8,7,65
700643,7,,7,7,7,65
700651,8,,8,6,7,50
700714,7,,6,8,7,65
700715,8,,8,6,7,55
700719,6,,6,7,6,55
700729,5,,7,7,4,80
700730,5,,7,7,3,60
700738,8,,9,7,7,75
700740,7,,7,9,7,65
700752,7,,7,8,7,65
700818,6,,9,9,8,20
700826,7,,8,8,8,76
700833,5,,8,8,8,58
700839,5,,8,9,9,81
700913,9,,9,9,9,50
700938,6,6,6,8,7,36
700950,8,,8,9,10,72
701002,8,,6,8,8,82
701012,7,,5,7,7,25
701035,8,,8,6,8,38
701037,8,,7,7,8,47
701059,8,,6,8,8,53
701105,7,,7,8,6,55
701111,7,,7,9,7,55
701229,5,,6,5,5,45
701240,6,,6,6,6,40
701324,9,,7,9,9,64
701336,9,,9,9,9,48
701361,9,,9,9,9,85
701401,6,,5,6,5,50
701436,5,,7,7,6,29
701514,9,,9,10,9,50
701527,10,,10,10,10,50
701531,9,,6,9,7,60
701536,8,,8,9,9,60
701553,10,8,8,10,9,50
701579,10,,7,10,9,60
701604,8,,8,8,9,45
701620,5,5,7,7,5,34
701638,8,,7,8,8,58
701647,8,,8,9,9,45
701650,8,,7,8,8,39
701653,7,,8,8,7,22
701668,6,,7,8,6,33
701727,9,,8,9,9,40
701800,8,,7,8,8,42
701809,9,,9,9,9,45
701872,7,,8,8,7,45
702017,9,,10,10,8,37
702020,10,,10,10,10,43
702023,10,,10,10,10,24
702033,10,,10,10,10,38
702046,10,,10,10,10,20
702053,10,,10,10,10,32
702056,10,,10,10,10,41
702062,8,,10,10,8,31
702150,8,,9,7,8,46
702235,8,,9,9,7,55
702428,6,6,5,6,6,55
702432,8,,9,8,7,60
702613,8,,6,9,9,44
702638,9,,9,9,9,71
702643,7,7,7,7,7,30
702656,7,,7,7,7,29
702723,6,,8,8,8,47
702771,7,,7,7,7,26
702827,7,,4,7,6,41
702839,8,,4,6,6,28
702844,4,,3,2,4,30
702853,8,,8,6,7,56
702937,6,,6,8,6,45
702954,5,,7,7,5,40
702964,7,8,7,8,8,55
703122,10,10,10,10,10,80
703258,10,,8,10,10,23
703601,7,,7,8,7,50
703712,7,,7,8,7,65
703716,7,,7,8,7,55
703717,7,,6,8,7,63
703735,8,,9,7,7,55
703745,7,,9,8,6,45
703746,7,,6,7,7,60
703751,6,,7,8,6,55
703761,7,,9,8,7,55
703768,7,,8,7,7,50
703808,10,,10,10,10,49
703830,10,,10,10,10,57
703837,10,,10,10,10,22
703902,9,,8,9,9,45
703917,8,,9,9,8,35
704018,6,,6,7,4,91
704113,10,,7,8,8,36
704118,7,6,7,9,6,71
704132,10,,9,10,10,74
704146,10,,9,10,10,54
704160,9,,8,10,8,53
704212,7,,7,7,6,80
704305,7,,6,7,6,65
704310,7,,6,6,5,50
704323,8,,8,4,7,50
704345,7,,7,8,7,70
704365,8,,9,8,8,55
704372,9,,9,9,9,55
704516,7,,7,7,7,62
704670,7,,7,8,7,57
704702,10,,8,10,10,24
704743,10,,10,10,10,53
704748,10,,10,8,10,60
704752,10,,10,10,10,55
704766,10,,10,7,10,23
704806,8,,8,9,10,49
704825,8,,8,8,8,83
704832,5,,5,3,7,38
704836,8,,8,8,8,95
704900,10,,10,10,10,39
704911,10,,10,10,10,53
704927,10,,10,10,10,38
704932,10,,10,10,10,36
705012,10,,8,8,9,119
705115,7,8,7,8,8,34
705116,9,9,8,9,9,65
705124,6,,6,6,6,20
705140,8,,6,6,7,38
705176,6,,8,8,8,48
705205,7,,7,8,7,55
705210,7,10,9,8,5,54
705215,7,,8,5,5,50
705222,6,,6,7,6,50
705238,7,,8,4,6,50
705244,9,,9,10,8,57
705513,10,,10,10,10,65
705637,6,,8,8,6,80
705774,6,,10,10,7,40
705777,8,,8,9,6,52
705807,7,,9,8,8,30
705821,8,,8,9,8,58
705976,10,,6,10,10,55
706104,9,,7,9,9,45
706224,8,,8,10,8,24
706234,4,,8,9,6,23
706258,10,,9,10,10,45
706325,5,,8,8,6,24
706327,4,,10,8,6,35
706329,4,,9,7,5,21
706336,5,,9,7,5,22
706339,6,5,9,9,4,29
706342,7,,10,10,8,50
706407,9,,8,9,9,39
706422,9,,8,9,9,23
706436,9,,8,9,9,52
706448,9,,8,9,9,44
706456,9,,6,9,9,95
706460,9,,8,9,9,31
706501,8,9,8,7,7,50
706522,7,,6,8,8,65
706524,9,,9,9,8,45
706539,8,,8,8,8,45
706552,7,,7,8,8,65
706628,9,,9,9,9,78
706629,9,,9,9,9,51
706634,7,,7,7,7,109
706649,8,,2,4,7,99
706656,7,,7,7,7,94
706727,9,,8,9,9,106
706805,10,,9,10,8,22
706822,10,,10,10,10,48
706832,10,,10,10,10,29
706833,10,,10,10,10,66
706900,6,,7,8,7,97
706914,6,,6,6,6,66
706921,5,6,7,7,5,79
706926,6,,7,7,6,59
706973,7,,6,7,6,54
707013,9,,10,10,9,110
707041,6,,9,10,6,60
707104,10,,9,9,8,60
707106,8,,9,9,7,119
707130,9,,8,8,8,60
707232,8,,8,8,8,25
707253,9,,8,10,9,39
707307,10,,7,8,9,70
707312,10,,8,9,10,70
707344,8,,8,8,9,119
707509,9,,9,8,8,57
707523,9,,9,9,7,55
707537,8,,9,8,5,50
707541,8,,9,6,7,55
707554,7,,8,5,6,55
707601,9,,10,10,9,90
707646,4,,6,5,4,50
707663,9,,8,9,9,60
707734,7,,6,6,5,80
707771,7,,8,8,7,114
707811,7,,7,7,7,33
707857,8,,8,8,8,50
707900,7,8,7,8,8,149
707916,6,6,6,7,7,40
707938,9,,8,9,9,55
707941,10,,10,10,10,26
707961,7,,9,8,8,60
707963,9,,5,10,8,119
707985,7,,5,5,5,34
708009,10,,9,10,10,120
708023,7,8,8,8,8,65
708030,8,,7,8,8,70
708043,9,8,8,9,8,149
708044,9,,6,8,8,90
708046,8,,6,9,9,119
708049,9,,7,7,7,89
708056,5,10,4,10,5,120
708090,8,7,6,8,8,80
708121,7,7,10,10,7,45
708126,10,,10,10,10,100
708168,10,,10,10,10,25
708219,9,,8,8,8,90
708434,10,,10,10,10,120
708447,10,,10,10,10,60
708521,10,,9,10,10,110
708522,8,,8,9,9,70
708700,8,,8,8,8,90
708747,5,,4,4,4,90
708801,9,,10,7,9,60
708806,8,,10,6,10,60
708813,10,,10,8,10,65
708823,8,,10,7,10,60
708825,10,,10,9,10,60
708829,9,,10,6,10,65
708831,9,,7,6,6,119
708840,9,,9,8,9,119
708914,8,,8,7,7,50
708920,7,,9,8,7,50
708922,7,,7,7,7,65
708924,7,,8,8,7,45
708935,7,,7,7,7,60
709002,7,,7,9,7,60
709200,10,,8,8,8,75
709310,6,,8,8,8,81
709407,6,6,7,7,6,90
709416,6,,5,7,6,40
709420,7,,6,8,7,60
709421,8,,7,8,8,65
709422,8,,6,8,8,55
709423,8,,6,9,8,55
709426,8,,7,8,8,60
709438,8,,7,8,8,45
709442,7,,5,8,8,70
709449,9,,6,8,8,55
709460,8,,7,9,8,50
709464,9,,7,8,8,70
709470,9,,7,9,8,129
709504,8,,8,8,9,27
709508,8,,7,8,7,23
709519,9,,8,9,8,29
709520,7,,8,8,7,24
709524,8,,7,9,8,42
709553,8,,8,7,9,29
709601,6,,6,7,6,50
709614,7,,5,7,7,70
709623,8,,5,7,7,55
709709,3,,2,4,4,36
709719,10,,10,9,10,52
709803,9,,6,9,9,102
709830,8,,8,9,8,33
709947,8,,8,8,8,70
709950,10,,10,10,10,90
709953,9,,9,9,9,80
710010,8,,7,8,7,119
710026,10,,7,7,8,65
710064,10,,6,8,7,67
710112,6,,6,8,7,55
710120,10,,7,10,10,60
710165,9,,9,9,9,50
710170,7,,6,8,8,60
710247,10,,10,10,10,119
710303,10,,10,10,10,72
710308,10,,10,10,10,27
710318,10,,10,10,10,44
710413,7,,7,8,7,45
710415,8,,8,8,7,50
710440,8,,7,9,9,65
710503,8,,8,8,8,50
710507,7,,7,7,7,61
710547,6,,6,6,6,57
710556,8,,8,8,8,41
710606,7,,8,8,7,55
710614,7,,6,7,7,65
710624,8,,5,7,8,95
710771,6,,6,9,9,29
710844,10,,9,10,9,48
710872,8,,6,9,8,60
710905,5,,8,8,6,28
710917,9,,7,5,7,26
710933,6,,6,7,7,82
710944,6,,7,8,7,23
711014,8,8,6,8,8,55
711022,7,,7,8,8,60
711024,9,,8,6,7,55
711107,9,,7,9,9,34
711111,9,,6,9,9,29
711112,9,,8,9,9,34
711138,9,,9,9,9,79
711153,8,,7,9,9,29
711312,10,,8,9,9,65
711402,8,,8,7,7,50
711417,8,,9,9,8,50
711432,9,,9,8,8,60
711434,7,,5,7,7,57
711467,7,,8,8,7,45
711479,7,,6,7,7,50
711521,6,,5,6,6,50
711528,7,,6,7,7,53
711532,7,,6,7,6,50
711536,8,,8,8,8,60
711545,9,,9,9,8,55
711611,9,,9,6,8,90
711624,10,,10,10,10,60
711645,10,,10,9,10,60
711648,6,,10,7,6,30
711660,10,,8,9,10,50
711700,7,,6,8,7,55
711719,8,,9,6,8,55
711802,7,,7,6,7,50
711829,8,,8,8,8,60
711831,6,,6,8,6,55
711832,8,,8,8,8,67
711925,8,,5,8,9,49
712022,8,,8,8,8,55
712111,8,,8,8,8,82
712116,7,,7,7,6,61
712122,8,,8,8,8,46
712127,7,,7,8,8,86
712132,7,,6,8,6,48
712136,10,,8,10,10,83
712141,8,,8,8,8,72
712148,7,,7,8,7,64
712219,7,,6,8,7,55
712236,7,,6,7,7,45
712244,9,,6,8,8,60
712301,7,,7,8,8,49
712308,8,,6,8,8,42
712503,6,,10,8,8,29
712509,8,,8,10,10,57
712523,8,,6,10,10,48
712525,10,,9,10,8,54
712533,6,,5,8,8,67
712609,8,9,7,7,7,32
712610,9,,9,9,9,31
712707,9,,9,9,9,64
712723,8,,8,8,8,53
712755,9,,7,9,7,74
712758,9,,9,9,9,66
712812,8,,8,10,9,50
712823,10,,10,10,10,59
712869,10,,10,10,10,45
712878,10,,4,7,7,52
712905,8,,7,9,8,20
712908,8,,8,9,8,46
712910,7,,7,8,7,99
712925,6,,7,7,6,31
712942,6,,6,7,6,93
712964,8,,8,8,9,41
712965,7,,7,6,7,95
713044,6,,6,6,6,44
713057,6,,6,6,6,73
713134,9,,7,9,9,61
713163,8,,7,9,9,51
713215,5,,5,8,6,68
713222,6,,5,8,6,50
713247,4,,3,6,4,47
713250,6,,8,8,6,88
713303,6,,5,6,6,73
713319,8,,5,7,7,47
713328,3,,6,5,4,34
713359,7,,7,7,7,37
713400,8,,10,8,10,31
713518,10,,10,10,9,26
713617,10,,10,10,10,37
713642,9,,9,9,9,49
713676,10,,10,10,10,69
713678,8,,8,8,8,38
713700,8,,8,8,8,43
713755,5,,9,7,4,47
713765,5,,9,8,6,108
713801,7,,6,8,8,40
713802,8,,8,8,8,40
713811,8,,5,10,7,55
713837,9,,8,8,9,60
713839,10,,5,8,6,45
713844,8,,7,9,8,45
713851,10,,6,10,8,50
713852,7,,9,8,8,55
713854,6,,8,8,7,60
713869,9,,8,9,9,119
713873,9,,6,9,8,119
714002,8,,8,8,8,20
714005,5,,6,8,7,28
714008,8,,8,8,8,26
714012,8,,8,8,8,21
714021,6,,8,8,5,91
714029,8,,8,8,8,36
714110,9,,9,9,9,65
714134,9,,9,9,9,28
714238,6,,5,6,6,80
714248,7,5,5,5,7,30
714262,4,,5,5,5,48
714265,5,,6,4,6,21
714416,8,,8,6,7,33
714419,6,,6,5,5,86
714430,9,,7,7,7,36
714437,8,,7,7,8,83
714447,7,,7,5,5,23
714475,8,,7,7,7,36
714508,6,,7,6,6,73
714538,7,,7,7,7,97
714574,7,,6,7,7,54
714602,10,,10,10,10,75
714604,9,,9,9,9,60
714608,10,,10,10,10,69
714622,10,,8,10,9,78
714639,8,,7,7,7,60
714645,9,,7,9,9,179
714669,10,,6,7,9,75
714709,5,,3,4,5,119
714712,5,,7,6,6,93
714734,6,,6,6,6,55
714811,9,9,8,9,8,45
714820,9,,7,8,8,60
714825,9,8,8,9,8,95
714828,9,,9,9,9,60
714833,7,7,9,7,7,45
714843,10,10,9,9,8,60
714854,7,7,7,7,7,60
714863,9,9,8,9,8,60
714933,7,,10,8,8,32
715001,10,,8,9,9,60
715004,9,,8,9,8,38
715014,8,,9,9,8,43
715027,8,,9,8,9,55
715065,9,,8,9,9,79
715107,10,,10,10,10,33
715125,10,,9,10,10,49
715133,9,,7,7,9,45
715138,9,,8,10,10,60
715152,10,,7,10,10,54
715221,2,,1,1,1,47
715352,9,,7,9,9,54
715386,7,,8,9,8,49
715389,7,,8,7,8,57
715392,7,,7,7,8,59
715395,8,,7,8,7,43
715412,9,,9,9,9,90
715469,10,,10,10,10,75
715481,7,7,7,6,7,28
715499,10,,10,10,10,70
715500,7,,5,7,6,35
715508,10,,10,10,10,80
715551,8,,6,9,9,99
715565,9,,5,7,7,39
715572,10,,10,10,10,70
715632,8,,8,8,8,112
715750,9,,9,9,9,90
715776,10,,10,10,10,80
715782,8,,10,10,9,90
715821,5,,5,5,6,40
715837,6,,6,5,6,40
715839,7,,6,6,6,57
715847,7,,6,6,6,49
715865,6,,6,5,5,48
715872,5,,5,5,5,87
715879,7,,5,5,6,52
715880,7,,7,6,6,81
715937,5,,6,7,5,26
716023,10,,10,10,10,40
716105,9,,9,9,8,64
716156,6,,8,6,4,45
716202,3,,9,8,6,41
716203,6,,10,10,8,43
716204,7,,9,9,8,56
716305,3,5,10,7,2,119
716458,5,,8,6,7,50
716500,9,,9,9,9,179
716507,8,,9,9,9,162
716512,9,,9,9,9,45
716532,7,,8,8,8,39
716769,7,,7,7,7,35
716833,8,,8,10,7,40
716834,9,,8,10,9,44
716849,9,10,10,10,8,70
716856,8,,10,8,8,30
716867,6,,8,10,7,38
716908,8,,7,10,8,65
716910,10,,8,9,7,109
716937,10,,10,10,10,120
717014,7,,7,7,7,22
717044,10,,10,10,10,50
717125,9,,6,7,9,48
717139,8,,8,8,8,49
717175,6,4,4,6,4,38
717205,7,7,7,7,7,55
717242,8,,5,6,6,65
717311,6,,3,6,6,98
717312,7,,7,7,7,38
717316,9,,3,4,4,43
717317,9,,9,9,9,46
717328,7,,4,4,4,37
717331,6,,7,8,6,47
717346,7,,7,7,7,36
717409,9,,9,9,9,80
717414,9,,9,10,9,80
717434,10,,9,9,9,63
717500,8,,7,6,7,101
717535,8,,6,8,8,28
717541,5,,4,3,3,36
717605,9,8,8,8,8,51
717619,8,7,7,8,7,81
717624,7,7,7,7,7,97
717669,8,7,8,8,6,81
717801,6,,10,9,10,40
717804,8,,8,8,8,89
717809,10,,10,8,10,42
717834,5,,2,5,7,56
717858,3,,8,8,5,79
717865,9,,9,5,9,43
717871,7,,10,10,10,37
717877,7,,5,9,9,57
717885,10,,6,8,9,40
717900,10,,10,10,10,50
717901,10,,8,8,9,53
718005,8,,8,8,8,36
718006,8,,7,9,9,55
718115,8,,5,7,8,65
718212,9,,9,9,9,39
718252,8,,8,9,8,48
718272,10,,10,10,10,45
718429,9,,8,8,9,74
718463,8,,7,8,7,35
718506,7,,7,7,7,66
718526,6,8,6,6,6,52
718531,7,,7,7,7,54
718600,9,8,6,8,8,50
718610,6,6,7,7,6,109
718621,7,,6,7,7,109
718624,8,,6,7,7,60
718645,7,,7,8,7,55
718674,9,,6,10,9,149
718727,9,,9,6,9,60
718738,8,,9,9,8,65
718752,8,,9,8,8,60
718764,7,,7,8,7,65
718767,7,,6,8,7,65
718772,7,,6,8,7,65
718812,7,,6,8,8,55
718832,7,,8,8,6,60
718837,8,,7,8,8,65
718910,10,,9,7,8,41
719025,10,,9,9,9,70
719033,10,,9,9,9,60
719062,9,,8,9,8,70
719075,10,,8,8,9,55
719109,7,,7,7,7,70
719121,6,,7,6,6,50
719334,2,,3,4,4,62
719350,2,,2,3,4,25
719358,4,,5,5,5,78
719407,5,,7,7,7,39
719437,7,,7,7,7,43
719528,6,,6,6,6,66
719556,6,,5,5,6,27
719565,7,,3,8,7,60
719571,9,,6,8,9,60
719606,10,,5,7,8,119
719609,10,,10,10,8,119
719611,6,,4,4,6,23
719613,4,,4,6,4,119
719615,6,,6,5,5,119
719628,5,,4,6,5,119
719647,6,,6,6,6,60
719656,6,,6,7,6,59
719666,4,,6,6,4,119
719679,5,,5,7,5,119
719702,10,,4,7,8,90
719712,5,,8,8,6,60
719714,9,,5,10,8,78
719722,8,,10,10,7,55
719763,10,,8,10,10,90
719801,8,,6,7,6,84
719810,8,,7,8,7,58
719835,5,,5,7,6,63
719840,7,,7,8,7,62
719940,9,,7,8,8,33
719963,9,,8,9,9,84
720003,10,,10,10,10,179
720009,8,,7,8,8,115
720110,9,,9,9,9,87
720116,4,,6,8,5,51
720117,10,,8,10,10,63
720138,9,,9,9,9,47
720139,10,,10,10,10,51
720157,7,,8,9,8,28
720161,9,,9,9,9,40
720163,9,,9,9,9,35
720209,8,,8,10,8,48
720238,6,,5,6,6,93
720256,8,,8,9,7,38
720312,6,,5,8,6,71
720373,8,,8,9,7,84
720403,6,,8,8,7,35
720404,8,,8,10,8,60
720415,9,,9,10,10,38
720416,8,,6,9,9,50
720503,8,,8,8,8,32
720566,9,10,8,8,8,33
720593,8,,8,9,8,24
720603,8,,9,10,8,33
720610,9,,9,8,8,37
720634,9,,7,8,8,25
720646,8,,8,8,7,21
720784,7,,9,9,7,33
720854,8,,8,8,8,88
720883,8,,9,10,8,32
720889,8,,7,7,7,23
721201,9,,8,9,8,60
721203,7,,7,7,7,119
721260,5,,8,8,6,60
721303,8,,9,10,8,50
721345,7,,9,10,7,40
721520,8,,8,8,8,50
721521,8,,8,8,5,38
721548,8,,8,8,7,67
721602,7,,6,7,7,55
721628,8,,9,8,8,51
721631,7,,7,8,7,65
721717,9,,9,9,9,40
721735,9,,8,9,9,29
721747,9,,8,9,9,37
721768,9,,8,9,9,37
721777,8,,8,9,9,63
721804,10,,8,8,9,60
721806,9,,7,8,9,119
721833,10,,8,8,9,60
721842,10,,8,8,8,60
721843,10,,9,9,10,70
721862,10,,8,9,10,60
721871,10,,8,8,9,70
721872,10,,9,9,9,60
722003,9,,8,8,7,35
722007,9,9,9,9,9,45
722013,10,,10,10,10,31
722021,10,,10,10,10,60
722041,10,,10,8,8,50
722056,7,,9,9,8,65
722075,10,,10,10,10,21
722104,9,,9,9,9,45
722116,9,8,8,8,8,54
722139,10,,10,10,10,39
722141,6,6,7,6,5,87
722145,10,10,9,10,9,60
722146,10,10,8,9,9,75
722212,10,,10,10,10,38
722258,9,,9,9,9,80
722259,6,,6,7,7,45
722310,9,,8,9,9,86
722321,9,,9,9,9,48
722324,8,,9,9,9,64
722331,9,,8,9,9,89
722332,9,,8,9,9,57
722353,9,,9,9,9,58
722364,9,,9,9,9,53
722365,8,,8,8,8,50
722378,9,,9,9,9,47
722447,8,,9,9,8,43
722505,8,,8,9,9,98
722509,9,,9,9,9,64
722518,9,,9,9,9,70
722601,6,,5,6,6,36
722608,7,,6,7,7,96
722647,6,,7,5,5,33
722678,7,,6,6,6,28
722704,7,,6,7,7,66
722720,8,,8,9,8,55
722743,7,,7,8,7,65
722806,9,,3,9,9,41
722807,7,,7,7,7,68
722812,6,,5,6,6,81
722823,9,7,6,7,7,153
722837,6,6,6,6,6,104
722853,6,,5,6,6,77
722862,6,,5,6,6,60
722875,9,,5,7,7,28
722935,9,,8,9,9,44
723200,8,,6,8,8,46
723204,6,,6,6,6,39
723207,7,,7,7,7,55
723323,9,,9,10,10,40
723405,10,,10,10,10,71
723448,10,,10,8,6,83
723463,9,,9,9,9,60
723480,8,,9,9,9,70
723492,8,,8,8,8,51
723504,7,,8,8,8,53
723506,9,,9,9,9,149
723507,10,,10,10,10,49
723535,9,,9,9,9,38
723536,10,,10,10,10,65
723629,9,9,9,9,9,65
723666,9,,9,9,9,80
723724,6,,5,7,5,60
723745,7,,9,9,7,65
723747,8,,9,8,7,80
723934,9,,5,8,8,66
723986,8,,9,9,8,21
724042,8,,9,10,8,80
724103,9,,7,9,8,34
724108,9,,7,9,9,73
724132,9,,6,8,8,46
724205,6,,7,7,7,25
724209,8,,8,8,8,22
724210,8,,7,8,8,23
724211,7,,8,9,8,25
724213,7,,8,8,8,45
724307,8,,7,7,8,52
724312,9,,8,9,8,49
724333,8,,9,8,9,35
724353,8,,8,7,8,52
724508,6,,6,6,6,52
724509,6,,6,6,6,41
724523,8,,6,6,6,52
724537,6,,6,6,6,50
724543,7,,7,7,7,59
724549,8,,6,8,8,49
724635,8,,9,7,8,58
724636,7,,6,7,6,42
724665,9,,9,8,7,28
724708,6,6,6,6,5,70
724711,7,,7,8,7,57
724714,8,,8,6,8,58
724818,7,,7,8,7,50
724867,8,,8,8,8,37
724899,10,,7,9,7,60
724926,9,,9,9,9,75
724966,8,,8,8,8,53
725067,8,,8,8,8,25
725073,8,,7,7,7,42
725100,8,,8,8,8,42
725206,9,,9,9,9,89
725236,6,,5,5,5,26
725397,5,,4,5,5,76
725402,6,,5,6,6,55
725509,8,,8,9,8,149
725535,9,,8,9,9,179
725602,8,,4,5,6,52
725619,6,,8,10,6,68
725622,6,,6,6,6,33
725642,6,,5,7,6,60
725643,7,,6,7,6,78
725700,6,7,7,8,7,93
725701,7,,9,8,8,40
725705,8,,8,8,8,40
