NQUEST,NORD,NCOMP,SEX,PARENT,ANASC,CIT,ANINGR,SALUT,STACIV,STUDIO,VOTOEDU,SUEDU,SELODE,ANNOEDU,UNIVER,UNIVER1,ANNIUNIVER,NORDP,MOTENT,APQUAL,ASNONOC,APSETT,MOTIV,ANNOENUS,TIPOLAU,NASCREG,NASCAREA,IREG,AREA3,AREA5,ACOM4C,ETA,CLETA,CLETA5,QUAL,Q,SETT,CFRED,PERC,NPERC,PESOFIT,SALUTC,TIPODIP
806270,1,1,1,1,1950,1,,1,3,5,50,60,2,1969,2,,,,,15,2,2,,,,6,1,1,1,1,1,58,4,4,6,3,5,1,1,1,0.4522889066,,3
806276,1,2,1,1,1944,1,,2,1,2,,,,,,,,,,15,1,2,,,,1,1,1,1,1,1,64,4,4,6,3,5,1,1,2,0.4694193062,,
806276,2,2,2,2,1941,1,,2,1,2,,,,,,,,,,15,1,2,,,,1,1,1,1,1,1,67,5,5,6,3,5,0,1,2,0.4694193062,,
806282,1,1,1,1,1963,1,,5,2,7,110,110,1,1988,,2,,,,19,,,,,1,11,2,11,2,3,0,45,3,3,7,3,5,1,1,1,0.679737325,3,3
806284,1,3,1,1,1965,1,,2,1,3,,,,,,,,,,1,,1,,,,11,2,11,2,3,0,43,3,2,1,1,1,1,1,1,1.0429237702,,
806284,2,3,2,2,1965,1,,2,1,3,,,,,,,,,,11,,,,,,,,11,2,3,0,43,3,2,7,3,5,0,0,1,1.0429237702,,
806284,3,3,2,5,1993,1,,1,2,3,,,,,,,,,,17,,,,,,,,11,2,3,0,15,1,1,7,3,5,0,0,1,1.0429237702,,
806289,1,2,1,1,1930,1,,2,1,2,,,,,,,,,,15,1,1,,,,11,2,11,2,3,0,78,5,5,6,3,5,1,1,2,0.7317207383,,
806289,2,2,2,2,1936,1,,3,1,2,,,,,,,,,,16,,,,,,11,2,11,2,3,0,72,5,5,6,3,5,0,1,2,0.7317207383,,
806299,1,3,1,1,1943,1,,2,1,3,,,,,,,,,,15,1,2,,,,11,2,11,2,3,0,65,4,5,6,3,5,0,1,3,0.849518038,,
806299,2,3,2,2,1948,1,,2,1,2,,,,,,,,,,16,,,,,,11,2,11,2,3,0,60,4,4,6,3,5,0,1,3,0.849518038,,
806299,3,3,1,5,1969,1,,2,2,3,,,,,,,,,,1,,3,,,,11,2,11,2,3,0,39,2,2,1,1,2,1,1,3,0.849518038,,
806301,1,4,1,1,1966,1,,1,1,3,,,,,,,,,,1,,2,,,,11,2,11,2,3,0,42,3,2,1,1,2,1,1,2,0.972795703,,
806301,2,4,2,2,1972,1,,1,1,3,,,,,,,,,,1,,2,,,,11,2,11,2,3,0,36,2,2,1,1,2,0,1,2,0.972795703,,
806301,3,4,1,5,1997,1,,2,2,2,,,,,,,,,,17,,,,,,11,2,11,2,3,0,11,1,1,7,3,5,0,0,2,0.972795703,,
806301,4,4,2,5,2002,1,,1,2,1,,,,,,,,,,17,,,,,,11,2,11,2,3,0,6,1,1,7,3,5,0,0,2,0.972795703,,
806308,1,4,1,1,1968,1,,2,1,3,,,,,,,,,,1,,2,,,,19,3,11,2,3,0,40,2,2,1,1,2,1,1,1,0.9726921542,,
806308,2,4,2,2,1974,1,,2,1,3,,,,,,,,,,13,,,,,,11,2,11,2,3,0,34,2,1,7,3,5,0,0,1,0.9726921542,,
806308,3,4,1,5,1993,1,,2,2,3,,,,,,,,,,17,,,,,,11,2,11,2,3,0,15,1,1,7,3,5,0,0,1,0.9726921542,,
806308,4,4,1,5,2000,1,,1,2,1,,,,,,,,,,17,,,,,,11,2,11,2,3,0,8,1,1,7,3,5,0,0,1,0.9726921542,,
806318,1,4,1,1,1958,1,,1,1,3,,,,,,,,,,8,,2,,,,11,2,11,2,3,0,50,3,3,5,2,2,1,1,2,0.7316507649,,
806318,2,4,2,2,1963,1,,1,1,3,,,,,,,,,,2,,11,,,,11,2,11,2,3,0,45,3,3,2,1,4,0,1,2,0.7316507649,,
806318,3,4,2,5,1988,1,,1,2,3,,,,,,,,,,17,,,,,,11,2,11,2,3,0,20,1,1,7,3,5,0,0,2,0.7316507649,,
806318,4,4,1,5,1991,1,,1,2,3,,,,,,,,,,17,,,,,,11,2,11,2,3,0,17,1,1,7,3,5,0,0,2,0.7316507649,,
806329,1,3,1,1,1971,1,,1,1,5,80,100,2,1990,2,,,,,1,,2,,,,11,2,11,2,3,0,37,2,2,1,1,2,1,1,1,1.042735293,,2
806329,2,3,2,2,1977,1,,1,1,3,,,,,,,,,,13,,,,,,11,2,11,2,3,0,31,2,1,7,3,5,0,0,1,1.042735293,,
806329,3,3,1,5,1998,1,,1,2,1,,,,,,,,,,17,,,,,,11,2,11,2,3,0,10,1,1,7,3,5,0,0,1,1.042735293,,
806331,1,1,2,1,1929,1,,5,4,2,,,,,,,,,,16,,,,,,11,2,11,2,3,0,79,5,5,6,3,5,1,1,1,0.731711523,3,
806333,1,3,1,1,1937,1,,2,1,5,8,10,2,1957,2,,,,,15,2,3,,,,11,2,11,2,3,0,71,5,5,6,3,5,0,1,2,0.8491551462,,3
806333,2,3,2,2,1946,1,,1,1,3,,,,,,,,,,13,,,,,,11,2,11,2,3,0,62,4,4,7,3,5,0,0,2,0.8491551462,,
806333,3,3,2,5,1971,1,,1,2,7,100,110,2,1996,,1,3,,,3,,9,,,9,11,2,11,2,3,0,37,2,2,2,1,3,1,1,2,0.8491551462,,3
806339,1,2,1,1,1921,1,,4,4,2,,,,,,,,,,15,1,1,,,,11,2,11,2,3,0,87,5,5,6,3,5,0,1,2,0.7054532757,3,
806339,2,2,1,5,1946,1,,3,3,5,6,10,2,1966,2,,,,,15,2,3,,,,11,2,11,2,3,0,62,4,4,6,3,5,1,1,2,0.7054532757,,1
806344,1,3,1,1,1963,1,,2,1,2,,,,,,,,,,1,,1,,,,,,11,2,3,0,45,3,3,1,1,1,1,1,1,0.7143029787,,
806344,2,3,2,2,1960,1,,2,1,2,,,,,,,,,,11,,,,,,,,11,2,3,0,48,3,3,7,3,5,0,0,1,0.7143029787,,
806344,3,3,1,5,1992,1,,1,2,3,,,,,,,,,,11,,,,,,,,11,2,3,0,16,1,1,7,3,5,0,0,1,0.7143029787,,
806378,1,2,1,1,1938,1,,3,1,3,,,,,,,,,,15,1,2,,,,4,1,3,1,1,2,70,5,5,6,3,5,0,1,2,1.6275040804,,
806378,2,2,2,2,1947,1,,3,1,5,8,10,2,1966,2,,,,,15,2,3,,,,20,3,3,1,1,2,61,4,4,6,3,5,1,1,2,1.6275040804,,1
806390,1,2,1,1,1929,1,,3,2,2,,,,,,,,,,15,1,4,,,,3,1,3,1,1,2,79,5,5,6,3,5,1,1,2,1.6275492226,,
806390,2,2,1,10,1945,1,,3,2,2,,,,,,,,,,15,1,3,,,,3,1,3,1,1,2,63,4,4,6,3,5,0,1,2,1.6275492226,,
806414,1,4,1,1,1964,1,,2,1,3,,,,,,,,,,1,,3,,,,3,1,3,1,1,2,44,3,2,1,1,2,1,1,2,2.2443341673,,
806414,2,4,2,2,1966,1,,2,1,3,,,,,,,,,,2,,4,,,,16,3,3,1,1,2,42,3,2,2,1,4,0,1,2,2.2443341673,,
806414,3,4,1,5,1991,1,,2,2,3,,,,,,,,,,17,,,,,,3,1,3,1,1,2,17,1,1,7,3,5,0,0,2,2.2443341673,,
806414,4,4,2,5,1997,1,,2,2,2,,,,,,,,,,17,,,,,,3,1,3,1,1,2,11,1,1,7,3,5,0,0,2,2.2443341673,,
806427,1,3,1,1,1936,1,,2,1,1,,,,,,,,,,15,1,2,,,,20,3,1,1,1,0,72,5,5,6,3,5,0,1,3,1.3549574428,,
806427,2,3,2,2,1943,1,,2,1,2,,,,,,,,,,15,1,2,,,,15,3,1,1,1,0,65,4,5,6,3,5,0,1,3,1.3549574428,,
806427,3,3,1,5,1962,1,,2,2,3,,,,,,,,,,1,,2,,,,20,3,1,1,1,0,46,3,3,1,1,2,1,1,3,1.3549574428,,
806430,1,5,1,1,1947,1,,2,1,7,110,110,2,1973,,2,,,,15,5,5,,,4,16,3,1,1,1,0,61,4,4,6,3,5,1,1,5,1.6791144994,,3
806430,2,5,2,2,1949,1,,2,1,7,108,110,2,1972,,2,,,,3,,9,,,9,18,3,1,1,1,0,59,4,4,2,1,3,0,1,5,1.6791144994,,3
806430,3,5,2,5,1977,1,,1,2,7,110,110,1,2001,,2,,,,2,,9,,,8,18,3,1,1,1,0,31,2,1,2,1,3,0,1,5,1.6791144994,,3
806430,4,5,1,5,1981,1,,1,2,5,95,100,2,2004,2,,,,,20,,7,,,,1,1,1,1,1,0,27,1,1,5,2,4,0,1,5,1.6791144994,,2
806430,5,5,1,5,1986,1,,1,2,6,101,110,2,2008,,2,,,,2,,2,,,1,1,1,1,1,1,0,22,1,1,2,1,2,0,1,5,1.6791144994,,3
806436,1,4,1,1,1976,1,,1,1,3,,,,,,,,,,1,,3,,,,1,1,1,1,1,0,32,2,1,1,1,2,1,1,2,1.8458432,,
806436,2,4,2,2,1981,1,,1,1,3,,,,,,,,,,1,,4,,,,1,1,1,1,1,0,27,1,1,1,1,4,0,1,2,1.8458432,,
806436,3,4,2,5,2004,1,,1,2,1,,,,,,,,,,18,,,,,,1,1,1,1,1,0,4,1,1,7,3,5,0,0,2,1.8458432,,
806436,4,4,2,5,2008,1,,1,2,1,,,,,,,,,,18,,,,,,1,1,1,1,1,0,0,1,1,7,3,5,0,0,2,1.8458432,,
806443,1,3,2,1,1974,1,,1,1,3,,,,,,,,,,13,,,,,,1,1,1,1,1,0,34,2,1,7,3,5,0,0,1,1.9783487303,,
806443,2,3,1,2,1971,1,,1,1,3,,,,,,,,,,8,,3,,,,1,1,1,1,1,0,37,2,2,5,2,2,1,1,1,1.9783487303,,
806443,3,3,1,5,2001,1,,1,2,1,,,,,,,,,,17,,,,,,1,1,1,1,1,0,7,1,1,7,3,5,0,0,1,1.9783487303,,
806447,1,3,1,1,1948,1,,1,1,3,,,,,,,,,,15,1,9,,,,1,1,1,1,1,0,60,4,4,6,3,5,1,1,1,1.3552244759,,
806447,2,3,2,2,1952,1,,1,1,2,,,,,,,,,,13,,,,,,15,3,1,1,1,0,56,4,4,7,3,5,0,0,1,1.3552244759,,
806447,3,3,1,5,1994,1,,1,2,3,,,,,,,,,,17,,,,,,1,1,1,1,1,0,14,1,1,7,3,5,0,0,1,1.3552244759,,
806473,1,3,1,1,1960,1,,3,1,3,,,,,,,,,,2,,2,,,,10,2,1,1,1,0,48,3,3,2,1,2,1,1,3,1.3552244759,,
806473,2,3,2,2,1958,1,,2,1,3,,,,,,,,,,1,,8,,,,19,3,1,1,1,0,50,3,3,1,1,4,0,1,3,1.3552244759,,
806473,3,3,1,5,1984,1,,1,2,3,,,,,,,,,,1,,2,,,,1,1,1,1,1,0,24,1,1,1,1,2,0,1,3,1.3552244759,,
806483,1,2,2,1,1960,1,,2,3,4,,,,,,,,,,2,,9,,,,1,1,1,1,1,0,48,3,3,2,1,3,1,1,2,1.3881204002,,
806483,2,2,2,5,1994,1,,1,2,3,,,,,,,,,,17,,,,,,1,1,1,1,1,0,14,1,1,7,3,5,0,1,2,1.3881204002,,
806494,1,4,2,1,1975,2,1996,2,1,3,,,,,,,,,,13,,,2,,,,,4,1,2,0,33,2,1,7,3,5,0,0,1,0.970769326,,
806494,2,4,1,2,1970,2,1990,2,1,4,,,,,,,,,,1,,2,3,,,,,4,1,2,0,38,2,2,1,1,2,1,1,1,0.970769326,,
806494,3,4,1,5,1998,2,1998,1,2,1,,,,,,,,,,17,,,,,,,,4,1,2,0,10,1,1,7,3,5,0,0,1,0.970769326,,
806494,4,4,2,5,2002,2,2002,1,2,1,,,,,,,,,,17,,,,,,4,1,4,1,2,0,6,1,1,7,3,5,0,0,1,0.970769326,,
806495,1,4,1,1,1969,2,2002,1,1,3,,,,,,,,,,1,,3,3,,,,,4,1,2,0,39,2,2,1,1,2,1,1,1,0.970769326,,
806495,2,4,2,2,1970,1,,1,1,3,,,,,,,,,,13,,,,,,,,4,1,2,0,38,2,2,7,3,5,0,0,1,0.970769326,,
806495,3,4,1,5,1996,2,2005,1,2,2,,,,,,,,,,17,,,,,,,,4,1,2,0,12,1,1,7,3,5,0,0,1,0.970769326,,
806495,4,4,2,5,1994,2,2005,1,2,2,,,,,,,,,,17,,,,,,,,4,1,2,0,14,1,1,7,3,5,0,0,1,0.970769326,,
806506,1,1,2,1,1928,1,,3,4,2,,,,,,,,,,15,1,2,,,,5,1,4,1,2,0,80,5,5,6,3,5,1,1,1,0.7301873352,,
806512,1,2,2,1,1966,1,,2,2,5,46,60,2,1984,1,,3,,,1,,9,,,,15,3,4,1,2,0,42,3,2,1,1,3,1,1,2,1.1923291685,,2
806512,2,2,1,2,1967,1,,1,2,7,,,,2006,,2,,,,3,,9,,,9,4,1,4,1,2,0,41,3,2,2,1,3,0,1,2,1.1923291685,,5
806521,1,4,1,1,1961,1,,1,1,4,,,,,,,,,,1,,5,,,,4,1,4,1,2,0,47,3,3,1,1,4,1,1,2,0.8442088257,,
806521,2,4,2,2,1965,1,,1,1,5,38,60,2,1984,2,,,,,2,,4,,,,3,1,4,1,2,0,43,3,2,2,1,4,0,1,2,0.8442088257,,2
806521,3,4,2,5,1996,1,,1,2,2,,,,,,,,,,17,,,,,,4,1,4,1,2,0,12,1,1,7,3,5,0,0,2,0.8442088257,,
806521,4,4,2,5,2002,1,,1,2,1,,,,,,,,,,17,,,,,,4,1,4,1,2,0,6,1,1,7,3,5,0,0,2,0.8442088257,,
806522,1,2,1,1,1960,1,,2,1,5,38,60,2,1981,2,,,,,6,,5,,,,4,1,4,1,2,0,48,3,3,4,2,4,1,1,1,0.9094587316,,2
806522,2,2,2,2,1979,1,,1,1,8,110,110,1,2003,,1,1,,,13,,,,,8,,,4,1,2,0,29,1,1,7,3,5,0,0,1,0.9094587316,,3
806523,1,2,1,1,1939,1,,2,1,5,60,60,2,1959,1,,1,,,15,3,9,,,,4,1,4,1,2,0,69,5,5,6,3,5,1,1,2,0.7301965313,,5
806523,2,2,2,2,1937,1,,2,1,5,60,60,2,1957,2,,,,,15,3,9,,,,4,1,4,1,2,0,71,5,5,6,3,5,0,1,2,0.7301965313,,5
806524,1,2,2,1,1963,1,,1,1,2,,,,,,,,,,13,,,,,,4,1,4,1,2,0,45,3,3,7,3,5,0,1,2,0.678325954,,
806524,2,2,1,2,1963,1,,1,1,3,,,,,,,,,,1,,3,,,,4,1,4,1,2,0,45,3,3,1,1,2,1,1,2,0.678325954,,
806531,1,1,2,1,1929,1,,2,4,3,,,,,,,,,,16,,,,,,4,1,4,1,2,0,79,5,5,6,3,5,1,1,1,0.7301873352,,
806532,1,2,2,1,1942,1,,2,1,5,45,60,2,1957,2,,,,,15,4,2,,,,4,1,4,1,2,0,66,5,5,6,3,5,0,1,2,0.7301965313,,2
806532,2,2,1,2,1933,1,,2,1,3,,,,,,,,,,15,9,2,,,,4,1,4,1,2,0,75,5,5,6,3,5,1,1,2,0.7301965313,,
806537,1,4,1,1,1966,1,,2,1,8,110,110,1,1991,,2,,,,3,,9,,,6,4,1,4,1,2,0,42,3,2,2,1,3,1,1,2,0.9706659929,,2
806537,2,4,2,2,1967,1,,2,1,7,110,110,1,1996,,2,,,,3,,9,,,9,4,1,4,1,2,0,41,3,2,2,1,3,0,1,2,0.9706659929,,5
806537,3,4,1,5,2004,1,,2,2,1,,,,,,,,,,18,,,,,,4,1,4,1,2,0,4,1,1,7,3,5,0,0,2,0.9706659929,,
806537,4,4,1,5,2005,1,,2,2,1,,,,,,,,,,18,,,,,,4,1,4,1,2,0,3,1,1,7,3,5,0,0,2,0.9706659929,,
806540,1,3,1,1,1953,1,,1,1,7,96,100,2,1989,,2,,,,5,,9,,,5,4,1,4,1,2,0,55,4,4,3,1,3,1,1,2,0.7126658115,,2
806540,2,3,2,2,1956,1,,1,1,5,42,60,2,1974,2,,,,,5,,9,,,,4,1,4,1,2,0,52,4,3,3,1,3,0,1,2,0.7126658115,,1
806540,3,3,2,5,1994,1,,1,2,3,,,,,,,,,,17,,,,,,4,1,4,1,2,0,14,1,1,7,3,5,0,0,2,0.7126658115,,
806546,1,2,2,1,1934,1,,2,4,3,,,,,,,,,,16,,,,,,4,1,4,1,2,0,74,5,5,6,3,5,1,1,2,0.9433347752,,
806546,2,2,1,5,1967,1,,3,2,4,,,,,,,,,,1,,1,,,,4,1,4,1,2,0,41,3,2,1,1,1,0,1,2,0.9433347752,,
806549,1,3,2,1,1952,1,,3,3,5,50,60,2,1972,2,,,,,1,,9,,,,,,4,1,2,0,56,4,4,1,1,3,1,1,2,0.9981951135,,5
806549,2,3,1,5,1979,1,,2,2,6,100,110,2,2001,,1,3,,,17,,,,,4,4,1,4,1,2,0,29,1,1,7,3,5,0,0,2,0.9981951135,,2
806549,3,3,2,6,1977,1,,2,2,7,109,110,2,2004,,1,2,,,1,,8,,,9,4,1,4,1,2,0,31,2,1,1,1,4,0,1,2,0.9981951135,,3
806555,1,4,2,1,1978,1,,1,1,7,104,110,2,2003,,2,,,,1,,9,,,10,4,1,4,1,2,0,30,1,1,1,1,3,0,1,2,0.9708685484,,2
806555,2,4,1,2,1977,1,,1,1,7,98,110,2,2002,,2,,,,1,,9,,,10,4,1,4,1,2,0,31,2,1,1,1,3,1,1,2,0.9708685484,,2
806555,3,4,2,5,2006,1,,1,2,1,,,,,,,,,,18,,,,,,4,1,4,1,2,0,2,1,1,7,3,5,0,0,2,0.9708685484,,
806555,4,4,2,5,2008,1,,1,2,1,,,,,,,,,,18,,,,,,4,1,4,1,2,0,0,1,1,7,3,5,0,0,2,0.9708685484,,
806556,1,1,2,1,1925,1,,2,2,7,105,110,2,1953,,2,,,,15,3,9,,,1,5,1,6,1,2,0,83,5,5,6,3,5,1,1,1,0.7528475438,,3
806557,1,1,1,1,1939,1,,2,2,3,,,,,,,,,,15,1,4,,,,6,1,6,1,2,0,69,5,5,6,3,5,1,1,1,0.7528519728,,
806560,1,1,1,1,1985,1,,1,2,6,110,110,1,2006,,1,2,,,8,,4,,,10,6,1,6,1,2,0,23,1,1,5,2,4,1,1,1,0.8072685035,,3
806563,1,4,1,1,1976,1,,1,1,5,48,60,2,1995,1,,2,,,1,,2,,,,6,1,6,1,2,0,32,2,1,1,1,2,0,1,2,1.0007890762,,2
806563,2,4,2,2,1979,1,,1,1,5,43,60,2,1998,1,,2,,,1,,9,,,,6,1,6,1,2,0,29,1,1,1,1,3,1,1,2,1.0007890762,,1
806563,3,4,1,5,2004,1,,1,2,1,,,,,,,,,,18,,,,,,6,1,6,1,2,0,4,1,1,7,3,5,0,0,2,1.0007890762,,
806563,4,4,1,5,2006,1,,1,2,1,,,,,,,,,,18,,,,,,6,1,6,1,2,0,2,1,1,7,3,5,0,0,2,1.0007890762,,
806564,1,4,1,1,1962,1,,1,1,5,45,60,2,1981,2,,,,,8,,7,,,,6,1,6,1,2,0,46,3,3,5,2,4,1,1,2,0.8704075108,,2
806564,2,4,2,2,1969,1,,1,1,5,50,60,2,1989,2,,,,,2,,9,,,,6,1,6,1,2,0,39,2,2,2,1,3,0,1,2,0.8704075108,,2
806564,3,4,2,5,2005,1,,1,2,1,,,,,,,,,,18,,,,,,6,1,6,1,2,0,3,1,1,7,3,5,0,0,2,0.8704075108,,
806564,4,4,2,5,2008,1,,1,2,1,,,,,,,,,,18,,,,,,6,1,6,1,2,0,0,1,1,7,3,5,0,0,2,0.8704075108,,
806570,1,3,1,1,1951,1,,1,4,4,,,,,,,,,,15,1,5,,,,6,1,6,1,2,0,57,4,4,6,3,5,1,1,2,0.770752958,,
806570,2,3,2,5,1987,1,,1,2,5,50,60,2,2005,2,,,,,2,,2,,,,6,1,6,1,2,0,21,1,1,2,1,2,0,1,2,0.770752958,,2
806570,3,3,1,5,1989,1,,1,2,4,,,,,,,,,,11,,,,,,6,1,6,1,2,0,19,1,1,7,3,5,0,0,2,0.770752958,,
806578,1,2,1,1,1939,1,,1,1,3,,,,,,,,,,9,,7,,,,20,3,6,1,2,0,69,5,5,5,2,4,1,1,2,0.7528570253,,
806578,2,2,2,2,1941,1,,2,1,7,105,110,2,1965,,2,,,,9,,7,,,9,6,1,6,1,2,0,67,5,5,5,2,4,0,1,2,0.7528570253,,3
806579,1,1,2,1,1922,1,,4,4,2,,,,,,,,,,15,1,9,,,,6,1,6,1,2,0,86,5,5,6,3,5,1,1,1,0.7528475438,3,
806583,1,4,1,1,1962,1,,1,1,3,,,,,,,,,,10,,4,,,,15,3,6,1,2,0,46,3,3,4,2,4,1,1,2,0.8704075108,,
806583,2,4,2,2,1970,1,,1,1,5,42,60,2,1989,2,,,,,10,,4,,,,5,1,6,1,2,0,38,2,2,4,2,4,0,1,2,0.8704075108,,2
806583,3,4,2,5,1999,1,,1,2,1,,,,,,,,,,17,,,,,,6,1,6,1,2,0,9,1,1,7,3,5,0,0,2,0.8704075108,,
806583,4,4,2,5,2002,1,,1,2,1,,,,,,,,,,17,,,,,,6,1,6,1,2,0,6,1,1,7,3,5,0,0,2,0.8704075108,,
806585,1,3,1,1,1950,1,,1,1,7,90,110,2,1976,,2,,,,9,,1,,,2,5,1,6,1,2,0,58,4,4,5,2,1,1,1,2,0.734936141,,2
806585,2,3,2,2,1957,1,,1,1,5,48,60,2,1977,2,,,,,9,,1,,,,6,1,6,1,2,0,51,4,3,5,2,1,0,1,2,0.734936141,,2
806585,3,3,1,5,1985,1,,1,2,5,50,60,2,2004,1,,3,,,17,,,,,,6,1,6,1,2,0,23,1,1,7,3,5,0,0,2,0.734936141,,3
806586,1,1,2,1,1940,1,,1,4,4,,,,,,,,,,16,,,,,,6,1,6,1,2,0,68,5,5,6,3,5,1,1,1,0.7528475438,,
806590,1,2,1,1,1950,1,,2,2,5,40,70,2,1972,2,,,,,2,,9,,,,6,1,6,1,2,0,58,4,4,2,1,3,1,1,2,0.7258606826,,2
806590,2,2,2,3,1923,1,,3,4,2,,,,,,,,,,15,1,2,,,,16,3,6,1,2,0,85,5,5,6,3,5,0,1,2,0.7258606826,,
806591,1,4,1,1,1972,1,,1,1,7,103,110,2,2001,,2,,,,5,,9,,,7,18,3,6,1,2,0,36,2,2,3,1,3,0,1,2,1.000895616,,2
806591,2,4,2,2,1971,1,,1,1,7,110,110,1,1995,,2,,,,5,,9,,,8,16,3,6,1,2,0,37,2,2,3,1,3,1,1,2,1.000895616,,3
806591,3,4,1,5,2002,1,,1,2,1,,,,,,,,,,17,,,,,,16,3,6,1,2,0,6,1,1,7,3,5,0,0,2,1.000895616,,
806591,4,4,2,5,2005,1,,1,2,1,,,,,,,,,,18,,,,,,16,3,6,1,2,0,3,1,1,7,3,5,0,0,2,1.000895616,,
806593,1,3,1,1,1957,1,,1,1,7,90,100,2,1978,,2,,,,4,,9,,,1,16,3,6,1,2,0,51,4,3,3,1,3,1,1,1,0.734936141,,2
806593,2,3,2,2,1958,1,,1,1,3,,,,,,,,,,13,,,,,,16,3,6,1,2,0,50,3,3,7,3,5,0,0,1,0.734936141,,
806593,3,3,1,5,1985,1,,1,2,5,75,100,2,2003,1,,2,,,17,,,,,,16,3,6,1,2,0,23,1,1,7,3,5,0,0,1,0.734936141,,2
806597,1,3,1,1,1935,1,,3,4,5,7,10,2,1956,2,,,,,15,4,9,,,,11,2,6,1,2,0,73,5,5,6,3,5,1,1,2,0.9140503087,,5
806597,2,3,2,5,1966,1,,1,2,5,50,60,2,1985,2,,,,,2,,9,,,,6,1,6,1,2,0,42,3,2,2,1,3,0,1,2,0.9140503087,,1
806597,3,3,2,8,1994,1,,1,2,3,,,,,,,,,,17,,,,,,6,1,6,1,2,0,14,1,1,7,3,5,0,0,2,0.9140503087,,
806601,1,5,2,1,1976,2,2000,2,1,3,,,,,,,,,,13,,,2,,,,,6,1,2,0,32,2,1,7,3,5,0,0,1,0.9594259538,,
806601,2,5,1,2,1969,2,1995,1,1,3,,,,,,,,,,1,,3,3,,,,,6,1,2,0,39,2,2,1,1,2,1,1,1,0.9594259538,,
806601,3,5,1,5,1996,2,2000,1,2,2,,,,,,,,,,17,,,,,,,,6,1,2,0,12,1,1,7,3,5,0,0,1,0.9594259538,,
806601,4,5,1,5,2001,2,2001,1,2,1,,,,,,,,,,17,,,,,,6,1,6,1,2,0,7,1,1,7,3,5,0,0,1,0.9594259538,,
806601,5,5,1,5,2007,2,2007,1,2,1,,,,,,,,,,18,,,,,,6,1,6,1,2,0,1,1,1,7,3,5,0,0,1,0.9594259538,,
806603,1,3,2,1,1960,1,,2,3,4,,,,,,,,,,1,,2,,,,6,1,6,1,2,0,48,3,3,1,1,2,1,1,2,0.7709839681,,
806603,2,3,1,5,1987,1,,1,2,5,100,100,2,2006,2,,,,,2,,2,,,,6,1,6,1,2,0,21,1,1,2,1,2,0,1,2,0.7709839681,,2
806603,3,3,1,5,1991,1,,3,2,3,,,,,,,,,,17,,,,,,6,1,6,1,2,0,17,1,1,7,3,5,0,0,2,0.7709839681,,
806627,1,1,2,1,1960,1,,2,2,7,105,110,2,1985,,2,,,,3,,9,,,9,1,1,1,1,1,2,48,3,3,2,1,3,1,1,1,0.4608632441,,5
806628,1,4,1,1,1960,1,,2,1,5,42,60,2,1979,2,,,,,8,,2,,,,17,3,1,1,1,2,48,3,3,5,2,2,1,1,1,0.4960635768,,2
806628,2,4,2,2,1958,1,,2,1,4,,,,,,,,,,13,,,,,,16,3,1,1,1,2,50,3,3,7,3,5,0,0,1,0.4960635768,,
806628,3,4,2,5,1988,1,,1,2,5,66,100,2,2008,2,,,,,17,,,,,,1,1,1,1,1,2,20,1,1,7,3,5,0,0,1,0.4960635768,,3
806628,4,4,1,5,1994,1,,1,2,3,,,,,,,,,,17,,,,,,1,1,1,1,1,2,14,1,1,7,3,5,0,0,1,0.4960635768,,
806629,1,2,1,1,1959,1,,2,1,3,,,,,,,,,,1,,2,,,,10,2,1,1,1,2,49,3,3,1,1,2,1,1,1,0.4608690483,,
806629,2,2,2,2,1961,1,,2,1,5,48,60,2,1980,2,,,,,13,,,,,,1,1,1,1,1,2,47,3,3,7,3,5,0,0,1,0.4608690483,,2
806630,1,1,1,1,1935,1,,3,3,2,,,,,,,,,,15,1,2,,,,19,3,1,1,1,2,73,5,5,6,3,5,1,1,1,0.4961076898,,
806631,1,1,1,1,1978,1,,2,2,3,,,,,,,,,,1,,2,,,,1,1,1,1,1,2,30,1,1,1,1,2,1,1,1,0.8100883035,,
806639,1,3,2,1,1979,1,,1,2,5,43,60,2,1998,2,,,,,2,,2,,,,1,1,1,1,1,2,29,1,1,2,1,2,0,1,2,0.5757322473,,2
806639,2,3,1,3,1941,1,,3,1,3,,,,,,,,,,15,8,2,,,,5,1,1,1,1,2,67,5,5,6,3,5,1,1,2,0.5757322473,,
806639,3,3,2,3,1944,1,,3,1,3,,,,,,,,,,13,,,,,,5,1,1,1,1,2,64,4,4,7,3,5,0,0,2,0.5757322473,,
806640,1,1,1,1,1940,1,,4,4,2,,,,,,,,,,15,8,8,,,,,,1,1,1,2,68,5,5,6,3,5,1,1,1,0.4961076898,3,
806642,1,3,1,1,1949,1,,3,1,3,,,,,,,,,,1,,4,,,,16,3,1,1,1,2,59,4,4,1,1,4,1,1,2,0.4843016745,,
806642,2,3,2,2,1956,1,,2,1,3,,,,,,,,,,13,,,,,,19,3,1,1,1,2,52,4,3,7,3,5,0,0,2,0.4843016745,,
806642,3,3,1,5,1986,1,,2,2,4,,,,,,,,,,1,,4,,,,1,1,1,1,1,2,22,1,1,1,1,4,0,1,2,0.4843016745,,
806643,1,2,1,1,1962,1,,1,1,3,,,,,,,,,,7,,5,,,,1,1,1,1,1,2,46,3,3,4,2,4,1,1,1,0.6179055624,,
