nquest,npagcart,npagcaan,nprel1,nprel1an,prelmed1,pagam4u,pagam4,pagam4an,nprel2,nprel2an,prelmed2,assban,nassban,nassban2,assdep,limass,ammass,checkcc,checktipo,scont1,scont2,scont3,scont4
677287,,,,,,,,,1,,300,2,,,3,,,5,3,2,2,2,2
677300,,10,,,,,,,1,,200,2,,,2,,,3,3,2,2,1,
677307,,4,,,,,,,,7,500,2,,,2,,,4,1,2,2,1,
677339,,4,,,,,,,2,,600,2,,,3,,,3,1,2,2,1,
677341,2,,1,,350,1,10,,1,,200,2,,,3,,,3,1,2,2,1,
677386,,,5,,200,1,1,,0,,,2,,,2,,,1,1,1,,,
677422,,,4,,200,1,2,,0,,,1,,5,2,,,3,3,2,2,2,2
677464,,,,,,,,,1,,600,2,,,2,,,3,1,2,2,2,1
677476,,,,,,,,,,,,,,,,,,,,2,1,,
677536,,,,,,,,,,,,,,,,,,,,1,,,
677571,,,2,,100,2,,,1,,250,1,,1,3,,,2,1,2,1,,
677577,,,2,,150,1,2,,1,,500,2,,,2,,,3,3,2,2,1,
677620,,,,,,,,,,,,,,,,,,,,2,2,1,
677634,0,,0,,,2,,,0,,,1,7,,1,3,,1,1,2,2,2,2
677654,,,,,,,,,0,,,2,,,3,,,4,3,1,,,
677709,,,,,,,,,2,,300,2,,,3,,,4,1,2,2,2,2
677763,,,3,,250,1,3,,,1,1000,2,,,2,,,4,3,2,2,1,
677772,,,,,,,,,,,,,,,,,,,,2,1,,
677775,,,,,,,,,,,,,,,,,,,,2,2,1,
677778,,,,,,,,,,,,,,,,,,,,2,2,2,1
677826,4,,2,,500,2,,,0,,,2,,,1,3,,3,1,1,,,
677896,0,,,7,100,1,2,,1,,1500,1,,5,1,1,30000,1,1,1,,,
677897,,,,,,,,,1,,1200,2,,,3,,,5,4,1,,,
677908,,,,,,,,,,,,,,,,,,,,2,2,2,1
677941,,,2,,200,1,2,,,,,,,,,,,,,2,2,1,
677964,,,,,,,,,1,,1000,2,,,3,,,3,1,2,2,2,1
678005,2,,2,,200,1,2,,1,,500,2,,,1,3,,4,3,2,2,1,
678091,,,,,,,,,2,,500,2,,,3,,,4,3,2,2,2,2
678098,,,3,,200,2,,,,10,200,1,,10,2,,,2,1,2,2,1,
678132,,,,,,,,,,,,,,,,,,,,2,2,1,
678141,,,,,,,,,,,,,,,,,,,,1,,,
678142,,,4,,250,1,2,,2,,300,2,,,3,,,4,3,1,,,
678214,,,0,,,2,,,0,,,2,,,3,,,3,3,2,2,2,2
678255,,,2,,150,1,,5,1,,1700,2,,,1,3,,2,1,2,2,2,2
678284,,,4,,400,2,,,0,,,2,,,3,,,3,1,2,2,1,
678382,4,,0,,,2,,,2,,300,1,,3,2,,,3,3,2,2,2,2
678388,2,,3,,150,1,3,,,8,100,1,,9,2,,,3,1,2,2,2,1
680026,,,3,,200,1,,5,2,,100,2,,,3,,,2,2,1,,,
680060,0,,,2,500,1,5,,0,,,2,,,2,,,3,2,1,,,
680097,,,0,,,2,,,2,,100,2,,,2,,,3,2,2,2,1,
680113,,,4,,200,1,,4,,4,251,1,,2,3,,,2,1,1,,,
680133,15,,1,,200,2,,,0,,,1,,4,1,2,,2,1,2,1,,
680134,,,,,,,,,,10,1000,1,,4,2,,,3,1,2,2,2,2
680143,,,0,,,1,,3,2,,200,2,,,2,,,3,3,2,2,2,2
680144,,,0,,,1,4,,2,,400,2,,,2,,,4,3,2,2,2,1
680193,,,2,,300,1,20,,0,,,1,,10,1,3,,1,1,2,2,1,
680234,1,,4,,200,1,,4,0,,,1,,5,2,,,1,3,2,2,1,
680244,2,,5,,250,1,10,,0,,,1,,3,3,,,1,2,2,2,2,2
680258,,,,,,,,,5,,100,2,,,2,,,3,2,2,2,1,
680261,10,,6,,300,1,4,,2,,200,1,,10,2,,,3,1,2,2,2,1
680263,,,,,,,,,0,,,2,,,2,,,5,4,1,,,
680282,,,0,,,2,,,2,,400,2,,,1,3,,2,1,2,2,2,2
680285,,,1,,200,2,,,1,,250,2,,,1,3,,3,3,1,,,
680358,,,0,,,1,4,,2,,300,2,,,2,,,4,1,2,2,2,1
680359,2,,10,,100,2,,,,10,200,1,1,,2,,,1,1,2,2,1,
680500,,,,,,,,,2,,300,1,,3,2,,,3,1,2,1,,
680538,,,4,,150,1,4,,1,,200,1,,4,3,,,2,2,2,1,,
680566,,,,,,,,,4,,100,2,,,2,,,2,3,2,2,1,
680567,,,4,,100,1,2,,,8,100,2,,,3,,,3,2,2,2,1,
680587,3,,5,,200,1,,4,5,,200,2,,,2,,,2,1,2,1,,
680595,,,,,,,,,2,,500,1,1,,2,,,2,2,2,1,,
680601,,7,15,,100,1,2,,0,,,1,1,,2,,,1,1,2,2,1,
680612,,,5,,150,1,5,,0,,,2,,,1,3,,3,1,2,2,2,2
680631,,,0,,,2,,,2,,500,2,,,1,3,,3,2,2,2,2,1
680637,,,,,,,,,,,,,,,,,,,,2,1,,
680640,,,,,,,,,,,,,,,,,,,,2,2,2,2
680648,,,,,,,,,1,,800,2,,,2,,,4,2,1,,,
680651,,,,,,,,,,,,,,,,,,,,2,2,2,1
680663,,,3,,250,1,2,,,8,500,2,,,1,3,,4,2,2,1,,
680686,,,4,,100,1,2,,4,,250,2,,,1,3,,3,1,2,2,2,2
680717,2,,4,,300,1,4,,4,,250,1,1,,2,,,4,1,2,1,,
680746,6,,3,,250,2,,,0,,,1,,7,3,,,1,3,2,2,2,2
680788,,,1,,250,1,6,,,4,300,1,,3,1,3,,3,1,2,2,1,
680837,,,3,,200,2,,,,5,200,2,,,3,,,3,2,2,1,,
680839,,,4,,200,2,,,,1,150,2,,,3,,,2,2,2,2,1,
680843,,,,,,,,,,,,,,,,,,,,2,2,1,
680861,0,,,8,250,2,,,1,,1200,1,,1,3,,,2,2,1,,,
680868,4,,2,,250,1,2,,0,,,1,,2,3,,,3,1,2,2,1,
680870,1,,3,,250,1,2,,1,,1000,2,,,1,1,5000,3,2,2,2,2,2
680880,2,,4,,100,1,2,,,5,100,2,,,2,,,3,1,2,2,2,1
680889,4,,0,,,1,5,,2,,400,2,,,2,,,4,1,2,2,2,1
680891,,1,0,,,1,6,,,1,500,2,,,2,,,4,1,2,2,2,1
680892,,,,,,,,,,8,500,2,,,2,,,4,1,2,2,2,2
680896,4,,2,,200,1,,5,1,,250,2,,,2,,,3,3,2,2,2,1
680912,3,,2,,200,1,4,,2,,200,2,,,2,,,3,3,2,2,2,1
680916,,,2,,200,1,2,,,11,200,1,,8,2,,,2,1,2,2,1,
680938,,,,3,200,2,,,,1,200,2,,,3,,,4,2,2,2,2,1
680981,1,,5,,200,1,,3,,2,500,2,,,1,3,,3,1,2,2,1,
680982,,,2,,300,1,1,,,3,400,2,,,1,3,,2,3,2,2,1,
680997,,,20,,50,1,5,,,5,600,2,,,3,,,3,4,2,1,,
681033,6,,5,,300,1,6,,,2,800,1,,7,3,,,3,2,1,,,
681096,,,,,,,,,1,,500,2,,,2,,,5,4,1,,,
681097,,,,,,,,,1,,750,2,,,3,,,4,4,2,2,1,
681196,3,,0,,,1,5,,2,,300,2,,,2,,,3,3,2,2,2,2
681197,3,,0,,,1,4,,2,,300,2,,,1,2,,3,3,2,2,2,2
681244,,,2,,300,1,,6,2,,200,1,,3,3,,,4,1,2,2,1,
681266,,,,,,,,,1,,500,2,,,3,,,5,4,2,1,,
681268,10,,0,,,1,,6,1,,500,1,,7,2,,,1,1,2,2,1,
681298,,,,,,,,,0,,,2,,,3,,,5,4,1,,,
681320,,,2,,200,2,,,,2,200,2,,,3,,,3,2,2,2,2,2
681366,,,2,,100,2,,,,9,100,2,,,2,,,3,2,2,1,,
681379,2,,1,,300,1,4,,2,,200,2,,,2,,,3,3,2,2,2,2
681403,,,,,,,,,,,,,,,,,,,,1,,,
681430,,,,,,,,,4,,400,2,,,2,,,1,1,1,,,
681431,,,,,,,,,4,,100,1,,4,2,,,2,1,2,1,,
681477,2,,6,,100,1,1,,,1,150,2,,,1,1,100000,2,3,1,,,
681501,,,,,,,,,,2,200,2,,,3,,,3,2,2,2,2,2
681528,,,0,,,1,,8,1,,1000,2,,,3,,,3,1,2,2,2,1
681613,,,,,,,,,3,,150,2,,,2,,,3,2,2,2,1,
681658,,,,,,,,,,,,,,,,,,,,1,,,
681668,,,2,,250,2,,,0,,,1,,4,3,,,4,3,1,,,
681673,,,3,,250,1,2,,,5,400,2,,,3,,,4,3,1,,,
681691,,,15,,250,1,5,,1,,500,1,,4,1,3,,1,1,2,2,2,2
681711,,,,,,,,,3,,150,1,,6,2,,,3,3,2,2,2,1
681781,,,,,,,,,,5,1000,2,,,2,,,4,4,2,2,2,2
681801,,,,,,,,,,,,,,,,,,,,2,2,2,1
681804,,,,,,,,,1,,650,2,,,3,,,3,1,2,2,2,1
681819,,,,,,,,,,,,,,,,,,,,2,2,2,2
681820,,,,,,,,,,,,,,,,,,,,2,2,2,1
681832,,,0,,,1,4,,2,,300,2,,,2,,,3,3,2,2,2,1
681844,6,,0,,,2,,,2,,1000,1,,6,1,2,,1,1,2,2,2,2
681875,,5,,,,,,,3,,200,2,,,3,,,2,1,2,2,2,2
681887,,,,,,,,,1,,700,2,,,2,,,5,4,2,2,2,2
681914,,,,,,,,,,,,,,,,,,,,2,2,2,1
681929,,,,,,,,,,,,,,,,,,,,1,,,
682000,,,,,,,,,0,,,2,,,3,,,4,3,2,2,2,1
682006,12,,0,,,1,5,,0,,,1,3,,1,1,102000,3,1,2,2,1,
682022,,,,,,,,,,,,,,,,,,,,2,2,2,2
682117,,,,,,,,,,,,,,,,,,,,2,2,2,2
682165,,,4,,200,1,1,,,2,300,2,,,1,3,,3,2,2,2,2,1
682201,,,,,,,,,1,,1000,2,,,1,3,,4,2,1,,,
682240,,,4,,100,1,2,,,6,200,1,,10,2,,,2,1,2,2,1,
682263,3,,1,,300,1,4,,1,,300,2,,,2,,,3,3,2,2,2,2
682269,,6,,,,,,,4,,200,2,,,2,,,3,2,2,2,2,1
682272,,,,,,,,,8,,70,1,,10,3,,,3,1,2,2,1,
682280,,,0,,,1,4,,2,,250,2,,,2,,,2,2,2,2,2,2
682282,,,0,,,1,5,,2,,250,2,,,2,,,3,3,2,2,2,2
682285,,,0,,,1,4,,1,,300,2,,,2,,,3,3,2,2,2,1
682317,,8,4,,250,1,2,,0,,,2,,,1,3,,2,1,2,2,2,2
682363,,2,,,,,,,,2,250,1,,3,1,3,,5,4,2,2,1,
682398,,,,2,250,1,1,,2,,200,2,,,3,,,3,3,2,2,2,2
682408,,,2,,100,1,3,,1,,300,2,,,1,3,,3,3,2,2,1,
682413,,,3,,250,1,1,,,3,500,2,,,1,1,100000,3,1,1,,,
682457,,,5,,150,1,7,,0,,,2,,,3,,,3,1,2,1,,
682474,,11,4,,250,1,4,,0,,,1,,2,3,,,3,1,2,2,2,1
682486,,,,,,,,,1,,700,2,,,3,,,3,3,2,2,2,1
682498,,,,,,,,,1,,1000,1,,4,3,,,3,3,1,,,
682507,,10,2,,250,1,2,,,,,,,,,,,,,2,2,2,1
682525,,,,,,,,,,,,,,,,,,,,1,,,
682572,,,,,,,,,2,,500,2,,,3,,,4,3,2,2,1,
682594,,,,,,,,,2,,300,2,,,2,,,3,3,2,2,1,
682610,,,,,,,,,2,,600,2,,,2,,,6,6,2,1,,
682633,,,,,,,,,,,,,,,,,,,,2,2,2,1
682657,,,0,,,1,5,,2,,300,1,,2,2,,,3,3,2,2,2,1
682658,,,4,,150,1,5,,,10,100,1,,5,2,,,4,1,2,2,1,
682662,,,5,,150,1,3,,3,,150,2,,,2,,,3,1,2,2,2,1
682706,,,,,,,,,2,,400,1,,5,3,,,3,3,2,2,1,
682715,20,,4,,200,1,5,,0,,,1,,4,3,,,3,1,2,2,2,2
682774,,,4,,250,1,2,,1,,250,2,,,1,3,,4,2,1,,,
682776,,,,,,,,,,,,,,,,,,,,1,,,
682783,,,,7,250,1,,8,1,,500,1,2,,3,,,4,1,2,2,2,1
682791,6,,2,,250,1,3,,0,,,1,2,,1,3,,1,1,2,2,1,
682794,,,,,,,,,,,,,,,,,,,,2,2,2,2
682812,,1,,4,500,2,,,,4,500,1,2,,1,3,,4,2,2,2,2,2
682829,,,0,,,2,,,1,,1000,2,,,3,,,4,1,2,2,2,1
682842,,,0,,,1,4,,3,,250,2,,,2,,,3,3,2,2,2,1
682848,,,,,,,,,2,,250,2,,,2,,,3,3,2,2,2,2
682849,,,,,,,,,,,,,,,,,,,,2,2,1,
682884,2,,4,,100,1,6,,0,,,1,,4,3,,,3,1,2,2,1,
682900,,4,2,,250,2,,,2,,500,1,,2,1,3,,1,1,2,2,2,2
682904,,,,,,,,,,,,,,,,,,,,2,2,2,1
682918,,4,2,,400,1,3,,3,,450,1,1,,1,1,50000,3,1,2,1,,
682995,,10,,,,,,,2,,500,2,,,1,3,,3,2,2,2,2,2
683033,10,,3,,200,1,3,,2,,500,1,,4,1,1,103000,4,2,2,2,1,
683042,,,,,,,,,3,,300,2,,,2,,,3,3,2,2,1,
683044,,,,,,,,,2,,300,2,,,2,,,3,2,2,1,,
683052,,,2,,250,1,,7,,8,300,2,,,2,,,4,1,2,2,2,2
683120,,1,3,,250,1,3,,,2,400,1,,3,1,3,,2,2,2,2,2,2
683143,,,,,,,,,2,,250,2,,,2,,,3,2,2,1,,
683145,,,,,,,,,0,,,2,,,1,1,1002,3,3,1,,,
683159,4,,0,,,1,4,,1,,500,2,,,2,,,3,2,2,2,2,1
683164,2,,20,,100,1,2,,0,,,1,,4,1,1,100000,1,1,1,,,
683171,,,5,,250,1,4,,0,,,1,,3,2,,,3,2,2,2,2,2
683185,,,5,,100,1,4,,0,,,1,,2,3,,,3,4,2,2,2,2
683191,,,,,,,,,,,,,,,,,,,,1,,,
683201,,2,1,,750,1,3,,0,,,1,,3,2,,,3,2,2,2,2,2
683206,,,3,,250,2,,,0,,,2,,,1,3,,3,1,2,2,2,1
683227,,,,,,,,,1,,500,2,,,2,,,4,2,1,,,
683230,,,,,,,,,,,,,,,,,,,,1,,,
683233,,,,,,,,,,,,,,,,,,,,1,,,
683240,,,,,,,,,,,,,,,,,,,,1,,,
683247,,,,,,,,,0,,,2,,,2,,,5,5,2,2,2,1
683248,,,3,,300,1,,9,3,,300,2,,,2,,,3,3,2,2,2,2
683306,,6,2,,200,1,4,,,2,500,1,,3,3,,,2,1,1,,,
683317,,,,,,,,,,,,,,,,,,,,2,2,2,2
683343,5,,3,,100,2,,,0,,,2,,,2,,,2,1,2,2,2,2
683349,0,,9,,150,1,20,,0,,,1,,10,2,,,1,1,2,2,2,2
683352,,,4,,150,2,,,0,,,2,,,3,,,2,1,2,2,2,2
683355,,,,,,,,,1,,1000,2,,,3,,,5,4,1,,,
683358,,,6,,100,2,,,,2,500,1,,10,1,2,,1,1,2,2,2,2
683371,,,6,,150,1,2,,,5,300,2,,,3,,,3,2,2,2,1,
683373,,,,,,,,,0,,,1,1,,2,,,3,1,2,2,2,2
683388,,,,,,,,,,,,,,,,,,,,1,,,
683418,,,,,,,,,2,,750,1,,2,3,,,3,2,2,2,2,1
683430,,,,,,,,,1,,1600,2,,,2,,,4,3,2,2,2,2
683431,,,,,,,,,,,,,,,,,,,,2,1,,
683437,3,,3,,250,1,6,,0,,,2,,,3,,,2,1,2,2,2,1
683438,1,,4,,250,1,6,,0,,,1,,2,3,,,2,2,2,2,2,2
683440,,,,,,,,,,,,,,,,,,,,2,2,2,1
683446,1,,4,,200,1,4,,,2,1000,1,1,,1,2,,6,1,2,2,1,
683449,,3,3,,250,1,10,,1,,250,1,,2,1,3,,4,1,1,,,
683453,,,2,,150,1,2,,,10,200,2,,,2,,,3,1,2,2,2,1
683469,,6,2,,250,2,,,2,,300,1,,5,1,3,,2,1,2,1,,
683472,2,,2,,250,1,1,,,9,500,2,,,3,,,3,2,2,1,,
683499,,,,,,,,,1,,600,2,,,3,,,3,2,2,2,2,1
683569,1,,,6,200,1,4,,0,,,2,,,2,,,4,3,1,,,
683607,3,,5,,200,2,,,0,,,2,,,3,,,4,3,2,1,,
683627,,,,,,,,,1,,300,2,,,2,,,3,1,2,2,1,
683645,7,,5,,200,1,5,,,2,500,1,,3,3,,,1,1,2,2,1,
683649,,,0,,,2,,,2,,500,2,,,3,,,3,3,1,,,
683650,,,1,,250,1,2,,,3,500,2,,,3,,,3,3,1,,,
683653,,,0,,,1,,4,2,,700,2,,,3,,,3,1,2,2,2,1
683660,,,,,,,,,1,,800,2,,,1,3,,3,2,2,2,2,2
683665,,,6,,200,1,6,,1,,300,2,,,2,,,4,2,2,2,2,1
683669,,,,,,,,,,,,,,,,,,,,1,,,
683675,,,,,,,,,,,,,,,,,,,,2,2,2,2
683692,,,,,,,,,,,,,,,,,,,,2,1,,
683694,,,,,,,,,,,,,,,,,,,,2,2,1,
683707,,,,,,,,,4,,300,1,,2,2,,,3,2,2,2,1,
683730,,,,,,,,,2,,250,2,,,3,,,3,1,2,2,2,2
683732,,,,,,,,,,,,,,,,,,,,1,,,
683737,,,,,,,,,,,,,,,,,,,,1,,,
683767,,2,4,,300,1,5,,0,,,1,,6,2,,,1,1,2,2,1,
683782,,,6,,200,1,2,,,,,,,,,,,,,2,2,2,2
683785,,,,,,,,,0,,,1,,1,1,3,,4,3,1,,,
683803,,,,,,,,,2,,500,1,2,,3,,,2,2,1,,,
683810,,,,,,,,,,,,,,,,,,,,1,,,
683816,2,,1,,200,1,4,,0,,,2,,,2,,,2,1,2,2,2,1
683821,,,,,,,,,,,,,,,,,,,,1,,,
683829,,,5,,100,1,5,,1,,1000,1,,4,3,,,3,2,2,2,1,
683844,,,,3,200,2,,,,6,350,1,,2,3,,,3,1,1,,,
683861,,,2,,500,1,7,,0,,,2,,,2,,,3,1,1,,,
683866,,,,,,,,,,,,,,,,,,,,1,,,
683882,,,0,,,1,6,,4,,200,1,,3,2,,,3,1,2,2,1,
683904,,6,5,,100,1,3,,,3,100,1,,3,2,,,3,1,2,2,1,
683908,3,,0,,,1,6,,2,,300,2,,,2,,,3,3,2,2,2,2
683957,1,,7,,300,2,,,,7,300,1,1,,3,,,3,3,2,2,2,2
683973,,,10,,250,1,,10,1,,400,2,,,1,3,,3,2,1,,,
683974,,,1,,250,1,2,,2,,250,2,,,1,3,,2,1,2,2,1,
683978,,,3,,200,1,4,,1,,400,1,,6,1,2,,2,1,2,2,1,
683991,,5,4,,100,1,4,,0,,,1,,5,1,3,,2,2,2,2,1,
683996,,,,,,,,,,,,,,,,,,,,2,2,2,2
684005,,,,,,,,,,6,500,2,,,3,,,5,4,2,2,1,
684037,1,,4,,250,1,1,,,2,300,1,,4,1,3,,3,2,2,2,1,
684042,1,,1,,100,1,3,,1,,50,2,,,2,,,4,2,2,1,,
684063,,,3,,400,1,3,,0,,,2,,,1,3,,3,1,1,,,
684064,,,,6,150,1,1,,,5,150,2,,,2,,,3,3,2,2,2,2
684086,,,,,,,,,,5,200,2,,,2,,,3,3,2,2,2,1
684130,,,2,,250,1,5,,0,,,2,,,1,1,100,3,3,1,,,
684131,,8,1,,100,1,3,,0,,,2,,,3,,,3,1,1,,,
684135,,,1,,200,1,,4,1,,400,2,,,1,2,,3,2,1,,,
684141,,,,,,,,,2,,350,2,,,3,,,3,3,1,,,
684143,,,3,,250,1,1,,,3,300,2,,,1,3,,3,2,2,2,2,1
684154,,,2,,350,1,3,,,10,1000,1,,5,3,,,3,1,2,2,1,
684192,,5,4,,120,1,4,,,5,300,2,,,1,3,,1,1,2,2,1,
684213,,10,10,,50,2,,,,5,100,2,,,2,,,1,4,1,,,
684222,,,,,,,,,2,,300,2,,,2,,,3,3,2,2,2,2
684224,4,,3,,100,1,4,,2,,150,1,,10,2,,,3,1,2,2,1,
684228,,5,4,,250,1,,6,0,,,1,,8,1,3,,3,1,2,2,2,1
684234,,10,2,,250,1,8,,1,,300,1,,10,1,3,,1,1,2,1,,
684242,,,1,,200,2,,,1,,300,2,,,3,,,3,3,2,2,2,2
684259,,,2,,150,1,4,,2,,500,2,,,1,1,102,3,1,2,1,,
684276,,,,,,,,,1,,600,2,,,3,,,4,4,2,2,1,
684279,,,2,,300,1,,10,,5,200,2,,,2,,,3,2,2,2,2,1
684293,,,5,,150,1,,2,,2,1000,2,,,1,3,,2,4,2,2,2,2
684328,,7,2,,100,1,3,,0,,,1,,2,1,3,,3,6,2,2,2,1
684344,,,4,,200,2,,,0,,,2,,,2,,,4,3,2,2,1,
684351,20,,10,,250,1,10,,0,,,1,,10,1,3,,2,3,2,2,2,2
684359,,,,5,200,1,4,,2,,200,1,,4,1,3,,4,3,2,2,2,1
684407,10,,6,,300,2,,,0,,,2,,,1,1,100000,3,2,2,2,2,1
684437,,,3,,100,1,3,,1,,400,1,,4,1,3,,2,2,2,2,2,1
684442,,,2,,150,1,5,,1,,400,2,,,1,3,,3,1,2,1,,
684448,,,4,,200,2,,,0,,,2,,,3,,,5,6,1,,,
684454,,,4,,350,2,,,,3,1500,2,,,1,1,103,4,1,2,2,1,
684456,,,,8,150,2,,,,4,500,2,,,1,1,103000,4,2,2,1,,
684503,0,,2,,200,1,6,,,10,500,1,1,,1,2,,2,2,1,,,
684506,,,,,,,,,,4,200,2,,,2,,,2,1,2,1,,
684510,,,3,,200,1,4,,,4,200,2,,,1,3,,2,2,2,2,2,2
684525,4,,3,,250,1,3,,3,,250,2,,,2,,,5,6,2,2,2,2
684547,,,,,,,,,,,,,,,,,,,,1,,,
684564,,,,,,,,,,,,,,,,,,,,2,2,2,2
684600,,,,,,,,,,,,,,,,,,,,2,2,2,2
684618,,,3,,250,1,8,,0,,,2,,,1,1,100000,3,2,2,2,2,2
684628,,,,,,,,,,,,,,,,,,,,2,2,2,2
684638,,,,,,,,,,,,,,,,,,,,2,1,,
684639,,,,,,,,,,,,,,,,,,,,2,2,2,2
684663,,,,,,,,,1,,600,2,,,2,,,3,6,2,1,,
684664,,,,,,,,,,,,,,,,,,,,2,2,2,2
684665,,,,,,,,,0,,,1,2,,2,,,3,1,2,2,2,2
684673,,,4,,200,2,,,,,,,,,,,,,,2,2,2,2
684675,,,4,,300,2,,,0,,,2,,,2,,,3,3,2,2,2,1
684721,1,,8,,200,1,4,,,2,500,1,,2,2,,,3,1,2,2,2,2
684722,,,6,,200,1,3,,0,,,2,,,2,,,3,1,2,2,2,1
684727,,7,,5,200,2,,,0,,,1,,7,3,,,3,1,2,2,2,2
684784,,,0,,,2,,,0,,,2,,,2,,,4,3,2,2,2,2
684793,,,2,,300,1,8,,2,,300,2,,,3,,,4,2,2,2,2,2
684803,,,2,,400,2,,,,10,500,2,,,2,,,2,1,2,2,2,2
684805,,,4,,400,2,,,0,,,2,,,2,,,3,2,2,2,2,2
684864,,,,,,,,,,,,,,,,,,,,2,2,2,2
684882,,,,,,,,,,,,,,,,,,,,2,2,2,2
684885,1,,3,,400,1,,7,,2,300,1,,6,3,,,2,1,2,2,2,2
684895,,,,,,,,,,,,,,,,,,,,2,2,1,
684897,,,,,,,,,,,,,,,,,,,,2,1,,
684919,,,,,,,,,,,,,,,,,,,,2,2,2,1
684928,,,,,,,,,2,,200,2,,,2,,,3,2,2,2,2,1
684937,,,0,,,2,,,1,,1300,2,,,2,,,3,2,2,2,2,2
684959,,,,,,,,,,,,,,,,,,,,2,2,1,
684964,2,,1,,500,1,8,,6,,250,1,1,,3,,,1,1,2,2,2,1
684992,2,,2,,250,1,1,,,4,500,2,,,3,,,3,3,2,2,2,1
685002,,,3,,300,1,1,,3,,300,1,1,,2,,,4,3,2,2,1,
685024,,,,,,,,,,,,,,,,,,,,1,,,
685044,,,8,,200,1,12,,0,,,1,1,,2,,,1,2,2,2,2,1
685045,,,0,,,1,,10,0,,,1,,5,3,,,6,4,2,2,2,2
685056,,,,,,,,,,,,,,,,,,,,2,1,,
685068,4,,0,,,1,6,,1,,500,2,,,2,,,3,3,2,2,2,2
685097,2,,4,,150,1,4,,0,,,1,,2,1,1,103000,2,2,2,2,2,1
685110,,1,,5,250,1,,5,,2,500,2,,,3,,,4,2,2,2,2,2
685129,,,3,,150,1,2,,3,,150,2,,,3,,,3,1,2,2,1,
685130,,,,,,,,,,,,,,,,,,,,2,2,2,1
685132,,2,3,,200,1,3,,0,,,2,,,3,,,3,1,2,2,1,
685150,6,,5,,200,1,3,,0,,,1,,3,3,,,4,3,2,2,1,
685153,,,,,,,,,0,,,2,,,2,,,5,4,1,,,
685196,,,4,,200,1,4,,0,,,1,,2,2,,,4,1,2,2,1,
685201,,,2,,250,1,2,,2,,300,2,,,3,,,3,3,1,,,
685206,,,,,,,,,,,,,,,,,,,,1,,,
685260,20,,15,,200,1,10,,10,,150,1,1,,3,,,3,3,2,2,2,2
685284,,,,,,,,,3,,350,2,,,2,,,3,1,1,,,
685297,,,,,,,,,,,,,,,,,,,,2,1,,
685299,,,8,,100,1,4,,0,,,2,,,1,3,,2,3,2,2,2,1
685300,,,,,,,,,0,,,2,,,2,,,5,6,2,2,2,2
685301,,,,,,,,,0,,,2,,,2,,,5,5,2,2,2,2
685357,,,3,,200,1,3,,,,,,,,,,,,,2,2,2,1
685367,,,4,,100,2,,,0,,,2,,,2,,,3,2,2,1,,
685368,,,2,,200,1,3,,2,,200,2,,,2,,,3,2,2,2,1,
685394,,,2,,200,1,,6,4,,200,2,,,1,3,,4,3,2,1,,
685407,2,,4,,150,2,,,10,,100,1,,10,2,,,3,1,2,1,,
685408,,,,,,,,,3,,300,2,,,2,,,3,3,2,2,2,1
685415,,,,,,,,,2,,300,2,,,2,,,3,3,2,2,2,1
685423,0,,8,,150,1,4,,,2,300,1,,3,1,1,100000,1,1,2,2,1,
685451,,,,,,,,,3,,250,2,,,3,,,3,3,2,2,2,2
685454,,,,,,,,,4,,500,1,,5,3,,,4,2,2,2,1,
685466,,,,,,,,,3,,500,2,,,2,,,3,1,1,,,
685481,,,,,,,,,,,,,,,,,,,,1,,,
685505,,,0,,,1,4,,2,,200,2,,,2,,,4,3,2,2,2,1
685522,,,,,,,,,1,,800,2,,,3,,,3,3,2,1,,
685528,,,8,,200,2,,,0,,,2,,,1,1,100000,3,1,2,2,1,
685530,,,,,,,,,,,,,,,,,,,,2,2,2,2
685534,4,,5,,200,1,5,,0,,,2,,,1,3,,1,1,2,2,2,1
685537,,,,,,,,,,,,,,,,,,,,2,2,2,1
685542,,,,,,,,,1,,700,2,,,1,2,,3,1,2,2,2,1
685548,,,,3,200,1,,5,1,,1000,1,2,,1,1,100000,3,2,2,2,2,2
685560,,,,9,1000,2,,,0,,,2,,,3,,,4,1,1,,,
685582,,,3,,400,1,,8,,4,500,1,5,,3,,,4,3,1,,,
685589,20,,2,,300,1,2,,,1,1000,1,,2,3,,,3,1,2,2,1,
685591,,,4,,400,2,,,1,,500,1,,1,3,,,4,3,2,1,,
685627,3,,0,,,1,6,,2,,500,2,,,2,,,3,3,2,2,2,2
685630,,,0,,,2,,,1,,1000,2,,,3,,,3,1,1,,,
685681,,,4,,250,1,4,,0,,,2,,,2,,,3,2,2,2,2,2
685727,,,,,,,,,,,,,,,,,,,,2,2,2,2
685733,,,,,,,,,1,,500,2,,,2,,,4,1,2,1,,
685734,,,2,,200,1,3,,,3,500,2,,,3,,,3,1,2,2,2,1
685780,1,,3,,300,1,4,,,9,500,1,,3,2,,,3,1,2,1,,
685812,,,6,,200,2,,,,5,400,2,,,1,3,,3,1,2,2,1,
685816,,,1,,250,1,,5,,2,1500,2,,,3,,,3,1,2,2,2,2
685854,,,,,,,,,1,,1300,2,,,3,,,4,2,2,2,2,2
685895,,,0,,,2,,,0,,,2,,,2,,,4,2,2,2,2,2
685903,,,3,,200,2,,,1,,500,2,,,2,,,3,1,2,2,2,2
685905,,10,1,,250,1,10,,,11,500,1,,7,1,3,,4,1,2,2,2,1
