nquest,nord,figl,nfigl,altrf,desf1,desf2,motnf1,motnf2,motnf3,HAPPY
803532,4,,,,,,,,,
803532,5,,,,,,,,,
803533,1,,,,,,,,,7
803533,2,1,1,3,,,,,,
803533,3,,,,,,,,,
803544,1,,,,,,,,,9
803544,2,,,,,,,,,
803544,3,,,,,,,,,
803544,4,,,,,,,,,
803544,5,,,,,,,,,
803555,1,,,,,,,,,7
803562,1,,,,,,,,,7
803562,2,1,3,3,,,,,,
803562,3,,,,,,,,,
803562,4,,,,,,,,,
803562,5,,,,,,,,,
803566,1,,,,,,,,,8
803566,2,1,2,,1,,,,,
803570,1,,,,,,,,,7
803570,2,1,2,,1,,,,,
803570,3,,,,,,,,,
803570,4,,,,,,,,,
803600,1,,,,,,,,,8
803600,2,1,3,,1,,,,,
803600,3,2,,1,,,,,,
803600,4,2,,1,,,,,,
803600,5,,,,,,,,,
803632,1,,,,,,,,,8
803632,2,,,,,,,,,
803668,1,,,,,,,,,6
803668,2,2,,,,1,7,99,,
803685,1,,,,,,,,,7
803685,2,1,3,3,,,,,,
803685,3,1,1,3,,,,,,
803685,4,,,,,,,,,
803685,5,,,,,,,,,
803685,6,,,,,,,,,
803685,7,,,,,,,,,
803770,1,,,,,,,,,7
803770,2,1,2,3,,,,,,
803770,3,,,,,,,,,
803770,4,,,,,,,,,
803804,1,,,,,,,,,6
803804,2,,,,,,,,,
803804,3,,,,,,,,,
803804,4,,,,,,,,,
803819,1,,,,,,,,,10
803819,2,,,,,,,,,
803819,3,,,,,,,,,
803819,4,,,,,,,,,
803842,1,,,,,,,,,7
803842,2,,,,,,,,,
803879,1,,,,,,,,,6
803879,2,,,,,,,,,
803887,1,,,,,,,,,10
803887,2,,,,,,,,,
803887,3,,,,,,,,,
803904,1,1,2,,1,,,,,7
803904,2,,,,,,,,,
803904,3,,,,,,,,,
803904,4,,,,,,,,,
803906,1,,,,,,,,,7
803906,2,,,,,,,,,
803906,3,,,,,,,,,
803916,1,,,,,,,,,8
803916,2,,,,,,,,,
803917,1,1,2,2,,,,,,10
803917,2,,,,,,,,,
803917,3,,,,,,,,,
803917,4,,,,,,,,,
803919,1,,,,,,,,,10
803919,2,1,3,,1,,,,,
803919,3,,,,,,,,,
803919,4,,,,,,,,,
803923,1,1,1,1,,,,,,8
803923,2,,,,,,,,,
803923,3,,,,,,,,,
803936,1,,,,,,,,,6
803936,2,,,,,,,,,
803936,3,,,,,,,,,
803936,4,,,,,,,,,
803941,1,,,,,,,,,7
803965,1,,,,,,,,,6
803973,1,,,,,,,,,8
803973,2,1,1,2,,,,,,
803973,3,,,,,,,,,
803979,1,1,1,2,,,,,,5
803979,2,,,,,,,,,
803979,3,,,,,,,,,
804000,1,,,,,,,,,8
804000,2,1,1,1,,,,,,
804000,3,,,,,,,,,
804016,1,2,,1,,,,,,7
804016,2,,,,,,,,,
804119,1,,,,,,,,,4
804119,2,1,1,2,,,,,,
804119,3,,,,,,,,,
804172,1,,,,,,,,,7
804172,2,,,,,,,,,
804196,1,1,2,,1,,,,,8
804196,2,,,,,,,,,
804196,3,,,,,,,,,
804209,1,,,,,,,,,8
804209,2,1,2,,1,,,,,
804209,3,,,,,,,,,
804209,4,,,,,,,,,
804210,1,,,,,,,,,6
804253,1,,,,,,,,,6
804253,2,,,,,,,,,
804253,3,2,,2,,,,,,
804293,1,,,,,,,,,6
804318,1,,,,,,,,,8
804318,2,,,,,,,,,
804318,3,,,,,,,,,
804343,1,,,,,,,,,7
804346,1,,,,,,,,,8
804346,2,,,,,,,,,
804348,1,2,,4,,,,,,5
804351,1,,,,,,,,,7
804351,2,,,,,,,,,
804351,3,,,,,,,,,
804381,1,,,,,,,,,6
804385,1,,,,,,,,,5
804399,1,1,2,,1,,,,,6
804399,2,,,,,,,,,
804409,1,,,,,,,,,10
804409,2,1,3,,1,,,,,
804409,3,,,,,,,,,
804434,1,1,3,,1,,,,,8
804434,2,,,,,,,,,
804434,3,,,,,,,,,
804434,4,,,,,,,,,
804434,5,,,,,,,,,
804434,6,,,,,,,,,
804434,7,,,,,,,,,
804434,8,,,,,,,,,
804441,1,2,,5,,,7,99,,7
804441,2,1,4,,1,,,,,
804449,1,2,,1,,,,,,7
804449,2,,,,,,,,,
804454,1,,,,,,,,,7
804454,2,,,,,,,,,
804454,3,,,,,,,,,
804465,1,2,,2,,,,,,8
804465,2,,,,,,,,,
804465,3,1,2,,2,,5,2,1,
804478,1,,,,,,,,,8
804478,2,1,2,2,,,,,,
804478,3,,,,,,,,,
804478,4,,,,,,,,,
804489,1,,,,,,,,,4
804499,1,,,,,,,,,7
804504,1,,,,,,,,,6
804504,2,,,,,,,,,
804515,1,,,,,,,,,6
804525,1,,,,,,,,,7
804525,2,,,,,,,,,
804555,1,,,,,,,,,7
804556,1,,,,,,,,,8
804556,2,2,,,,2,,,,
804631,1,,,,,,,,,7
804670,1,,,,,,,,,5
804681,1,1,2,,1,,,,,5
804681,2,,,,,,,,,
804684,1,,,,,,,,,5
804699,1,1,3,3,,,,,,5
804699,2,,,,,,,,,
804699,3,,,,,,,,,
804699,4,,,,,,,,,
804699,5,,,,,,,,,
804726,1,1,2,,2,,4,2,1,5
804726,2,,,,,,,,,
804726,3,,,,,,,,,
804726,4,,,,,,,,,
804762,1,,,,,,,,,7
804762,2,,,,,,,,,
804762,3,,,,,,,,,
804825,1,2,,1,,,,,,9
804825,2,,,,,,,,,
804854,1,,,,,,,,,5
804854,2,,,,,,,,,
804854,3,,,,,,,,,
804882,1,1,3,,1,,,,,6
804882,2,,,,,,,,,
804882,3,,,,,,,,,
804882,4,,,,,,,,,
804882,5,,,,,,,,,
804930,1,,,,,,,,,9
804950,1,,,,,,,,,8
804950,2,,,,,,,,,
804950,3,,,,,,,,,
804951,1,1,2,3,,,,,,10
804951,2,,,,,,,,,
804951,3,,,,,,,,,
804951,4,,,,,,,,,
804962,1,2,,1,,,,,,8
804966,1,,,,,,,,,9
804972,1,,,,,,,,,10
804972,2,,,,,,,,,
804974,1,1,2,,1,,,,,5
804974,2,,,,,,,,,
805006,1,,,,,,,,,9
805006,2,,,,,,,,,
805012,1,,,,,,,,,5
805012,2,,,,,,,,,
805041,1,,,,,,,,,7
805041,2,,,,,,,,,
805043,1,2,,2,,,,,,6
805052,1,,,,,,,,,6
805052,2,,,,,,,,,
805052,3,2,,4,,,,,,
805076,1,,,,,,,,,7
805076,2,,,,,,,,,
805076,3,,,,,,,,,
805076,4,,,,,,,,,
805076,5,,,,,,,,,
805077,1,,,,,,,,,6
805154,1,,,,,,,,,7
805154,2,1,2,1,,,,,,
805154,3,,,,,,,,,
805154,4,,,,,,,,,
805162,1,,,,,,,,,1
805165,1,,,,,,,,,3
805165,2,1,1,5,,,1,2,10,
805165,3,,,,,,,,,
805179,1,1,2,,2,,9,6,4,2
805180,1,,,,,,,,,10
805180,2,1,2,3,,,,,,
805180,3,,,,,,,,,
805180,4,,,,,,,,,
805183,1,,,,,,,,,7
805183,2,1,3,3,,,,,,
805183,3,,,,,,,,,
805183,4,,,,,,,,,
805183,5,,,,,,,,,
805189,1,1,3,,1,,,,,6
805189,2,,,,,,,,,
805190,1,,,,,,,,,10
805190,2,,,,,,,,,
805192,1,,,,,,,,,10
805192,2,,,,,,,,,
805192,3,,,,,,,,,
805192,4,,,,,,,,,
805204,1,,,,,,,,,9
805204,2,,,,,,,,,
805204,3,,,,,,,,,
805204,4,,,,,,,,,
805225,1,,,,,,,,,10
805225,2,1,2,,1,,,,,
805225,3,,,,,,,,,
805225,4,,,,,,,,,
805248,1,1,1,5,,,7,2,3,7
805298,1,,,,,,,,,6
805298,2,,,,,,,,,
805298,3,1,1,2,,,,,,
805301,1,,,,,,,,,8
805301,2,1,1,,1,,,,,
805301,3,,,,,,,,,
805306,1,,,,,,,,,7
805306,2,,,,,,,,,
805310,1,,,,,,,,,1
805321,1,,,,,,,,,7
805321,2,1,2,,1,,,,,
805330,1,,,,,,,,,8
805330,2,,,,,,,,,
805330,3,,,,,,,,,
805330,4,,,,,,,,,
805330,5,,,,,,,,,
805349,1,,,,,,,,,10
805349,2,1,1,,1,,,,,
805358,1,,,,,,,,,6
805371,1,1,1,1,,,,,,9
805371,2,,,,,,,,,
805371,3,,,,,,,,,
805376,1,,,,,,,,,6
805376,2,,,,,,,,,
805376,3,,,,,,,,,
805376,4,,,,,,,,,
805376,5,,,,,,,,,
805376,6,,,,,,,,,
805402,1,,,,,,,,,9
805402,2,,,,,,,,,
805402,3,,,,,,,,,
805436,1,,,,,,,,,8
805436,2,,,,,,,,,
805449,1,,,,,,,,,10
805449,2,1,2,,1,,,,,
805449,3,2,,2,,,,,,
805449,4,,,,,,,,,
805467,1,,,,,,,,,10
805467,2,1,2,3,,,,,,
805467,3,,,,,,,,,
805467,4,,,,,,,,,
805470,1,,,,,,,,,3
805470,2,,,,,,,,,
805470,3,,,,,,,,,
805475,1,,,,,,,,,8
805475,2,1,2,5,,,1,2,3,
805475,3,,,,,,,,,
805475,4,,,,,,,,,
805518,1,,,,,,,,,8
805518,2,,,,,,,,,
805518,3,,,,,,,,,
805518,4,,,,,,,,,
805524,1,,,,,,,,,6
805524,2,,,,,,,,,
805524,3,,,,,,,,,
805524,4,,,,,,,,,
805524,5,,,,,,,,,
805550,1,,,,,,,,,7
805550,2,1,2,,1,,,,,
805550,3,,,,,,,,,
805550,4,,,,,,,,,
805556,1,,,,,,,,,4
805570,1,,,,,,,,,8
805570,2,1,1,,1,,,,,
805570,3,,,,,,,,,
805678,1,,,,,,,,,8
805678,2,1,2,,2,,1,2,3,
805678,3,,,,,,,,,
805678,4,,,,,,,,,
805691,1,,,,,,,,,9
805691,2,1,2,3,,,,,,
805691,3,,,,,,,,,
805691,4,,,,,,,,,
805693,1,,,,,,,,,10
805714,1,,,,,,,,,8
805714,2,1,1,1,,,,,,
805714,3,,,,,,,,,
805725,1,1,1,2,,,,,,7
805725,2,,,,,,,,,
805737,1,,,,,,,,,7
805737,2,2,,,,2,,,,
805742,1,,,,,,,,,6
805742,2,1,2,3,,,,,,
805742,3,,,,,,,,,
805742,4,,,,,,,,,
805783,1,1,2,,1,,,,,7
805783,2,,,,,,,,,
805793,1,,,,,,,,,7
805793,2,,,,,,,,,
805799,1,,,,,,,,,6
805799,2,,,,,,,,,
805804,1,,,,,,,,,6
805816,1,,,,,,,,,6
805818,1,,,,,,,,,7
805818,2,,,,,,,,,
805827,1,,,,,,,,,7
805827,2,,,,,,,,,
805827,3,,,,,,,,,
805827,4,2,,2,,,,,,
805834,1,,,,,,,,,8
805834,2,1,1,,1,,,,,
805842,1,,,,,,,,,6
805842,2,1,1,,1,,,,,
805847,1,,,,,,,,,9
805847,2,,,,,,,,,
805847,3,,,,,,,,,
805851,1,1,2,,1,,,,,9
805851,2,,,,,,,,,
805851,3,,,,,,,,,
805851,4,,,,,,,,,
805868,1,,,,,,,,,7
805868,2,,,,,,,,,
805869,1,1,2,3,,,,,,7
805869,2,,,,,,,,,
805869,3,,,,,,,,,
805869,4,,,,,,,,,
805932,1,,,,,,,,,8
805932,2,,,,,,,,,
805932,3,,,,,,,,,
805932,4,,,,,,,,,
805933,1,,,,,,,,,10
805933,2,,,,,,,,,
805938,1,,,,,,,,,9
805938,2,,,,,,,,,
805942,1,,,,,,,,,10
805942,2,,,,,,,,,
805959,1,,,,,,,,,10
805959,2,,,,,,,,,
805981,1,,,,,,,,,6
805981,2,,,,,,,,,
805990,1,,,,,,,,,10
805990,2,1,4,,1,,,,,
805990,3,,,,,,,,,
805990,4,,,,,,,,,
806067,1,,,,,,,,,4
806076,1,,,,,,,,,8
806076,2,1,2,,1,,,,,
806076,3,,,,,,,,,
806088,1,,,,,,,,,7
806088,2,2,,2,,,,,,
806093,1,,,,,,,,,8
806093,2,1,1,1,,,,,,
806093,3,,,,,,,,,
806096,1,,,,,,,,,8
806096,2,,,,,,,,,
806096,3,,,,,,,,,
806096,4,,,,,,,,,
806096,5,,,,,,,,,
806116,1,,,,,,,,,7
806148,1,,,,,,,,,3
806148,2,,,,,,,,,
806185,1,,,,,,,,,9
806185,2,,,,,,,,,
806185,3,,,,,,,,,
806191,1,,,,,,,,,7
806191,2,,,,,,,,,
806191,3,,,,,,,,,
806215,1,2,,2,,,,,,6
806215,2,,,,,,,,,
806215,3,,,,,,,,,
806219,1,1,1,3,,,,,,5
806219,2,,,,,,,,,
806221,1,,,,,,,,,10
806221,2,,,,,,,,,
806223,1,1,3,3,,,,,,10
806223,2,,,,,,,,,
806223,3,,,,,,,,,
806223,4,,,,,,,,,
806223,5,,,,,,,,,
806239,1,,,,,,,,,8
806239,2,,,,,,,,,
806246,1,,,,,,,,,6
806261,1,,,,,,,,,6
806261,2,,,,,,,,,
806282,1,,,,,,,,,5
806284,1,,,,,,,,,10
806284,2,1,2,1,,,,,,
806284,3,,,,,,,,,
806299,1,,,,,,,,,8
806299,2,,,,,,,,,
806299,3,,,,,,,,,
806329,1,,,,,,,,,7
806329,2,,,,,,,,,
806329,3,,,,,,,,,
806331,1,,,,,,,,,6
806333,1,,,,,,,,,8
806333,2,,,,,,,,,
806333,3,,,,,,,,,
806339,1,,,,,,,,,7
806339,2,,,,,,,,,
806344,1,,,,,,,,,7
806344,2,1,1,,1,,,,,
806344,3,,,,,,,,,
806390,1,,,,,,,,,5
806390,2,,,,,,,,,
806430,1,,,,,,,,,9
806430,2,1,3,,1,,,,,
806430,3,,,,,,,,,
806430,4,,,,,,,,,
806430,5,,,,,,,,,
806494,1,1,2,2,,,,,,7
806494,2,,,,,,,,,
806494,3,,,,,,,,,
806494,4,,,,,,,,,
806495,1,,,,,,,,,9
806495,2,1,3,3,,,,,,
806495,3,,,,,,,,,
806495,4,,,,,,,,,
806521,1,,,,,,,,,8
806521,2,1,2,3,,,,,,
806521,3,,,,,,,,,
806521,4,,,,,,,,,
806523,1,,,,,,,,,7
806523,2,,,,,,,,,
806524,1,2,,4,,,,,,10
806524,2,,,,,,,,,
806531,1,,,,,,,,,8
806540,1,,,,,,,,,8
806540,2,,,,,,,,,
806540,3,,,,,,,,,
806556,1,,,,,,,,,6
806557,1,,,,,,,,,9
806560,1,,,,,,,,,7
806570,1,,,,,,,,,8
806570,2,,,,,,,,,
806570,3,,,,,,,,,
806578,1,,,,,,,,,9
806578,2,,,,,,,,,
806593,1,,,,,,,,,7
806593,2,,,,,,,,,
806593,3,,,,,,,,,
806597,1,,,,,,,,,9
806597,2,2,,5,,,10,99,,
806597,3,,,,,,,,,
806629,1,,,,,,,,,9
806629,2,,,,,,,,,
806630,1,,,,,,,,,5
806639,1,2,,2,,,,,,8
806639,2,,,,,,,,,
806639,3,,,,,,,,,
806642,1,,,,,,,,,7
806642,2,,,,,,,,,
806642,3,,,,,,,,,
806650,1,,,,,,,,,9
806650,2,1,2,,1,,,,,
806650,3,,,,,,,,,
806650,4,,,,,,,,,
806655,1,,,,,,,,,7
806655,2,,,,,,,,,
806675,1,,,,,,,,,4
806680,1,,,,,,,,,5
806700,1,,,,,,,,,7
806700,2,,,,,,,,,
806729,1,,,,,,,,,8
806729,2,1,3,,1,,,,,
806729,3,,,,,,,,,
806729,4,,,,,,,,,
806733,1,,,,,,,,,8
806733,2,1,3,,1,,,,,
806760,1,,,,,,,,,6
806807,1,,,,,,,,,2
806807,2,,,,,,,,,
806807,3,,,,,,,,,
806807,4,,,,,,,,,
806860,1,,,,,,,,,5
806868,1,1,1,,1,,,,,7
806868,2,,,,,,,,,
806884,1,1,1,,1,,,,,6
806884,2,,,,,,,,,
806906,1,1,1,3,,,,,,2
806906,2,,,,,,,,,
806914,1,,,,,,,,,10
806916,1,,,,,,,,,5
806916,2,,,,,,,,,
806921,1,,,,,,,,,6
806921,2,1,1,2,,,,,,
806921,3,,,,,,,,,
806942,1,,,,,,,,,5
806942,2,,,,,,,,,
806942,3,,,,,,,,,
806947,1,,,,,,,,,7
806947,2,,,,,,,,,
806948,1,,,,,,,,,8
806948,2,,,,,,,,,
806948,3,,,,,,,,,
806952,1,,,,,,,,,4
806952,2,,,,,,,,,
806956,1,,,,,,,,,6
806957,1,,,,,,,,,5
806958,1,,,,,,,,,8
806973,1,,,,,,,,,7
806973,2,1,2,,1,,,,,
806973,3,,,,,,,,,
806984,1,,,,,,,,,8
806984,2,2,,1,,,,,,
807042,1,,,,,,,,,6
807042,2,,,,,,,,,
807042,3,,,,,,,,,
807042,4,,,,,,,,,
807048,1,,,,,,,,,7
807048,2,1,1,3,,,,,,
807048,3,,,,,,,,,
807050,1,,,,,,,,,9
807050,2,,,,,,,,,
807051,1,,,,,,,,,8
807051,2,1,3,5,,,1,2,3,
807051,3,,,,,,,,,
807051,4,,,,,,,,,
807051,5,,,,,,,,,
807054,1,,,,,,,,,5
807054,2,1,3,,2,,1,2,99,
807054,3,2,,2,,,,,,
807054,4,2,,2,,,,,,
807054,5,,,,,,,,,
807097,1,,,,,,,,,7
807097,2,1,2,,1,,,,,
807097,3,,,,,,,,,
807103,1,,,,,,,,,9
807103,2,,,,,,,,,
807111,1,,,,,,,,,6
807118,1,,,,,,,,,6
807120,1,,,,,,,,,8
807120,2,1,2,3,,,,,,
807120,3,,,,,,,,,
807120,4,,,,,,,,,
807128,1,,,,,,,,,8
807128,2,,,,,,,,,
807128,3,,,,,,,,,
807128,4,,,,,,,,,
807128,5,,,,,,,,,
807129,1,2,,4,,,,,,9
807140,1,,,,,,,,,10
807140,2,1,3,3,,,,,,
807140,3,,,,,,,,,
807140,4,,,,,,,,,
807140,5,,,,,,,,,
807146,1,1,3,3,,,,,,8
807146,2,,,,,,,,,
807146,3,,,,,,,,,
807146,4,,,,,,,,,
807146,5,,,,,,,,,
807157,1,,,,,,,,,8
807157,2,,,,,,,,,
807157,3,,,,,,,,,
807196,1,,,,,,,,,5
807199,1,,,,,,,,,8
807202,1,,,,,,,,,7
807202,2,,,,,,,,,
807204,1,2,,,,2,,,,7
807219,1,,,,,,,,,8
807219,2,2,,2,,,,,,
807219,3,,,,,,,,,
807219,4,,,,,,,,,
807225,1,,,,,,,,,8
807225,2,,,,,,,,,
807225,3,,,,,,,,,
807231,1,,,,,,,,,6
807239,1,,,,,,,,,7
807239,2,1,2,,1,,,,,
807263,1,,,,,,,,,10
807288,1,2,,,,1,7,99,,7
807289,1,1,2,,1,,,,,8
807289,2,,,,,,,,,
807289,3,,,,,,,,,
807289,4,,,,,,,,,
807303,1,1,1,,2,,9,99,,7
807303,2,,,,,,,,,
807303,3,,,,,,,,,
807332,1,,,,,,,,,8
807332,2,,,,,,,,,
807375,1,,,,,,,,,7
807375,2,,,,,,,,,
807375,3,,,,,,,,,
807375,4,,,,,,,,,
807375,5,2,,1,,,,,,
807442,1,,,,,,,,,8
807442,2,1,2,,1,,,,,
807442,3,,,,,,,,,
807442,4,,,,,,,,,
807537,1,,,,,,,,,7
807537,2,,,,,,,,,
807538,1,1,2,,1,,,,,9
807538,2,,,,,,,,,
807538,3,,,,,,,,,
807541,1,,,,,,,,,8
807541,2,1,1,,1,,,,,
807556,1,,,,,,,,,6
807557,1,,,,,,,,,9
807557,2,,,,,,,,,
807579,1,,,,,,,,,5
807597,1,,,,,,,,,7
807597,2,,,,,,,,,
807601,1,,,,,,,,,7
807605,1,,,,,,,,,7
807605,2,,,,,,,,,
807605,3,,,,,,,,,
807613,1,,,,,,,,,7
807613,2,1,1,3,,,,,,
807613,3,,,,,,,,,
807618,1,,,,,,,,,8
807618,2,,,,,,,,,
807618,3,,,,,,,,,
807625,1,,,,,,,,,6
807630,1,2,,5,,,9,99,,7
807630,2,,,,,,,,,
807635,1,1,1,3,,,,,,7
807635,2,,,,,,,,,
807635,3,2,,1,,,,,,
807638,1,1,1,,1,,,,,3
807638,2,,,,,,,,,
807648,1,,,,,,,,,1
807648,2,,,,,,,,,
807651,1,,,,,,,,,8
807651,2,1,2,,1,,,,,
807651,3,,,,,,,,,
807651,4,,,,,,,,,
807659,1,1,2,,1,,,,,8
807659,2,,,,,,,,,
807659,3,,,,,,,,,
807685,1,,,,,,,,,6
807699,1,,,,,,,,,9
807762,1,,,,,,,,,7
807762,2,,,,,,,,,
807789,1,1,2,3,,,,,,8
807789,2,,,,,,,,,
807789,3,,,,,,,,,
807789,4,,,,,,,,,
807792,1,,,,,,,,,8
807792,2,,,,,,,,,
807792,3,,,,,,,,,
807792,4,,,,,,,,,
807821,1,,,,,,,,,6
807821,2,1,1,5,,,9,99,,
807821,3,,,,,,,,,
807838,1,,,,,,,,,6
807838,2,1,2,3,,,,,,
807838,3,,,,,,,,,
807838,4,,,,,,,,,
807849,1,,,,,,,,,5
807917,1,,,,,,,,,8
807917,2,,,,,,,,,
807925,1,2,,2,,,,,,8
807925,2,,,,,,,,,
807925,3,,,,,,,,,
807925,4,,,,,,,,,
807925,5,,,,,,,,,
807927,1,,,,,,,,,5
807950,1,,,,,,,,,7
807950,2,1,7,,1,,,,,
807950,3,,,,,,,,,
807950,4,,,,,,,,,
807950,5,,,,,,,,,
807953,1,,,,,,,,,6
807958,1,,,,,,,,,7
807962,1,,,,,,,,,8
807965,1,,,,,,,,,6
807965,2,2,,1,,,,,,
807971,1,,,,,,,,,7
807971,2,,,,,,,,,
807971,3,,,,,,,,,
807985,1,,,,,,,,,7
807985,2,1,2,,1,,,,,
807985,3,,,,,,,,,
807985,4,,,,,,,,,
807985,5,,,,,,,,,
808002,1,,,,,,,,,2
808010,1,,,,,,,,,6
808010,2,,,,,,,,,
808063,1,,,,,,,,,9
808063,2,2,,,,2,,,,
808106,1,1,1,1,,,,,,8
808106,2,,,,,,,,,
808106,3,,,,,,,,,
808122,1,,,,,,,,,8
808177,1,,,,,,,,,7
808177,2,1,2,,1,,,,,
808182,1,2,,,,1,9,99,,7
808182,2,,,,,,,,,
808184,1,,,,,,,,,8
808184,2,,,,,,,,,
808184,3,,,,,,,,,
808189,1,,,,,,,,,9
808189,2,,,,,,,,,
808209,1,,,,,,,,,9
808209,2,1,2,,1,,,,,
808209,3,,,,,,,,,
808307,1,,,,,,,,,8
808307,2,1,2,3,,,,,,
808307,3,,,,,,,,,
808307,4,,,,,,,,,
808309,1,,,,,,,,,8
808309,2,,,,,,,,,
808309,3,,,,,,,,,
808311,1,,,,,,,,,9
808311,2,1,3,,1,,,,,
808311,3,,,,,,,,,
808311,4,,,,,,,,,
808311,5,,,,,,,,,
808314,1,,,,,,,,,8
808314,2,1,3,2,,,,,,
808314,3,,,,,,,,,
808314,4,,,,,,,,,
808314,5,,,,,,,,,
808316,1,1,2,3,,,,,,3
808316,2,,,,,,,,,
808316,3,,,,,,,,,
808391,1,,,,,,,,,5
808391,2,1,1,,1,,,,,
808445,1,,,,,,,,,10
808445,2,,,,,,,,,
808445,3,,,,,,,,,
808449,1,,,,,,,,,7
808450,1,2,,,,1,9,10,99,6
808462,1,,,,,,,,,4
808478,1,2,,1,,,,,,8
808478,2,,,,,,,,,
808489,1,2,,,,2,,,,6
808490,1,,,,,,,,,7
808490,2,2,,1,,,,,,
808500,1,,,,,,,,,9
808500,2,,,,,,,,,
808500,3,,,,,,,,,
808500,4,,,,,,,,,
808524,1,,,,,,,,,7
808524,2,,,,,,,,,
808525,1,,,,,,,,,9
808525,2,,,,,,,,,
808525,3,,,,,,,,,
808525,4,,,,,,,,,
808541,1,2,,,,2,,,,6
808545,1,1,2,,1,,,,,5
808554,1,,,,,,,,,4
808593,1,,,,,,,,,8
808593,2,1,2,3,,,,,,
808593,3,,,,,,,,,
808593,4,,,,,,,,,
808614,1,2,,,,1,10,99,,5
808625,1,,,,,,,,,3
808630,1,,,,,,,,,7
808630,2,,,,,,,,,
808648,1,,,,,,,,,8
808648,2,,,,,,,,,
808692,1,,,,,,,,,8
808692,2,1,2,,1,,,,,
808712,1,,,,,,,,,8
808758,1,,,,,,,,,3
808758,2,,,,,,,,,
808778,1,,,,,,,,,4
808792,1,,,,,,,,,4
808870,1,,,,,,,,,6
808890,1,,,,,,,,,8
808910,1,,,,,,,,,9
808910,2,,,,,,,,,
808917,1,2,,5,,,7,1,2,5
808947,1,,,,,,,,,6
808977,1,,,,,,,,,7
808977,2,2,,1,,,,,,
809016,1,,,,,,,,,5
809027,1,,,,,,,,,6
809027,2,1,2,3,,,,,,
809038,1,,,,,,,,,3
809075,1,,,,,,,,,6
809100,1,,,,,,,,,5
809120,1,,,,,,,,,6
809121,1,,,,,,,,,7
809129,1,,,,,,,,,6
809129,2,,,,,,,,,
809136,1,1,1,,2,,9,99,,6
809136,2,,,,,,,,,
809172,1,,,,,,,,,5
809172,2,,,,,,,,,
809230,1,,,,,,,,,6
809230,2,1,1,1,,,,,,
809230,3,,,,,,,,,
809233,1,1,2,,2,,1,3,2,4
809233,2,,,,,,,,,
809233,3,,,,,,,,,
809254,1,,,,,,,,,7
809254,2,1,2,3,,,,,,
809254,3,,,,,,,,,
809254,4,,,,,,,,,
809268,1,2,,,,1,7,10,99,2
809285,1,,,,,,,,,7
809285,2,1,1,,2,,4,10,99,
809289,1,,,,,,,,,8
809289,2,,,,,,,,,
809289,3,,,,,,,,,
809289,4,1,2,,1,,,,,
809289,5,,,,,,,,,
809289,6,,,,,,,,,
809294,1,2,,1,,,,,,7
809294,2,,,,,,,,,
809294,3,,,,,,,,,
809303,1,,,,,,,,,8
809351,1,,,,,,,,,8
809351,2,1,3,3,,,,,,
809351,3,,,,,,,,,
809351,4,,,,,,,,,
809351,5,,,,,,,,,
809382,1,,,,,,,,,9
809424,1,,,,,,,,,7
809433,1,,,,,,,,,7
809433,2,,,,,,,,,
809439,1,1,1,3,,,,,,7
809439,2,,,,,,,,,
809488,1,,,,,,,,,10
809488,2,1,2,3,,,,,,
809488,3,,,,,,,,,
809488,4,,,,,,,,,
809557,1,,,,,,,,,5
809557,2,,,,,,,,,
809567,1,,,,,,,,,10
809567,2,1,1,2,,,,,,
809567,3,,,,,,,,,
809569,1,,,,,,,,,9
809569,2,1,3,,1,,,,,
809569,3,,,,,,,,,
809569,4,,,,,,,,,
809569,5,,,,,,,,,
809579,1,,,,,,,,,8
809579,2,,,,,,,,,
809594,1,,,,,,,,,7
809594,2,1,2,5,,,2,1,10,
809594,3,,,,,,,,,
809594,4,,,,,,,,,
809608,1,,,,,,,,,8
809608,2,,,,,,,,,
809608,3,,,,,,,,,
809625,1,,,,,,,,,8
809625,2,,,,,,,,,
809643,1,,,,,,,,,8
809643,2,,,,,,,,,
809740,1,,,,,,,,,5
809742,1,,,,,,,,,8
809753,1,,,,,,,,,8
809759,1,,,,,,,,,8
809765,1,,,,,,,,,9
809784,1,,,,,,,,,7
809786,1,2,,2,,,,,,7
809811,1,,,,,,,,,6
809813,1,,,,,,,,,5
809824,1,,,,,,,,,6
809824,2,,,,,,,,,
809825,1,,,,,,,,,7
809825,2,,,,,,,,,
809829,1,,,,,,,,,9
809829,2,1,2,,1,,,,,
809829,3,2,,1,,,,,,
809835,1,,,,,,,,,7
809835,2,1,2,,2,,9,99,,
809835,3,,,,,,,,,
809835,4,,,,,,,,,
809838,1,,,,,,,,,7
809838,2,,,,,,,,,
809841,1,,,,,,,,,6
809852,1,,,,,,,,,6
809855,1,,,,,,,,,8
809856,1,,,,,,,,,7
809856,2,1,2,,1,,,,,
809856,3,,,,,,,,,
809856,4,,,,,,,,,
809856,5,,,,,,,,,
809860,1,2,,2,,,,,,6
809861,1,,,,,,,,,6
809867,1,,,,,,,,,6
809867,2,,,,,,,,,
809869,1,,,,,,,,,7
809876,1,,,,,,,,,7
809876,2,1,2,,1,,,,,
809876,3,1,3,,1,,,,,
809897,1,1,1,3,,,,,,7
809897,2,,,,,,,,,
809897,3,,,,,,,,,
810017,1,1,2,3,,,,,,6
810017,2,,,,,,,,,
810017,3,,,,,,,,,
810017,4,,,,,,,,,
