nquest,nord,nordp,nesplav,exlav,etalav,yxlav1,yxlav,prexlav,anxlav1,anxlav,mesixlav,contrib,acontrib,mcontrib,etalav2,datorest,nopend,etapen,coppu,prevcom,anprevcom,mprevcom,coppip,prefpip,prefpip1,prefpip2,motexlav,motexlav1
721717,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
721717,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
721735,1,1,2,1,18,,,,,,,1,30,,,,,,,,,,,1,,,,
721747,1,1,1,1,18,,,,,,,1,37,,,,,,,,,,,2,2,1,,
721747,2,2,1,1,18,,,,,,,1,22,,,,,,,,,,,,,,,
721768,1,1,1,2,14,,,,,,,1,35,,,,,,,,,,,2,1,,,
721777,1,1,4,3,20,,,,,,,1,1,,35,1,2,65,70,1,2007,,80,2,2,2,,
721777,2,2,2,1,20,,,,,,,1,26,,20,1,1,60,70,3,,,,,,,,
721777,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
721777,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
721804,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
721804,2,2,3,1,16,,,,,,,1,30,,31,1,1,57,80,2,,,,,,,,
721804,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
721806,1,1,3,1,14,,,,,,,1,41,,,,,,,,,,,2,2,1,,
721806,2,2,1,1,17,,,,,,,1,10,,,,,,,,,,,,,,,
721833,1,1,3,1,15,,,,,,,1,37,,,,,,,,,,,2,2,2,,
721833,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
721842,1,1,2,1,23,,,,,,,1,32,,,,,,,,,,,2,2,2,,
721843,1,1,2,1,14,,,,,,,1,40,,,,,,,,,,,2,2,2,,
721843,2,2,1,1,21,,,,,,,1,22,,,,,,,,,,,,,,,
721843,3,3,2,1,21,1,300,2,1,2,,1,2,,,,,,,,,,,,,,1,
721862,1,1,4,1,14,,,,,,,1,36,,,,,,,,,,,2,2,2,,
721862,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
721871,1,1,4,1,19,,,,,,,1,24,,22,1,1,65,75,2,,,,2,2,2,,
721871,2,2,5,1,20,,,,,,,1,10,,36,1,1,65,70,2,,,,,,,,
721871,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
721871,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
721872,1,1,1,1,29,,,,,,,1,30,,,,,,,,,,,2,2,2,,
722003,1,1,1,1,13,,,,,,,1,40,,,,,,,,,,,2,2,1,,
722007,1,1,4,1,22,,,,,,,1,20,,45,1,1,65,50,2,,,,2,2,2,,
722013,1,1,2,1,19,2,,2,1,5,,1,16,,26,1,1,65,50,2,,,,2,2,2,1,
722021,1,1,2,1,19,1,400,1,1,1,,1,16,,21,1,1,65,60,2,,,,2,2,2,1,
722021,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
722041,1,1,2,1,16,,,,,,,1,35,,,,,,,,,,,2,2,2,,
722041,2,2,2,1,15,,,,,,,1,40,,,,,,,,,,,,,,,
722056,1,1,1,1,36,,,,,,,1,35,,,,,,,,,,,2,2,1,,
722075,1,1,2,3,24,,,,,,,1,22,,38,1,1,65,50,,,,,2,2,2,,
722104,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
722116,1,1,5,1,15,,,,,,,1,5,,47,1,1,60,50,2,,,,1,,,,
722116,2,2,10,3,16,,,,,,,1,4,,45,1,1,,,,,,,,,,,
722139,1,1,6,1,10,,,,,,,1,35,,48,1,1,65,50,2,,,,2,2,1,,
722141,1,1,6,3,22,2,,3,1,2,,1,8,,33,1,1,65,40,2,,,,2,2,1,1,
722141,2,2,5,3,20,2,,1,1,1,,1,6,,33,1,1,,,,,,,,,,1,
722141,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
722141,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
722145,1,1,1,2,14,,,,,,,1,55,,,,,,,,,,,2,2,2,,
722145,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
722146,1,1,2,3,20,1,100,1,1,2,,1,5,,33,1,1,65,60,2,,,,2,2,2,6,
722146,2,2,2,3,20,2,,3,3,,,1,8,,29,1,1,,,,,,,,,,7,
722212,1,1,6,3,23,1,350,1,2,,1,1,1,,35,1,2,65,70,2,,,,2,1,,6,
722212,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
722258,1,1,6,3,19,1,300,2,1,3,,1,24,,37,1,1,65,80,2,,,,1,,,1,
722258,2,2,8,3,15,,,,,,,1,30,,28,1,2,,,,,,,,,,,
722258,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
722258,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
722259,1,1,5,3,10,,,,,,,1,40,,,,,,,,,,,2,2,2,,
722259,2,2,5,3,11,,,,,,,1,40,,,,,,,,,,,,,,,
722310,1,1,2,3,16,,,,,,,1,40,,21,1,2,65,80,,,,,2,2,2,,
722310,2,2,2,3,19,,,,,,,1,34,,,,,,,,,,,,,,,
722321,1,1,7,1,18,1,700,1,1,2,,1,21,,38,1,2,60,30,1,2007,1,90,2,2,2,1,
722321,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
722324,1,1,1,1,22,,,,,,,1,32,,,,,,,,,,,2,2,2,,
722324,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
722331,1,1,10,1,24,,,,,,,1,36,,,,,,,,,,,2,2,2,,
722331,2,2,5,1,24,,,,,,,1,36,,,,,,,,,,,,,,,
722332,1,1,5,1,23,1,500,1,1,2,,1,17,,31,1,1,60,70,2,,,,2,2,2,1,
722353,1,1,4,1,16,,,,,,,1,30,,41,1,1,65,65,2,,,,2,2,2,,
722353,2,2,2,1,20,,,,,,,1,15,,,,,,,,,,,,,,,
722364,1,1,5,1,20,1,300,2,1,1,,1,19,,36,1,1,60,60,2,,,,2,1,,1,
722364,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
722365,1,1,3,1,20,,,,,,,1,29,,22,1,1,65,70,1,2007,12,80,2,1,,,
722365,2,2,3,1,17,,,,,,,1,5,,,,,,,,,,,,,,,
722365,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
722378,1,1,10,1,19,,,,,,,1,37,,,,,,,,,,,2,2,2,,
722378,2,2,5,1,19,,,,,,,1,36,,,,,,,,,,,,,,,
722447,1,1,1,1,13,1,100,,,,,1,16,,,1,1,65,80,2,,,,2,2,2,,
722447,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
722447,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
722447,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
722505,1,1,1,1,18,,,,,,,1,35,,,,,,,,,,,2,2,2,,
722509,1,1,2,1,20,,,,,,,1,20,,25,1,1,65,65,2,,,,2,2,2,,
722509,2,2,1,1,22,2,,,,,,1,18,,,1,1,,,,,,,,,,,
722509,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
722509,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
722518,1,2,1,2,28,2,,,,,,1,10,,,1,1,65,50,,,,,1,,,,
722518,2,1,1,1,25,2,,,,,,1,13,,,1,1,,,,,,,,,,,
722518,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
722518,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
722601,1,1,1,2,18,1,400,,,,,1,9,,,1,1,65,75,,,,,2,2,2,,
722601,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
722601,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
722608,1,1,1,1,13,1,200,,,,,1,2,,,1,1,65,70,2,,,,2,2,2,,
722608,2,2,1,1,28,2,,,,,,1,1,,,1,1,,,,,,,,,,,
722608,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
722647,1,1,3,1,16,,,,,,,1,38,,,,,,,,,,,2,2,1,,
722678,1,1,4,3,26,,,,,,,1,40,,26,1,1,80,90,,,,,2,2,2,,
722678,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
722704,1,1,1,1,20,1,700,,,,,1,20,,,1,1,65,70,2,,,,2,2,2,,
722704,2,2,1,1,26,1,800,,,,,1,12,,,1,1,,,,,,,,,,,
722704,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
722704,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
722704,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
722720,1,1,1,1,24,,,,,,,1,36,,,,,,,,,,,2,2,2,,
722720,2,2,1,1,27,,,,,,,1,34,,,1,1,,,,,,,,,,,
722743,1,1,1,1,20,1,500,,,,,1,20,,,1,1,60,70,2,,,,2,2,2,,
722743,2,2,1,1,18,,,,,,,1,35,,,,,,,,,,,,,,,
722743,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,
722806,1,1,5,3,20,1,500,2,3,,,1,15,,43,1,2,65,60,2,,,,2,2,2,1,
722807,1,1,3,3,19,1,300,1,3,,,1,20,,43,1,2,65,50,2,,,,2,1,,1,
722812,1,1,3,3,20,2,,2,1,5,,1,15,,43,1,2,65,60,,,,,2,1,,1,
722812,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,
722823,1,2,4,1,14,2,,1,1,4,,2,,,,,,,,,,,,2,2,1,2,
722823,2,10,1,2,20,1,1000,,,,,2,,,,1,1,65,50,,,,,,,,,
722837,1,1,5,1,13,2,,1,1,3,,2,,,,,,,,,,,,2,2,1,2,
722837,2,10,2,1,15,1,400,2,1,10,,1,10,,25,1,1,55,90,2,,,,,,,5,
722853,1,1,3,3,20,2,,1,3,,,1,20,,43,1,2,65,50,,,,,1,,,1,
722862,1,1,2,3,14,,,,,,,1,40,,,,,,,,,,,1,,,,
722875,1,1,1,2,25,1,1000,,,,,1,15,,,1,2,65,30,,,,,2,1,,,
722935,1,1,2,1,24,1,500,1,1,8,,1,18,,32,1,1,60,70,2,,,,2,2,2,1,
722935,2,2,2,1,17,1,300,2,1,10,,1,25,,28,1,1,,,,,,,,,,3,
722935,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
722935,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
723200,1,1,3,3,14,,,,,,,1,37,,,,,,,,,,,1,,,,
723200,2,2,1,1,14,,,,,,,1,29,,,,,,,,,,,,,,,
723204,1,1,3,1,14,,,,,,,1,34,,,,,,,,,,,2,1,,,
723207,1,2,3,1,14,2,,1,1,2,,1,15,,32,1,1,65,50,2,,,,2,2,1,6,
723207,2,1,1,1,14,2,,,,,,1,5,,,1,1,65,50,2,,,,,,,,
723207,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
723323,1,1,1,2,15,,,,,,,1,22,,,,,,,,,,,2,2,2,,
723405,1,2,5,3,27,1,700,1,1,1,,1,13,,42,1,1,60,60,2,,,,2,2,2,6,
723405,2,1,1,1,27,,,,,,,1,21,,,1,1,,,,,,,,,,,
723405,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
723405,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
723448,1,1,2,2,20,,,,,,,1,25,,25,1,1,80,90,,,,,2,2,2,,
723448,2,2,1,2,23,,,,,,,1,30,,,1,1,80,60,,,,,,,,,
723463,1,1,1,1,21,2,,,,,,1,13,,,1,2,65,85,1,2008,,90,2,2,2,,
723480,1,2,1,1,30,,,,,,,1,15,,,,,,,,,,,2,2,1,,
723480,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
723492,1,1,2,1,15,,,,,,,1,39,,,,,,,,,,,2,2,2,,
723504,1,2,1,1,24,1,900,,,,,1,10,,,1,1,65,80,2,,,,1,,,,
723504,2,1,2,3,21,1,1000,3,1,6,,1,6,,28,1,1,60,80,2,,,,,,,3,
723504,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
723504,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
723506,1,3,1,1,19,1,450,,,,,1,1,,,1,1,60,80,3,,,,2,2,2,,
723506,2,1,1,2,20,,,,,,,1,35,,,1,1,,,,,,,,,,,
723506,3,2,1,1,20,,,,,,,1,31,,,1,1,65,70,2,,,,,,,,
723506,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
723507,1,1,3,3,15,,,,,,,1,38,,,,,,,,,,,2,2,2,,
723507,2,2,1,2,28,,,,,,,1,30,,,,,,,,,,,,,,,
723535,1,1,3,1,21,,,,,,,1,4,,,,,,,,,,,2,2,2,,
723536,1,1,3,1,15,,,,,,,1,34,,,,,,,,,,,1,,,,
723536,2,2,2,1,26,1,850,2,1,6,,1,7,,32,1,1,,,,,,,,,,1,
723536,3,3,2,1,12,,,,,,,1,25,,,,,,,,,,,,,,,
723629,1,1,1,2,22,,,,,,,1,22,,,1,1,60,70,,,,,2,2,2,,
723666,1,1,6,1,19,,,,,,,1,35,,,,,,,,,,,2,2,2,,
723666,2,2,5,1,24,,,,,,,1,37,,,,,,,,,,,,,,,
723724,1,1,3,3,21,,,,,,,1,32,,,,,,,,,,,1,,,,
723724,2,2,1,1,30,,,,,,,1,1,,,,,,,,,,,,,,,
723745,1,1,5,1,14,,,,,,,1,35,,,,,,,,,,,2,2,2,,
723745,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
723747,1,1,2,1,32,,,,,,,1,35,,,,,,,,,,,2,2,2,,
723934,1,1,3,3,23,,,,,,,1,34,,54,1,1,66,70,,,,,2,2,2,,
723986,1,1,1,1,20,,,,,,,1,42,,,,,,,,,,,2,2,2,,
723986,2,2,1,1,16,,,,,,,1,24,,,,,,,,,,,,,,,
724042,1,1,2,1,15,,,,,,,1,45,,,,,,,,,,,2,2,1,,
724103,1,1,1,1,13,,,,,,,1,3,,,,,,,,,,,1,,,,
724108,1,1,2,1,16,,,,,,,1,15,,,,,,,,,,,2,2,1,,
724108,2,2,1,2,12,,,,,,,1,32,,,1,1,,,,,,,,,,,
724108,3,3,2,1,16,,,,,,,2,,,,,,,,,,,,,,,,
724108,4,4,1,1,19,1,500,,,,,2,,,,,,,,,,,,,,,,
724132,1,1,2,1,17,1,240,1,1,2,,1,5,,38,1,1,65,70,2,,,,2,1,,7,
724132,2,2,1,1,18,1,700,,,,,2,,,,1,1,,,,,,,,,,,
724132,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
724205,1,1,1,2,20,,,,,,,1,35,,,,,,,,,,,2,2,2,,
724209,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
724209,2,1,1,1,18,1,600,,,,,1,25,,,1,2,,,,,,,,,,,
724209,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
724209,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
724209,5,98,,,,,,,,,,,,,,,,,,,,,,,,,,
724210,1,1,3,1,18,,,,,,,1,39,,,,,,,,,,,2,1,,,
724210,2,2,1,1,30,,,,,,,1,25,,,1,2,,,,,,,,,,,
724211,1,1,1,2,18,,,,,,,1,25,,,,,,,,,,,2,2,2,,
724213,1,1,1,1,20,1,600,,,,,1,18,,,1,2,60,50,2,,,,2,2,1,,
724307,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
724307,2,2,1,1,20,,,,,,,1,36,,,,,,,,,,,,,,,
724307,3,3,1,1,25,1,400,,,,,1,1,,,,,,,,,,,,,,,
724312,1,1,1,1,16,,,,,,,1,35,,,,,,,,,,,2,2,1,,
724333,1,1,1,1,15,,,,,,,1,43,,,1,1,65,70,2,,,,2,2,1,,
724333,2,2,1,1,30,,,,,,,1,25,,,1,1,60,60,2,,,,,,,,
724353,1,1,1,1,20,1,1200,,,,,1,4,,,1,1,65,70,2,,,,2,2,1,,
724508,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
724508,2,1,2,1,41,,,,,,,1,37,,,,,,,,,,,,,,,
724509,1,1,2,3,14,,,,,,,1,45,,,,,,,,,,,2,2,2,,
724509,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
724509,3,3,1,1,30,1,1000,,,,,1,,2,,1,2,,,,,,,,,,,
724523,1,1,1,2,19,,,,,,,2,,,,,,,,,,,,1,,,,
724537,1,1,3,3,15,,,,,,,1,35,,52,1,1,61,80,2,,,,2,2,1,,
724537,2,2,1,1,21,,,,,,,1,35,,,1,1,59,80,2,,,,,,,,
724537,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
724537,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
724543,1,1,1,1,21,,,,,,,1,36,,,1,2,58,70,2,,,,2,2,2,,
724543,2,2,1,1,25,,,,,,,1,26,,,1,2,60,60,2,,,,,,,,
724543,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
724543,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
724549,1,1,1,1,16,,,,,,,1,35,,,,,,,,,,,2,2,2,,
724549,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
724549,3,3,1,1,24,2,,,,,,1,6,,,1,2,,,,,,,,,,,
724549,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
724635,1,1,1,1,22,1,1000,,,,,1,2,,,1,1,65,70,2,,,,2,2,1,,
724635,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
724636,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
724636,2,1,1,1,20,,,,,,,1,35,,,,,,,,,,,,,,,
724665,1,1,1,1,25,1,1200,,,,,1,12,,,1,1,65,70,2,,,,2,2,1,,
724665,2,2,1,1,30,1,1200,,,,,1,12,,,1,1,65,70,2,,,,,,,,
724665,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
724665,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
724708,1,1,3,1,14,1,300,1,1,3,,1,8,,33,1,1,65,60,2,,,,2,2,2,1,
724708,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
724708,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
724708,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
724708,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
724711,1,1,1,1,20,,,,,,,1,33,,,,,,,,,,,2,2,2,,
724711,2,2,1,1,16,,,,,,,1,38,,,,,,,,,,,,,,,
724714,1,1,1,2,22,,,,,,,1,25,,,1,1,70,75,,,,,2,2,1,,
724714,2,2,2,3,22,2,,2,1,18,,1,19,,41,1,1,,,,,,,,,,1,
724714,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
724714,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
724818,1,1,1,1,16,,,,,,,2,,,,,,,,,,,,1,,,,
724867,1,1,1,1,25,,,,,,,1,20,,,1,1,65,70,,,,,2,2,1,,
724867,2,2,1,1,26,2,,,,,,1,13,,,1,1,65,70,,,,,,,,,
724867,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
724899,1,1,1,1,27,,,,,,,1,33,,,1,2,65,90,,,,,2,2,2,,
724899,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
724899,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
724926,1,1,2,1,21,,,,,,,1,34,,27,1,1,62,80,1,2007,,80,2,2,2,,
724926,2,2,1,1,22,2,,,,,,1,20,,,1,1,60,95,2,,,,,,,,
724926,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
724926,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
724966,1,1,1,1,27,,,,,,,1,2,,,,,,,,,,,2,2,1,,
725067,1,1,1,1,43,,,,,,,1,15,,,,,,,,,,,2,2,2,,
725073,1,1,1,1,20,2,,,,,,1,23,,,1,1,65,95,2,,,,2,2,2,,
725100,1,1,1,1,22,,,,,,,1,40,,,,,,,,,,,2,2,2,,
725100,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
725206,1,1,1,1,21,,,,,,,1,31,,,,,,,,,,,2,2,2,,
725206,2,2,1,1,30,,,,,,,1,16,,,1,1,60,70,,,,,,,,,
725206,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
725236,1,1,1,1,14,,,,,,,1,15,,,,,,,,,,,1,,,,
725397,1,1,1,2,18,,,,,,,2,,,,,,,,,,,,2,1,,,
725402,1,1,1,1,14,,,,,,,1,40,,,,,,,,,,,2,1,,,
725402,2,2,1,1,16,,,,,,,1,40,,,,,,,,,,,,,,,
725509,1,1,1,1,14,,,,,,,1,37,,,,,,,,,,,2,1,,,
725509,2,2,2,1,14,,,,,,,1,15,,,,,,,,,,,,,,,
725535,1,1,3,1,15,,,,,,,1,30,,30,1,2,57,80,1,2007,,85,2,2,2,,
725535,2,2,6,1,16,1,60,2,1,2,,1,29,,26,1,2,,,,,,,,,,3,
725535,3,3,2,1,18,1,1100,2,2,,2,1,1,,19,1,2,,,,,,,,,,2,
725535,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
725602,1,1,1,1,25,,,,,,,1,35,,,,,,,,,,,2,2,2,,
725602,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
725619,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
725619,2,2,2,1,18,2,,1,3,,,1,3,,20,1,1,,,,,,,,,,2,
725619,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
725622,1,1,2,1,20,1,400,2,1,10,,1,10,,33,1,1,70,70,2,,,,2,2,1,3,
725622,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
725642,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
725642,2,2,2,1,16,,,,,,,1,30,,30,1,1,60,85,2,,,,,,,,
725642,3,3,1,1,24,1,400,,,,,2,,,,,,,,,,,,,,,,
725642,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
725643,1,1,3,1,18,,,,,,,1,27,,40,1,1,65,90,2,,,,2,2,2,,
725643,2,2,1,1,22,,,,,,,1,28,,,1,1,61,90,2,,,,,,,,
725643,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
725700,1,1,4,1,16,,,,,,,1,11,,43,1,1,65,50,2,,,,2,1,,,
725700,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
725700,3,3,2,1,17,1,500,1,1,2,,1,7,,19,1,1,,,,,,,,,,1,
725700,4,4,1,1,18,1,700,,,,,1,3,,,1,1,,,,,,,,,,,
725701,1,1,4,3,15,,,,,,,1,38,,,,,,,,,,,2,2,1,,
725705,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
725716,1,1,1,1,20,1,800,,,,,1,20,,,1,1,65,80,2,,,,2,2,2,,
725716,2,2,1,1,19,1,850,,,,,1,17,,,1,1,55,80,2,,,,,,,,
725716,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
725716,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,
725726,1,1,2,1,18,,,,,,,1,8,,57,1,1,65,60,2,,,,2,1,,,
725726,2,2,1,1,23,1,800,,,,,1,,6,,1,1,,,,,,,,,,,
725801,1,1,4,3,17,,,,,,,1,24,,27,1,1,62,55,2,,,,2,1,,,
725901,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
725901,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
725902,1,1,3,1,14,,,,,,,1,29,,34,1,1,65,60,2,,,,2,2,2,,
725902,2,2,1,1,25,1,200,,,,,1,13,,,1,1,60,60,2,,,,,,,,
725902,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
725902,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
725902,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,
725908,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
725934,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
725940,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
725940,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
726010,1,1,4,1,19,1,700,2,1,8,,1,17,,30,1,2,60,50,2,,,,1,,,5,
726010,2,2,5,1,17,1,300,1,1,7,,1,16,,,,,,,,,,,,,,7,
726010,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
726010,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
726146,1,1,1,2,11,,,,,,,1,30,,,,,,,,,,,2,2,1,,
726146,2,2,1,1,16,,,,,,,1,33,,,1,2,,,,,,,,,,,
726156,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
726161,1,1,1,2,21,1,400,,,,,1,20,,,1,1,70,50,,,,,2,2,2,,
726161,2,2,4,1,24,2,,1,2,,4,1,13,,32,1,1,,,,,,,,,,6,
726161,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
726161,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
726202,1,1,1,1,20,1,600,,,,,1,9,,,1,1,65,70,2,,,,2,2,2,,
726209,1,1,1,1,14,,,,,,,1,23,,,,,,,,,,,2,2,2,,
726209,2,2,1,1,38,,,,,,,1,27,,,,,,,,,,,,,,,
726218,1,1,1,1,16,,,,,,,1,33,,,,,,,,,,,2,2,2,,
726218,2,2,1,1,18,,,,,,,1,35,,,,,,,,,,,,,,,
726218,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
726234,1,1,1,2,15,,,,,,,1,39,,,,,,,,,,,2,2,2,,
726234,2,2,1,1,20,,,,,,,1,36,,,,,,,,,,,,,,,
726234,3,3,1,1,20,2,,,,,,1,11,,,1,1,,,,,,,,,,,
726234,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
726250,1,1,3,1,14,,,,,,,1,36,,,,,,,,,,,2,2,2,,
726274,1,1,1,2,16,,,,,,,2,,,,,,,,,,,,1,,,,
726311,1,1,1,2,14,,,,,,,1,35,,,,,,,,,,,1,,,,
726463,1,2,1,1,30,,,,,,,1,36,,,,,,,,,,,2,2,2,,
726463,2,1,1,1,20,,,,,,,1,36,,,1,1,,,,,,,,,,,
726538,1,1,1,1,11,,,,,,,1,26,,,,,,,,,,,1,,,,
726553,1,1,2,1,22,,,,,,,1,22,,22,1,1,65,80,2,,,,1,,,,
726553,2,2,2,1,20,1,150,2,1,2,,1,19,,38,1,2,60,70,,,,,,,,1,
726553,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,
726553,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,
726563,1,1,1,1,20,,,,,,,1,42,,,,,,,,,,,1,,,,
726563,2,2,1,1,12,,,,,,,2,,,,,,,,,,,,,,,,
726568,1,1,6,3,16,,,,,,,1,38,,36,1,1,60,60,,,,,1,,,,
726568,2,2,1,1,15,,,,,,,1,35,,,1,1,,,,,,,,,,,
726568,3,3,1,1,24,1,100,,,,,1,1,,,1,1,,,,,,,,,,,
726568,4,4,2,1,19,1,400,1,2,,2,1,,2,,,,,,,,,,,,,7,
726608,1,1,2,1,20,1,500,1,1,3,,1,7,,24,1,1,65,60,2,,,,2,2,2,1,
726608,2,2,2,1,15,1,200,1,1,2,,1,17,,28,1,1,,,,,,,,,,1,
726703,1,1,1,1,21,2,,,,,,1,23,,,1,2,60,65,2,,,,1,,,,
726703,2,2,2,1,17,2,,1,1,1,,1,22,,20,1,2,59,70,2,,,,,,,1,
726703,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,
726703,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,
726740,1,1,2,1,18,1,640,2,1,2,,1,18,,24,1,2,70,60,2,,,,2,2,2,1,
726740,2,2,2,1,19,1,400,1,1,5,,1,14,,24,1,2,65,60,2,,,,,,,1,
726740,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
726743,1,1,3,1,19,1,950,1,1,1,,1,5,,25,1,2,70,70,2,,,,2,2,1,7,
726743,2,2,6,1,15,,,,,,,1,37,,52,1,2,,,,,,,,,,,
726743,3,3,3,3,20,,,,,,,1,25,,47,1,1,,,,,,,,,,,
726743,4,4,0,,,,,,,,,,,,,,,,,,,,,,,,,
