nquest,nopco,stupco,conpco,setpco,nomco,stumco,conmco,setmco
826605,2,,,,2,,,
826622,2,,,,2,,,
826687,1,2,1,1,1,3,8,4
826691,,,,,,,,
826693,1,2,1,1,1,2,9,
826729,1,2,9,,1,2,9,
826741,,,,,,,,
826743,2,,,,2,,,
826757,1,2,2,3,1,2,9,
826768,,,,,,,,
826783,1,2,1,2,1,2,1,2
826796,,,,,,,,
826828,2,,,,2,,,
826840,2,,,,2,,,
826858,1,3,1,2,1,2,1,2
826916,,,,,,,,
826926,,,,,,,,
826929,,,,,,,,
826931,,,,,,,,
826936,2,,,,2,,,
826944,1,2,8,4,1,2,8,4
826959,,,,,,,,
826971,,,,,,,,
826978,1,4,2,4,1,4,2,3
826979,2,,,,2,,,
826998,,,,,,,,
827000,1,2,1,2,1,2,1,2
827001,1,2,1,2,1,3,1,2
827007,,,,,,,,
827046,1,2,1,2,1,2,9,
827067,1,3,8,4,1,3,9,
827069,1,3,2,3,1,2,9,
827091,1,2,1,3,1,3,9,
827098,1,3,1,3,1,3,9,
827115,2,,,,2,,,
827136,,,,,,,,
827141,1,2,8,1,1,3,8,1
827146,,,,,,,,
827157,1,3,1,2,1,2,9,
827161,,,,,,,,
827168,1,2,2,3,1,2,9,
827189,,,,,,,,
827209,1,5,5,2,1,4,2,4
827213,1,3,8,4,2,,,
827215,1,3,9,,1,2,8,4
827221,,,,,,,,
827231,2,,,,2,,,
827248,1,4,8,4,1,3,2,2
827252,1,2,8,4,1,2,9,
827308,,,,,,,,
827326,1,2,1,1,1,2,1,1
827345,1,2,1,1,1,2,1,1
827348,,,,,,,,
827350,,,,,,,,
827354,2,,,,2,,,
827355,,,,,,,,
827374,,,,,,,,
827377,,,,,,,,
827381,,,,,,,,
827398,2,,,,2,,,
827411,2,,,,2,,,
827428,,,,,,,,
827441,1,4,4,3,1,4,9,
827447,,,,,,,,
827449,,,,,,,,
827450,,,,,,,,
827455,,,,,,,,
827457,1,2,1,3,1,4,2,4
827458,,,,,,,,
827477,1,2,1,2,1,2,9,
827482,,,,,,,,
827490,1,2,8,1,1,3,9,
827501,1,4,1,2,1,4,1,2
827517,,,,,,,,
827527,1,2,1,2,1,2,9,
827548,1,4,4,4,1,3,9,
827578,,,,,,,,
827593,1,1,9,,1,1,9,
827602,,,,,,,,
827607,2,,,,2,,,
827615,2,,,,2,,,
827618,2,,,,2,,,
827627,,,,,,,,
827639,,,,,,,,
827641,1,2,1,3,1,2,9,
827674,1,2,8,4,1,2,9,
827689,,,,,,,,
827693,,,,,,,,
827708,2,,,,2,,,
827753,2,,,,2,,,
827771,,,,,,,,
827838,,,,,,,,
827844,,,,,,,,
827850,1,1,1,1,1,1,9,
827870,,,,,,,,
827871,2,,,,2,,,
827874,2,,,,2,,,
827905,2,,,,2,,,
827906,,,,,,,,
827929,,,,,,,,
827947,1,4,2,4,1,2,9,
827970,,,,,,,,
828001,2,,,,2,,,
828003,,,,,,,,
828016,,,,,,,,
828023,2,,,,2,,,
828039,,,,,,,,
828072,1,1,10,,1,1,9,
828095,,,,,,,,
828117,,,,,,,,
828121,,,,,,,,
828151,1,1,1,1,1,1,9,
828164,,,,,,,,
828169,1,2,1,1,1,2,9,
828170,1,1,1,1,1,1,9,
828179,,,,,,,,
828184,,,,,,,,
828187,1,2,1,2,1,4,9,
828188,1,2,8,1,1,2,9,
828190,1,2,8,4,1,2,8,4
828197,1,2,1,4,1,2,9,
828206,1,2,1,2,1,2,9,
850004,1,4,8,4,1,4,8,4
850005,,,,,,,,
850010,1,5,6,4,1,5,2,3
850011,,,,,,,,
850013,1,2,2,3,1,2,1,1
850016,1,7,1,4,1,7,9,
850017,1,2,1,4,1,2,9,
850018,1,4,2,3,1,4,2,3
850019,1,3,8,4,1,3,8,4
850021,1,4,1,3,1,3,9,
850022,,,,,,,,
850026,1,3,8,4,1,2,9,
850027,1,3,8,4,1,2,1,4
850028,1,4,4,4,1,3,9,
850035,,,,,,,,
850036,,,,,,,,
